location,date,vaccine,total_vaccinations
Switzerland,2021-05-16,Pfizer/BioNTech,1786581.0
Switzerland,2021-05-17,Moderna,2051216.0
Switzerland,2021-05-17,Pfizer/BioNTech,1819960.0
Switzerland,2021-05-18,Moderna,2114601.0
Switzerland,2021-05-18,Pfizer/BioNTech,1857406.0
Switzerland,2021-05-19,Moderna,2182933.0
Switzerland,2021-05-19,Pfizer/BioNTech,1891966.0
Switzerland,2021-05-20,Moderna,2258495.0
Switzerland,2021-05-20,Pfizer/BioNTech,1926467.0
Switzerland,2021-05-21,Moderna,2326982.0
Switzerland,2021-05-21,Pfizer/BioNTech,1960379.0
Switzerland,2021-05-22,Moderna,2360803.0
Switzerland,2021-05-22,Pfizer/BioNTech,1974245.0
Switzerland,2021-05-23,Moderna,2374787.0
Switzerland,2021-05-23,Pfizer/BioNTech,1978987.0
Switzerland,2021-05-24,Moderna,2409042.0
Switzerland,2021-05-24,Pfizer/BioNTech,1995306.0
Switzerland,2021-05-25,Moderna,2475260.0
Switzerland,2021-05-25,Pfizer/BioNTech,2031183.0
Switzerland,2021-05-26,Moderna,2546713.0
Switzerland,2021-05-26,Pfizer/BioNTech,2067299.0
Switzerland,2021-05-27,Moderna,2623077.0
Switzerland,2021-05-27,Pfizer/BioNTech,2099689.0
Switzerland,2021-05-28,Moderna,2695619.0
Switzerland,2021-05-28,Pfizer/BioNTech,2132872.0
Switzerland,2021-05-29,Moderna,2734208.0
Switzerland,2021-05-29,Pfizer/BioNTech,2148857.0
Switzerland,2021-05-30,Moderna,2749796.0
Switzerland,2021-05-30,Pfizer/BioNTech,2157925.0
Switzerland,2021-05-31,Moderna,2809460.0
Switzerland,2021-05-31,Pfizer/BioNTech,2192020.0
Switzerland,2021-06-01,Moderna,2882921.0
Switzerland,2021-06-01,Pfizer/BioNTech,2227510.0
Switzerland,2021-06-02,Moderna,2964984.0
Switzerland,2021-06-02,Pfizer/BioNTech,2258426.0
Switzerland,2021-06-03,Moderna,3044330.0
Switzerland,2021-06-03,Pfizer/BioNTech,2282932.0
Switzerland,2021-06-04,Moderna,3130572.0
Switzerland,2021-06-04,Pfizer/BioNTech,2308246.0
Switzerland,2021-06-05,Moderna,3186330.0
Switzerland,2021-06-05,Pfizer/BioNTech,2326215.0
Switzerland,2021-06-06,Moderna,3206488.0
Switzerland,2021-06-06,Pfizer/BioNTech,2333764.0
Switzerland,2021-06-07,Moderna,3285207.0
Switzerland,2021-06-07,Pfizer/BioNTech,2357267.0
Switzerland,2021-06-08,Moderna,3373037.0
Switzerland,2021-06-08,Pfizer/BioNTech,2381920.0
Switzerland,2021-06-09,Moderna,3461886.0
Switzerland,2021-06-09,Pfizer/BioNTech,2406274.0
Switzerland,2021-06-10,Moderna,3545988.0
Switzerland,2021-06-10,Pfizer/BioNTech,2428249.0
Switzerland,2021-06-11,Moderna,3629529.0
Switzerland,2021-06-11,Pfizer/BioNTech,2453427.0
Switzerland,2021-06-12,Moderna,3683211.0
Switzerland,2021-06-12,Pfizer/BioNTech,2471006.0
Switzerland,2021-06-13,Moderna,3702531.0
Switzerland,2021-06-13,Pfizer/BioNTech,2478487.0
Switzerland,2021-06-14,Moderna,3779066.0
Switzerland,2021-06-14,Pfizer/BioNTech,2500210.0
Switzerland,2021-06-15,Moderna,3862894.0
Switzerland,2021-06-15,Pfizer/BioNTech,2521075.0
Switzerland,2021-06-16,Moderna,3948180.0
Switzerland,2021-06-16,Pfizer/BioNTech,2539490.0
Switzerland,2021-06-17,Moderna,4036561.0
Switzerland,2021-06-17,Pfizer/BioNTech,2558017.0
Switzerland,2021-06-18,Moderna,4119573.0
Switzerland,2021-06-18,Pfizer/BioNTech,2577954.0
Switzerland,2021-06-19,Moderna,4167259.0
Switzerland,2021-06-19,Pfizer/BioNTech,2593533.0
Switzerland,2021-06-20,Moderna,4183250.0
Switzerland,2021-06-20,Pfizer/BioNTech,2598366.0
Switzerland,2021-06-21,Moderna,4254525.0
Switzerland,2021-06-21,Pfizer/BioNTech,2615380.0
Switzerland,2021-06-22,Moderna,4331135.0
Switzerland,2021-06-22,Pfizer/BioNTech,2631294.0
Switzerland,2021-06-23,Moderna,4406498.0
Switzerland,2021-06-23,Pfizer/BioNTech,2646028.0
Switzerland,2021-06-24,Moderna,4480216.0
Switzerland,2021-06-24,Pfizer/BioNTech,2660927.0
Switzerland,2021-06-25,Moderna,4550687.0
Switzerland,2021-06-25,Pfizer/BioNTech,2678044.0
Switzerland,2021-06-26,Moderna,4591352.0
Switzerland,2021-06-26,Pfizer/BioNTech,2688188.0
Switzerland,2021-06-27,Moderna,4604887.0
Switzerland,2021-06-27,Pfizer/BioNTech,2692963.0
Switzerland,2021-06-28,Moderna,4667418.0
Switzerland,2021-06-28,Pfizer/BioNTech,2705324.0
Switzerland,2021-06-29,Moderna,4732627.0
Switzerland,2021-06-29,Pfizer/BioNTech,2719521.0
Switzerland,2021-06-30,Moderna,4801745.0
Switzerland,2021-06-30,Pfizer/BioNTech,2733475.0
Switzerland,2021-07-01,Moderna,4862669.0
Switzerland,2021-07-01,Pfizer/BioNTech,2745431.0
Switzerland,2021-07-02,Moderna,4926188.0
Switzerland,2021-07-02,Pfizer/BioNTech,2756137.0
Switzerland,2021-07-03,Moderna,4965952.0
Switzerland,2021-07-03,Pfizer/BioNTech,2763827.0
Switzerland,2021-07-04,Moderna,4977790.0
Switzerland,2021-07-04,Pfizer/BioNTech,2766935.0
Switzerland,2021-07-05,Moderna,5036935.0
Switzerland,2021-07-05,Pfizer/BioNTech,2779443.0
Switzerland,2021-07-06,Moderna,5098638.0
Switzerland,2021-07-06,Pfizer/BioNTech,2791016.0
Switzerland,2021-07-07,Moderna,5157161.0
Switzerland,2021-07-07,Pfizer/BioNTech,2803028.0
Switzerland,2021-07-08,Moderna,5216836.0
Switzerland,2021-07-08,Pfizer/BioNTech,2814969.0
Switzerland,2021-07-09,Moderna,5273864.0
Switzerland,2021-07-09,Pfizer/BioNTech,2828699.0
Switzerland,2021-07-10,Moderna,5306647.0
Switzerland,2021-07-10,Pfizer/BioNTech,2838038.0
Switzerland,2021-07-11,Moderna,5316053.0
Switzerland,2021-07-11,Pfizer/BioNTech,2840325.0
Switzerland,2021-07-12,Moderna,5370991.0
Switzerland,2021-07-12,Pfizer/BioNTech,2854934.0
Switzerland,2021-07-13,Moderna,5426832.0
Switzerland,2021-07-13,Pfizer/BioNTech,2868047.0
Switzerland,2021-07-14,Moderna,5476523.0
Switzerland,2021-07-14,Pfizer/BioNTech,2880412.0
Switzerland,2021-07-15,Moderna,5527280.0
Switzerland,2021-07-15,Pfizer/BioNTech,2890792.0
Switzerland,2021-07-16,Moderna,5576935.0
Switzerland,2021-07-16,Pfizer/BioNTech,2901837.0
Switzerland,2021-07-17,Moderna,5602726.0
Switzerland,2021-07-17,Pfizer/BioNTech,2909252.0
Switzerland,2021-07-18,Moderna,5609190.0
Switzerland,2021-07-18,Pfizer/BioNTech,2910654.0
Switzerland,2021-07-19,Moderna,5659094.0
Switzerland,2021-07-19,Pfizer/BioNTech,2924866.0
Switzerland,2021-07-20,Moderna,5704073.0
Switzerland,2021-07-20,Pfizer/BioNTech,2935515.0
Switzerland,2021-07-21,Moderna,5744265.0
Switzerland,2021-07-21,Pfizer/BioNTech,2944941.0
Switzerland,2021-07-22,Moderna,5780128.0
Switzerland,2021-07-22,Pfizer/BioNTech,2954174.0
Switzerland,2021-07-23,Moderna,5818268.0
Switzerland,2021-07-23,Pfizer/BioNTech,2964619.0
Switzerland,2021-07-24,Moderna,5838257.0
Switzerland,2021-07-24,Pfizer/BioNTech,2970263.0
Switzerland,2021-07-25,Moderna,5842289.0
Switzerland,2021-07-25,Pfizer/BioNTech,2971124.0
Switzerland,2021-07-26,Moderna,5875883.0
Switzerland,2021-07-26,Pfizer/BioNTech,2980570.0
Switzerland,2021-07-27,Moderna,5903692.0
Switzerland,2021-07-27,Pfizer/BioNTech,2988552.0
Switzerland,2021-07-28,Moderna,5926945.0
Switzerland,2021-07-28,Pfizer/BioNTech,2997210.0
Switzerland,2021-07-29,Moderna,5950239.0
Switzerland,2021-07-29,Pfizer/BioNTech,3004923.0
Switzerland,2021-07-30,Moderna,5973779.0
Switzerland,2021-07-30,Pfizer/BioNTech,3013521.0
Switzerland,2021-07-31,Moderna,5981598.0
Switzerland,2021-07-31,Pfizer/BioNTech,3017119.0
Switzerland,2021-08-01,Moderna,5982058.0
Switzerland,2021-08-01,Pfizer/BioNTech,3018133.0
Switzerland,2021-08-02,Moderna,5996146.0
Switzerland,2021-08-02,Pfizer/BioNTech,3025903.0
Switzerland,2021-08-03,Moderna,6016326.0
Switzerland,2021-08-03,Pfizer/BioNTech,3032474.0
Switzerland,2021-08-04,Moderna,6032388.0
Switzerland,2021-08-04,Pfizer/BioNTech,3040477.0
Switzerland,2021-08-05,Moderna,6050215.0
Switzerland,2021-08-05,Pfizer/BioNTech,3047916.0
Switzerland,2021-08-06,Moderna,6070530.0
Switzerland,2021-08-06,Pfizer/BioNTech,3055678.0
Switzerland,2021-08-07,Moderna,6076011.0
Switzerland,2021-08-07,Pfizer/BioNTech,3059405.0
Switzerland,2021-08-08,Moderna,6076347.0
Switzerland,2021-08-08,Pfizer/BioNTech,3059894.0
Switzerland,2021-08-09,Moderna,6090907.0
Switzerland,2021-08-09,Pfizer/BioNTech,3067221.0
Switzerland,2021-08-10,Moderna,6106460.0
Switzerland,2021-08-10,Pfizer/BioNTech,3074114.0
Switzerland,2021-08-11,Moderna,6120722.0
Switzerland,2021-08-11,Pfizer/BioNTech,3083624.0
Switzerland,2021-08-12,Moderna,6138568.0
Switzerland,2021-08-12,Pfizer/BioNTech,3091667.0
Switzerland,2021-08-13,Moderna,6158300.0
Switzerland,2021-08-13,Pfizer/BioNTech,3099589.0
Switzerland,2021-08-14,Moderna,6164677.0
Switzerland,2021-08-14,Pfizer/BioNTech,3103646.0
Switzerland,2021-08-15,Moderna,6164958.0
Switzerland,2021-08-15,Pfizer/BioNTech,3103938.0
Switzerland,2021-08-16,Moderna,6178825.0
Switzerland,2021-08-16,Pfizer/BioNTech,3111628.0
Switzerland,2021-08-17,Moderna,6193799.0
Switzerland,2021-08-17,Pfizer/BioNTech,3120024.0
Switzerland,2021-08-18,Moderna,6209730.0
Switzerland,2021-08-18,Pfizer/BioNTech,3130595.0
Switzerland,2021-08-19,Moderna,6227375.0
Switzerland,2021-08-19,Pfizer/BioNTech,3138745.0
Switzerland,2021-08-20,Moderna,6249612.0
Switzerland,2021-08-20,Pfizer/BioNTech,3148226.0
Switzerland,2021-08-21,Moderna,6256458.0
Switzerland,2021-08-21,Pfizer/BioNTech,3153338.0
Switzerland,2021-08-22,Moderna,6256854.0
Switzerland,2021-08-22,Pfizer/BioNTech,3153814.0
Switzerland,2021-08-23,Moderna,6270929.0
Switzerland,2021-08-23,Pfizer/BioNTech,3162082.0
Switzerland,2021-08-24,Moderna,6286411.0
Switzerland,2021-08-24,Pfizer/BioNTech,3170854.0
Switzerland,2021-08-25,Moderna,6302036.0
Switzerland,2021-08-25,Pfizer/BioNTech,3183731.0
Switzerland,2021-08-26,Moderna,6322143.0
Switzerland,2021-08-26,Pfizer/BioNTech,3192406.0
Switzerland,2021-08-27,Moderna,6346933.0
Switzerland,2021-08-27,Pfizer/BioNTech,3201529.0
Switzerland,2021-08-28,Moderna,6356645.0
Switzerland,2021-08-28,Pfizer/BioNTech,3209137.0
Switzerland,2021-08-29,Moderna,6358275.0
Switzerland,2021-08-29,Pfizer/BioNTech,3209423.0
Switzerland,2021-08-30,Moderna,6371330.0
Switzerland,2021-08-30,Pfizer/BioNTech,3218924.0
Switzerland,2021-08-31,Moderna,6386926.0
Switzerland,2021-08-31,Pfizer/BioNTech,3226989.0
United States,2021-01-12,Moderna,3835859.0
United States,2021-01-12,Pfizer/BioNTech,5488697.0
United States,2021-01-13,Moderna,4249795.0
United States,2021-01-13,Pfizer/BioNTech,6025872.0
United States,2021-01-15,Moderna,5122662.0
United States,2021-01-15,Pfizer/BioNTech,7153268.0
United States,2021-01-19,Moderna,6828561.0
United States,2021-01-19,Pfizer/BioNTech,8874811.0
United States,2021-01-20,Moderna,7239750.0
United States,2021-01-20,Pfizer/BioNTech,9281063.0
United States,2021-01-21,Moderna,7724683.0
United States,2021-01-21,Pfizer/BioNTech,9817027.0
United States,2021-01-22,Moderna,8407909.0
United States,2021-01-22,Pfizer/BioNTech,1.0695066E7
United States,2021-01-23,Moderna,9061112.0
United States,2021-01-23,Pfizer/BioNTech,1.1471457E7
United States,2021-01-24,Moderna,9689497.0
United States,2021-01-24,Pfizer/BioNTech,1.2153536E7
United States,2021-01-25,Moderna,1.0084432E7
United States,2021-01-25,Pfizer/BioNTech,1.2551999E7
United States,2021-01-26,Moderna,1.0431466E7
United States,2021-01-26,Pfizer/BioNTech,1.3009981E7
United States,2021-01-27,Moderna,1.1001991E7
United States,2021-01-27,Pfizer/BioNTech,1.3550835E7
United States,2021-01-28,Moderna,1.1737592E7
United States,2021-01-28,Pfizer/BioNTech,1.435598E7
United States,2021-01-29,Moderna,1.261921E7
United States,2021-01-29,Pfizer/BioNTech,1.5164858E7
United States,2021-01-30,Moderna,1.3499942E7
United States,2021-01-30,Pfizer/BioNTech,1.5977015E7
United States,2021-01-31,Moderna,1.4246089E7
United States,2021-01-31,Pfizer/BioNTech,1.6775916E7
United States,2021-02-01,Moderna,1.4756609E7
United States,2021-02-01,Pfizer/BioNTech,1.7364398E7
United States,2021-02-02,Moderna,1.5006565E7
United States,2021-02-02,Pfizer/BioNTech,1.7672866E7
United States,2021-02-03,Moderna,1.5567188E7
United States,2021-02-03,Pfizer/BioNTech,1.8209204E7
United States,2021-02-04,Moderna,1.6260102E7
United States,2021-02-04,Pfizer/BioNTech,1.8841309E7
United States,2021-02-05,Moderna,1.7133644E7
United States,2021-02-05,Pfizer/BioNTech,1.9582865E7
United States,2021-02-06,Moderna,1.8336515E7
United States,2021-02-06,Pfizer/BioNTech,2.0598212E7
United States,2021-02-07,Moderna,1.9485089E7
United States,2021-02-07,Pfizer/BioNTech,2.1622193E7
United States,2021-02-08,Moderna,2.0066305E7
United States,2021-02-08,Pfizer/BioNTech,2.2247484E7
United States,2021-02-09,Moderna,2.0416765E7
United States,2021-02-09,Pfizer/BioNTech,2.2685406E7
United States,2021-02-10,Moderna,2.118954E7
United States,2021-02-10,Pfizer/BioNTech,2.3475749E7
United States,2021-02-11,Moderna,2.2038088E7
United States,2021-02-11,Pfizer/BioNTech,2.4246868E7
United States,2021-02-12,Moderna,2.3111715E7
United States,2021-02-12,Pfizer/BioNTech,2.5192628E7
United States,2021-02-13,Moderna,2.4297615E7
United States,2021-02-13,Pfizer/BioNTech,2.6237417E7
United States,2021-02-14,Moderna,2.5505313E7
United States,2021-02-14,Pfizer/BioNTech,2.7271797E7
United States,2021-02-16,Moderna,2.6738383E7
United States,2021-02-16,Pfizer/BioNTech,2.837441E7
United States,2021-02-17,Moderna,2.7287041E7
United States,2021-02-17,Pfizer/BioNTech,2.888669E7
United States,2021-02-18,Moderna,2.8043413E7
United States,2021-02-18,Pfizer/BioNTech,2.9585627E7
United States,2021-02-19,Moderna,2.9044336E7
United States,2021-02-19,Pfizer/BioNTech,3.0431247E7
United States,2021-02-20,Moderna,2.9909492E7
United States,2021-02-20,Pfizer/BioNTech,3.1270062E7
United States,2021-02-21,Moderna,3.0747615E7
United States,2021-02-21,Pfizer/BioNTech,3.2232422E7
United States,2021-02-22,Moderna,3.1212925E7
United States,2021-02-22,Pfizer/BioNTech,3.2853883E7
United States,2021-02-23,Moderna,3.1569021E7
United States,2021-02-23,Pfizer/BioNTech,3.335217E7
United States,2021-02-24,Moderna,3.2194245E7
United States,2021-02-24,Pfizer/BioNTech,3.4159027E7
United States,2021-02-25,Moderna,3.3066503E7
United States,2021-02-25,Pfizer/BioNTech,3.5095003E7
United States,2021-02-26,Moderna,3.4181226E7
United States,2021-02-26,Pfizer/BioNTech,3.6159403E7
United States,2021-02-27,Moderna,3.5422721E7
United States,2021-02-27,Pfizer/BioNTech,3.7269195E7
United States,2021-02-28,Moderna,3.6694414E7
United States,2021-02-28,Pfizer/BioNTech,3.8426567E7
United States,2021-03-01,Moderna,3.7522293E7
United States,2021-03-01,Pfizer/BioNTech,3.9262524E7
United States,2021-03-02,Moderna,3.8319678E7
United States,2021-03-02,Pfizer/BioNTech,4.0196532E7
United States,2021-03-03,Moderna,3.924818E7
United States,2021-03-03,Pfizer/BioNTech,4.1175807E7
United States,2021-03-04,Moderna,4.0261524E7
United States,2021-03-04,Pfizer/BioNTech,4.2193285E7
United States,2021-03-05,Moderna,4.1507728E7
United States,2021-03-05,Pfizer/BioNTech,4.3373717E7
United States,2021-03-06,Moderna,4.2977312E7
United States,2021-03-06,Pfizer/BioNTech,4.4774584E7
United States,2021-03-07,Moderna,4.4195607E7
United States,2021-03-07,Pfizer/BioNTech,4.5932122E7
United States,2021-03-08,Johnson&Johnson,208590.0
United States,2021-03-08,Moderna,4.4936695E7
United States,2021-03-08,Pfizer/BioNTech,4.682429E7
United States,2021-03-09,Johnson&Johnson,308181.0
United States,2021-03-09,Moderna,4.563574E7
United States,2021-03-09,Pfizer/BioNTech,4.7628226E7
United States,2021-03-10,Johnson&Johnson,458911.0
United States,2021-03-10,Moderna,4.6535646E7
United States,2021-03-10,Pfizer/BioNTech,4.8605159E7
United States,2021-03-11,Johnson&Johnson,638469.0
United States,2021-03-11,Moderna,4.7733656E7
United States,2021-03-11,Pfizer/BioNTech,4.970892E7
United States,2021-03-12,Johnson&Johnson,873726.0
United States,2021-03-12,Moderna,4.9169578E7
United States,2021-03-12,Pfizer/BioNTech,5.09604E7
United States,2021-03-13,Johnson&Johnson,1189207.0
United States,2021-03-13,Moderna,5.129213E7
United States,2021-03-13,Pfizer/BioNTech,5.3096054E7
United States,2021-03-14,Johnson&Johnson,1273958.0
United States,2021-03-14,Moderna,5.195182E7
United States,2021-03-14,Pfizer/BioNTech,5.3708091E7
United States,2021-03-15,Johnson&Johnson,1428465.0
United States,2021-03-15,Moderna,5.2883263E7
United States,2021-03-15,Pfizer/BioNTech,5.4643581E7
United States,2021-03-16,Johnson&Johnson,1569675.0
United States,2021-03-16,Moderna,5.3647312E7
United States,2021-03-16,Pfizer/BioNTech,5.5393141E7
United States,2021-03-17,Johnson&Johnson,1766131.0
United States,2021-03-17,Moderna,5.4643195E7
United States,2021-03-17,Pfizer/BioNTech,5.6499018E7
United States,2021-03-18,Johnson&Johnson,1911052.0
United States,2021-03-18,Moderna,5.5811286E7
United States,2021-03-18,Pfizer/BioNTech,5.7876875E7
United States,2021-03-19,Johnson&Johnson,2025349.0
United States,2021-03-19,Moderna,5.694164E7
United States,2021-03-19,Pfizer/BioNTech,5.9214724E7
United States,2021-03-20,Johnson&Johnson,2163681.0
United States,2021-03-20,Moderna,5.8294583E7
United States,2021-03-20,Pfizer/BioNTech,6.0849627E7
United States,2021-03-21,Johnson&Johnson,2298614.0
United States,2021-03-21,Moderna,5.951884E7
United States,2021-03-21,Pfizer/BioNTech,6.2529418E7
United States,2021-03-22,Johnson&Johnson,2406337.0
United States,2021-03-22,Moderna,6.0275003E7
United States,2021-03-22,Pfizer/BioNTech,6.3693721E7
United States,2021-03-23,Johnson&Johnson,2489153.0
United States,2021-03-23,Moderna,6.0913292E7
United States,2021-03-23,Pfizer/BioNTech,6.4679659E7
United States,2021-03-24,Johnson&Johnson,2622182.0
United States,2021-03-24,Moderna,6.171926E7
United States,2021-03-24,Pfizer/BioNTech,6.5995871E7
United States,2021-03-25,Johnson&Johnson,2734367.0
United States,2021-03-25,Moderna,6.2877755E7
United States,2021-03-25,Pfizer/BioNTech,6.7555076E7
United States,2021-03-26,Johnson&Johnson,2863246.0
United States,2021-03-26,Moderna,6.4313721E7
United States,2021-03-26,Pfizer/BioNTech,6.9368232E7
United States,2021-03-27,Johnson&Johnson,2982453.0
United States,2021-03-27,Moderna,6.581134E7
United States,2021-03-27,Pfizer/BioNTech,7.1246219E7
United States,2021-03-28,Johnson&Johnson,3090712.0
United States,2021-03-28,Moderna,6.7249447E7
United States,2021-03-28,Pfizer/BioNTech,7.2981111E7
United States,2021-03-29,Johnson&Johnson,3155418.0
United States,2021-03-29,Moderna,6.817785E7
United States,2021-03-29,Pfizer/BioNTech,7.4338025E7
United States,2021-03-30,Johnson&Johnson,3215657.0
United States,2021-03-30,Moderna,6.8858013E7
United States,2021-03-30,Pfizer/BioNTech,7.538689E7
United States,2021-03-31,Johnson&Johnson,3307113.0
United States,2021-03-31,Moderna,6.9930956E7
United States,2021-03-31,Pfizer/BioNTech,7.6891912E7
United States,2021-04-01,Johnson&Johnson,3429880.0
United States,2021-04-01,Moderna,7.1338865E7
United States,2021-04-01,Pfizer/BioNTech,7.8717917E7
United States,2021-04-02,Johnson&Johnson,3617377.0
United States,2021-04-02,Moderna,7.2997571E7
United States,2021-04-02,Pfizer/BioNTech,8.0845236E7
United States,2021-04-03,Johnson&Johnson,3840647.0
United States,2021-04-03,Moderna,7.4713387E7
United States,2021-04-03,Pfizer/BioNTech,8.298655E7
United States,2021-04-04,Johnson&Johnson,4054089.0
United States,2021-04-04,Moderna,7.6038933E7
United States,2021-04-04,Pfizer/BioNTech,8.4810406E7
United States,2021-04-05,Johnson&Johnson,4204015.0
United States,2021-04-05,Moderna,7.6791212E7
United States,2021-04-05,Pfizer/BioNTech,8.6041963E7
United States,2021-04-06,Johnson&Johnson,4299901.0
United States,2021-04-06,Moderna,7.728535E7
United States,2021-04-06,Pfizer/BioNTech,8.6855993E7
United States,2021-04-07,Johnson&Johnson,4544552.0
United States,2021-04-07,Moderna,7.8315776E7
United States,2021-04-07,Pfizer/BioNTech,8.8463874E7
United States,2021-04-08,Johnson&Johnson,4917225.0
United States,2021-04-08,Moderna,7.955182E7
United States,2021-04-08,Pfizer/BioNTech,9.0256586E7
United States,2021-04-09,Johnson&Johnson,5382365.0
United States,2021-04-09,Moderna,8.0944104E7
United States,2021-04-09,Pfizer/BioNTech,9.2355733E7
United States,2021-04-10,Johnson&Johnson,5972101.0
United States,2021-04-10,Moderna,8.2622178E7
United States,2021-04-10,Pfizer/BioNTech,9.4715143E7
United States,2021-04-11,Johnson&Johnson,6453740.0
United States,2021-04-11,Moderna,8.3847244E7
United States,2021-04-11,Pfizer/BioNTech,9.6586783E7
United States,2021-04-12,Johnson&Johnson,6859877.0
United States,2021-04-12,Moderna,8.4694388E7
United States,2021-04-12,Pfizer/BioNTech,9.7978125E7
United States,2021-04-13,Johnson&Johnson,7233726.0
United States,2021-04-13,Moderna,8.5435687E7
United States,2021-04-13,Pfizer/BioNTech,9.9453295E7
United States,2021-04-14,Johnson&Johnson,7517671.0
United States,2021-04-14,Moderna,8.6221076E7
United States,2021-04-14,Pfizer/BioNTech,1.00891617E8
United States,2021-04-15,Johnson&Johnson,7736781.0
United States,2021-04-15,Moderna,8.7539652E7
United States,2021-04-15,Pfizer/BioNTech,1.02877491E8
United States,2021-04-16,Johnson&Johnson,7848027.0
United States,2021-04-16,Moderna,8.9199649E7
United States,2021-04-16,Pfizer/BioNTech,1.05070417E8
United States,2021-04-17,Johnson&Johnson,7902746.0
United States,2021-04-17,Moderna,9.0718986E7
United States,2021-04-17,Pfizer/BioNTech,1.07083884E8
United States,2021-04-18,Johnson&Johnson,7935549.0
United States,2021-04-18,Moderna,9.2181455E7
United States,2021-04-18,Pfizer/BioNTech,1.09122092E8
United States,2021-04-19,Johnson&Johnson,7949021.0
United States,2021-04-19,Moderna,9.3002433E7
United States,2021-04-19,Pfizer/BioNTech,1.10461905E8
United States,2021-04-20,Johnson&Johnson,7961251.0
United States,2021-04-20,Moderna,9.3672874E7
United States,2021-04-20,Pfizer/BioNTech,1.11585824E8
United States,2021-04-21,Johnson&Johnson,7993255.0
United States,2021-04-21,Moderna,9.4684047E7
United States,2021-04-21,Pfizer/BioNTech,1.13104771E8
United States,2021-04-22,Johnson&Johnson,8018365.0
United States,2021-04-22,Moderna,9.5913701E7
United States,2021-04-22,Pfizer/BioNTech,1.14844028E8
United States,2021-04-23,Johnson&Johnson,8040727.0
United States,2021-04-23,Moderna,9.7353734E7
United States,2021-04-23,Pfizer/BioNTech,1.16754631E8
United States,2021-04-24,Johnson&Johnson,8058239.0
United States,2021-04-24,Moderna,9.8778973E7
United States,2021-04-24,Pfizer/BioNTech,1.18628496E8
United States,2021-04-25,Johnson&Johnson,8079863.0
United States,2021-04-25,Moderna,1.00031926E8
United States,2021-04-25,Pfizer/BioNTech,1.20373717E8
United States,2021-04-26,Johnson&Johnson,8087269.0
United States,2021-04-26,Moderna,1.00830533E8
United States,2021-04-26,Pfizer/BioNTech,1.21674501E8
United States,2021-04-27,Johnson&Johnson,8097650.0
United States,2021-04-27,Moderna,1.01463903E8
United States,2021-04-27,Pfizer/BioNTech,1.22669679E8
United States,2021-04-28,Johnson&Johnson,8124392.0
United States,2021-04-28,Moderna,1.02356935E8
United States,2021-04-28,Pfizer/BioNTech,1.23980028E8
United States,2021-04-29,Johnson&Johnson,8166410.0
United States,2021-04-29,Moderna,1.03474188E8
United States,2021-04-29,Pfizer/BioNTech,1.25540172E8
United States,2021-04-30,Johnson&Johnson,8231139.0
United States,2021-04-30,Moderna,1.04613893E8
United States,2021-04-30,Pfizer/BioNTech,1.27133399E8
United States,2021-05-01,Johnson&Johnson,8318546.0
United States,2021-05-01,Moderna,1.0594794E8
United States,2021-05-01,Pfizer/BioNTech,1.29013657E8
United States,2021-05-02,Johnson&Johnson,8374395.0
United States,2021-05-02,Moderna,1.06780082E8
United States,2021-05-02,Pfizer/BioNTech,1.30252779E8
United States,2021-05-03,Johnson&Johnson,8409505.0
United States,2021-05-03,Moderna,1.07155797E8
United States,2021-05-03,Pfizer/BioNTech,1.31030537E8
United States,2021-05-04,Johnson&Johnson,8449067.0
United States,2021-05-04,Moderna,1.07477821E8
United States,2021-05-04,Pfizer/BioNTech,1.31657484E8
United States,2021-05-05,Johnson&Johnson,8516437.0
United States,2021-05-05,Moderna,1.08142826E8
United States,2021-05-05,Pfizer/BioNTech,1.32721153E8
United States,2021-05-06,Johnson&Johnson,8627243.0
United States,2021-05-06,Moderna,1.09041458E8
United States,2021-05-06,Pfizer/BioNTech,1.34116885E8
United States,2021-05-07,Johnson&Johnson,8739657.0
United States,2021-05-07,Moderna,1.10124671E8
United States,2021-05-07,Pfizer/BioNTech,1.35725061E8
United States,2021-05-08,Johnson&Johnson,8844369.0
United States,2021-05-08,Moderna,1.11094349E8
United States,2021-05-08,Pfizer/BioNTech,1.37216849E8
United States,2021-05-09,Johnson&Johnson,8933802.0
United States,2021-05-09,Moderna,1.11933191E8
United States,2021-05-09,Pfizer/BioNTech,1.38657097E8
United States,2021-05-10,Johnson&Johnson,9038423.0
United States,2021-05-10,Moderna,1.12529278E8
United States,2021-05-10,Pfizer/BioNTech,1.39838655E8
United States,2021-05-11,Johnson&Johnson,9188411.0
United States,2021-05-11,Moderna,1.12990115E8
United States,2021-05-11,Pfizer/BioNTech,1.40760689E8
United States,2021-05-12,Johnson&Johnson,9266062.0
United States,2021-05-12,Moderna,1.13582961E8
United States,2021-05-12,Pfizer/BioNTech,1.41636737E8
United States,2021-05-13,Johnson&Johnson,9352742.0
United States,2021-05-13,Moderna,1.14354242E8
United States,2021-05-13,Pfizer/BioNTech,1.42692755E8
United States,2021-05-14,Johnson&Johnson,9431604.0
United States,2021-05-14,Moderna,1.15127784E8
United States,2021-05-14,Pfizer/BioNTech,1.43680891E8
United States,2021-05-15,Johnson&Johnson,9558399.0
United States,2021-05-15,Moderna,1.16066454E8
United States,2021-05-15,Pfizer/BioNTech,1.45007116E8
