Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age
Kenya Airways,Jambojet Limited,Boeing 737,2.0,,1.0,3.0,,$74,$148,19.7
Kenya Airways,Kenya Airways,Boeing 757,,,1.0,1.0,,$73,$0,
Kenya Airways,Kenya Airways,Boeing 767,,,12.0,12.0,,$187,$0,
Kenya Airways,Kenya Airways,Boeing 777,,,7.0,7.0,,$295,$0,
Kenya Airways,Kenya Airways,Boeing 787 Dreamliner,7.0,,2.0,9.0,,$265,"$1,856",2.4
Kenya Airways,Jambojet Limited,De Havilland Canada DHC-8 Dash 8,1.0,,,1.0,,$31,$31,14.8
Kenya Airways,Kenya Airways,Embraer ERJ-170,,,5.0,5.0,,$39,$0,
Kenya Airways,Kenya Airways,Embraer ERJ-190,15.0,,,15.0,,$46,$693,4.4
Kenya Airways,Kenya Airways,Fokker F50 / F60,,,3.0,3.0,,$18,$0,
Kenya Airways,Kenya Airways,McDonnell Douglas DC-8,,,2.0,2.0,,$6,$0,
Kenya Airways,Kenya Airways,McDonnell Douglas DC-9,,,2.0,2.0,,$45,$0,
Korean Air,Korean Air,Airbus A300,,,40.0,40.0,,$75,$0,
Korean Air,Korean Air,Airbus A321neo,,,,,30.0,$126,$0,
Korean Air,Korean Air,Airbus A330,29.0,,1.0,30.0,11.0,$240,"$6,960",12.0
Korean Air,Korean Air,Airbus A380,10.0,,,10.0,,$433,"$4,326",4.7
Korean Air,Korean Air,Boeing 727,,,1.0,1.0,,$4,$0,
Korean Air,Korean Air,Boeing 737,40.0,,11.0,51.0,51.0,$74,"$2,959",9.6
Korean Air,Jin Air,Boeing 737,18.0,,,18.0,,$74,"$1,332",11.2
Korean Air,Korean Air,Boeing 747,34.0,4.0,50.0,88.0,7.0,$316,"$10,737",10.8
Korean Air,Korean Air,Boeing 777,48.0,1.0,4.0,53.0,14.0,$295,"$14,138",7.5
Korean Air,Jin Air,Boeing 777,4.0,,,4.0,,$295,"$1,178",10.7
Korean Air,Korean Air,Boeing 787 Dreamliner,,3.0,,3.0,10.0,$265,$0,
Korean Air,Korean Air,Bombardier BD-500 CSeries,,1.0,,1.0,,$82,$0,
Korean Air,Korean Air,Bombardier CS300,,,,,10.0,$72,$0,
Korean Air,Korean Air,Eurocopter EC135,5.0,,,5.0,,,$0,5.9
Korean Air,Korean Air,Fokker F70 / F100,,,12.0,12.0,,$20,$0,
Korean Air,Korean Air,McDonnell Douglas DC-10,,,6.0,6.0,,$145,$0,
Korean Air,Korean Air,McDonnell Douglas DC-8,,,6.0,6.0,,$6,$0,
Korean Air,Korean Air,McDonnell Douglas DC-9,,,2.0,2.0,,$45,$0,
Korean Air,Korean Air,McDonnell Douglas MD-11,,,5.0,5.0,,$175,$0,
Korean Air,Korean Air,McDonnell Douglas MD-80,,,16.0,16.0,,$45,$0,
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A319,23.0,,2.0,25.0,,$90,"$2,061",9.1
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A319,17.0,,,17.0,,$90,"$1,523",9.7
LATAM Airlines Chile,LATAM Airlines Ecuador,Airbus A319,6.0,,,6.0,,$90,$538,7.0
LATAM Airlines Chile,LATAM Airlines Peru,Airbus A319,8.0,,,2.0,,$90,$717,11.2
LATAM Airlines Chile,LATAM Airlines Argentina,Airbus A320,14.0,,,14.0,,$98,"$1,372",14.6
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A320,73.0,1.0,7.0,81.0,33.0,$98,"$7,154",10.0
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A320,56.0,,3.0,59.0,20.0,$98,"$5,488",4.8
LATAM Airlines Chile,LATAM Airlines Peru,Airbus A320-200,14.0,,,,,$98,"$1,372",
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A321,31.0,,,31.0,20.0,$115,"$3,562",3.4
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A321,16.0,,,16.0,1.0,$115,"$1,838",1.0
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A350 XWB,6.0,2.0,,8.0,24.0,$312,"$1,872",0.5
LATAM Airlines Chile,LATAM Airlines Argentina,Boeing 767,3.0,,,3.0,,$187,$561,10.3
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 767,14.0,,,14.0,6.0,$187,"$2,617",6.2
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 767,20.0,,2.0,22.0,,$187,"$3,738",9.8
LATAM Airlines Chile,LATAM Airlines Ecuador,Boeing 767,3.0,,,,,$187,$561,
LATAM Airlines Chile,LATAM Cargo Brazil,Boeing 767,3.0,,,3.0,,$187,$561,12.6
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 767,3.0,,,3.0,,$187,$561,12.3
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 777,10.0,,,10.0,,$295,"$2,946",5.7
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 777,2.0,,,2.0,,$295,$589,7.6
LATAM Airlines Chile,LATAM Airlines Peru,Boeing 787,3.0,,,,,$265,$795,
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 787 Dreamliner,22.0,1.0,,23.0,10.0,$265,"$5,832",2.0
Lion Air,Lion Air,Airbus A310,,,1.0,1.0,,$75,$0,
Lion Air,Batik Air,Airbus A320,27.0,1.0,,28.0,,$98,"$2,646",1.1
Lion Air,Lion Air,Airbus A320,,,,,221.0,$98,$0,
Lion Air,Lion Air,Airbus A330,3.0,,,3.0,,$240,$720,1.1
Lion Air,Malindo Air,Airbus A330,,,,,1.0,$240,$0,
Lion Air,Malindo Air,ATR 42/72,16.0,,,16.0,,$22,$354,2.1
Lion Air,Wings Air,ATR 42/72,51.0,3.0,,54.0,10.0,$22,"$1,127",3.6
Lion Air,Thai Lion Air,ATR 42/72,,,1.0,1.0,,$22,$0,
Lion Air,Lion Air,Boeing 737,108.0,4.0,19.0,131.0,204.0,$74,"$7,990",5.3
Lion Air,Batik Air,Boeing 737,14.0,,6.0,20.0,,$74,"$1,036",2.6
Lion Air,Malindo Air,Boeing 737,25.0,1.0,1.0,27.0,,$74,"$1,850",2.0
Lion Air,Thai Lion Air,Boeing 737,24.0,,,24.0,8.0,$74,"$1,776",1.6
Lion Air,Lion Air,Boeing 747,2.0,,,2.0,,$316,$632,27.3
Lion Air,Wings Air,De Havilland Canada DHC-8 Dash 8,,,3.0,3.0,,$7,$0,
Lion Air,Lion Air,McDonnell Douglas MD-80,,,20.0,20.0,,$45,$0,
Lion Air,Wings Air,McDonnell Douglas MD-80,,,16.0,16.0,,$45,$0,
Lion Air,Lion Air,McDonnell Douglas MD-90,,,5.0,5.0,,$45,$0,
LOT Polish Airlines,LOT Polish Airlines,ATR 42/72,,,8.0,8.0,,$22,$0,
LOT Polish Airlines,LOT Polish Airlines,Boeing 737,3.0,,23.0,26.0,10.0,$74,$222,19.9
LOT Polish Airlines,LOT Polish Airlines,Boeing 767,,,10.0,10.0,,$187,$0,
LOT Polish Airlines,LOT Polish Airlines,Boeing 787 Dreamliner,6.0,1.0,,7.0,2.0,$265,"$1,591",3.6
LOT Polish Airlines,LOT Polish Airlines,De Havilland Canada DHC-8 Dash 8,10.0,,,10.0,,$31,$313,4.3
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-145,,,14.0,14.0,,$20,$0,
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-170,18.0,,6.0,24.0,,$39,$697,9.8
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-190,6.0,,,6.0,,$46,$277,5.0
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-10,,,3.0,3.0,,$145,$0,
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-8,,,1.0,1.0,,$6,$0,
LOT Polish Airlines,LOT Polish Airlines,Tupolev Tu-154,,,1.0,1.0,,$16,$0,
Lufthansa,Lufthansa,Airbus A300,,,26.0,26.0,,$75,$0,
Lufthansa,Lufthansa,Airbus A310,,,25.0,25.0,,$75,$0,
Lufthansa,Austrian Airlines,Airbus A310,,,4.0,4.0,,$75,$0,
Lufthansa,Lufthansa,Airbus A319,30.0,,5.0,35.0,,$90,"$2,688",14.9
Lufthansa,Austrian Airlines,Airbus A319,7.0,,,7.0,,$90,$627,12.0
Lufthansa,Brussels Airlines,Airbus A319,21.0,1.0,1.0,23.0,2.0,$90,"$1,882",12.6
Lufthansa,Germanwings,Airbus A319,43.0,,7.0,50.0,,$90,"$3,853",10.8
Lufthansa,Swiss International Airlines,Airbus A319,5.0,,3.0,8.0,,$90,$448,20.0
Lufthansa,Brussels Airlines,Airbus A319,21.0,1.0,1.0,23.0,2.0,$90,"$1,882",12.6
Lufthansa,Eurowings,Airbus A319,,,5.0,5.0,6.0,$90,$0,
Lufthansa,Lufthansa,Airbus A320,66.0,1.0,26.0,93.0,77.0,$98,"$6,468",9.3
Lufthansa,Austrian Airlines,Airbus A320,18.0,,,18.0,,$98,"$1,764",14.8
Lufthansa,Brussels Airlines,Airbus A320,9.0,,,9.0,1.0,$98,$882,13.1
Lufthansa,Eurowings,Airbus A320,21.0,4.0,4.0,29.0,33.0,$98,"$2,058",1.3
Lufthansa,Eurowings Europe,Airbus A320,3.0,,,3.0,,$98,$294,0.7
Lufthansa,Germanwings,Airbus A320,16.0,,10.0,26.0,,$98,"$1,568",25.4
Lufthansa,Swiss International Airlines,Airbus A320,22.0,,4.0,26.0,,$98,"$2,156",16.6
Lufthansa,Edelweiss Air,Airbus A320,6.0,,,6.0,,$98,$588,15.7
Lufthansa,Brussels Airlines,Airbus A320,9.0,,,9.0,1.0,$98,$882,13.1
Lufthansa,Lufthansa,Airbus A321,64.0,,,64.0,40.0,$115,"$7,354",12.0
Lufthansa,Austrian Airlines,Airbus A321,6.0,,,6.0,,$115,$689,19.1
Lufthansa,Swiss International Airlines,Airbus A321,9.0,,4.0,13.0,,$115,"$1,034",14.5
Lufthansa,Austrian Airlines,Airbus A330,,,4.0,4.0,,$115,$0,
Lufthansa,Lufthansa,Airbus A330,19.0,,5.0,24.0,,$240,"$4,560",9.6
Lufthansa,Brussels Airlines,Airbus A330,9.0,1.0,,10.0,1.0,$240,"$2,160",19.3
Lufthansa,Eurowings,Airbus A330,6.0,1.0,,7.0,1.0,$240,"$1,440",12.7
Lufthansa,Swiss International Airlines,Airbus A330,14.0,,15.0,29.0,,$240,"$3,360",6.2
Lufthansa,Edelweiss Air,Airbus A330,2.0,,2.0,4.0,,$240,$480,3.4
Lufthansa,Brussels Airlines,Airbus A330,9.0,1.0,,10.0,1.0,$240,"$2,160",19.3
Lufthansa,Austrian Airlines,Airbus A340,,,4.0,4.0,,$216,$0,
Lufthansa,Lufthansa,Airbus A340,42.0,,20.0,62.0,,$216,"$9,053",13.5
Lufthansa,Swiss International Airlines,Airbus A340,10.0,,5.0,15.0,,$216,"$2,156",14.5
Lufthansa,Edelweiss Air,Airbus A340,1.0,2.0,,3.0,3.0,$216,$216,13.1
Lufthansa,Lufthansa CityLine,Airbus A340,5.0,,,,,$216,"$1,078",
Lufthansa,Lufthansa,Airbus A350 XWB,,6.0,,6.0,25.0,$312,$0,
Lufthansa,Lufthansa,Airbus A380,14.0,,,14.0,,$433,"$6,056",5.2
Lufthansa,Lufthansa CityLine,ATR 42/72,,,7.0,7.0,,$22,$0,
Lufthansa,Eurowings,ATR 42/72,,,45.0,45.0,,$22,$0,
Lufthansa,Air Dolomiti,ATR 42/72,,,29.0,29.0,,$22,$0,
Lufthansa,Swiss Global Airlines,Avro RJ100,10.0,,,,,$30,$295,
Lufthansa,Germanwings,Boeing 717,,,2.0,2.0,,$37,$0,
Lufthansa,Lufthansa,Boeing 727,,,1.0,1.0,,$4,$0,
Lufthansa,Lufthansa,Boeing 737,,,155.0,155.0,,$74,$0,
Lufthansa,Lufthansa Cargo,Boeing 737,,,4.0,4.0,,$74,$0,
Lufthansa,Austrian Airlines,Boeing 737,,,13.0,13.0,,$74,$0,
Lufthansa,Brussels Airlines,Boeing 737,,,11.0,11.0,,$74,$0,
Lufthansa,Eurowings,Boeing 737,2.0,,1.0,3.0,,$74,$148,15.7
Lufthansa,Brussels Airlines,Boeing 737,,,11.0,11.0,,$74,$0,
Lufthansa,Lufthansa Cargo,Boeing 747,,,10.0,10.0,,$316,$0,
Lufthansa,Lufthansa,Boeing 747,32.0,,48.0,80.0,,$316,"$10,106",9.1
Lufthansa,Lufthansa,Boeing 767,,,3.0,3.0,,$187,$0,
Lufthansa,Austrian Airlines,Boeing 767,6.0,,,6.0,,$187,"$1,121",20.9
Lufthansa,Lufthansa,Boeing 777,,,,,34.0,$295,$0,
Lufthansa,Lufthansa Cargo,Boeing 777,5.0,,,5.0,,$295,"$1,473",2.7
Lufthansa,Austrian Airlines,Boeing 777,5.0,,,5.0,1.0,$295,"$1,473",16.2
Lufthansa,Swiss International Airlines,Boeing 777,6.0,1.0,,7.0,,$295,"$1,767",0.7
Lufthansa,Swiss Global Airlines,Boeing 777-300,6.0,,,,4.0,$320,"$1,921",
Lufthansa,Swiss International Airlines,Bombardier BD-500 CSeries,4.0,2.0,,6.0,,$82,$328,0.3
Lufthansa,Swiss Global Airlines,Bombardier CS100,4.0,,,,11.0,$72,$287,
Lufthansa,Swiss Global Airlines,Bombardier CS300,,,,,15.0,$72,$0,
Lufthansa,Lufthansa CityLine,British Aerospace BAe 146/Avro RJ,,,23.0,23.0,,$14,$0,
Lufthansa,Eurowings,British Aerospace BAe 146/Avro RJ,,,18.0,18.0,,$14,$0,
Lufthansa,Air Dolomiti,British Aerospace BAe 146/Avro RJ,,,6.0,6.0,,$14,$0,
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8.0,,25.0,33.0,,$14,$109,18.3
Lufthansa,Swiss International Airlines,British Aerospace BAe 146/Avro RJ,9.0,,16.0,25.0,,$14,$122,18.2
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8.0,,25.0,33.0,,$14,$109,18.3
Lufthansa,Lufthansa CityLine,Canadair CRJ-100 Series,,,48.0,48.0,,$32,$0,
Lufthansa,Eurowings,Canadair CRJ-100 Series,,,23.0,23.0,,$32,$0,
Lufthansa,Air Dolomiti,Canadair CRJ-100 Series,,,5.0,5.0,,$32,$0,
Lufthansa,Lufthansa CityLine,Canadair CRJ-700,,,20.0,20.0,,$41,$0,
Lufthansa,Eurowings,Canadair CRJ-700,,,2.0,2.0,,$41,$0,
Lufthansa,Lufthansa CityLine,Canadair CRJ-900,27.0,,,27.0,,$46,"$1,242",8.6
Lufthansa,Eurowings,Canadair CRJ-900,8.0,,15.0,23.0,,$46,$368,5.8
Lufthansa,Lufthansa CityLine,De Havilland Canada DHC-8 Dash 8,,,4.0,4.0,,$7,$0,
Lufthansa,Air Dolomiti,De Havilland Canada DHC-8 Dash 8,,,3.0,3.0,,$7,$0,
Lufthansa,Austrian Airlines,De Havilland Canada DHC-8 Dash 8,18.0,,1.0,19.0,,$31,$563,13.1
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2.0,,3.0,5.0,,$31,$63,8.3
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2.0,,3.0,5.0,,$31,$63,8.3
Lufthansa,Eurowings,Dornier Do-328,,,1.0,1.0,,$8,$0,
Lufthansa,Swiss International Airlines,Embraer ERJ-145,,,25.0,25.0,,$20,$0,
Lufthansa,Brussels Airlines,Embraer ERJ-145,1.0,,,1.0,,$20,$20,15.5
Lufthansa,Brussels Airlines,Embraer ERJ-145,1.0,,,1.0,,$20,$20,15.5
Lufthansa,Lufthansa CityLine,Embraer ERJ-190,23.0,,10.0,33.0,,$46,"$1,063",6.4
Lufthansa,Austrian Airlines,Embraer ERJ-190,10.0,7.0,,17.0,7.0,$46,$462,5.5
Lufthansa,Air Dolomiti,Embraer ERJ-190,10.0,,1.0,11.0,,$46,$462,5.9
Lufthansa,Lufthansa CityLine,Fokker F50 / F60,,,35.0,35.0,,$18,$0,
Lufthansa,Air Dolomiti,Fokker F70 / F100,,,2.0,2.0,,$20,$0,
Lufthansa,Austrian Airlines,Fokker F70 / F100,11.0,,19.0,30.0,,$20,$220,23.2
Lufthansa,Lufthansa,McDonnell Douglas DC-10,,,12.0,12.0,,$145,$0,
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-10,,,1.0,1.0,,$145,$0,
Lufthansa,Lufthansa,McDonnell Douglas DC-8,,,1.0,1.0,,$6,$0,
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-8,,,5.0,5.0,,$6,$0,
Lufthansa,Austrian Airlines,McDonnell Douglas DC-9,,,15.0,15.0,,$45,$0,
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-11,,,16.0,16.0,,$175,$0,
Lufthansa,Lufthansa Cargo,McDonnell Douglas MD-11,12.0,,7.0,19.0,,$175,"$2,100",17.6
Lufthansa,Austrian Airlines,McDonnell Douglas MD-80,,,29.0,29.0,,$45,$0,
Lufthansa,Germanwings,McDonnell Douglas MD-80,,,4.0,4.0,,$45,$0,
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-80,,,11.0,11.0,,$45,$0,
Lufthansa,Edelweiss Air,McDonnell Douglas MD-80,,,3.0,3.0,,$45,$0,
Lufthansa,Swiss International Airlines,Saab 2000,,,31.0,31.0,,$12,$0,
Malaysia Airlines,Malaysia Airlines,Airbus A300,,,6.0,6.0,,$75,$0,
Malaysia Airlines,Malaysia Airlines,Airbus A330,18.0,,19.0,37.0,,$240,"$4,320",4.6
Malaysia Airlines,Malaysia Airlines,Airbus A350 XWB,,1.0,,1.0,6.0,$312,$0,
Malaysia Airlines,Malaysia Airlines,Airbus A380,6.0,,,6.0,,$433,"$2,596",4.6
Malaysia Airlines,Firefly,ATR 42/72,21.0,,,21.0,,$22,$464,5.0
Malaysia Airlines,MASwings,ATR 42/72,13.0,,1.0,14.0,,$22,$287,6.3
Malaysia Airlines,Malaysia Airlines,Boeing 737,56.0,,111.0,167.0,25.0,$74,"$4,143",4.7
Malaysia Airlines,Firefly,Boeing 737,,,8.0,8.0,,$74,$0,
Malaysia Airlines,Malaysia Airlines,Boeing 747,2.0,,42.0,44.0,,$316,$632,10.7
Malaysia Airlines,Malaysia Airlines,Boeing 777,,,17.0,17.0,,$295,$0,
Malaysia Airlines,Malaysia Airlines,Fokker F50 / F60,,,12.0,12.0,,$18,$0,
Malaysia Airlines,Firefly,Fokker F50 / F60,,,3.0,3.0,,$18,$0,
Malaysia Airlines,MASwings,Fokker F50 / F60,,,8.0,8.0,,$18,$0,
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas DC-10,,,21.0,21.0,,$145,$0,
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas MD-11,,,6.0,6.0,,$175,$0,
Meridiana,Air Italy,Airbus A319,,,4.0,4.0,,,,
Meridiana,Air Italy,Airbus A320,,,7.0,7.0,,,,
Meridiana,Air Italy,Airbus A330,,,1.0,1.0,,,,
Meridiana,Air Italy,Boeing 737,7.0,,6.0,13.0,,,,16.6
Meridiana,Air Italy,Boeing 767,4.0,,,4.0,,,,22.6
Meridiana,Air Italy,British Aerospace BAe 146/Avro RJ,,,11.0,11.0,,,,
Meridiana,Air Italy,McDonnell Douglas DC-9,,,6.0,6.0,,,,
Meridiana,Air Italy,McDonnell Douglas MD-80,7.0,,14.0,21.0,,,,27.1
Mesa Airlines,Mesa Airlines,Canadair CRJ-100 Series,1.0,,58.0,59.0,,$32,$32,22.9
Mesa Airlines,Mesa Airlines,Canadair CRJ-700,20.0,,,20.0,,$41,$820,12.9
Mesa Airlines,Mesa Airlines,Canadair CRJ-900,64.0,,,64.0,,$46,"$2,944",10.3
Mesa Airlines,Mesa Airlines,De Havilland Canada DHC-8 Dash 8,,,17.0,17.0,,$7,$0,
Mesa Airlines,Mesa Airlines,Embraer EMB-120 Brasilia,,,6.0,6.0,,$11,$0,
Mesa Airlines,Mesa Airlines,Embraer ERJ-145,,,36.0,36.0,,$20,$0,
Mesa Airlines,Mesa Airlines,Embraer ERJ-170,48.0,,,48.0,,$39,"$1,858",1.5
Monarch Airlines,Monarch Airlines,Airbus A300,,,4.0,4.0,,$75,$0,
Monarch Airlines,Monarch Airlines,Airbus A320,9.0,,12.0,21.0,,$98,$882,12.3
Monarch Airlines,Monarch Airlines,Airbus A321,25.0,,4.0,29.0,,$115,"$2,873",11.8
Monarch Airlines,Monarch Airlines,Airbus A330,,,2.0,2.0,,$240,$0,
Monarch Airlines,Monarch Airlines,Boeing 737,,,19.0,19.0,30.0,$74,$0,
Monarch Airlines,Monarch Airlines,Boeing 757,,,10.0,10.0,,$73,$0,
Monarch Airlines,Monarch Airlines,Boeing 767,,,1.0,1.0,,$187,$0,
Monarch Airlines,Monarch Airlines,McDonnell Douglas DC-10,,,1.0,1.0,,$145,$0,
Monarch Airlines,Monarch Airlines,McDonnell Douglas MD-11,,,2.0,2.0,,$175,$0,
Norwegian Air,Norwegian Air,Airbus A320,1.0,,,,69.0,$98,$98,
Norwegian Air,Norwegian Air,Airbus A321,,,,,30.0,$115,$0,
Norwegian Air,Norwegian Air,Airbus A340,,,2.0,2.0,,$216,$0,
Norwegian Air,Norwegian Air,Boeing 737,56.0,,66.0,122.0,,$74,"$4,143",4.1
Norwegian Air,Norwegian UK,Boeing 737,1.0,,,1.0,,$74,$74,3.3
Norwegian Air,Norwegian Air International,Boeing 737,46.0,5.0,3.0,54.0,,$74,"$3,403",3.6
Norwegian Air,Norwegian Long Haul,Boeing 787 Dreamliner,12.0,,,11.0,32.0,$265,"$3,181",2.2
Norwegian Air,Norwegian UK,Boeing 787 Dreamliner,1.0,,,1.0,,$265,$265,0.5
Norwegian Air,Norwegian Air,Fokker F50 / F60,,,7.0,7.0,,$18,$0,
Norwegian Air,Norwegian Air,McDonnell Douglas MD-80,,,8.0,8.0,,$45,$0,
Oman Air,Oman Air,Airbus A300,,,1.0,1.0,,$75,$0,
Oman Air,Oman Air,Airbus A310,,,6.0,6.0,,$75,$0,
Oman Air,Oman Air,Airbus A320,,,5.0,5.0,,$98,$0,
Oman Air,Oman Air,Airbus A330,10.0,,2.0,12.0,,$240,"$2,400",5.4
Oman Air,Oman Air,ATR 42/72,,,4.0,4.0,,$22,$0,
Oman Air,Oman Air,Boeing 737,29.0,1.0,15.0,45.0,27.0,$74,"$2,145",5.1
Oman Air,Oman Air,Boeing 757,,,1.0,1.0,,$73,$0,
Oman Air,Oman Air,Boeing 767,,,1.0,1.0,,$187,$0,
Oman Air,Oman Air,Boeing 787 Dreamliner,4.0,1.0,,5.0,21.0,$265,"$1,060",1.4
Oman Air,Oman Air,Embraer ERJ-170,4.0,,,4.0,,$39,$155,5.0
Pakistan International Airlines,Pakistan International Airlines,Airbus A300,,,13.0,13.0,,$75,$0,
Pakistan International Airlines,Pakistan International Airlines,Airbus A310,4.0,,8.0,12.0,,$75,$300,23.7
Pakistan International Airlines,Pakistan International Airlines,Airbus A320,11.0,2.0,1.0,14.0,2.0,$98,"$1,078",10.9
Pakistan International Airlines,Pakistan International Airlines,Airbus A321,,,2.0,2.0,,$115,$0,
Pakistan International Airlines,Pakistan International Airlines,Airbus A330,1.0,,,1.0,2.0,$240,$240,1.9
Pakistan International Airlines,Pakistan International Airlines,ATR 42/72,10.0,,2.0,12.0,,$22,$221,7.3
Pakistan International Airlines,Pakistan International Airlines,Boeing 737,,,7.0,7.0,,$74,$0,
Pakistan International Airlines,Pakistan International Airlines,Boeing 747,,,15.0,15.0,,$316,$0,
Pakistan International Airlines,Pakistan International Airlines,Boeing 777,11.0,,,11.0,,$295,"$3,240",11.2
Pakistan International Airlines,Pakistan International Airlines,Boeing 787,,,,,8.0,$265,$0,
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-10,,,5.0,5.0,,$145,$0,
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-8,,,5.0,5.0,,$6,$0,
Pegasus Airlines,Pegasus Airlines,Airbus A300,,,2.0,2.0,,$75,$0,
Pegasus Airlines,Pegasus Airlines,Airbus A320,17.0,5.0,5.0,27.0,52.0,$98,"$1,666",2.1
Pegasus Airlines,Pegasus Airlines,Airbus A321,,,,,18.0,$115,$0,
Pegasus Airlines,Pegasus Airlines,Boeing 737,58.0,,40.0,98.0,5.0,$74,"$4,291",6.4
Philippine Airlines,Philippine Airlines,Airbus A300,,,13.0,13.0,,$75,$0,
Philippine Airlines,Philippine Airlines,Airbus A319,,,4.0,4.0,,$90,$0,
Philippine Airlines,Philippine Airlines,Airbus A320,10.0,,15.0,25.0,,$98,$980,6.9
Philippine Airlines,PAL Express,Airbus A320,9.0,,9.0,18.0,,$98,$882,6.4
Philippine Airlines,Philippine Airlines,Airbus A321,24.0,,,24.0,30.0,$115,"$2,758",2.0
Philippine Airlines,Philippine Airlines,Airbus A330,15.0,,8.0,23.0,,$240,"$3,600",2.8
Philippine Airlines,Philippine Airlines,Airbus A340,6.0,,12.0,18.0,,$216,"$1,293",16.0
Philippine Airlines,Philippine Airlines,Airbus A350,,,,,6.0,$312,$0,
Philippine Airlines,Philippine Airlines,Boeing 737,,,18.0,18.0,,$74,$0,
Philippine Airlines,Philippine Airlines,Boeing 747,,,18.0,18.0,,$316,$0,
Philippine Airlines,Philippine Airlines,Boeing 777,8.0,,,8.0,,$295,"$2,356",3.7
Philippine Airlines,PAL Express,De Havilland Canada DHC-8 Dash 8,9.0,,,9.0,,$31,$282,13.0
Philippine Airlines,Philippine Airlines,Fokker F50 / F60,,,11.0,11.0,,$18,$0,
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-10,,,6.0,6.0,,$145,$0,
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-8,,,14.0,14.0,,$6,$0,
Philippine Airlines,Philippine Airlines,McDonnell Douglas MD-11,,,4.0,4.0,,$175,$0,
Philippine Airlines,PAL Express,Q400 NextGen,,,,,12.0,$31,$0,
Qantas Airways,Qantas Airways,Airbus A300,,,4.0,4.0,,$75,$0,
Qantas Airways,Jetstar Airways,Airbus A320,53.0,,13.0,66.0,,$98,"$5,194",7.2
Qantas Airways,Jetstar Airways,Airbus A321,8.0,,,8.0,,$115,$919,7.9
Qantas Airways,Qantas Airways,Airbus A330,28.0,,2.0,30.0,,$240,"$6,720",10.0
Qantas Airways,Jetstar Airways,Airbus A330,,,11.0,11.0,,$240,$0,
Qantas Airways,Qantas Airways,Airbus A380,12.0,,,12.0,,$433,"$5,191",7.4
Qantas Airways,QantasLink,Boeing 717,20.0,,3.0,23.0,,$37,$740,14.8
Qantas Airways,Jetstar Airways,Boeing 717,,,14.0,14.0,,$37,$0,
Qantas Airways,Australian Air Express,Boeing 737,,,4.0,4.0,,$74,$0,
Qantas Airways,Qantas Airways,Boeing 737,71.0,1.0,43.0,115.0,,$74,"$5,253",10.2
Qantas Airways,Jetconnect,Boeing 737,8.0,,17.0,25.0,,$74,$592,6.3
Qantas Airways,Qantas Freight,Boeing 737,4.0,,,,1.0,$74,$296,
Qantas Airways,Qantas Airways,Boeing 747,11.0,,54.0,65.0,,$316,"$3,474",16.7
Qantas Airways,Qantas Freight,Boeing 747,3.0,,,,,$316,$947,
Qantas Airways,Qantas Airways,Boeing 767,1.0,,38.0,39.0,,$187,$187,10.9
Qantas Airways,Qantas Freight,Boeing 767,1.0,,,,,$187,$187,
Qantas Airways,Qantas Airways,Boeing 787,,,,,8.0,$265,$0,
Qantas Airways,Jetstar Airways,Boeing 787 Dreamliner,11.0,,,11.0,,$265,"$2,916",2.4
Qantas Airways,Qantas Freight,British Aerospace BAe 146,4.0,,,,,$14,$54,
Qantas Airways,QantasLink,British Aerospace BAe 146/Avro RJ,,,19.0,19.0,,$14,$0,
