indicator_name,indicator_code,country_name,country_code,value,year
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Astrakhanskaya oblast",RUS_Astrakhanskaya_Oblast_RU.AS_2493_RUS007,14.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Bashkortostan Rep.",RUS_Bashkortostan_Rep_RU.BA_2494_RUS008,12.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Belgorodskaya oblast",RUS_Belgorodskaya_Oblast_RU.BE_2495_RUS009,8.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Bryanskaya oblast",RUS_Bryanskaya_Oblast_RU.BR_2496_RUS010,12.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Buryatiya Rep.",RUS_Buryatiya_Rep_RU.BU_2497_RUS011,20.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Chelyabinskaya oblast",RUS_Chelyabinskaya_Oblast_RU.CE_2499_RUS013,10.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Chukotskiy Okrug",RUS_Chukotskiy_Okrug_RU.CU_2501_RUS015,9.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Chuvashiya Rep.",RUS_Chuvashiya_Rep_RU.CV_2502_RUS016,19.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Dagestan Rep.",RUS_Dagestan_Rep_RU.DA_2503_RUS017,8.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Evenkiyskiy Okrug",RUS_Evenkiyskiy_Okrug_RU.EO_2504_RUS018,20.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Ingushetiya Rep.",RUS_Ingushetiya_Rep_RU.IR_2505_RUS019,18.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Irkutskaya Oblast",RUS_Irkutskaya_Oblast_RU.IK_2506_RUS020,19.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Ivanovskaya Oblast",RUS_Ivanovskaya_Oblast_RU.IV_2507_RUS021,19.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kabardino-balkariya Rep.",RUS_Kabardino-balkariya_Rep_RU.KB_2508_RUS022,15.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kaliningradskaya Oblast",RUS_Kaliningradskaya_Oblast_RU.KO_2509_RUS023,12.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kalmykiya Rep.",RUS_Kalmykiya_Rep_RU.KA_2510_RUS024,35.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kaluzhskaya Oblast",RUS_Kaluzhskaya_Oblast_RU.KU_2511_RUS025,11.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kamchatskaya Oblast",RUS_Kamchatskaya_Oblast_RU.KM_2512_RUS026,19.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Karatchayevo-cherkesiya Rep.",RUS_Karatchayevo-cherkesiya_Rep_RU.KC_2513_RUS027,18.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Karelya Rep.",RUS_Karelya_Rep_RU.KR_2514_RUS028,15.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kemerovskaya Oblast",RUS_Kemerovskaya_Oblast_RU.KL_2515_RUS029,11.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Khabarovskiy Kray",RUS_Khabarovskiy_Kray_RU.KH_2516_RUS030,15.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Khakasiya Rep.",RUS_Khakasiya_Rep_RU.KS_2517_RUS031,18.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Khanty-mansyiskiy Okrug",RUS_Khanty-mansyiskiy_Okrug_RU.KY_2518_RUS032,10.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kirovskaya Oblast",RUS_Kirovskaya_Oblast_RU.KV_2519_RUS033,15.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Komi Rep.",RUS_Komi_Rep_RU.KI_2520_RUS034,16.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kostromskaya Oblast",RUS_Kostromskaya_Oblast_RU.OB_2523_RUS037,16.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Krasnodarskiy Kray",RUS_Krasnodarskiy_Kray_RU.KN_2524_RUS038,13.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Krasnoyarskiy Kray",RUS_Krasnoyarskiy_Kray_RU.KK_2525_RUS039,18.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kurganskaya Oblast",RUS_Kurganskaya_Oblast_RU.KG_2526_RUS040,18.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Kurskaya Oblast",RUS_Kurskaya_Oblast_RU.KT_2527_RUS041,10.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Leningradskaya Oblast",RUS_Leningradskaya_Oblast_RU.LE_2529_RUS042,13.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Lipetskaya Oblast",RUS_Lipetskaya_Oblast_RU.LI_2530_RUS043,10.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Magadanskaya Oblast",RUS_Magadanskaya_Oblast_RU.MA_2531_RUS044,13.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Mariy-el Rep.",RUS_Mariy-el_Rep_RU.MR_2532_RUS045,24.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Mordoviya Rep.",RUS_Mordoviya_Rep_RU.MO_2533_RUS046,20.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Moskovskaya Oblast",RUS_Moskovskaya_Oblast_RU.MK_2534_RUS047,9.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Moskva",RUS_Moskva_RU.MV_2535_RUS048,10.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Murmanskaya Oblast",RUS_Murmanskaya_Oblast_RU.MU_2536_RUS049,13.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Nenetskiy Okrug",RUS_Nenetskiy_Okrug_RU.NE_2538_RUS051,7.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Nizhegorodskaya Oblast",RUS_Nizhegorodskaya_Oblast_RU.NZ_2539_RUS052,12.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Novgorodskaya Oblast",RUS_Novgorodskaya_Oblast_RU.NG_2540_RUS053,15.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Novosibirskaya Oblast",RUS_Novosibirskaya_Oblast_RU.NV_2541_RUS054,16.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Omskaya oblast",RUS_Omskaya_Oblast_RU.OO_2542_RUS055,12.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Orenburgskaya oblast",RUS_Orenburgskaya_Oblast_RU.OR_2543_RUS056,14.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Orlovskaya Oblast",RUS_Orlovskaya_Oblast_RU.OL_2544_RUS057,14.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Penzenskaya Oblast",RUS_Penzenskaya_Oblast_RU.PO_2545_RUS058,15.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Permskaya Oblast",RUS_Permskaya_Oblast_RU.PR_2546_RUS059,14.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Primorskiy Kray",RUS_Primorskiy_Kray_RU.PM_2547_RUS060,15.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Pskovskaya Oblast",RUS_Pskovskaya_Oblast_RU.PS_2548_RUS061,16.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Rostovskaya Oblast",RUS_Rostovskaya_Oblast_RU.RO_2549_RUS062,15.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Ryazanskaya Oblast",RUS_Ryazanskaya_Oblast_RU.RS_2550_RUS063,16.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Sakha Rep.",RUS_Sakha_Rep_RU.SA_2551_RUS064,18.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Sakhalinskaya Oblast",RUS_Sakhalinskaya_Oblast_RU.SY_2552_RUS065,11.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Samarskaya Oblast",RUS_Samarskaya_Oblast_RU.SM_2553_RUS066,15.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Sankt-peterburg",RUS_Sankt-peterburg_RU.SP_2554_RUS067,9.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Saratovskaya Oblast",RUS_Saratovskaya_Oblast_RU.SR_2555_RUS068,17.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Severnaya Osetiya-alaniya Rep.",RUS_Severn_Osetiya-alaniya_Rep_RU.SO_2556_RUS069,12.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Smolenskaya Oblast",RUS_Smolenskaya_Oblast_RU.SL_2557_RUS070,17.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Stavropolskiy Kray",RUS_Stavropolskiy_Kray_RU.SV_2558_RUS071,18.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Sverdlovskaya Oblast",RUS_Sverdlovskaya_Oblast_RU.SK_2559_RUS072,10.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Tambovskaya Oblast",RUS_Tambovskaya_Oblast_RU.TA_2560_RUS073,10.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Tatarstan Rep.",RUS_Tatarstan_Rep_RU.TR_2561_RUS074,8.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Tomskaya Oblast",RUS_Tomskaya_Oblast_RU.TM_2563_RUS076,17.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Tulskaya Oblast",RUS_Tulskaya_Oblast_RU.TS_2564_RUS077,10.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Tverskaya Oblast",RUS_Tverskaya_Oblast_RU.TV_2565_RUS078,13.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Tyumenskaya Oblast",RUS_Tyumenskaya_Oblast_RU.TY_2566_RUS079,11.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Tyva Rep.",RUS_Tyva_Rep_RU.TN_2567_RUS080,30.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Udmurtiya Rep.",RUS_Udmurtiya_Rep_RU.UR_2568_RUS081,14.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Ulyanovskaya Oblast",RUS_Ulyanovskaya_Oblast_RU.UL_2569_RUS082,16.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Vladimirskaya Oblast",RUS_Vladimirskaya_Oblast_RU.US_2571_RUS084,17.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Volgogradskaya Oblast",RUS_Volgogradskaya_Oblast_RU.VG_2572_RUS085,15.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Vologodskaya Oblast",RUS_Vologodskaya_Oblast_RU.VL_2573_RUS086,17.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Voronezhskaya Oblast",RUS_Voronezhskaya_Oblast_RU.VO_2574_RUS087,17.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Yamalo-nenetskiy Okrug",RUS_Yamalo-nenetskiy_Okrug_RU.YN_2575_RUS088,7.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Yaroslavskaya Oblast",RUS_Yaroslavskaya_Oblast_RU.YA_2576_RUS089,13.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Russian Federation, Zabaykalsky Kray",RUS_Zabaykalsky_kray_RU.ZK_2578_RUS091,18.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Sierra Leone,SLE,52.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Bo",SLE_Bo_25414,50.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Bombali",SLE_Bombali_25409,57.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Bonthe",SLE_Bonthe_25415,51.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Kailahun",SLE_Kailahun_25406,60.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Kambia",SLE_Kambia_25410,53.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Kenema",SLE_Kenema_25407,61.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Koinadugu",SLE_Koinadugu_25411,54.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Kono",SLE_Kono_25408,61.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Moyamba",SLE_Moyamba_25416,70.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Port Loko",SLE_Port_Loko_25412,59.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Pujehun",SLE_Pujehun_25417,54.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Sierra Leone, Tonkolili",SLE_Tonkolili_25413,76.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Slovak Republic,SVK,13.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Banska Bystrica",SVK_Banska_Bystrica_SK.BB_2667_SVK001,15.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Bratislava",SVK_Bratislava_SK.BR_2667.55_SVK002,6.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Kosice",SVK_Kosice_SK.KO_2669_SVK003,13.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Nitra",SVK_Nitra_SK.NI_2670_SVK004,15.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Presov",SVK_Presov_SK.PR_2671_SVK005,19.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Trencin",SVK_Trencin_SK.TR_2672_SVK006,8.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Trnava",SVK_Trnava_SK.TN_2673_SVK007,10.6,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovak Republic, Zilna",SVK_Zilna_SK.ZI_2674_SVK008,12.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Slovenia,SVN,13.5,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovenia, Vzhodna",SVN_Vzhodna_Slovenia_AGG064.5,16.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Slovenia, Zahodna",SVN_Zahodna_Slovenia_AGG065.5,10.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Togo,TGO,58.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Centrale",TGO_Centrale_TG.CE_2970.1_TGO001,80.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Grande Lomé",TGO_Grande_Lome_27395_5,27.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Kara",TGO_Kara_TG.KA_2971.1_TGO002,68.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Maritime",TGO_Maritime_TG.MA_2972_TGO003,53.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Plateaux",TGO_Plateaux_TG.PL_2973_TGO004,64.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Savanes",TGO_Savanes_TG.SV_2974_TGO005,90.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Amazonas",VEN_Amazonas_VE.AM_3302_VEN001,39.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Anzoategui",VEN_Anzoategui_VE.AN_3303_VEN002,35.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Apure",VEN_Apure_VE.AP_3304_VEN003,46.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Aragua",VEN_Aragua_VE.AR_3305_VEN004,28.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Barinas",VEN_Barinas_VE.BA_3306_VEN005,40.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Bolivar",VEN_Bolivar_VE.BO_3307_COL006,34.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Carabobo",VEN_Carabobo_VE.CA_3308_VEN007,17.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Cojedes",VEN_Cojedes_VE.CO_3309_VEN008,37.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Delta Amacuro",VEN_Delta_Amacuro_VE.DA_3310_VEN009,39.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Distrito Capital",VEN_Distrito_Capital_VE.DF_67153_VEN010,13.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Falcon",VEN_Falcon_VE.FA_3313_VEN011,27.7,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Guarico",VEN_Guarico_VE.GU_3314_VEN012,44.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Lara",VEN_Lara_VE.LA_3315_VEN013,41.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Merida",VEN_Merida_VE.ME_3316_VEN014,35.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Miranda",VEN_Miranda_VE.MI_3317_VEN015,22.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Monagas",VEN_Monagas_VE.MO_3318_VEN016,42.0,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Nueva Esparta",VEN_Nueva_Esparta_VE.NE_3319_VEN017,21.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Portuguesa",VEN_Portuguesa_VE.PO_3320_VEN018,40.4,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Sucre",VEN_Sucre_VE.SU_3321_VEN019,49.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Tachira",VEN_Tachira_VE.TA_3322_VEN020,27.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Trujillo",VEN_Trujillo_VE.TR_3323_VEN021,38.9,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Vargas",VEN_Vargas_VE.VA_67152_VEN022,19.3,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Yaracuy",VEN_Yaracuy_VE.YA_3324_VEN023,37.1,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Zulia",VEN_Zulia_VE.ZU_3325_VEN024,37.2,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,West Bank and Gaza,WBG,25.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"West Bank and Gaza, Gaza strip",WBG_Gaza_strip_PS.GA_1292_WBG006,38.8,2011-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"West Bank and Gaza, West Bank",WBG_West_Bank_PS.WB_3405_WBG017,17.8,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,Costa Rica,CRI,26.0,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,Ecuador,ECU,50.9,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Ecuador, La Amazonía",ECU_La_Amazonia_AGG087,59.8,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Ecuador, La Costa",ECU_La_Costa_AGG086,48.1,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Ecuador, La Sierra",ECU_La_Sierra_AGG085,51.3,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,El Salvador,SLV,50.2,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,Guatemala,GTM,71.4,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,4.647257433,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Banten, Prop.",IDN_Banten_ID.BT_73610_IDN031,9.749114043,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Bengkulu, Prop.",IDN_Bengkulu_ID.BE_1514_IDN003,17.38697527,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, DI Yogyakarta, Prop.",IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,21.81911736,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Gorontalo, Prop.",IDN_Gorontalo_ID.GO_73611_IDN034,25.65133018,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jambi, Prop.",IDN_Jambi_ID.JA_1518_IDN006,7.531052631,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,13.31664755,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,17.1351924,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,18.18829988,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,9.585447542,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan selatan, Prop.",IDN_Kalimantan_Selatan_ID.KS_1523_IDN011,6.341143915,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan Tengah, Prop.",IDN_Kalimantan_Tengah_ID.KT_1524_IDN012,7.887181049,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan Timur, Prop.",IDN_Kalimantan_Timur_ID.KA_1525_IDN013,11.20948411,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kepulauan Bangka-Belitung, Prop.",IDN_Bangka_Belitung_ID.BB_73609_IDN004,7.350545358,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kepulauan Riau, Prop.",IDN_Kepulauan_Riau_ID.KR_73614_IDN017,7.649709432000001,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Lampung, Prop.",IDN_Lampung_ID.LA_1526_IDN014,18.54169174,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Maluku Utara, Prop.",IDN_Maluku_Utara_ID.MU_73616_IDN016,11.57891458,2011-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Maluku, Prop.",IDN_Maluku_ID.MA_73615_IDN015,30.54122403,2011-01-01
