name,country,subcountry,geonameid
North Royalton,United States,Ohio,5164916.0
Norwalk,United States,Ohio,5165101.0
Oregon,United States,Ohio,5165734.0
Painesville,United States,Ohio,5166009.0
Parma,United States,Ohio,5166177.0
Parma Heights,United States,Ohio,5166184.0
Perrysburg,United States,Ohio,5166516.0
Piqua,United States,Ohio,5166819.0
Rocky River,United States,Ohio,5168491.0
Sandusky,United States,Ohio,5170691.0
Shaker Heights,United States,Ohio,5171728.0
Sidney,United States,Ohio,5172078.0
Solon,United States,Ohio,5172387.0
South Euclid,United States,Ohio,5172485.0
Steubenville,United States,Ohio,5173048.0
Stow,United States,Ohio,5173171.0
Streetsboro,United States,Ohio,5173210.0
Strongsville,United States,Ohio,5173237.0
Sylvania,United States,Ohio,5173572.0
Tallmadge,United States,Ohio,5173623.0
Tiffin,United States,Ohio,5173930.0
Toledo,United States,Ohio,5174035.0
Troy,United States,Ohio,5174358.0
Twinsburg,United States,Ohio,5174550.0
Wadsworth,United States,Ohio,5175496.0
Warren,United States,Ohio,5175865.0
Westerville,United States,Ohio,5176472.0
Westlake,United States,Ohio,5176517.0
Willoughby,United States,Ohio,5176937.0
Wooster,United States,Ohio,5177358.0
Youngstown,United States,Ohio,5177568.0
Allentown,United States,Pennsylvania,5178127.0
Allison Park,United States,Pennsylvania,5178165.0
Altoona,United States,Pennsylvania,5178195.0
Back Mountain,United States,Pennsylvania,5178800.0
Baldwin,United States,Pennsylvania,5178940.0
Bethel Park,United States,Pennsylvania,5180199.0
Bethlehem,United States,Pennsylvania,5180225.0
Carlisle,United States,Pennsylvania,5183234.0
Easton,United States,Pennsylvania,5188140.0
Erie,United States,Pennsylvania,5188843.0
Harrisburg,United States,Pennsylvania,5192726.0
Hazleton,United States,Pennsylvania,5193011.0
Hermitage,United States,Pennsylvania,5193309.0
Johnstown,United States,Pennsylvania,5195561.0
King of Prussia,United States,Pennsylvania,5196220.0
Lancaster,United States,Pennsylvania,5197079.0
Lansdale,United States,Pennsylvania,5197159.0
Lebanon,United States,Pennsylvania,5197517.0
Levittown,United States,Pennsylvania,5197796.0
Limerick,United States,Pennsylvania,5198034.0
McKeesport,United States,Pennsylvania,5200499.0
Monroeville,United States,Pennsylvania,5201734.0
Mount Lebanon,United States,Pennsylvania,5202215.0
Mountain Top,United States,Pennsylvania,5202534.0
Murrysville,United States,Pennsylvania,5202765.0
New Castle,United States,Pennsylvania,5203127.0
Norristown,United States,Pennsylvania,5203506.0
Penn Hills,United States,Pennsylvania,5205377.0
Phoenixville,United States,Pennsylvania,5205849.0
Pittsburgh,United States,Pennsylvania,5206379.0
Plum,United States,Pennsylvania,5206606.0
Pottstown,United States,Pennsylvania,5207069.0
Radnor,United States,Pennsylvania,5207490.0
Reading,United States,Pennsylvania,5207728.0
Scranton,United States,Pennsylvania,5211303.0
State College,United States,Pennsylvania,5213681.0
Upper Saint Clair,United States,Pennsylvania,5216895.0
Wayne,United States,Pennsylvania,5218270.0
West Mifflin,United States,Pennsylvania,5218802.0
Whitehall Township,United States,Pennsylvania,5219287.0
Wilkes-Barre,United States,Pennsylvania,5219488.0
Wilkinsburg,United States,Pennsylvania,5219501.0
Williamsport,United States,Pennsylvania,5219585.0
Willow Grove,United States,Pennsylvania,5219619.0
Barrington,United States,Rhode Island,5220798.0
Bristol,United States,Rhode Island,5221077.0
Central Falls,United States,Rhode Island,5221341.0
Coventry,United States,Rhode Island,5221637.0
Cranston,United States,Rhode Island,5221659.0
Cumberland,United States,Rhode Island,5221703.0
East Providence,United States,Rhode Island,5221931.0
Middletown,United States,Rhode Island,5223358.0
Newport,United States,Rhode Island,5223593.0
North Kingstown,United States,Rhode Island,5223672.0
North Providence,United States,Rhode Island,5223681.0
Pawtucket,United States,Rhode Island,5223869.0
Portsmouth,United States,Rhode Island,5224082.0
Providence,United States,Rhode Island,5224151.0
Smithfield,United States,Rhode Island,5224949.0
Warwick,United States,Rhode Island,5225507.0
West Warwick,United States,Rhode Island,5225627.0
Westerly,United States,Rhode Island,5225631.0
Woonsocket,United States,Rhode Island,5225809.0
Aberdeen,United States,South Dakota,5225857.0
Brookings,United States,South Dakota,5226534.0
Mitchell,United States,South Dakota,5229794.0
Sioux Falls,United States,South Dakota,5231851.0
Watertown,United States,South Dakota,5232741.0
Burlington,United States,Vermont,5234372.0
Colchester,United States,Vermont,5235024.0
Rutland,United States,Vermont,5240509.0
South Burlington,United States,Vermont,5241248.0
Appleton,United States,Wisconsin,5244080.0
Ashwaubenon,United States,Wisconsin,5244267.0
Beaver Dam,United States,Wisconsin,5245193.0
Beloit,United States,Wisconsin,5245387.0
Brookfield,United States,Wisconsin,5246835.0
Caledonia,United States,Wisconsin,5247415.0
Cudahy,United States,Wisconsin,5249871.0
De Pere,United States,Wisconsin,5250201.0
Eau Claire,United States,Wisconsin,5251436.0
Fitchburg,United States,Wisconsin,5253219.0
Fond du Lac,United States,Wisconsin,5253352.0
Franklin,United States,Wisconsin,5253710.0
Germantown,United States,Wisconsin,5254218.0
Green Bay,United States,Wisconsin,5254962.0
Greenfield,United States,Wisconsin,5255068.0
Howard,United States,Wisconsin,5257029.0
Janesville,United States,Wisconsin,5257754.0
Kaukauna,United States,Wisconsin,5258296.0
Kenosha,United States,Wisconsin,5258393.0
La Crosse,United States,Wisconsin,5258957.0
Madison,United States,Wisconsin,5261457.0
Manitowoc,United States,Wisconsin,5261585.0
Marshfield,United States,Wisconsin,5261969.0
Menasha,United States,Wisconsin,5262596.0
Menomonee Falls,United States,Wisconsin,5262630.0
Menomonie,United States,Wisconsin,5262634.0
Mequon,United States,Wisconsin,5262649.0
Middleton,United States,Wisconsin,5262838.0
Milwaukee,United States,Wisconsin,5263045.0
Muskego,United States,Wisconsin,5264049.0
Neenah,United States,Wisconsin,5264223.0
New Berlin,United States,Wisconsin,5264381.0
North La Crosse,United States,Wisconsin,5264870.0
Oak Creek,United States,Wisconsin,5265228.0
Oconomowoc,United States,Wisconsin,5265499.0
Onalaska,United States,Wisconsin,5265702.0
Oshkosh,United States,Wisconsin,5265838.0
Pleasant Prairie,United States,Wisconsin,5267403.0
Racine,United States,Wisconsin,5268249.0
Sheboygan,United States,Wisconsin,5272893.0
South Milwaukee,United States,Wisconsin,5273812.0
Stevens Point,United States,Wisconsin,5274644.0
Sun Prairie,United States,Wisconsin,5275020.0
Superior,United States,Wisconsin,5275191.0
Watertown,United States,Wisconsin,5278005.0
Waukesha,United States,Wisconsin,5278052.0
Wausau,United States,Wisconsin,5278120.0
Wauwatosa,United States,Wisconsin,5278159.0
West Allis,United States,Wisconsin,5278420.0
West Bend,United States,Wisconsin,5278422.0
Wisconsin Rapids,United States,Wisconsin,5279436.0
Weirton,United States,West Virginia,5280814.0
Weirton Heights,United States,West Virginia,5280822.0
Wheeling,United States,West Virginia,5280854.0
Ansonia,United States,Connecticut,5281551.0
Bridgeport,United States,Connecticut,5282804.0
Bristol,United States,Connecticut,5282835.0
Branford,United States,Connecticut,5283054.0
Cheshire,United States,Connecticut,5283837.0
Fillmore,United States,California,5284756.0
Buckeye,United States,Arizona,5287262.0
Bullhead City,United States,Arizona,5287565.0
Casa Grande,United States,Arizona,5288636.0
Casas Adobes,United States,Arizona,5288661.0
Catalina Foothills,United States,Arizona,5288786.0
Chandler,United States,Arizona,5289282.0
Douglas,United States,Arizona,5293083.0
Drexel Heights,United States,Arizona,5293183.0
El Mirage,United States,Arizona,5293996.0
Eloy,United States,Arizona,5294167.0
Flagstaff,United States,Arizona,5294810.0
Florence,United States,Arizona,5294902.0
Flowing Wells,United States,Arizona,5294937.0
Fortuna Foothills,United States,Arizona,5295143.0
Fountain Hills,United States,Arizona,5295177.0
Gilbert,United States,Arizona,5295903.0
Glendale,United States,Arizona,5295985.0
Goodyear,United States,Arizona,5296266.0
Green Valley,United States,Arizona,5296802.0
Kingman,United States,Arizona,5301067.0
Lake Havasu City,United States,Arizona,5301388.0
Marana,United States,Arizona,5303705.0
Maricopa,United States,Arizona,5303752.0
Mesa,United States,Arizona,5304391.0
Nogales,United States,Arizona,5306611.0
Oro Valley,United States,Arizona,5307540.0
Payson,United States,Arizona,5308305.0
Peoria,United States,Arizona,5308480.0
Phoenix,United States,Arizona,5308655.0
Prescott,United States,Arizona,5309842.0
Prescott Valley,United States,Arizona,5309858.0
Queen Creek,United States,Arizona,5310193.0
Rio Rico,United States,Arizona,5311433.0
Sahuarita,United States,Arizona,5312544.0
San Luis,United States,Arizona,5312913.0
Scottsdale,United States,Arizona,5313457.0
Sierra Vista,United States,Arizona,5314328.0
Sun City,United States,Arizona,5316201.0
Sun City West,United States,Arizona,5316205.0
Surprise,United States,Arizona,5316428.0
Tanque Verde,United States,Arizona,5316890.0
Tempe,United States,Arizona,5317058.0
Tempe Junction,United States,Arizona,5317071.0
Tucson,United States,Arizona,5318313.0
Yuma,United States,Arizona,5322053.0
Adelanto,United States,California,5322400.0
Agoura,United States,California,5322551.0
Agoura Hills,United States,California,5322553.0
Alameda,United States,California,5322737.0
Albany,United States,California,5322850.0
Alhambra,United States,California,5323060.0
Aliso Viejo,United States,California,5323163.0
Altadena,United States,California,5323525.0
Alum Rock,United States,California,5323566.0
American Canyon,United States,California,5323694.0
Anaheim,United States,California,5323810.0
Antelope,United States,California,5324105.0
Antioch,United States,California,5324200.0
Apple Valley,United States,California,5324363.0
Arcadia,United States,California,5324477.0
Arroyo Grande,United States,California,5324802.0
Artesia,United States,California,5324862.0
Arvin,United States,California,5324903.0
Ashland,United States,California,5325011.0
Atascadero,United States,California,5325111.0
Atwater,United States,California,5325187.0
Avenal,United States,California,5325327.0
Avocado Heights,United States,California,5325372.0
Azusa,United States,California,5325423.0
Bakersfield,United States,California,5325738.0
Baldwin Park,United States,California,5325866.0
Banning,United States,California,5326032.0
Barstow,United States,California,5326297.0
Barstow Heights,United States,California,5326305.0
Bay Point,United States,California,5326561.0
Beaumont,United States,California,5327098.0
Bell,United States,California,5327298.0
Bell Gardens,United States,California,5327319.0
Bellflower,United States,California,5327422.0
Belmont,United States,California,5327455.0
Benicia,United States,California,5327550.0
Berkeley,United States,California,5327684.0
Beverly Hills,United States,California,5328041.0
Bloomington,United States,California,5329408.0
Blythe,United States,California,5329649.0
Bostonia,United States,California,5330167.0
Boyle Heights,United States,California,5330413.0
Brawley,United States,California,5330567.0
Brea,United States,California,5330582.0
Brentwood,United States,California,5330642.0
Buena Park,United States,California,5331575.0
Burbank,United States,California,5331835.0
Burlingame,United States,California,5331920.0
Calabasas,United States,California,5332593.0
Calexico,United States,California,5332698.0
Camarillo,United States,California,5333180.0
Cameron Park,United States,California,5333282.0
Campbell,United States,California,5333689.0
Canoga Park,United States,California,5333913.0
Carlsbad,United States,California,5334223.0
Carmichael,United States,California,5334336.0
Carson,United States,California,5334519.0
Castaic,United States,California,5334799.0
Castro Valley,United States,California,5334928.0
Cathedral City,United States,California,5335006.0
Ceres,United States,California,5335650.0
Cerritos,United States,California,5335663.0
Chatsworth,United States,California,5336054.0
Chico,United States,California,5336269.0
Chino,United States,California,5336537.0
Chino Hills,United States,California,5336545.0
Chowchilla,United States,California,5336667.0
Chula Vista,United States,California,5336899.0
Citrus Heights,United States,California,5337561.0
Claremont,United States,California,5337696.0
Clearlake,United States,California,5337908.0
Clovis,United States,California,5338122.0
Coachella,United States,California,5338166.0
Colton,United States,California,5338783.0
Compton,United States,California,5339066.0
Concord,United States,California,5339111.0
Corcoran,United States,California,5339539.0
Corona,United States,California,5339631.0
Coronado,United States,California,5339663.0
Costa Mesa,United States,California,5339840.0
Covina,United States,California,5340175.0
Cudahy,United States,California,5341051.0
Culver City,United States,California,5341114.0
Cupertino,United States,California,5341145.0
Cypress,United States,California,5341256.0
Daly City,United States,California,5341430.0
Dana Point,United States,California,5341483.0
Danville,United States,California,5341531.0
Davis,United States,California,5341704.0
Delano,United States,California,5342485.0
Desert Hot Springs,United States,California,5342710.0
Diamond Bar,United States,California,5342992.0
Dinuba,United States,California,5343171.0
Dixon,United States,California,5343303.0
Downey,United States,California,5343858.0
Duarte,United States,California,5344147.0
Dublin,United States,California,5344157.0
East Rancho Dominguez,United States,California,5344817.0
East Hemet,United States,California,5344942.0
East Los Angeles,United States,California,5344994.0
East Palo Alto,United States,California,5345032.0
El Cajon,United States,California,5345529.0
El Centro,United States,California,5345609.0
El Cerrito,United States,California,5345623.0
El Dorado Hills,United States,California,5345679.0
El Monte,United States,California,5345743.0
El Segundo,United States,California,5345860.0
Elk Grove,United States,California,5346111.0
Encinitas,United States,California,5346646.0
Escondido,United States,California,5346827.0
Fair Oaks,United States,California,5347287.0
Fairfield,United States,California,5347335.0
Fallbrook,United States,California,5347578.0
Florin,United States,California,5349613.0
Folsom,United States,California,5349705.0
Fontana,United States,California,5349755.0
Foothill Farms,United States,California,5349803.0
Foster City,United States,California,5350159.0
Fountain Valley,United States,California,5350207.0
Fremont,United States,California,5350734.0
Fresno,United States,California,5350937.0
Fullerton,United States,California,5351247.0
Galt,United States,California,5351428.0
Garden Grove,United States,California,5351515.0
Gardena,United States,California,5351549.0
Gilroy,United States,California,5352214.0
Glen Avon,United States,California,5352350.0
Glendale,United States,California,5352423.0
Glendora,United States,California,5352439.0
Goleta,United States,California,5352963.0
Granite Bay,United States,California,5353530.0
Greenfield,United States,California,5354172.0
Hacienda Heights,United States,California,5354819.0
Hanford,United States,California,5355180.0
Hawthorne,United States,California,5355828.0
Hayward,United States,California,5355933.0
Hemet,United States,California,5356277.0
Hercules,United States,California,5356451.0
Hermosa Beach,United States,California,5356521.0
Hesperia,United States,California,5356576.0
Highland,United States,California,5356868.0
Hollister,United States,California,5357499.0
Hollywood,United States,California,5357527.0
Huntington Beach,United States,California,5358705.0
Huntington Park,United States,California,5358736.0
Imperial Beach,United States,California,5359054.0
Indio,United States,California,5359446.0
Inglewood,United States,California,5359488.0
Irvine,United States,California,5359777.0
Lodi,United States,California,5367565.0
Loma Linda,United States,California,5367696.0
Lomita,United States,California,5367767.0
Lompoc,United States,California,5367788.0
Long Beach,United States,California,5367929.0
Los Altos,United States,California,5368335.0
Los Angeles,United States,California,5368361.0
Los Banos,United States,California,5368453.0
Los Gatos,United States,California,5368518.0
Lynwood,United States,California,5369367.0
Madera,United States,California,5369568.0
Manhattan Beach,United States,California,5370082.0
Manteca,United States,California,5370164.0
Marina,United States,California,5370493.0
Martinez,United States,California,5370868.0
Maywood,United States,California,5371261.0
Mead Valley,United States,California,5371858.0
Menifee,United States,California,5372205.0
Menlo Park,United States,California,5372223.0
Merced,United States,California,5372253.0
Millbrae,United States,California,5373129.0
Milpitas,United States,California,5373327.0
Mira Loma,United States,California,5373492.0
Mission Viejo,United States,California,5373763.0
Modesto,United States,California,5373900.0
Monrovia,United States,California,5374175.0
Montclair,United States,California,5374232.0
Montebello,United States,California,5374322.0
Monterey,United States,California,5374361.0
Monterey Park,United States,California,5374406.0
Moorpark,United States,California,5374648.0
Moraga,United States,California,5374671.0
Moreno Valley,United States,California,5374732.0
Morgan Hill,United States,California,5374764.0
Mountain View,United States,California,5375480.0
Murrieta,United States,California,5375911.0
Napa,United States,California,5376095.0
National City,United States,California,5376200.0
Newark,United States,California,5376803.0
Newport Beach,United States,California,5376890.0
Nipomo,United States,California,5377100.0
Norco,United States,California,5377199.0
North Glendale,United States,California,5377613.0
North Highlands,United States,California,5377640.0
North Hollywood,United States,California,5377654.0
Northridge,United States,California,5377985.0
Norwalk,United States,California,5377995.0
Novato,United States,California,5378044.0
Oakdale,United States,California,5378500.0
Oakland,United States,California,5378538.0
Oakley,United States,California,5378566.0
Oceanside,United States,California,5378771.0
Oildale,United States,California,5378870.0
Ontario,United States,California,5379439.0
Orange,United States,California,5379513.0
Orangevale,United States,California,5379566.0
Orcutt,United States,California,5379609.0
Orinda,United States,California,5379678.0
Oroville,United States,California,5379759.0
Oxnard,United States,California,5380184.0
Oxnard Shores,United States,California,5380202.0
Pacifica,United States,California,5380420.0
Pacific Grove,United States,California,5380437.0
Palm Desert,United States,California,5380626.0
Palm Springs,United States,California,5380668.0
Palmdale,United States,California,5380698.0
Palo Alto,United States,California,5380748.0
Paradise,United States,California,5381002.0
Paramount,United States,California,5381110.0
Pasadena,United States,California,5381396.0
Paso Robles,United States,California,5381438.0
Patterson,United States,California,5381515.0
Perris,United States,California,5382146.0
Petaluma,United States,California,5382232.0
Pico Rivera,United States,California,5382496.0
Pinole,United States,California,5383187.0
Pittsburg,United States,California,5383465.0
Placentia,United States,California,5383527.0
Pleasant Hill,United States,California,5383720.0
Pleasanton,United States,California,5383777.0
Pomona,United States,California,5384170.0
Port Hueneme,United States,California,5384339.0
Porterville,United States,California,5384471.0
Poway,United States,California,5384690.0
Prunedale,United States,California,5385082.0
Ramona,United States,California,5385793.0
Rancho Cordova,United States,California,5385941.0
Rancho Cucamonga,United States,California,5385955.0
Rancho Mirage,United States,California,5386015.0
Rancho Palos Verdes,United States,California,5386035.0
Rancho San Diego,United States,California,5386053.0
Rancho Santa Margarita,United States,California,5386082.0
Redlands,United States,California,5386754.0
Redondo Beach,United States,California,5386785.0
Redwood City,United States,California,5386834.0
Reedley,United States,California,5386984.0
Rialto,United States,California,5387288.0
Richmond,United States,California,5387428.0
Ridgecrest,United States,California,5387494.0
Rio Linda,United States,California,5387687.0
Riverbank,United States,California,5387844.0
Riverside,United States,California,5387877.0
Rocklin,United States,California,5388319.0
Rohnert Park,United States,California,5388564.0
Rosamond,United States,California,5388735.0
Rosemead,United States,California,5388867.0
Rosemont,United States,California,5388873.0
Roseville,United States,California,5388881.0
Rowland Heights,United States,California,5389126.0
Rubidoux,United States,California,5389213.0
Sacramento,United States,California,5389489.0
Salinas,United States,California,5391295.0
San Bernardino,United States,California,5391710.0
San Bruno,United States,California,5391749.0
San Carlos,United States,California,5391760.0
San Clemente,United States,California,5391791.0
San Diego,United States,California,5391811.0
San Dimas,United States,California,5391891.0
San Fernando,United States,California,5391945.0
San Francisco,United States,California,5391959.0
San Gabriel,United States,California,5392034.0
San Jacinto,United States,California,5392090.0
San Jose,United States,California,5392171.0
San Juan Capistrano,United States,California,5392229.0
San Leandro,United States,California,5392263.0
San Lorenzo,United States,California,5392281.0
San Luis Obispo,United States,California,5392323.0
San Marcos,United States,California,5392368.0
San Mateo,United States,California,5392423.0
San Pablo,United States,California,5392508.0
San Pedro,United States,California,5392528.0
San Rafael,United States,California,5392567.0
San Ramon,United States,California,5392593.0
Sanger,United States,California,5392868.0
Santa Ana,United States,California,5392900.0
Santa Barbara,United States,California,5392952.0
Santa Clara,United States,California,5393015.0
Santa Clarita,United States,California,5393049.0
Santa Cruz,United States,California,5393052.0
Santa Fe Springs,United States,California,5393128.0
Santa Maria,United States,California,5393180.0
Santa Monica,United States,California,5393212.0
Santa Paula,United States,California,5393245.0
Santa Rosa,United States,California,5393287.0
Santee,United States,California,5393429.0
Saratoga,United States,California,5393485.0
Seal Beach,United States,California,5394086.0
Seaside,United States,California,5394136.0
Selma,United States,California,5394329.0
Shafter,United States,California,5394842.0
Sherman Oaks,United States,California,5395244.0
Simi Valley,United States,California,5396003.0
Soledad,United States,California,5397018.0
South El Monte,United States,California,5397376.0
South Gate,United States,California,5397603.0
South Lake Tahoe,United States,California,5397664.0
South Pasadena,United States,California,5397717.0
South San Francisco,United States,California,5397765.0
South San Jose Hills,United States,California,5397777.0
South Whittier,United States,California,5397841.0
South Yuba City,United States,California,5397851.0
Spring Valley,United States,California,5398277.0
Stanton,United States,California,5398630.0
Stockton,United States,California,5399020.0
Suisun,United States,California,5399629.0
Sun City,United States,California,5399901.0
Sunnyvale,United States,California,5400075.0
Temecula,United States,California,5401395.0
Temple City,United States,California,5401469.0
Thousand Oaks,United States,California,5402405.0
Torrance,United States,California,5403022.0
Tracy,United States,California,5403191.0
Truckee,United States,California,5403676.0
Tulare,United States,California,5403783.0
Turlock,United States,California,5404024.0
Tustin,United States,California,5404119.0
North Tustin,United States,California,5404122.0
Twentynine Palms,United States,California,5404198.0
Ukiah,United States,California,5404476.0
Union City,United States,California,5404555.0
Universal City,United States,California,5404794.0
Upland,United States,California,5404915.0
Walnut Park,United States,California,5407030.0
Watsonville,United States,California,5407529.0
West Carson,United States,California,5407908.0
West Covina,United States,California,5407933.0
West Hollywood,United States,California,5408076.0
West Puente Valley,United States,California,5408191.0
West Sacramento,United States,California,5408211.0
Westminster,United States,California,5408406.0
Westmont,United States,California,5408431.0
Whittier,United States,California,5409059.0
Wildomar,United States,California,5409260.0
Willowbrook,United States,California,5409768.0
Windsor,United States,California,5410004.0
Winter Gardens,United States,California,5410129.0
Woodland,United States,California,5410430.0
Woodland Hills,United States,California,5410438.0
Yorba Linda,United States,California,5410902.0
Yuba City,United States,California,5411015.0
Yucaipa,United States,California,5411046.0
Yucca Valley,United States,California,5411079.0
Arvada,United States,Colorado,5412199.0
Aurora,United States,Colorado,5412347.0
Brighton,United States,Colorado,5414941.0
Broomfield,United States,Colorado,5415035.0
Cañon City,United States,Colorado,5416005.0
Castle Rock,United States,Colorado,5416329.0
Castlewood,United States,Colorado,5416357.0
Centennial,United States,Colorado,5416541.0
Cimarron Hills,United States,Colorado,5417041.0
Clifton,United States,Colorado,5417258.0
Colorado Springs,United States,Colorado,5417598.0
Columbine,United States,Colorado,5417657.0
Commerce City,United States,Colorado,5417737.0
Denver,United States,Colorado,5419384.0
Durango,United States,Colorado,5420241.0
Englewood,United States,Colorado,5421250.0
Fountain,United States,Colorado,5422191.0
Golden,United States,Colorado,5423294.0
Grand Junction,United States,Colorado,5423573.0
Highlands Ranch,United States,Colorado,5425043.0
Ken Caryl,United States,Colorado,5427207.0
Lafayette,United States,Colorado,5427771.0
Lakewood,United States,Colorado,5427946.0
Littleton,United States,Colorado,5429032.0
Louisville,United States,Colorado,5429522.0
Montrose,United States,Colorado,5431710.0
Northglenn,United States,Colorado,5433124.0
Parker,United States,Colorado,5434006.0
Pueblo,United States,Colorado,5435464.0
Pueblo West,United States,Colorado,5435477.0
Sherrelwood,United States,Colorado,5438567.0
Southglenn,United States,Colorado,5439752.0
Thornton,United States,Colorado,5441492.0
Westminster,United States,Colorado,5443910.0
Wheat Ridge,United States,Colorado,5443948.0
Dodge City,United States,Kansas,5445298.0
Garden City,United States,Kansas,5445439.0
Liberal,United States,Kansas,5445820.0
Alamogordo,United States,New Mexico,5454627.0
Albuquerque,United States,New Mexico,5454711.0
Carlsbad,United States,New Mexico,5460459.0
Clovis,United States,New Mexico,5462393.0
Farmington,United States,New Mexico,5467328.0
Gallup,United States,New Mexico,5468773.0
Hobbs,United States,New Mexico,5471578.0
Las Cruces,United States,New Mexico,5475352.0
Rio Rancho,United States,New Mexico,5487811.0
Roswell,United States,New Mexico,5488441.0
Santa Fe,United States,New Mexico,5490263.0
South Valley,United States,New Mexico,5492450.0
Boulder City,United States,Nevada,5500539.0
Carson City,United States,Nevada,5501344.0
Enterprise,United States,Nevada,5503766.0
Fernley,United States,Nevada,5504003.0
Henderson,United States,Nevada,5505411.0
Las Vegas,United States,Nevada,5506956.0
Mesquite,United States,Nevada,5508180.0
North Las Vegas,United States,Nevada,5509403.0
Pahrump,United States,Nevada,5509851.0
Paradise,United States,Nevada,5509952.0
Reno,United States,Nevada,5511077.0
Spanish Springs,United States,Nevada,5512827.0
Sparks,United States,Nevada,5512862.0
Spring Valley,United States,Nevada,5512909.0
Sun Valley,United States,Nevada,5513307.0
Sunrise Manor,United States,Nevada,5513343.0
Whitney,United States,Nevada,5515110.0
Winchester,United States,Nevada,5515345.0
Amarillo,United States,Texas,5516233.0
Big Spring,United States,Texas,5517061.0
Del Rio,United States,Texas,5520076.0
Eagle Pass,United States,Texas,5520677.0
El Paso,United States,Texas,5520993.0
Hereford,United States,Texas,5523074.0
Horizon City,United States,Texas,5523369.0
Lubbock,United States,Texas,5525577.0
Midland,United States,Texas,5526337.0
Odessa,United States,Texas,5527554.0
Pampa,United States,Texas,5527953.0
Plainview,United States,Texas,5528450.0
San Angelo,United States,Texas,5530022.0
Socorro,United States,Texas,5530932.0
Socorro Mission Number 1 Colonia,United States,Texas,5530937.0
West Odessa,United States,Texas,5533366.0
Cedar City,United States,Utah,5536630.0
Saint George,United States,Utah,5546220.0
Washington,United States,Utah,5549222.0
Wasco,United States,California,5550368.0
Anthem,United States,Arizona,5551498.0
Apache Junction,United States,Arizona,5551535.0
Avondale,United States,Arizona,5552301.0
Juneau,United States,Alaska,5554072.0
Arcata,United States,California,5558953.0
Bayside,United States,California,5559320.0
Eureka,United States,California,5563397.0
McKinleyville,United States,California,5567770.0
Redding,United States,California,5570160.0
Susanville,United States,California,5572400.0
Boulder,United States,Colorado,5574991.0
Erie,United States,Colorado,5576859.0
Evans,United States,Colorado,5576909.0
Fort Collins,United States,Colorado,5577147.0
Greeley,United States,Colorado,5577592.0
Longmont,United States,Colorado,5579276.0
Loveland,United States,Colorado,5579368.0
Windsor,United States,Colorado,5583509.0
Boise,United States,Idaho,5586437.0
Caldwell,United States,Idaho,5587698.0
Coeur d Alene,United States,Idaho,5589173.0
Eagle,United States,Idaho,5591778.0
Idaho Falls,United States,Idaho,5596475.0
Kuna,United States,Idaho,5597955.0
Lewiston,United States,Idaho,5598538.0
Lewiston Orchards,United States,Idaho,5598542.0
Meridian,United States,Idaho,5600685.0
Moscow,United States,Idaho,5601538.0
Nampa,United States,Idaho,5601933.0
Pocatello,United States,Idaho,5604045.0
Post Falls,United States,Idaho,5604353.0
Rexburg,United States,Idaho,5605242.0
Twin Falls,United States,Idaho,5610810.0
Billings,United States,Montana,5640350.0
Bozeman,United States,Montana,5641727.0
Butte,United States,Montana,5642934.0
Great Falls,United States,Montana,5655240.0
Helena,United States,Montana,5656882.0
Kalispell,United States,Montana,5660340.0
Missoula,United States,Montana,5666639.0
Bismarck,United States,North Dakota,5688025.0
Dickinson,United States,North Dakota,5688789.0
Mandan,United States,North Dakota,5690366.0
Minot,United States,North Dakota,5690532.0
North Platte,United States,Nebraska,5697939.0
Scottsbluff,United States,Nebraska,5699404.0
Elko,United States,Nevada,5703670.0
Albany,United States,Oregon,5710756.0
Aloha,United States,Oregon,5711099.0
Altamont,United States,Oregon,5711149.0
Ashland,United States,Oregon,5711789.0
Beaverton,United States,Oregon,5713376.0
Bend,United States,Oregon,5713587.0
Bethany,United States,Oregon,5713759.0
Canby,United States,Oregon,5717758.0
Central Point,United States,Oregon,5718601.0
Coos Bay,United States,Oregon,5720495.0
Corvallis,United States,Oregon,5720727.0
Eugene,United States,Oregon,5725846.0
Forest Grove,United States,Oregon,5727190.0
Four Corners,United States,Oregon,5727382.0
Grants Pass,United States,Oregon,5729080.0
Gresham,United States,Oregon,5729485.0
Hayesville,United States,Oregon,5730675.0
Hermiston,United States,Oregon,5731070.0
Hillsboro,United States,Oregon,5731371.0
Keizer,United States,Oregon,5734711.0
Klamath Falls,United States,Oregon,5735238.0
Lake Oswego,United States,Oregon,5735724.0
Lebanon,United States,Oregon,5736218.0
Lents,United States,Oregon,5736378.0
McMinnville,United States,Oregon,5739936.0
Medford,United States,Oregon,5740099.0
Milwaukie,United States,Oregon,5740900.0
Newberg,United States,Oregon,5742726.0
Oak Grove,United States,Oregon,5743731.0
Oregon City,United States,Oregon,5744253.0
Pendleton,United States,Oregon,5745380.0
Portland,United States,Oregon,5746545.0
Redmond,United States,Oregon,5747882.0
Roseburg,United States,Oregon,5749352.0
Salem,United States,Oregon,5750162.0
Sherwood,United States,Oregon,5751632.0
Springfield,United States,Oregon,5754005.0
Tigard,United States,Oregon,5756758.0
Troutdale,United States,Oregon,5757477.0
Tualatin,United States,Oregon,5757506.0
West Linn,United States,Oregon,5760009.0
Wilsonville,United States,Oregon,5761287.0
Woodburn,United States,Oregon,5761708.0
Rapid City,United States,South Dakota,5768233.0
