REG_ADM,ANNEE,MOIS,TYPE,NOMBRE
10-NORD-DU-QUEBEC,2012.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),9
10-NORD-DU-QUEBEC,2012.0,7.0,01 - Nombre d'inspections,28
10-NORD-DU-QUEBEC,2012.0,7.0,02 - Nombre d'avis de non-conformité,3
10-NORD-DU-QUEBEC,2012.0,7.0,03 - Nombre d'infractions constatées,6
10-NORD-DU-QUEBEC,2012.0,7.0,08 - Nombre d'échantillons prélevés,4
10-NORD-DU-QUEBEC,2012.0,7.0,09 - Nombre d'analyses,16
10-NORD-DU-QUEBEC,2012.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),24
10-NORD-DU-QUEBEC,2012.0,7.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),36
10-NORD-DU-QUEBEC,2012.0,8.0,07 - Montant des amendes imposées,250
10-NORD-DU-QUEBEC,2012.0,9.0,01 - Nombre d'inspections,50
10-NORD-DU-QUEBEC,2012.0,9.0,07 - Montant des amendes imposées,250
10-NORD-DU-QUEBEC,2012.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),5
10-NORD-DU-QUEBEC,2012.0,9.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),34
10-NORD-DU-QUEBEC,2012.0,10.0,01 - Nombre d'inspections,6
10-NORD-DU-QUEBEC,2012.0,10.0,08 - Nombre d'échantillons prélevés,5
10-NORD-DU-QUEBEC,2012.0,10.0,09 - Nombre d'analyses,37
10-NORD-DU-QUEBEC,2012.0,10.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),3
10-NORD-DU-QUEBEC,2012.0,11.0,01 - Nombre d'inspections,28
10-NORD-DU-QUEBEC,2012.0,11.0,02 - Nombre d'avis de non-conformité,6
10-NORD-DU-QUEBEC,2012.0,11.0,03 - Nombre d'infractions constatées,7
10-NORD-DU-QUEBEC,2012.0,11.0,07 - Montant des amendes imposées,250
10-NORD-DU-QUEBEC,2012.0,11.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),27
10-NORD-DU-QUEBEC,2012.0,11.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),35
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,1.0,01 - Nombre d'inspections,34
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,1.0,02 - Nombre d'avis de non-conformité,4
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,1.0,03 - Nombre d'infractions constatées,6
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,1.0,08 - Nombre d'échantillons prélevés,50
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,1.0,09 - Nombre d'analyses,483
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),30
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,1.0,12 - Nombre de plaintes enregistrées,2
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,2.0,01 - Nombre d'inspections,94
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,2.0,02 - Nombre d'avis de non-conformité,5
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,2.0,03 - Nombre d'infractions constatées,8
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,2.0,08 - Nombre d'échantillons prélevés,24
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,2.0,09 - Nombre d'analyses,134
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,2.0,12 - Nombre de plaintes enregistrées,6
11-GASPESIE--ILES-DE-LA-MADELEINE,2012.0,3.0,01 - Nombre d'inspections,59
09-COTE-NORD,2012.0,3.0,03 - Nombre d'infractions constatées,23
09-COTE-NORD,2012.0,3.0,07 - Montant des amendes imposées,2500
09-COTE-NORD,2012.0,3.0,08 - Nombre d'échantillons prélevés,15
09-COTE-NORD,2012.0,3.0,09 - Nombre d'analyses,54
09-COTE-NORD,2012.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),30
09-COTE-NORD,2012.0,4.0,01 - Nombre d'inspections,31
09-COTE-NORD,2012.0,4.0,02 - Nombre d'avis de non-conformité,10
09-COTE-NORD,2012.0,4.0,03 - Nombre d'infractions constatées,15
09-COTE-NORD,2012.0,4.0,07 - Montant des amendes imposées,2000
09-COTE-NORD,2012.0,4.0,08 - Nombre d'échantillons prélevés,8
09-COTE-NORD,2012.0,4.0,09 - Nombre d'analyses,28
09-COTE-NORD,2012.0,4.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),92
09-COTE-NORD,2012.0,4.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),2
09-COTE-NORD,2012.0,5.0,01 - Nombre d'inspections,45
09-COTE-NORD,2012.0,5.0,02 - Nombre d'avis de non-conformité,10
09-COTE-NORD,2012.0,5.0,03 - Nombre d'infractions constatées,24
09-COTE-NORD,2012.0,5.0,07 - Montant des amendes imposées,1000
09-COTE-NORD,2012.0,5.0,08 - Nombre d'échantillons prélevés,24
09-COTE-NORD,2012.0,5.0,09 - Nombre d'analyses,98
09-COTE-NORD,2012.0,5.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),66
09-COTE-NORD,2012.0,6.0,01 - Nombre d'inspections,15
09-COTE-NORD,2012.0,6.0,02 - Nombre d'avis de non-conformité,4
09-COTE-NORD,2012.0,6.0,03 - Nombre d'infractions constatées,5
09-COTE-NORD,2012.0,6.0,07 - Montant des amendes imposées,1250
09-COTE-NORD,2012.0,6.0,08 - Nombre d'échantillons prélevés,3
09-COTE-NORD,2012.0,6.0,09 - Nombre d'analyses,12
09-COTE-NORD,2012.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),111
09-COTE-NORD,2012.0,7.0,01 - Nombre d'inspections,41
09-COTE-NORD,2012.0,7.0,02 - Nombre d'avis de non-conformité,9
09-COTE-NORD,2012.0,7.0,03 - Nombre d'infractions constatées,11
09-COTE-NORD,2012.0,7.0,07 - Montant des amendes imposées,750
09-COTE-NORD,2012.0,7.0,08 - Nombre d'échantillons prélevés,5
09-COTE-NORD,2012.0,7.0,09 - Nombre d'analyses,20
09-COTE-NORD,2012.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),30
09-COTE-NORD,2012.0,7.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),30
09-COTE-NORD,2012.0,8.0,01 - Nombre d'inspections,77
09-COTE-NORD,2012.0,8.0,02 - Nombre d'avis de non-conformité,15
09-COTE-NORD,2012.0,8.0,03 - Nombre d'infractions constatées,45
09-COTE-NORD,2012.0,8.0,07 - Montant des amendes imposées,2750
09-COTE-NORD,2012.0,8.0,08 - Nombre d'échantillons prélevés,3
09-COTE-NORD,2012.0,8.0,09 - Nombre d'analyses,9
09-COTE-NORD,2012.0,8.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),273
09-COTE-NORD,2012.0,8.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),110
09-COTE-NORD,2012.0,9.0,01 - Nombre d'inspections,37
09-COTE-NORD,2012.0,9.0,02 - Nombre d'avis de non-conformité,7
09-COTE-NORD,2012.0,9.0,03 - Nombre d'infractions constatées,9
09-COTE-NORD,2012.0,9.0,07 - Montant des amendes imposées,250
09-COTE-NORD,2012.0,9.0,08 - Nombre d'échantillons prélevés,4
09-COTE-NORD,2012.0,9.0,09 - Nombre d'analyses,18
09-COTE-NORD,2012.0,10.0,01 - Nombre d'inspections,62
09-COTE-NORD,2012.0,10.0,02 - Nombre d'avis de non-conformité,10
09-COTE-NORD,2012.0,10.0,03 - Nombre d'infractions constatées,18
09-COTE-NORD,2012.0,10.0,07 - Montant des amendes imposées,750
09-COTE-NORD,2012.0,10.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),15
09-COTE-NORD,2012.0,11.0,01 - Nombre d'inspections,26
09-COTE-NORD,2012.0,11.0,02 - Nombre d'avis de non-conformité,2
09-COTE-NORD,2012.0,11.0,03 - Nombre d'infractions constatées,2
09-COTE-NORD,2012.0,11.0,07 - Montant des amendes imposées,2750
09-COTE-NORD,2012.0,11.0,08 - Nombre d'échantillons prélevés,4
09-COTE-NORD,2012.0,11.0,09 - Nombre d'analyses,24
09-COTE-NORD,2012.0,11.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),15
09-COTE-NORD,2012.0,12.0,01 - Nombre d'inspections,16
09-COTE-NORD,2012.0,12.0,02 - Nombre d'avis de non-conformité,2
09-COTE-NORD,2012.0,12.0,03 - Nombre d'infractions constatées,2
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,08 - Nombre d'échantillons prélevés,8
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,09 - Nombre d'analyses,26
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),40
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),10
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,01 - Nombre d'inspections,51
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,02 - Nombre d'avis de non-conformité,10
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,03 - Nombre d'infractions constatées,13
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,07 - Montant des amendes imposées,250
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,08 - Nombre d'échantillons prélevés,2
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,09 - Nombre d'analyses,8
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),6
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,01 - Nombre d'inspections,68
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,02 - Nombre d'avis de non-conformité,5
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,03 - Nombre d'infractions constatées,7
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,07 - Montant des amendes imposées,750
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,08 - Nombre d'échantillons prélevés,18
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,09 - Nombre d'analyses,47
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),20
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),113
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,01 - Nombre d'inspections,81
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,02 - Nombre d'avis de non-conformité,5
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,03 - Nombre d'infractions constatées,7
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,07 - Montant des amendes imposées,500
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,08 - Nombre d'échantillons prélevés,11
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,09 - Nombre d'analyses,34
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),153
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,01 - Nombre d'inspections,71
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,02 - Nombre d'avis de non-conformité,4
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,03 - Nombre d'infractions constatées,7
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,07 - Montant des amendes imposées,1000
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,08 - Nombre d'échantillons prélevés,2
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,09 - Nombre d'analyses,10
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),1
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),58
09-COTE-NORD,2012.0,1.0,12 - Nombre de plaintes enregistrées,2
09-COTE-NORD,2012.0,2.0,12 - Nombre de plaintes enregistrées,4
09-COTE-NORD,2012.0,3.0,12 - Nombre de plaintes enregistrées,5
09-COTE-NORD,2012.0,4.0,12 - Nombre de plaintes enregistrées,15
09-COTE-NORD,2012.0,5.0,12 - Nombre de plaintes enregistrées,6
09-COTE-NORD,2012.0,6.0,12 - Nombre de plaintes enregistrées,1
09-COTE-NORD,2012.0,7.0,12 - Nombre de plaintes enregistrées,7
09-COTE-NORD,2012.0,8.0,12 - Nombre de plaintes enregistrées,4
09-COTE-NORD,2012.0,9.0,12 - Nombre de plaintes enregistrées,7
09-COTE-NORD,2012.0,10.0,12 - Nombre de plaintes enregistrées,3
09-COTE-NORD,2012.0,11.0,12 - Nombre de plaintes enregistrées,1
09-COTE-NORD,2012.0,12.0,12 - Nombre de plaintes enregistrées,4
09-COTE-NORD,2012.0,1.0,01 - Nombre d'inspections,42
09-COTE-NORD,2012.0,1.0,02 - Nombre d'avis de non-conformité,9
09-COTE-NORD,2012.0,1.0,03 - Nombre d'infractions constatées,23
09-COTE-NORD,2012.0,1.0,07 - Montant des amendes imposées,1000
09-COTE-NORD,2012.0,1.0,08 - Nombre d'échantillons prélevés,6
09-COTE-NORD,2012.0,1.0,09 - Nombre d'analyses,63
09-COTE-NORD,2012.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),107
09-COTE-NORD,2012.0,1.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),10
09-COTE-NORD,2012.0,2.0,01 - Nombre d'inspections,36
09-COTE-NORD,2012.0,2.0,02 - Nombre d'avis de non-conformité,7
09-COTE-NORD,2012.0,2.0,03 - Nombre d'infractions constatées,11
09-COTE-NORD,2012.0,2.0,07 - Montant des amendes imposées,500
09-COTE-NORD,2012.0,2.0,08 - Nombre d'échantillons prélevés,9
09-COTE-NORD,2012.0,2.0,09 - Nombre d'analyses,37
09-COTE-NORD,2012.0,2.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),4
09-COTE-NORD,2012.0,2.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),12
09-COTE-NORD,2012.0,3.0,01 - Nombre d'inspections,65
09-COTE-NORD,2012.0,3.0,02 - Nombre d'avis de non-conformité,12
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,12 - Nombre de plaintes enregistrées,4
08-ABITIBI-TEMISCAMINGUE,2012.0,6.0,12 - Nombre de plaintes enregistrées,1
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,12 - Nombre de plaintes enregistrées,10
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,12 - Nombre de plaintes enregistrées,4
08-ABITIBI-TEMISCAMINGUE,2012.0,9.0,12 - Nombre de plaintes enregistrées,2
08-ABITIBI-TEMISCAMINGUE,2012.0,10.0,12 - Nombre de plaintes enregistrées,6
08-ABITIBI-TEMISCAMINGUE,2012.0,11.0,12 - Nombre de plaintes enregistrées,2
08-ABITIBI-TEMISCAMINGUE,2012.0,12.0,12 - Nombre de plaintes enregistrées,3
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,01 - Nombre d'inspections,41
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,02 - Nombre d'avis de non-conformité,5
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,03 - Nombre d'infractions constatées,6
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,08 - Nombre d'échantillons prélevés,5
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,09 - Nombre d'analyses,39
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),23
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),6
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,01 - Nombre d'inspections,74
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,02 - Nombre d'avis de non-conformité,10
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,03 - Nombre d'infractions constatées,12
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,07 - Montant des amendes imposées,3247
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,08 - Nombre d'échantillons prélevés,5
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,09 - Nombre d'analyses,34
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),258
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),113
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,01 - Nombre d'inspections,60
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,02 - Nombre d'avis de non-conformité,1
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,03 - Nombre d'infractions constatées,2
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,07 - Montant des amendes imposées,500
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,08 - Nombre d'échantillons prélevés,7
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,09 - Nombre d'analyses,40
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),37
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),28
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,01 - Nombre d'inspections,65
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,02 - Nombre d'avis de non-conformité,13
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,03 - Nombre d'infractions constatées,21
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,07 - Montant des amendes imposées,250
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,08 - Nombre d'échantillons prélevés,15
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,09 - Nombre d'analyses,69
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),19
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),47
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,01 - Nombre d'inspections,74
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,02 - Nombre d'avis de non-conformité,12
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,03 - Nombre d'infractions constatées,16
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,07 - Montant des amendes imposées,250
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,08 - Nombre d'échantillons prélevés,18
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,09 - Nombre d'analyses,65
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),28
08-ABITIBI-TEMISCAMINGUE,2012.0,5.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),95
08-ABITIBI-TEMISCAMINGUE,2012.0,6.0,01 - Nombre d'inspections,16
08-ABITIBI-TEMISCAMINGUE,2012.0,6.0,02 - Nombre d'avis de non-conformité,1
08-ABITIBI-TEMISCAMINGUE,2012.0,6.0,03 - Nombre d'infractions constatées,1
08-ABITIBI-TEMISCAMINGUE,2012.0,6.0,07 - Montant des amendes imposées,750
08-ABITIBI-TEMISCAMINGUE,2012.0,6.0,08 - Nombre d'échantillons prélevés,8
08-ABITIBI-TEMISCAMINGUE,2012.0,6.0,09 - Nombre d'analyses,23
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,01 - Nombre d'inspections,35
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,02 - Nombre d'avis de non-conformité,4
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,03 - Nombre d'infractions constatées,7
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,08 - Nombre d'échantillons prélevés,10
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,09 - Nombre d'analyses,13
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),19
08-ABITIBI-TEMISCAMINGUE,2012.0,7.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),24
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,01 - Nombre d'inspections,93
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,02 - Nombre d'avis de non-conformité,7
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,03 - Nombre d'infractions constatées,11
08-ABITIBI-TEMISCAMINGUE,2012.0,8.0,07 - Montant des amendes imposées,250
07-OUTAOUAIS,2012.0,5.0,08 - Nombre d'échantillons prélevés,18
07-OUTAOUAIS,2012.0,5.0,09 - Nombre d'analyses,71
07-OUTAOUAIS,2012.0,5.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),27
07-OUTAOUAIS,2012.0,5.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),42
07-OUTAOUAIS,2012.0,6.0,01 - Nombre d'inspections,135
07-OUTAOUAIS,2012.0,6.0,02 - Nombre d'avis de non-conformité,24
07-OUTAOUAIS,2012.0,6.0,03 - Nombre d'infractions constatées,33
07-OUTAOUAIS,2012.0,6.0,07 - Montant des amendes imposées,1500
07-OUTAOUAIS,2012.0,6.0,08 - Nombre d'échantillons prélevés,12
07-OUTAOUAIS,2012.0,6.0,09 - Nombre d'analyses,68
07-OUTAOUAIS,2012.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),23
07-OUTAOUAIS,2012.0,6.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),15
07-OUTAOUAIS,2012.0,7.0,01 - Nombre d'inspections,221
07-OUTAOUAIS,2012.0,7.0,02 - Nombre d'avis de non-conformité,44
07-OUTAOUAIS,2012.0,7.0,03 - Nombre d'infractions constatées,59
07-OUTAOUAIS,2012.0,7.0,07 - Montant des amendes imposées,250
07-OUTAOUAIS,2012.0,7.0,08 - Nombre d'échantillons prélevés,27
07-OUTAOUAIS,2012.0,7.0,09 - Nombre d'analyses,76
07-OUTAOUAIS,2012.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),9
07-OUTAOUAIS,2012.0,7.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),45
07-OUTAOUAIS,2012.0,8.0,01 - Nombre d'inspections,207
07-OUTAOUAIS,2012.0,8.0,02 - Nombre d'avis de non-conformité,39
07-OUTAOUAIS,2012.0,8.0,03 - Nombre d'infractions constatées,66
07-OUTAOUAIS,2012.0,8.0,07 - Montant des amendes imposées,4000
07-OUTAOUAIS,2012.0,8.0,08 - Nombre d'échantillons prélevés,18
07-OUTAOUAIS,2012.0,8.0,09 - Nombre d'analyses,75
07-OUTAOUAIS,2012.0,8.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),9
07-OUTAOUAIS,2012.0,8.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),31
07-OUTAOUAIS,2012.0,9.0,01 - Nombre d'inspections,176
07-OUTAOUAIS,2012.0,9.0,02 - Nombre d'avis de non-conformité,28
07-OUTAOUAIS,2012.0,9.0,03 - Nombre d'infractions constatées,38
07-OUTAOUAIS,2012.0,9.0,07 - Montant des amendes imposées,5500
07-OUTAOUAIS,2012.0,9.0,08 - Nombre d'échantillons prélevés,12
07-OUTAOUAIS,2012.0,9.0,09 - Nombre d'analyses,49
07-OUTAOUAIS,2012.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),12
07-OUTAOUAIS,2012.0,9.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),15
07-OUTAOUAIS,2012.0,10.0,01 - Nombre d'inspections,233
07-OUTAOUAIS,2012.0,10.0,02 - Nombre d'avis de non-conformité,36
07-OUTAOUAIS,2012.0,10.0,03 - Nombre d'infractions constatées,46
07-OUTAOUAIS,2012.0,10.0,07 - Montant des amendes imposées,1250
07-OUTAOUAIS,2012.0,10.0,08 - Nombre d'échantillons prélevés,25
07-OUTAOUAIS,2012.0,10.0,09 - Nombre d'analyses,97
07-OUTAOUAIS,2012.0,10.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),121
07-OUTAOUAIS,2012.0,10.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),37
07-OUTAOUAIS,2012.0,11.0,01 - Nombre d'inspections,226
07-OUTAOUAIS,2012.0,11.0,02 - Nombre d'avis de non-conformité,53
07-OUTAOUAIS,2012.0,11.0,03 - Nombre d'infractions constatées,67
07-OUTAOUAIS,2012.0,11.0,07 - Montant des amendes imposées,1500
07-OUTAOUAIS,2012.0,11.0,08 - Nombre d'échantillons prélevés,22
07-OUTAOUAIS,2012.0,11.0,09 - Nombre d'analyses,46
07-OUTAOUAIS,2012.0,11.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),1538
07-OUTAOUAIS,2012.0,11.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),31
07-OUTAOUAIS,2012.0,12.0,01 - Nombre d'inspections,147
07-OUTAOUAIS,2012.0,12.0,02 - Nombre d'avis de non-conformité,14
07-OUTAOUAIS,2012.0,12.0,03 - Nombre d'infractions constatées,24
07-OUTAOUAIS,2012.0,12.0,07 - Montant des amendes imposées,3500
07-OUTAOUAIS,2012.0,12.0,08 - Nombre d'échantillons prélevés,26
07-OUTAOUAIS,2012.0,12.0,09 - Nombre d'analyses,85
07-OUTAOUAIS,2012.0,12.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),8
07-OUTAOUAIS,2012.0,12.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),30
08-ABITIBI-TEMISCAMINGUE,2012.0,1.0,12 - Nombre de plaintes enregistrées,3
08-ABITIBI-TEMISCAMINGUE,2012.0,2.0,12 - Nombre de plaintes enregistrées,4
08-ABITIBI-TEMISCAMINGUE,2012.0,3.0,12 - Nombre de plaintes enregistrées,2
08-ABITIBI-TEMISCAMINGUE,2012.0,4.0,12 - Nombre de plaintes enregistrées,2
05-ESTRIE,2012.0,11.0,08 - Nombre d'échantillons prélevés,60
05-ESTRIE,2012.0,11.0,09 - Nombre d'analyses,160
05-ESTRIE,2012.0,11.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),12
05-ESTRIE,2012.0,11.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),52
05-ESTRIE,2012.0,12.0,01 - Nombre d'inspections,164
05-ESTRIE,2012.0,12.0,02 - Nombre d'avis de non-conformité,27
05-ESTRIE,2012.0,12.0,03 - Nombre d'infractions constatées,37
05-ESTRIE,2012.0,12.0,07 - Montant des amendes imposées,1000
05-ESTRIE,2012.0,12.0,08 - Nombre d'échantillons prélevés,59
05-ESTRIE,2012.0,12.0,09 - Nombre d'analyses,194
05-ESTRIE,2012.0,12.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),7
05-ESTRIE,2012.0,12.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),40
06-MONTREAL,2012.0,4.0,12 - Nombre de plaintes enregistrées,1
06-MONTREAL,2012.0,8.0,12 - Nombre de plaintes enregistrées,1
06-MONTREAL,2012.0,10.0,12 - Nombre de plaintes enregistrées,1
06-MONTREAL,2012.0,11.0,12 - Nombre de plaintes enregistrées,1
06-MONTREAL,2012.0,12.0,12 - Nombre de plaintes enregistrées,1
07-OUTAOUAIS,2012.0,1.0,12 - Nombre de plaintes enregistrées,17
07-OUTAOUAIS,2012.0,2.0,12 - Nombre de plaintes enregistrées,16
07-OUTAOUAIS,2012.0,3.0,12 - Nombre de plaintes enregistrées,19
07-OUTAOUAIS,2012.0,4.0,12 - Nombre de plaintes enregistrées,16
07-OUTAOUAIS,2012.0,5.0,12 - Nombre de plaintes enregistrées,9
07-OUTAOUAIS,2012.0,6.0,12 - Nombre de plaintes enregistrées,14
