reporting_period,line_number,member_name,province,role,meeting_hours,other_hours,remuneration,travel_expenses,notes_en,notes_fr,owner_org,owner_org_title
2019-2020-Q3,25,Meena Roberts,ON,M-M,0.0,0.35,$56.00,$0.00,Review of the DAC Guidebook,Révision du guide du CMA,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q3,26,Meena Roberts,ON,M-M,0.0,0.38,$60.80,$0.00,Review of the OCG Three-Year Risk-Based Internal Audit Plan (2019-20 to 2021-22),Révision du plan triennal d'audit interne axé sur les risques du BCG (2019-20 à 2021-2022),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q3,27,Meena Roberts,ON,M-M,0.0,2.3,$368.00,$0.00,Preparation for December 5th DAC Meeting ,Préparation de la réunion du 5 décembre du CMA,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q3,28,Meena Roberts,ON,M-M,7.5,0.0,"$1,200.00",$0.00,Attendance at DAC Meeting,Participation à la réunion du CMA,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q1,21,Meena Roberts,ON,M-M,0.0,1.1,$176.00,$0.00,Review of OCG Government wide risks document ,Examen du document sur les risques à l'échelle du gouvernement du BCG,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q1,22,Meena Roberts,ON,M-M,0.0,6.0,$960.00,$0.00,DAC Meeting Preparation,"
Préparation de la réunion du CMA",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q1,23,Meena Roberts,ON,M-M,2.0,0.0,$320.00,$0.00,DAC Meeting,Réunion du CMA,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,11,M. Shiekh,ON,C-P,0.0,1.0,$200.00,$0.00,Consolidation and submission of DAC comments on the  2019-20 Departmental Results Report ,"
Consolidation et soumission des commentaires du CMA sur le rapport sur les résultats ministériels 2019-2020",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,7,M. Shiekh,ON,C-P,0.0,1.0,$200.00,$0.00,Review of revised reports: Audit of Data Management | Mid-Term Evaluation of the Impact Canada Fellowship Program,Examen des rapports révisés :  Audit de la gestion des données | Évaluation de mi-mandat du programme de Fellowship d’Impact Canada,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,8,M. Shiekh,ON,C-P,0.0,0.5,$100.00,$0.00,Review of the 2020-21 PCO Q1 Quarterly Financial Report,"
Examen du BCP rapport financier T1 2020-2021",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,9,M. Shiekh,ON,C-P,0.0,0.5,$100.00,$0.00,Consolidation and submission of DAC comments on the 2020-21 PCO Q1 Quarterly Financial Rpt. ,Consolidation et soumission des commentaires du CMA sur rapport financier du BCP pour T1 2020-2021,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,10,M. Shiekh,ON,C-P,0.0,1.0,$200.00,$0.00,Review of the 2019-20 Departmental Results Report ,Examen du rapport sur les résultats ministériels 2019-2020,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,1,Munir Sheikh,ON,C-P,0.0,0.5,$100.00,$0.00,"Review of IM/IT User Behaviour, Terms of Reference  ",Révision du cadre de référence de l'examen du comportement des utilisateurs de GI / TI,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,2,Munir Sheikh,ON,C-P,0.0,0.5,$100.00,$0.00,"Review of Audit of Data Management, Terms of Reference ",Révision du cadre de référence de l'audit de la gestion des données,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,3,Munir Sheikh,ON,C-P,0.0,1.0,$200.00,$0.00,Review of Report to the Clerk of the Privy Council: A Data Strategy Roadmap for the Federal Public Service ,Révision du rapport au greffier du Conseil privé: Une feuille de route de la stratégie de données pour la fonction publique fédérale,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,4,Munir Sheikh,ON,C-P,0.0,0.5,$100.00,$0.00,Review of OCG Three-Year Risk Based Internal Audit Plan 2019-20 to 2021-22  for feedback,Révision du plan tri-annuel d'audit axé sur le risque du BCG pour 2019-20 to 2021-22  (pour commentaires),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,5,Munir Sheikh,ON,C-P,0.0,0.5,$100.00,$0.00,Review Internal Audit Charter - July 2019 & QAIP for approval,Révision  de la charte de l'audit interne - juillet 2019 & approbation du plan d'assurance de la qualité et de l'amélioration,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,6,Munir Sheikh,ON,C-P,0.0,0.25,$50.00,$0.00,"Review of PCO Quarterly Financial Report – quarter ended June 30, 2019 (for comment) ",Révision  du rapport financier trimestriel du BCP - trimestre terminé le 30 juin 2019 (pour commentaires),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,7,Munir Sheikh,ON,C-P,0.0,0.5,$100.00,$0.00,Review of Management Action Plans Approval (for approval),Révision  de l'approbation des plans d'action de la direction (pour approbation),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,8,Munir Sheikh,ON,C-P,0.0,0.25,$50.00,$0.00,Review of Internal Audit Charter for recommendation,Révision de la Charte de l'audit interne pour recommandation,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,9,Munir Sheikh,ON,C-P,0.0,0.5,$100.00,$0.00,Review of Unaudited Departmental Financial Statements,Révision  des états financiers ministériels non vérifiés,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,10,Munir Sheikh,ON,C-P,0.0,0.5,$100.00,$0.00,Review of Implementing C-58 Deck,Révision de la présentation de la mise en œuvre du projet de loi C-58 ,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,11,Munir Sheikh,ON,C-P,1.0,0.0,$200.00,$0.00,Teleconference  - Bill C-58 Immplementaiton,Téléconférence - Application du projet de loi C-58,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,12,Munir Sheikh,ON,C-P,0.0,1.5,$300.00,$0.00,Review of 2018-2019 Departmental Results Report -  for feedback,Révision du rapport ministériel sur les résultats 2018-2019 - pour commentaires,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,12,M. Shiekh,ON,C-P,22.5,0.0,"$4,500.00",$0.00,IIA National Conference,"
Conférence nationale de l'IIA",pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,13,Mary Ritchie,AB,M-M,2.0,0.0,$320.00,$0.00,"Review of IM/IT User Behaviour, Terms of Reference  ",Révision du cadre de référence de l'examen du comportement des utilisateurs de GI / TI,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,14,Mary Ritchie,AB,M-M,0.0,2.0,$320.00,$0.00,"Review of Audit of Data Management, Terms of Reference ",Révision du cadre de référence de l'audit de la gestion des données,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,15,Mary Ritchie,AB,M-M,0.0,2.0,$320.00,$0.00,Review of Report to the Clerk of the Privy Council: A Data Strategy Roadmap for the Federal Public Service ,Révision du rapport au greffier du Conseil privé: Une feuille de route de la stratégie de données pour la fonction publique fédérale,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,16,Mary Ritchie,AB,M-M,0.0,2.0,$320.00,$0.00,Review of OCG Three-Year Risk Based Internal Audit Plan 2019-20 to 2021-22  for feedback,Révision du plan tri-annuel d'audit axé sur le risque du BCG pour 2019-20 to 2021-22  (pour commentaires),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,17,Mary Ritchie,AB,M-M,0.0,1.0,$160.00,$0.00,Review Internal Audit Charter - July 2019 & QAIP for approval,Révision  de la charte de l'audit interne - juillet 2019 & approbation du plan d'assurance de la qualité et de l'amélioration,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,18,Mary Ritchie,AB,M-M,0.0,1.0,$160.00,$0.00,"Review of PCO Quarterly Financial Report – quarter ended June 30, 2019 (for comment) ",Révision  du rapport financier trimestriel du BCP - trimestre terminé le 30 juin 2019 (pour commentaires),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,19,Mary Ritchie,AB,M-M,0.0,2.0,$320.00,$0.00,Review of Management Action Plans Approval (for approval),Révision  de l'approbation des plans d'action de la direction (pour approbation),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,20,Mary Ritchie,AB,M-M,0.0,1.0,$160.00,$0.00,Review of Internal Audit Charter for recommendation,Révision de la Charte de l'audit interne pour recommandation,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,21,Mary Ritchie,ON,M-M,0.0,0.5,$80.00,$0.00,Review of Unaudited Departmental Financial Statements,Révision  des états financiers ministériels non vérifiés,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,22,Mary Ritchie,AB,M-M,0.0,1.0,$160.00,$0.00,Review of Implementing C-58 Deck,Révision de la présentation de la mise en œuvre du projet de loi C-58 ,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,23,Mary Ritchie,AB,M-M,1.0,0.0,$160.00,$0.00,Teleconference  - Bill C-58 Immplementaiton,Téléconférence - Application du projet de loi C-58,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,24,Mary Ritchie,AB,M-M,0.0,1.0,$160.00,$0.00,2018-2019 Departmental Results Report - Review and comments,Révision du rapport ministériel sur les résultats 2018-2019 - pour commentaires,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,25,Meena Roberts,ON,M-M,0.0,1.25,$200.00,$0.00,"Review of IM/IT User Behaviour, Terms of Reference  ",Révision du cadre de référence de l'examen du comportement des utilisateurs de GI / TI,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,26,Meena Roberts,ON,M-M,0.0,1.25,$200.00,$0.00,"Review of Audit of Data Management, Terms of Reference ",Révision du cadre de référence de l'audit de la gestion des données,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,27,Meena Roberts,ON,M-M,0.0,1.5,$240.00,$0.00,Review of Report to the Clerk of the Privy Council: A Data Strategy Roadmap for the Federal Public Service ,Révision du rapport au greffier du Conseil privé: Une feuille de route de la stratégie de données pour la fonction publique fédérale,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,28,Meena Roberts,ON,M-M,0.0,1.25,$200.00,$0.00,Review of OCG Three-Year Risk Based Internal Audit Plan 2019-20 to 2021-22  for feedback,Révision du plan tri-annuel d'audit axé sur le risque du BCG pour 2019-20 to 2021-22  (pour commentaires),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,29,Meena Roberts,ON,M-M,0.0,1.25,$200.00,$0.00,Review Internal Audit Charter - July 2019 & QAIP for approval,Révision  de la charte de l'audit interne - juillet 2019 & approbation du plan d'assurance de la qualité et de l'amélioration,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,30,Meena Roberts,ON,M-M,0.0,1.0,$160.00,$0.00,"Review of PCO Quarterly Financial Report – quarter ended June 30, 2019 (for comment) ",Révision  du rapport financier trimestriel du BCP - trimestre terminé le 30 juin 2019 (pour commentaires),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,31,Meena Roberts,ON,M-M,0.0,0.75,$120.00,$0.00,Review of Management Action Plans Approval (for approval),Révision  de l'approbation des plans d'action de la direction (pour approbation),pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,32,Meena Roberts,ON,M-M,0.0,0.75,$120.00,$0.00,Review of Internal Audit Charter for recommendation,Révision de la Charte de l'audit interne pour recommandation,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,33,Meena Roberts,ON,M-M,0.0,0.75,$120.00,$0.00,Review of Unaudited Departmental Financial Statements,Révision  des états financiers ministériels non vérifiés,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,34,Meena Roberts,ON,M-M,0.0,1.0,$160.00,$0.00,Review of Implementing C-58 Deck,Révision de la présentation de la mise en œuvre du projet de loi C-58 ,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,35,Meena Roberts,ON,M-M,1.0,0.0,$160.00,$0.00,Teleconference  - Bill C-58 Immplementaiton,Téléconférence - Application du projet de loi C-58,pco-bcp,Privy Council Office | Bureau du Conseil privé
2019-2020-Q2,36,Meena Roberts,ON,M-M,0.0,1.0,$160.00,$0.00,2018-2019 Departmental Results Report - Review and comments,Révision du rapport ministériel sur les résultats 2018-2019 - pour commentaires,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,13,N. Whipp,NB,M-M,0.0,0.75,$120.00,$0.00,Review of June meeting RODs | Completion of Potential Conflict Disclosure ,Examen du procès verbal de la réunion de juin | Finalisation de la divulgation de conflit potentiel,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,14,N. Whipp,NB,M-M,0.0,2.0,$320.00,$0.00,Review of: Audit of Data Management |  Mid-Term Evaluation of the Impact Canada Fellowship Program | RBAP draft | Acronyms,Examen des rapports: Audit de la gestion des données | Évaluation de mi-mandat du programme de Fellowship d’Impact Canada | ébauche du PAAR | acronymes,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,15,N. Whipp,NB,M-M,0.0,0.75,$120.00,$0.00,Provided input for the DAC report to the Clerk,Contribution du rapport du CMA au greffier,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,16,N. Whipp,NB,M-M,0.0,1.25,$200.00,$0.00,Teleconference: Audit of Data Management | Mid-Term Evaluation of the Impact Canada Fellowship Program reports ,Téléconférence sur les rapports: Audit de la gestion des données | Évaluation de mi-mandat du programme de Fellowship d’Impact Canada,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,17,N. Whipp,NB,M-M,0.0,1.0,$160.00,$0.00,Review of revised reports: Audit of Data Management | Mid-Term Evaluation of the Impact Canada Fellowship Program,Examen des rapports révisés de: Audit de la gestion des données | Évaluation de mi-mandat du programme de Fellowship d'Impact Canada,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,18,N. Whipp,NB,M-M,0.0,1.0,$160.00,$0.00,Review of the 2020-21 PCO Q1 Quarterly Financial Report,"
Examen du rapport financier du BCP pour T1 2020-2021",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,19,N. Whipp,NB,M-M,0.0,0.75,$120.00,$0.00,Review of the 2019-20 Departmental Results Report ,Examen du rapport sur les résultats ministériels 2019-2020,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,20,M. Roberts,ON,M-M,0.0,0.25,$40.00,$0.00,Review of June meeting RODs | Completion of Potential Conflict Disclosure ,Examen des RDD de la réunion de juin | Achèvement de la divulgation de conflit potentiel,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,21,M. Roberts,ON,M-M,0.0,7.0,"$1,120.00",$0.00,Review of: Audit of Data Management |  Mid-Term Evaluation of the Impact Canada Fellowship Program | RBAP draft | Acronyms,Examen des rapports: Audit de la gestion des données | Évaluation de mi-mandat du programme de Fellowship dImpact Canada | ébauche du PAAR | acronymes,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,22,M. Roberts,ON,M-M,0.0,2.5,$400.00,$0.00,Provided input for the DAC report to the Clerk,Contribution du rapport du CAD au greffier,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,23,M. Roberts,ON,M-M,1.0,0.0,$160.00,$0.00,Teleconference: Audit of Data Management | Mid-Term Evaluation of the Impact Canada Fellowship Program reports ,"
Téléconférence sur les rapport: de l'audit de la gestion des données | Évaluation de mi-mandat du programme de Fellowship dImpact Canada",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,24,M. Roberts,ON,M-M,0.0,0.3,$48.00,$0.00,Review of revised reports: Audit of Data Management | Mid-Term Evaluation of the Impact Canada Fellowship Program,Examen des rapports révisés :  Audit de la gestion des données | Évaluation de mi-mandat du programme de Fellowship d’Impact Canada,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,25,M. Roberts,ON,M-M,0.0,1.0,$160.00,$0.00,Review of the 2020-21 PCO Q1 Quarterly Financial Report,"
Examen du rapport financier du BCP pour T1 2020-2021",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q2,26,M. Roberts,ON,M-M,0.0,2.0,$320.00,$0.00,Review of the 2019-20 Departmental Results Report ,Examen du rapport sur les résultats ministériels 2019-2020,pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q3,1,M. Sheikh,ON,C-P,5.0,9.0,"$2,800.00",$0.00,"Preparation & attendance at 5 meetings (including the DAC Chairs meeting). Review of DR, RBAP, RODs, quarterly financial reports & other materials.","Préparation et participation à 5 réunions. Examen des RM, PABR, CRD, rapports financiers trimestriels et autres documents et rapports.",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q3,2,M. Roberts,ON,M-M,8.0,6.25,"$2,280.00",$0.00,"Preparation & attendance at 4 meetings (including DAC symposium). Review of DR, RBAP, RODs, quarterly financial reports & other materials.","Préparation et participation à 4 réunions (incluant le symposium du CMA). Examen des RM, PABR, CRD, rapports financiers trimestriels et autres documents et rapports.",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q3,3,N. Whipp,NB,M-M,8.0,5.75,"$2,200.00",$0.00,"Preparation & attendance at 4 meetings (including DAC symposium). Review of DR, RBAP, RODs, quarterly financial reports & other materials.","Préparation et participation à 4 réunions (incluant le symposium du CMA). Examen des RM, PABR, CRD, rapports financiers trimestriels et autres documents et rapports.",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q4,1,Munir Sheikh,ON,C-P,9.32,19.5,"$5,764.00",$0.00,"Preparation & attendance at 6 meetings (including the DAC prep. meetings). Review of the 2021-2022 DP, DRP,RODs, quarterly financial reports & other materials.","Préparation et participation à 6 réunions (incluant les réunions de préparation). Révision du plan ministériel 2021-2022, du pofil ministeriel des risques, des compte-rendus de discussions, des rapports financiers trimestriels et autres documents.",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q4,2,Meena Roberts,ON,M-M,7.8,20.28,"$4,492.80",$0.00,"Preparation & attendance at 3 meetings. Review of the 2021-2022 DP, DRP, RODs, quarterly financial reports & other materials. Provided input on Safe return to work mental health best practices","Préparation et participation à 3 réunions. Révision du plan ministériel 2021-2022, du pofil ministeriel des risques, des compte-rendus de discussions, des rapports financiers trimestriels et autres documents. Contribution au projet sur le retour au travail en toute sécurité - meilleures pratiques en santé mentale.",pco-bcp,Privy Council Office | Bureau du Conseil privé
2020-2021-Q4,3,Nancy Whipp,NB,M-M,7.8,15.28,"$3,692.80",$0.00,"Preparation & attendance at 3 meetings and DAC Member Orientation. Review of the 2021-2022 DP, DRP,RODs, quarterly financial reports & other materials.","Préparation et participation à 3 réunions et à l'orientation des membres du CMA. Révision du plan ministériel 2021-2022, du pofil ministeriel des risques, des compte-rendus de discussions, des rapports financiers trimestriels et autres documents.",pco-bcp,Privy Council Office | Bureau du Conseil privé
2021-2022-Q1,1,Munir Sheikh,ON,C-P,7.0,16.4,"$3,930.00",$0.00,"Drafted Report to the Clerk
Reviewed and advised on various Secretarial Packages
Participated in CAE interviews
Attended DAC Meeting","Rapport au greffier
Révisé et conseillé sur divers forfaits de secrétariat
Participation aux entretiens DPA
Participation à la réunion du CMA",pco-bcp,Privy Council Office | Bureau du Conseil privé
2021-2022-Q1,2,Meena Roberts,ON,M-M,3.25,2.86,$977.60,$0.00,"Provided input for DAC Report to the Clerk
Reviewed and advised on various Secretarial Packages
Attended DAC Meeting","Contribution au rapport du CMA au greffier
Révisé et conseillé sur divers forfaits de secrétariat
Participation à la réunion du CMA",pco-bcp,Privy Council Office | Bureau du Conseil privé
2021-2022-Q1,3,Nancy Whipp,NB,M-M,3.25,4.0,"$1,160.00",$0.00,"Provided input for DAC Report to the Clerk
Reviewed and advised on various Secretarial Packages
Attended DAC Meeting","Contribution au rapport du CMA au greffier
Révisé et conseillé sur divers forfaits de secrétariat
Participation à la réunion du CMA",pco-bcp,Privy Council Office | Bureau du Conseil privé
2018-2019-Q2,4,Victoria Harnish,NS,M-M,0.0,0.0,$0.00,$0.00,"There were no DAC meetings for the quarter ending on September 30, 2018.",Aucune réunion du CMA n'a été tenue lors du trimestre se terminant le 30 septembre 2018.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q2,1,Jean-Pierre Boisclair,ON,C-P,0.0,0.0,$0.00,$0.00,"There were no DAC meetings for the quarter ending on September 30, 2018.",Aucune réunion du CMA n'a été tenue lors du trimestre se terminant le 30 septembre 2018.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q2,2,Shahid Minto,ON,M-M,0.0,0.0,$0.00,$0.00,"There were no DAC meetings for the quarter ending on September 30, 2018.",Aucune réunion du CMA n'a été tenue lors du trimestre se terminant le 30 septembre 2018.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q2,3,Cheryl Campbell-Steer,QC,M-M,0.0,0.0,$0.00,$0.00,"There were no DAC meetings for the quarter ending on September 30, 2018.",Aucune réunion du CMA n'a été tenue lors du trimestre se terminant le 30 septembre 2018.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q3,1,Jean-Pierre Boisclair,ON,C-P,11.0,15.0,"$5,200.00",$0.00,The total remuneration includes time spent at the November 22 DAC meeting and preparation time and the Nov. 26 SBDA-DAC meeting.,"La rémunération totale comprend le temps passé à la réunion du CMA du 22 novembre et le temps de préparation, et la réunion du SBDA-DAC du 26 novembre.",phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q3,2,Shahid Minto,ON,M-M,7.5,15.0,"$3,600.00",$0.00,The total remuneration includes time spent at the November 22 DAC meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion du CMA du 22 novembre et le temps de préparation.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q3,3,Cheryl Campbell-Steer,QC,M-M,15.0,28.0,"$6,880.00",$581.11,"The total remuneration includes time spent at the November 22 DAC meeting, preparation time and travel time and the Nov. 27 DAC Symposium and travel time.","La rémunération totale comprend le temps passé à la réunion du CMA du 22 novembre, le temps de préparation et le temps de déplacement, et le Colloque du 27 novembre et le temps de déplacement.",phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q4,1,Jean-Pierre Boisclair,ON,C-P,7.5,15.0,"$4,500.00",$0.00,The total remuneration includes time spent at the January 24 DAC meeting.,La rémunération totale comprend le temps passé à la réunion du CMA du 24 janvier.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q4,2,Shahid Minto,ON,M-M,7.5,15.0,"$3,600.00",$0.00,The total remuneration includes time spent at the January 24 DAC meeting.,La rémunération totale comprend le temps passé à la réunion du CMA du 24 janvier.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2018-2019-Q4,3,Cheryl Campbell-Steer,QC,M-M,7.5,21.5,"$4,400.00",$726.08,The total remuneration includes time spent at the January 24 DAC meeting.,La rémunération totale comprend le temps passé à la réunion du CMA du 24 janvier.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q1,1,Jean-Pierre Boisclair,ON,C-P,0.0,0.0,$0.00,$0.00,"There were no DAC meetings for the quarter ending on June 30, 2019.",Aucune réunion du CMA n'a été tenue lors du trimestre se terminant le 30 juin 2019.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q1,2,Shahid Minto,ON,M-M,0.0,0.0,$0.00,$0.00,"There were no DAC meetings for the quarter ending on June 30, 2019.",Aucune réunion du CMA n'a été tenue lors du trimestre se terminant le 30 juin 2019.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q1,3,Cheryl Campbell-Steer,QC,M-M,0.0,0.0,$0.00,$0.00,"There were no DAC meetings for the quarter ending on June 30, 2019.",Aucune réunion du CMA n'a été tenue lors du trimestre se terminant le 30 juin 2019.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q2,1,Jean-Pierre Boisclair,ON,C-P,15.0,30.0,"$9,000.00",$0.00,The total remuneration includes preparation time and time spent at the July 5 DAC meeting and August 29 DAC Orientation.,La rémunération totale comprend le temps de préparation et le temps passé à la réunion du CMA du 5 juillet et la session d'orientation du 29 août.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q2,2,Shahid Minto,ON,M-M,15.0,30.0,"$7,200.00",$0.00,The total remuneration includes preparation time and time spent at the July 5 DAC meeting and August 29 DAC Orientation.,La rémunération totale comprend le temps de préparation et le temps passé à la réunion du CMA du 5 juillet et la session d'orientation du 29 août.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q2,3,Cheryl Campbell-Steer,QC,M-M,15.0,43.0,"$9,280.00",$660.65,"The total remuneration includes preparation time, travel time and  time spent at the July 5 DAC meeting and August 29 DAC Orientation.","La rémunération totale comprend le temps de préparation, le temps de déplacement et le temps passé à la réunion du CMA du 5 juillet et la session d'orientation du 29 août.",phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q2,4,Linda Maxwell,ON,M-M,7.5,21.0,"$4,560.00",$843.23,"The total remuneration includes preparation time, travel time and time spent at the August 29 DAC Orientation.","La rémunération totale comprend le temps de préparation, le temps de déplacement et le temps passé à la réunion du CMA du 5 juillet et la session d'orientation du 29 août.",phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q4,1,Jean-Pierre Boisclair,ON,C-P,9.5,18.0,"$5,500.00",$0.00,"The total remuneration includes preparation time and time spent at the February 25 and March 2, 2020 DAC meetings.",La rémunération totale comprend le temps de préparation et le temps passé aux réunions du 25 février et du 2 mars 2020.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q4,2,Shahid Minto,ON,M-M,9.5,18.0,"$4,400.00",$0.00,"The total remuneration includes preparation time and time spent at the February 25 and March 2, 2020 DAC meetings.",La rémunération totale comprend le temps de préparation et le temps passé aux réunions du 25 février et du 2 mars 2020.,phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q4,3,Cheryl Campbell-Steer,QC,M-M,9.5,25.5,"$5,600.00",$538.77,"The total remuneration includes preparation time, travel time and time spent at the February 25 and March 2, 2020 DAC meetings.","La rémunération totale comprend le temps de préparation, le temps de déplacement et le temps passé aux réunions du 25 février et du 2 mars 2020.",phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q4,4,Linda Maxwell,ON,M-M,7.5,24.0,"$5,040.00",$731.61,"The total remuneration includes preparation time, travel time and time spent at the February 25 and March 2, 2020 DAC meetings.","La rémunération totale comprend le temps de préparation, le temps de déplacement et le temps passé aux réunions du 25 février et du 2 mars 2020.",phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
2019-2020-Q3,1,Jean-Pierre Boisclair,ON,C-P,7.5,49.5,"$11,400.00","$1,613.00","The total remuneration includes preparation time and time spent at the November 13 SBDA-DAC and DAC Chair Meeting, November 14 Symposium, November 15 DAC meeting and the November 18-19 NML Visit in Winnipeg.","La rémunération totale comprend le temps de préparation et le temps passé à la réunion du SBDA-DAC du 13 novembre et la rencontre des présidents du CMA, le colloque du 14 novembre, la réunion du CMA le 15 novembre et la visite au LNM le 18 et 19 novembre.",phac-aspc,Public Health Agency of Canada | Agence de la santé publique du Canada
