Date de vérification,Numéro de référence de l’installation,Titulaire de permis ,Nom commun du site,Latitude,Longitude,Zone visée sur l'aquaculture des poissons,Espèces,Nombre de carcasses évaluées,Nombre de résultats de RCP positifs concernant le VNHI,Nombre de résultats positifs concernant le VNPI,Nombre de résultats positifs concernant le VAIS,Nombre de résultats positifs concernant le VSHV ,Nombre de résultats positifs concernant le VAS ,Nombre de résultats positifs concernant le PRSal ,Nombre de résultats positifs concernant le VMCP,Agents pathogènes bactériens isolés par culture (nombre de poissons),Confirmation histopathologique de la maladie ou de l’agent pathogène (nombre de poissons),Diagnostic vétérinaire à l’échelle de l’exploitation,Affections à considérer (nombre de poissons)
24 janv. 2018,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,Moritella sp. (1),Méningite/encéphalite liée à des bacilles intralésionnels (1),Aucune maladie présente à l’échelle de la population,Ulcère d’hiver (1)
25 janv. 2018,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
25 janv. 2018,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse (5) ,Ulcération de la peau,
25 janv. 2018,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,Moritella sp. (1),Dermatite ulcéreuse (3); Dermatite ulcéreuse avec bacilles intralésionnels (1),Ulcère d’hiver,
26 janv. 2018,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
26 janv. 2018,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,Dermatite ulcéreuse (1); Stomatite ulcéro-membraneuse (1),Aucune maladie présente à l’échelle de la population,Dégâts des branchies (4)
30 janv. 2018,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2),Aucune maladie présente à l’échelle de la population,
7 févr. 2018,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Pourriture de la bouche,
8 févr. 2018,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Passage Discovery,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,,Méningite/encéphalite liée à un micro-organisme intralésionnel s’apparentant au Sphaerothecum destruens (1),Aucune maladie présente à l’échelle de la population,
8 févr. 2018,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,Moritella sp. (1),,Aucune maladie présente à l’échelle de la population,
13 févr. 2018,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Bras Esperanza,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (4),Pourriture de la bouche,
14 févr. 2018,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,Aeromonas salmonicida (2),Lésions de type furonculose (3); Bactérie semblable au Renibacterium (1); Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,Dégâts des branchies (4)
14 févr. 2018,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
15 févr. 2018,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Baie Nootka,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,Aeromonas salmonicida (2),Lésions de type furonculose (2) ,Aucune maladie présente à l’échelle de la population,
15 févr. 2018,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Baie Nootka,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,Aeromonas salmonicida (4),Lésions de type furonculose (5),Aucune maladie présente à l’échelle de la population,
22 févr. 2018,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Micro-organisme s’apparentant à la Piscirickettsia (1); Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,Ulcération de la peau
26 févr. 2018,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Champignons pigmenté intralésionnels (1),Aucune maladie présente à l’échelle de la population,
26 févr. 2018,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,,Aucune maladie présente à l’échelle de la population,
27 févr. 2018,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Baie Clayoquot,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse avec bacilles intralésionnels (1),Aucune maladie présente à l’échelle de la population,Ulcère d’hiver
27 févr. 2018,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse (2),Aucune maladie présente à l’échelle de la population,
28 févr. 2018,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Champignons pigmenté intralésionnels (1); Nécrose branchiale avec bactéries filamenteuses intralésionnelles (2),Mortalité élevée en raison d’une affection des branchies causée par les conditions environnementales (turbidité de l'eau),
28 févr. 2018,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Baie Clayoquot,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
1 mars 2018,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathiquen (1),Syndrome de la jaunisse,
1 mars 2018,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
8 mars 2018,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Oui,Non,,Dermatite ulcéreuse (1); Piscirickettsia salmonis (1); Cardiopathie idiopathique (2),Ulcération de la peau,Cardiopathie idiopathique (2)
8 mars 2018,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Ulcération de la peau,
9 mars 2018,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),0,s/o,s/o,s/o,s/o,s/o,s/o,s/o,,,Aucune maladie présente à l’échelle de la population,
6 avr. 2018,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie présente à l’échelle de la population,
11 avr. 2018,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse (3); Bactérie semblable au Renibacterium (1),Aucune maladie présente à l’échelle de la population,
11 avr. 2018,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
12 avr. 2018,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,Archipel Broughton,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,Dermatite ulcéreuse (2),Aucune maladie présente à l’échelle de la population,
12 avr. 2018,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
24 avr. 2018,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3); Dermatite ulcéreuse (2),Aucune maladie présente à l’échelle de la population,
24 avr. 2018,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population; Mortalité élevée en raison d’un traumatisme mécanique causé par la manipulation,
25 avr. 2018,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Côte centrale,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Oui,s/o,,Bactérie semblable au Renibacterium (4),Aucune maladie présente à l’échelle de la population,
25 avr. 2018,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Côte centrale,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,Moritella sp. (1),Dermatite ulcéreuse (3),Ulcère d’hiver,
26 avr. 2018,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2); Dermatite ulcéreuse (1),Pourriture de la bouche,
26 avr. 2018,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Oui,Non,Oui,s/o,,,Aucune maladie présente à l’échelle de la population,
27 avr. 2018,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,Moritella sp. (1),Dermatite ulcéreuse (1),Aucune maladie présente à l’échelle de la population,Dégâts des branchies (3)
4 mai 2018,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Non,Non,Vibrio sp. (3),Vibrio sp. (1); Bactérie semblable au Renibacterium (3); Dermatite ulcéreuse (1); Cardiopathie idiopathique (1),Maladie bactérienne du rein; Septicémie bactérienne,
7 mai 2018,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Baie Nootka,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,Aeromonas salmonicia (2),Lésions de type furonculose (2),Mauvaise santé des branchies,
7 mai 2018,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,Aeromonas salmonicia (7),Lésions de type furonculose (7),Furonculose,Dégâts des branchies (5)
8 mai 2018,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Bras Esperanza,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
8 mai 2018,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Aucune maladie présente à l’échelle de la population,
16 mai 2018,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,Dermatite ulcéreuse (1); Micro-organisme s’apparentant à la Piscirickettsia (2),Aucune maladie présente à l’échelle de la population,Dégâts des branchies
16 mai 2018,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Ouvert. Mortalité modérément élevée avec lésions évoquant une inflammation systémique sans étiologie connue,Ulcération de la peau
16 mai 2018,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,,,Ulcération de la peau,Dégâts des branchies (4)
28 mai 2018,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (4),Pourriture de la bouche,
29 mai 2018,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Champignons pigmenté intralésionnels (1); Cardiopathie idiopathique (1),"Mortalité élevée en raison des conditions environnementales (Faible niveau d’OD, prolifération d'algues nuisibles, Méduse, turbidité de l'eau)",Dégâts des branchies (2)
29 mai 2018,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Champignons pigmenté intralésionnels (4); Stomatite ulcéro-membraneuse (1); Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,Infection fongique pigmentée (4)
30 mai 2018,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,Dégâts des branchies (2)
30 mai 2018,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
31 mai 2018,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
5 juin 2018,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
6 juin 2018,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
7 juin 2018,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
27 juin 2018,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
9 juil. 2018,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (8),Septicémie rickettsienne des salmonidés ,
10 juil. 2018,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (1),Septicémie rickettsienne des salmonidés ,
10 juil. 2018,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (7),Septicémie rickettsienne des salmonidés ,
16 juil. 2018,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Maladie de Gill proliférante,
17 juil. 2018,1351,Marine Harvest Canada,Marsh Bay,50.90567,-127.34239,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,Maladie de Gill proliférante
17 juil. 2018,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,Maladie de Gill proliférante
18 juil. 2018,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Côte centrale,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie présente à l’échelle de la population,
18 juil. 2018,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie présente à l’échelle de la population,
18 juil. 2018,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
19 juil. 2018,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,Maladie de Gill proliférante
19 juil. 2018,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Lésions des branchies liées à Paramoeba perurans (4),Maladie amibienne des branchies,
24 juil. 2018,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,,Champignons pigmenté intralésionnels (1),Aucune maladie présente à l’échelle de la population,
24 juil. 2018,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2),Ouvert. Mortalité élevée; cause inconnue,
25 juil. 2018,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Pourriture de la bouche,
25 juil. 2018,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Ouvert. Mortalité élevée; cause inconnue,
26 juil. 2018,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie présente à l’échelle de la population,
14 août 2018,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Bras Esperanza,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité élevée en raison des conditions environnementales (prolifération d'algues nuisibles),
14 août 2018,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité élevée en raison des conditions environnementales (prolifération d'algues nuisibles),
22 août 2018,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
22 août 2018,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Passage Discovery,Saumon Atlantique (Salmo salar),0,s/o,s/o,s/o,s/o,s/o,s/o,s/o,,,Aucun échantillonnage possible,
28 août 2018,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,Non,,Infection au Microsporidium cerebralis (au cerveau) (1); Micro-organisme s’apparentant à la Piscirickettsia (4); Cardiopathie idiopathique (1),Septicémie rickettsienne des salmonidés ,Dégâts des branchies (2)
28 août 2018,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Oui,s/o,,Champignons pigmenté intralésionnels (3); Micro-organisme s’apparentant à la Piscirickettsia (3),Septicémie rickettsienne des salmonidés ,Infection fongique pigmentée (3)
29 août 2018,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Ouvert. Mortalité élevée probablement causée par la prolifération d’algues nuisibles; aucune confirmation par plancton,Dégâts des branchies (3)
29 août 2018,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Baie Clayoquot,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (4),Septicémie rickettsienne des salmonidés ,
30 août 2018,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,Non,Oui,s/o,,Infection à la Loma salmonae (2),Septicémie rickettsienne des salmonidés ,
30 août 2018,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,Non,Oui,s/o,,Micro-organisme s’apparentant à la Piscirickettsia (4),Septicémie rickettsienne des salmonidés ,
17 sept. 2018,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
17 sept. 2018,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
21 sept. 2018,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),8,Non,Non,Non,Non,Non,Non,s/o,Vibrio anguillarum (3),Infection à la Loma salmonae (2),Septicémie bactérienne,
26 sept. 2018,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Passage Discovery,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Ouvert. Mortalité élevée probablement causée par la prolifération d’algues nuisibles; aucune confirmation par plancton,Dégâts des branchies (2)
5 oct. 2018,790,Marine Harvest Canada,Chancellor Channel,50.41723,-125.66284,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
9 oct. 2018,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Lésions des branchies liées à Paramoeba perurans (4),Maladie amibienne des branchies,
10 oct. 2018,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Lésions des branchies liées à Paramoeba perurans (2),Maladie de Gill proliférante,Maladie amibienne des branchies
10 oct. 2018,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (2),Aucune maladie présente à l’échelle de la population,Cardiopathie idiopathique
10 oct. 2018,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Côte centrale,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1); Épicardite à bactéries intralésionnelle (2),Aucune maladie présente à l’échelle de la population,
10 oct. 2018,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
11 oct. 2018,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,Aeromonas salmonicida (1),Lésions de type furonculose (1),Furonculose atypique,Dégâts des branchies (2)
11 oct. 2018,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,Non,,Micro-organisme s’apparentant à la Piscirickettsia (1); Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,Dégâts des branchies (7)
11 oct. 2018,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2),Aucune maladie présente à l’échelle de la population,
16 oct. 2018,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
16 oct. 2018,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
17 oct. 2018,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,Non,,Cardiopathie idiopathique (1),Aucune maladie présente à l’échelle de la population,
22 oct. 2018,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Oui,s/o,Vibrio sp. (1),Micro-organisme s’apparentant à la Piscirickettsia (2),Aucune maladie présente à l’échelle de la population,
24 oct. 2018,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Baie Nootka,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (3),Pourriture de la bouche,
25 oct. 2018,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Bras Esperanza,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
25 oct. 2018,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie présente à l’échelle de la population,
