CODE_REGION,REGION_ADMIN,VILLE,INTERVENANT_NOM,INTERVENANT_NUMERO,SITE_NOM,SITE_NUMERO,SITE_ADRESSE_COMPLETE,PERMIS_DATE_EMISSION,PERMIS_DATE_EXPIRATION,NO_PERMIS,CAPACITE_AUTORISE,NOMBRE_RESERVOIR_AUTORISE,DATE_PROCHAINE_VERIFICATION
5.0,Estrie,Lac-Mégantic,Centre de gestion de l'équipement roulant (CGER),5780-0203,SC0921 - ATELIER LAC MÉGANTIC,1-5212378029,3798 RUE LAVAL LAC-MÉGANTIC QC CANADA G6B 1A4,2020-11-08,2022-11-07,1013905,15000,2,2024-11-07
16.0,Montérégie,Longueuil,Metrobec inc.,5780-9048,METROBEC INC.,1-5212378146,5055 RUE RAMSAY LONGUEUIL QC CANADA J3Y 2S3,2019-12-01,2021-11-30,1013347,13600,1,2025-11-30
16.0,Montérégie,Saint-Jacques-le-Mineur,Produits Suncor Énergie S.E.N.C.,5781-6753,PRODUITS SUNCOR ÉNERGIE S.E.N.C.  #21595,1-5212378263,801 RANG DU COTEAU SAINT-JACQUES-LE-MINEUR QC CANADA J0J 1Z0,2020-07-01,2022-06-30,1014679,113190,4,2022-06-30
3.0,Capitale-Nationale,Québec,Pétroles Cadeko inc.,5666-7801,Sprint Cambronne #1733,1-5212378614,700 RUE CAMBRONNE QUÉBEC QC CANADA G1E 6X1,2019-12-01,2021-11-30,1011425,125000,5,2021-11-30
3.0,Capitale-Nationale,Québec,Pétroles Cadeko inc.,5666-7801,Sprint Cambronne #1733,1-5212378614,700 RUE CAMBRONNE QUÉBEC QC CANADA G1E 6X1,2021-12-01,2023-11-30,1011425,125000,5,2023-11-30
12.0,Chaudière-Appalaches,Sainte-Aurélie,LES PRODUITS FORESTIERS D.G. LTÉE,5660-6270,LES PRODUITS FORESTIERS D & G LTÉE,1-5212378731,9 RUE DES HÊTRES SAINTE-AURÉLIE QC CANADA G0M 1M0,2020-12-01,2022-11-30,1012397,22700,1,2024-11-30
12.0,Chaudière-Appalaches,Saint-Sylvestre,Alimentation St-Sylvestre inc.,5780-9915,ALIMENTATION ST-SYLVESTRE INC.,1-5212378848,859 RUE PRINCIPALE SAINT-SYLVESTRE QC CANADA G0S 3C0,2020-12-01,2022-11-30,1013944,25000,1,2024-11-30
5.0,Estrie,Val-Joli,9181-3212 Québec Inc.,8352-9099,EXCAVATION G. G. LAROCHE,1-5212378965,631 12E RANG VAL-JOLI QC CANADA J1S 0H1,2021-09-05,2023-09-04,1014572,18160,1,2027-09-04
16.0,Montérégie,Beloeil,Ville de Beloeil,8297-8461,ATELIERS MUNICIPAUX,1-5212379082,1000 RUE DUPRÉ BELOEIL QC CANADA J3G 4A8,2020-04-01,2022-03-31,1012307,30000,2,2022-03-31
1.0,Bas-Saint-Laurent,Sayabec,Transports Martin Alain inc.,5753-8647,TRANSPORTS MARTIN ALAIN INC.,1-5212379316,85 ROUTE 132 OUEST SAYABEC QC CANADA G0J 3K0,2020-12-14,2022-12-13,1015874,4550,1,2024-12-13
7.0,Outaouais,La Pêche,7219695 Canada inc.,5667-1654,7219596 CANADA INC.,1-5212379433,105 ROUTE PRINCIPALE EST LA PÊCHE QC CANADA J0X 2W0,2020-03-13,2022-03-12,1010342,90960,3,2022-03-12
15.0,Laurentides,Saint-Eustache,Ville de Saint-Eustache,1138-4443,SERVICE DES APPROVISIONNEMENTS,1-5212379550,33 BOULEVARD INDUSTRIEL SAINT-EUSTACHE QC CANADA J7R 5B9,2020-10-29,2022-10-28,1011782,40000,1,2024-10-28
15.0,Laurentides,Saint-André-d'Argenteuil,Centre de services scolaire de la Rivière-du-Nord,8100-7833,École primaire Saint-André,1-5212379667,1 RUE LEGAULT SAINT-ANDRÉ-D'ARGENTEUIL QC CANADA J0V 1X0,2021-07-01,2023-06-30,1019680,5000,1,2025-06-30
2.0,Saguenay--Lac-Saint-Jean,Saint-Henri-de-Taillon,9088-0899 Québec inc.,5666-5078,9088-0899 QUÉBEC INC.,1-5212379901,385 RUE PRINCIPALE SAINT-HENRI-DE-TAILLON QC CANADA G0W 2X0,2019-12-01,2021-11-30,1011268,90800,4,2021-11-30
4.0,Mauricie,Saint-Étienne-des-Grès,9265-2551 Québec inc.,5781-5672,DÉPANNEUR TRAITEUR COMEAU BON VIEUX TEMPS,1-5212380018,641 CHEMIN MARCOTTE SAINT-ÉTIENNE-DES-GRÈS QC CANADA G0X 2P0,2019-10-25,2021-10-24,1009101,50000,1,2023-10-24
14.0,Lanaudière,Saint-Charles-Borromée,9375-1873 Québec inc.,5781-5862,9375-1873 QUÉBEC INC.,1-5212380135,600 RUE DE LA VISITATION SAINT-CHARLES-BORROMÉE QC CANADA J6E 4P6,2021-02-01,2023-01-31,1010065,70000,4,2025-01-31
13.0,Laval,Laval,Ville de Laval,1342-8156,ÉDIFICE DANIEL-TESSIER,1-5212380252,560 2E RUE LAVAL QC CANADA H7V 1H3,2021-01-10,2023-01-09,1014321,10000,1,2025-01-09
4.0,Mauricie,Trois-Rivières,Transport Somavrac inc.,5780-3264,TRANSPORT SOMAVRAC INC.,1-5212380369,2550 RUE DE LA SIDBEC SUD TROIS-RIVIÈRES QC CANADA G8Z 4H1,2020-09-08,2022-09-07,1014658,45459,1,2022-09-07
1.0,Bas-Saint-Laurent,Saint-Alexandre-de-Kamouraska,Auberge et Station service Rte 289 inc.,5781-2703,AUBERGE ET STATION SERVICE RTE 289 INC.,1-5212380486,995 ROUTE 289 SAINT-ALEXANDRE-DE-KAMOURASKA QC CANADA G0L 2G0,2019-12-01,2021-11-30,1011753,85000,3,2021-11-30
5.0,Estrie,Stanstead,Construction Goudreau Inc.,2553-7903,CONSTRUCTION GOUDREAU INC.,1-5212380603,54 ROUTE MAPLE STANSTEAD QC CANADA J0B 3E0,2021-06-13,2023-06-12,1012678,13666,1,2025-06-12
14.0,Lanaudière,Saint-Ambroise-de-Kildare,Station le rendez-vous inc.,5764-5228,STATION LE RENDEZ-VOUS,1-5212380720,930 ROUTE 343 SAINT-AMBROISE-DE-KILDARE QC CANADA J0K 1C0,2020-04-26,2022-04-25,1016923,65000,1,2024-04-25
2.0,Saguenay--Lac-Saint-Jean,Sainte-Monique,Industries T.L.T. inc.,5781-2182,INDUSTRIES T.L.T. INC.,1-5212380837,144 RUE LAROUCHE SAINTE-MONIQUE QC CANADA G0W 2T0,2021-07-06,2023-07-05,1013278,22959,1,2025-07-05
16.0,Montérégie,Brossard,Corporation Parkland,5781-7900,DÉPANNEUR DU COIN #640,1-5212380954,5767 BOULEVARD TASCHEREAU BROSSARD QC CANADA J4Z 1A4,2021-02-01,2023-01-31,1010083,108475,4,2023-01-31
1.0,Bas-Saint-Laurent,Rivière-du-Loup,Pétroles Cadeko inc.,5666-7801,Pétro-Canada Fraserville,1-5212381071,191 RUE FRASERVILLE RIVIÈRE-DU-LOUP QC CANADA G5R 2C7,2021-06-19,2023-06-18,1010098,120000,3,2023-06-18
12.0,Chaudière-Appalaches,Saint-Pamphile,Garage GMP inc.,5781-3156,GARAGE GMP INC.,1-5212381305,276 RUE PRINCIPALE SAINT-PAMPHILE QC CANADA G0R 3X0,2020-07-01,2022-06-30,1009399,71172,3,2024-06-30
4.0,Mauricie,Saint-Tite,Garage RG Davidson inc.,5778-7517,GARAGE RG DAVIDSON INC.,1-5212381422,995 ROUTE 153 SAINT-TITE QC CANADA G0X 3H0,2021-06-29,2023-06-28,1009760,60688,1,2025-06-28
6.0,Montréal,Montréal,Corporation Parkland,5781-7900,Marché Express,1-5212381539,4090 RUE BÉLANGER MONTRÉAL QC CANADA H1X 1C1,2020-07-01,2022-06-30,1009415,146800,4,2022-06-30
1.0,Bas-Saint-Laurent,Saint-Pacôme,Perlite Canada inc.,5780-8453,ENTREPÔT SAINT-PACÔME,1-5212381656,31 RUE DU PARC-INDUSTRIEL SAINT-PACÔME QC CANADA G0L 3X0,2020-01-17,2022-01-16,1014886,34094,1,2026-01-16
11.0,Gaspésie--Îles-de-la-Madeleine,Grande-Vallée,Bois Granval G.D.S. inc.,5779-4463,USINE DE SCIAGE,1-5212381773,10 RUE INDUSTRIELLE GRANDE-VALLÉE QC CANADA G0E 1K0,2021-04-24,2023-04-23,1015278,23021,1,2025-04-23
11.0,Gaspésie--Îles-de-la-Madeleine,New Richmond,Pétroles Cadeko inc.,5666-7801,CADEKO NEW RICHMOND,1-5212381890,375 ROUTE 132 OUEST NEW RICHMOND QC CANADA G0C 2B0,2021-01-11,2023-01-10,1011327,78076,1,2023-01-10
6.0,Montréal,Montréal,U A P inc.,5780-7000,U A P INC.,1-5212382124,7025 RUE ONTARIO EST MONTRÉAL QC CANADA H1N 2B3,2020-09-16,2022-09-15,1014747,21136,2,2022-09-15
12.0,Chaudière-Appalaches,Lévis,Philippe Gosselin & associés limitée,8137-2674,PHILIPPE GOSSELIN ET ASSOCIÉS LTÉE,1-5212382241,441 AVENUE TANIATA LÉVIS QC CANADA G6W 5M6,2019-12-01,2021-11-30,1011231,145472,4,2021-11-30
4.0,Mauricie,Saint-Étienne-des-Grès,Dépanneur BSR St-Étienne inc.,5785-8292,Dépanneur BSR St-Étienne inc. (Ultramar St-Étienne),1-5212382358,1410A  PRINCIPALE SAINT-ÉTIENNE-DES-GRÈS QC CANADA G0X 2P0,2020-09-22,2022-09-21,1017589,100000,2,2024-09-21
10.0,Nord-du-Québec,Matagami,9092-3376 Québec inc,5606-0791,DÉPANNE-NORD,1-5212382475,100 BOULEVARD MATAGAMI MATAGAMI QC CANADA J0Y 2A0,2019-11-29,2021-11-28,1010128,130000,2,2021-11-28
5.0,Estrie,Sherbrooke,Ville de Sherbrooke (Division des bâtiments),5669-5901,VILLE DE SHERBROOKE,1-5212382709,5924 BOULEVARD BOURQUE SHERBROOKE QC CANADA J1N 1H3,2020-12-06,2022-12-05,1012002,18150,2,2026-12-05
2.0,Saguenay--Lac-Saint-Jean,Saint-Félicien,VILLE DE SAINT-FÉLICIEN,5660-2873,ÉCOLE RELANCE-ACTION,1-5212382826,2025 BOULEVARD DU JARDIN SAINT-FÉLICIEN QC CANADA G8K 2T2,2021-07-01,2023-06-30,1013197,4500,1,2025-06-30
17.0,Centre-du-Québec,Drummondville,Cologix Canada inc.,5781-3685,MTL 9,1-5212382943,2525 RUE CANADIEN DRUMMONDVILLE QC CANADA J2C 7W2,2020-12-13,2022-12-12,1015873,89397,10,2022-12-12
6.0,Montréal,Montréal,Corporation Parkland,5781-7900,DÉPANNEUR DU COIN #41459,1-5212383060,3155 BOULEVARD PITFIELD MONTRÉAL QC CANADA H4S 1N3,2021-04-01,2023-03-31,1010516,160000,4,2023-03-31
3.0,Capitale-Nationale,Québec,Congrégation de Notre-Dame,8237-5627,LES SOEURS DE LA CONGRÉGATION DE NOTRE-DAME,1-5212383177,874 AVENUE DESSANE QUÉBEC QC CANADA G1S 3J8,2021-10-01,2023-09-30,1013309,5000,1,2025-09-30
2.0,Saguenay--Lac-Saint-Jean,Labrecque,Corporation de développement de Labrecque,5779-5825,STATION-SERVICE DE LA CORPORATION DE LABRECQUE,1-5212383294,3355 RUE DAMASSE LABRECQUE QC CANADA G0W 2S0,2020-02-01,2022-01-31,1016312,33626,1,2022-01-31
1.0,Bas-Saint-Laurent,Packington,Coopérative de services pétroliers de Packington,5779-3614,COOPÉRATIVE DE SERVICES PÉTROLIERS DE PACKINGTON,1-5212383645,18 RUE PRINCIPALE PACKINGTON QC CANADA G0L 1Z0,2020-02-01,2022-01-31,1013727,9100,1,2022-01-31
6.0,Montréal,Montréal,Produits Suncor Énergie S.E.N.C.,5781-6753,"PRODUITS SUNCOR ÉNERGIE, S.E.N.C.  #12838",1-5212383879,580 AVENUE LAFLEUR MONTRÉAL QC CANADA H8R 3H9,2021-02-01,2023-01-31,1010214,90920,4,2023-01-31
16.0,Montérégie,Saint-Jean-sur-Richelieu,Groupe Fabric inc.,5681-4585,GROUPE FABRIC INC.,1-5212384113,553 1RE RUE SAINT-JEAN-SUR-RICHELIEU QC CANADA J2X 3B5,2020-12-15,2022-12-14,1017896,35000,1,2022-12-14
16.0,Montérégie,Boucherville,Produits Suncor Énergie S.E.N.C.,5781-6753,"PRODUITS SUNCOR ÉNERGIE, S.E.N.C.  #12845",1-5212384230,181 BOULEVARD DE MORTAGNE BOUCHERVILLE QC CANADA J4B 1A9,2019-10-01,2021-09-30,1009735,150000,3,2021-09-30
1.0,Bas-Saint-Laurent,Pohénégamook,Les entreprises Benoit Morin inc.,5780-6382,GAZ BAR MORIN,1-5212384347,1818 RUE PRINCIPALE POHÉNÉGAMOOK QC CANADA G0L 1J0,2021-06-01,2023-05-31,1019538,110000,2,2025-05-31
3.0,Capitale-Nationale,Québec,Coopérative des techniciens ambulanciers du Québec (CTAQ),5780-7489,COOPÉRATIVE DES TECHNICIENS AMBULANCIERS DU QUÉBEC (CTAQ),1-5212384464,6000 RUE DES TOURNELLES QUÉBEC QC CANADA G2J 1E4,2021-01-23,2023-01-22,1011601,13600,1,2025-01-22
12.0,Chaudière-Appalaches,Disraeli,Excavations Gagnon Et Frères Inc.,2153-6412,EXCAVATION GAGNON ET FRÈRES INC.,1-5212384581,434 RUE CHAMPOUX DISRAELI QC CANADA G0N 1E0,2020-10-24,2022-10-23,1015426,25000,1,2026-10-23
6.0,Montréal,Montréal,Produits Suncor Énergie S.E.N.C.,5781-6753,Station d'essence Pétro-Canada,1-5212384698,455 RUE GUY MONTRÉAL QC CANADA H3J 1S9,2020-08-25,2022-08-24,1009946,105000,3,2024-08-24
5.0,Estrie,Sherbrooke,Transdev Québec inc.,5781-3818,TRANSDEV QUÉBEC INC.,1-5212384932,1075 RUE TALBOT SHERBROOKE QC CANADA J1G 2P3,2019-12-16,2021-12-15,1012341,50000,1,2023-12-15
3.0,Capitale-Nationale,Québec,Charles-Auguste Fortier Inc.,1356-0438,CHARLES -AUGUSTE FORTIER INC.,1-5212385049,424 BOULEVARD RAYMOND QUÉBEC QC CANADA G1C 8K9,2021-08-25,2023-08-24,1014847,67959,2,2025-08-24
5.0,Estrie,Sherbrooke,Couche-Tard inc.,5615-0667,COUCHE-TARD #732,1-5212385166,2558 RUE GALT OUEST SHERBROOKE QC CANADA J1K 1L6,2021-02-01,2023-01-31,1010253,80000,2,2023-01-31
7.0,Outaouais,Grand-Remous,9025-2685 Québec inc.,5781-1655,POURVOIRIE CLUB BRUNET,1-5212385283,1676 CHEMIN BASKATONG GRAND-REMOUS QC CANADA J0W 1E0,2019-11-24,2021-11-23,1014710,13600,2,2023-11-23
15.0,Laurentides,Saint-Jérôme,Paul Grand'Maison inc.,2856-4540,PAUL GRAND' MAISON INC.,1-5212385400,10 RUE BRIÈRE SAINT-JÉRÔME QC CANADA J7Y 3A1,2021-02-01,2023-01-31,1010172,604500,8,2023-01-31
7.0,Outaouais,Gatineau,Ville de Gatineau,1446-5934,VILLE DE GATINEAU,1-5212385517,44 CHEMIN EARDLEY GATINEAU QC CANADA J9H 4K2,2020-03-19,2022-03-18,1012537,60000,2,2022-03-18
4.0,Mauricie,Trois-Rivières,Couche-Tard inc.,5615-0667,Couche-Tard #855,1-5212385634,550 RUE LAVIOLETTE TROIS-RIVIÈRES QC CANADA G9A 1V5,2020-11-26,2022-11-25,1009742,75000,2,2024-11-25
2.0,Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,Entreprises De Construction Gaston Morin (1979) Ltée,1639-5782,ENTREPRISES DE CONSTRUCTION GASTON MORIN (1979) LTÉE,1-5212385751,310 RUE DE QUEN DOLBEAU-MISTASSINI QC CANADA G8L 5N1,2020-07-22,2022-07-21,1012572,54091,2,2026-07-21
6.0,Montréal,Montréal,IMMEUBLES RYTHME INC.,5753-3242,EDIFICE 550 SHERBROOKE - UEP,1-5212385868,550 RUE SHERBROOKE OUEST BUREAU 1150 MONTRÉAL QC CANADA H3A 1B9,2021-10-01,2023-09-30,1013463,10680,2,2025-09-30
15.0,Laurentides,Saint-Colomban,Dépanneur 343 inc.,5604-0066,DÉPANNEUR 343 INC.,1-5212385985,343 CÔTE SAINT-NICHOLAS SAINT-COLOMBAN QC CANADA J5K 1M5,2021-07-01,2023-06-30,1011105,130000,2,2023-06-30
6.0,Montréal,Montréal,Equinix (Ottawa) Government Ltd,5796-1864,EQUINIX CANADA LTD (9200-9300),1-5212386102,9300 ROUTE TRANSCANADIENNE MONTRÉAL QC CANADA H4S 1K5,2021-03-27,2023-03-26,1020003,287839,14,2025-03-26
3.0,Capitale-Nationale,Québec,Harnois Énergies inc.,5666-1994,GL #4125/PBL #302262,1-5212386219,625 RUE CLEMENCEAU QUÉBEC QC CANADA G1C 4N6,2020-06-01,2022-05-31,1010687,150000,5,2022-05-31
16.0,Montérégie,Richelieu,9070-9783 Québec inc.,5780-0799,9070-9783 QUÉBEC INC.,1-5212386336,2350 CHEMIN DES PATRIOTES RICHELIEU QC CANADA J3L 6M7,2020-10-19,2022-10-18,1017283,150000,3,2024-10-18
1.0,Bas-Saint-Laurent,Saint-Pascal,BETONNIÈRES DE GOLFE INC.,5665-6036,BÉTONNIÈRE DU GOLFE INC.,1-5212386453,240 AVENUE DU PARC SAINT-PASCAL QC CANADA G0L 3Y0,2020-10-01,2022-09-30,1012262,50000,2,2022-09-30
12.0,Chaudière-Appalaches,Notre-Dame-des-Pins,Daniel Poulin,5778-9513,CASSE-CROÛTE DES PINS,1-5212386687,2530 ROUTE DU PRÉSIDENT-KENNEDY NOTRE-DAME-DES-PINS QC CANADA G0M 1K0,2021-06-08,2023-06-07,1019485,31800,1,2025-06-07
16.0,Montérégie,Saint-Bernard-de-Lacolle,9391-2038 Québec inc.,5781-6225,9391-2038 QUÉBEC INC.,1-5212386804,306 CHEMIN RIDGE SAINT-BERNARD-DE-LACOLLE QC CANADA J0J 1V0,2019-12-01,2021-11-30,1011338,176457,3,2021-11-30
2.0,Saguenay--Lac-Saint-Jean,Bégin,9405-3386 Québec inc.,5783-7452,STATION REZZO BÉGIN,1-5212386921,160 RUE PARENT SUD BÉGIN QC CANADA G0V 1B0,2020-07-08,2022-07-07,1016680,40000,2,2022-07-07
5.0,Estrie,Stanstead-Est,Corporation Parkland,5781-7900,ULTRAMAR #00257,1-5212387038,14185 ROUTE 143 STANSTEAD-EST QC CANADA J0B 1C0,2020-10-01,2022-09-30,1009724,95000,3,2022-09-30
12.0,Chaudière-Appalaches,Montmagny,2634-7062 Québec inc.,5780-7133,DÉPANNEUR PROPRIO,1-5212387272,1 BOULEVARD TACHÉ OUEST MONTMAGNY QC CANADA G5V 2Z9,2020-12-02,2022-12-01,1010471,85000,2,2022-12-02
6.0,Montréal,Montréal,Corporation Parkland,5781-7900,ULTRAMAR #41803,1-5212387389,360 RUE CHERRIER (L'ÎLE-BIZARD) MONTRÉAL QC CANADA H9C 1V2,2021-04-01,2023-03-31,1010479,131460,4,2023-03-31
16.0,Montérégie,Sainte-Catherine,Services de transport Trac-World inc.,5781-2034,SERVICES DE TRANSPORT -TRAC-WORLD INC.,1-5212387506,6565 BOULEVARD HÉBERT SAINTE-CATHERINE QC CANADA J5C 1B5,2020-11-16,2022-11-15,1011674,79499,3,2024-11-15
13.0,Laval,Laval,ENGIE services inc.,8005-1006,GESTION ARE-CANADA NO. 5,1-5212387623,525 BOULEVARD CARTIER OUEST LAVAL QC CANADA H7V 3S8,2020-11-09,2022-11-08,1018558,22366,2,2024-11-08
9.0,Côte-Nord,Baie-Comeau,Corporation Parkland,5781-7900,ULTRAMAR  #00932,1-5212387740,900 RUE BOSSÉ BAIE-COMEAU QC CANADA G5C 1M1,2020-06-01,2022-05-31,1009147,109916,4,2022-05-31
1.0,Bas-Saint-Laurent,Trois-Pistoles,Pétroles Cadeko inc.,5666-7801,Pétro-Canada,1-5212387857,684 RUE RICHARD TROIS-PISTOLES QC CANADA G0L 4K0,2019-10-26,2021-10-25,1011060,130000,4,2023-10-25
1.0,Bas-Saint-Laurent,Trois-Pistoles,Pétroles Cadeko inc.,5666-7801,Pétro-Canada,1-5212387857,684 RUE RICHARD TROIS-PISTOLES QC CANADA G0L 4K0,2021-10-26,2023-10-25,1011060,130000,4,2023-10-25
14.0,Lanaudière,Saint-Gabriel-de-Brandon,Excavation Normand Majeau Inc.,2319-0937,EXCAVATION NORMAND MAJEAU INC.,1-5212387974,4861 CHEMIN DU LAC SAINT-GABRIEL-DE-BRANDON QC CANADA J0K 2N0,2021-05-15,2023-05-14,1015487,79775,3,2027-05-14
2.0,Saguenay--Lac-Saint-Jean,Saint-Félicien,Accès Forêt inc.,5781-5482,ACCÈS FORÊT,1-5212388091,1445 BOULEVARD INDUSTRIEL SAINT-FÉLICIEN QC CANADA G8K 1W1,2019-10-13,2021-10-12,1012560,14645,1,2025-10-12
2.0,Saguenay--Lac-Saint-Jean,Saint-Félicien,Accès Forêt inc.,5781-5482,ACCÈS FORÊT,1-5212388091,1445 BOULEVARD INDUSTRIEL SAINT-FÉLICIEN QC CANADA G8K 1W1,2021-10-13,2023-10-12,1012560,14645,1,2025-10-12
13.0,Laval,Laval,Produits Suncor Énergie S.E.N.C.,5781-6753,"PRODUITS SUNCOR ÉNERGIE, S.E.N.C. #13154",1-5212388208,500 BOULEVARD DES LAURENTIDES (PONT-VIAU) LAVAL QC CANADA H7G 2V1,2021-04-01,2023-03-31,1010503,115000,3,2023-03-31
6.0,Montréal,Montréal,Construction DJL inc.,5781-7009,USINE D'ASPHALTE MONTRÉAL-NORD,1-5212388325,5250 RUE D'AMIENS MONTRÉAL QC CANADA H1G 3G5,2020-09-25,2022-09-24,1017223,25000,1,2026-09-24
8.0,Abitibi-Témiscamingue,Rouyn-Noranda,Ville de Rouyn-Noranda,2495-6658,TRAVAUX PUBLICS,1-5212388442,725 AVENUE LORD ROUYN-NORANDA QC CANADA J9X 7A6,2019-12-01,2021-11-30,1013284,50000,2,2021-11-30
4.0,Mauricie,La Tuque,Air Aviation inc.,5780-2118,Aéroport La Tuque,1-5212388559,1249 BOULEVARD DUCHARME LA TUQUE QC CANADA G9X 3S1,2021-09-27,2023-09-26,1010509,60000,2,2023-09-26
2.0,Saguenay--Lac-Saint-Jean,Alma,Transport Doucet et fils Mistassini inc.,5779-2400,TRANSPORT DOUCET - DIVISION ALMA,1-5212388676,780 AVENUE DU PONT NORD ALMA QC CANADA G8B 5E9,2019-12-22,2021-12-21,1015564,50000,1,2021-12-21
2.0,Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,9339-4807 Québec inc.,5780-2811,9339-4807 QUÉBEC INC.,1-5212388793,330 7E AVENUE DOLBEAU-MISTASSINI QC CANADA G8L 1Y7,2021-06-01,2023-05-31,1012980,9711,1,2025-05-31
16.0,Montérégie,Beauharnois,9314-2826 Québec inc.,5779-4232,9314-2826 QUÉBEC INC.,1-5212388910,130 RUE ELLICE BEAUHARNOIS QC CANADA J6N 1W8,2020-08-18,2022-08-17,1018018,120000,4,2022-08-17
11.0,Gaspésie--Îles-de-la-Madeleine,New Richmond,Ville de New Richmond,8287-3332,VILLE DE NEW RICHMOND,1-5212389144,128 BOULEVARD PERRON EST NEW RICHMOND QC CANADA G0C 2B0,2020-07-01,2022-06-30,1011906,10000,2,2022-06-30
17.0,Centre-du-Québec,Drummondville,3103-6965 Québec Inc.,3103-6965,Excavation Yvon Benoit,1-5212389261,1970 BOULEVARD DE L'UNIVERSITÉ DRUMMONDVILLE QC CANADA J2C 0M5,2020-12-12,2022-12-11,1014812,22700,1,2024-12-11
6.0,Montréal,Montréal,Station Service Léo Messina inc.,5780-6424,STATION SERVICE LÉO MESSINA INC.,1-5212389378,7602 RUE CENTRALE MONTRÉAL QC CANADA H8P 1K7,2021-02-01,2023-01-31,1010066,95000,4,2025-01-31
2.0,Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,Équipements Pétroliers Lac St-Jean Inc.,2859-8068,ÉQUIPEMENTS PÉTROLIERS LAC ST-JEAN INC.,1-5212389495,1800 BOULEVARD VÉZINA DOLBEAU-MISTASSINI QC CANADA G8L 3M6,2020-02-01,2022-01-31,1013451,67500,3,2022-01-31
2.0,Saguenay--Lac-Saint-Jean,Saguenay,9227-7821 QUÉBEC INC.,5667-2827,Nutrinor Énergies Laterière,1-5212389612,5850 BOULEVARD TALBOT SAGUENAY QC CANADA G7N 1W1,2020-11-30,2022-11-29,1017749,79019,2,2022-11-29
14.0,Lanaudière,Terrebonne,Robert & Gilles Demers Inc.,1330-8440,ROBERT ET GILLES DEMERS INC.,1-5212389729,3055 RUE DES BÂTISSEURS TERREBONNE QC CANADA J6Y 0A2,2020-08-10,2022-08-09,1014772,35151,1,2024-08-09
6.0,Montréal,Montréal,La Société Canadian Tire Limitée,8237-7342,PBL #301546,1-5212389846,8390 BOULEVARD NEWMAN MONTRÉAL QC CANADA H8N 1X9,2021-06-24,2023-06-23,1009483,159142,4,2023-06-23
13.0,Laval,Laval,Produits Suncor Énergie S.E.N.C.,5781-6753,"PRODUITS SUNCOR ÉNERGIE, S.E.N.C. #13048",1-5212389963,4715 BOULEVARD SAMSON LAVAL QC CANADA H7W 2H6,2020-04-01,2022-03-31,1016246,120000,3,2022-03-31
15.0,Laurentides,Saint-Jérôme,9366-3755 Québec inc.,5781-5771,PROGAZ,1-5212390080,11 BOULEVARD DES HAUTEURS SAINT-JÉRÔME QC CANADA J7Y 1R1,2021-10-01,2023-09-30,1010999,113500,4,2025-09-30
16.0,Montérégie,Saint-Hyacinthe,La Société Canadian Tire Limitée,8237-7342,CANADIAN TIRE GAS BAR,1-5212390197,3525 BOULEVARD LAFRAMBOISE SAINT-HYACINTHE QC CANADA J2R 1E1,2020-01-24,2022-01-23,1011468,80000,3,2022-01-23
16.0,Montérégie,Acton Vale,Rocvale inc.,5781-1705,ROCVALE INC.,1-5212390314,794 ROUTE 139 ACTON VALE QC CANADA J0H 1A0,2019-10-01,2021-09-30,1012842,18250,1,2025-09-30
3.0,Capitale-Nationale,Saint-Augustin-de-Desmaures,9289-5689 Québec Inc.,5688-1816,SHELL (C80067),1-5212390431,200 ROUTE 138 APP A SAINT-AUGUSTIN-DE-DESMAURES QC CANADA G3A 0G1,2019-12-05,2021-12-04,1015337,115000,2,2021-12-04
3.0,Capitale-Nationale,La Malbaie,Pétroles Cadeko inc.,5666-7801,CADEKO LA MALBAIE #030,1-5212390665,1035 BOULEVARD DE COMPORTÉ LA MALBAIE QC CANADA G5A 1P5,2021-03-02,2023-03-01,1009456,105000,2,2025-03-01
7.0,Outaouais,Cantley,"Alimentation Patry, Chevalier inc.",5778-9026,"ALIMENTATION PATRY, CHEVALIER",1-5212390782,890 MONTÉE DE LA SOURCE CANTLEY QC CANADA J8V 3H4,2021-04-01,2023-03-31,1010396,91445,3,2023-03-31
5.0,Estrie,Valcourt,2962-9334 Québec inc.,5780-7265,CENTRE DE LA MOTONEIGE,1-5212390899,9060 RUE DE LA MONTAGNE VALCOURT QC CANADA J0E 2L0,2020-02-01,2022-01-31,1013592,18200,2,2022-01-31
7.0,Outaouais,Rapides-des-Joachims,Grant Lance,5780-1235,LANCE'S CONVIENENCE,1-5212391016,224 RUE PRINCIPALE RAPIDES-DES-JOACHIMS QC CANADA J0X 3M0,2020-07-01,2022-06-30,1017394,27300,3,2024-06-30
4.0,Mauricie,Saint-Boniface,Les Pétroles Expert inc.,5667-3833,STATION ST-BONIFACE,1-5212391250,192 BOULEVARD TRUDEL OUEST SAINT-BONIFACE QC CANADA G0X 2L0,2020-06-01,2022-05-31,1009100,77200,3,2022-05-31
14.0,Lanaudière,Repentigny,Ville de Repentigny,8235-3012,VILLE DE REPENTIGNY,1-5212391484,130 RUE LANDREVILLE REPENTIGNY QC CANADA J6A 8C2,2020-06-01,2022-05-31,1011854,45460,2,2024-05-31
