Year,Activity,Source,Destination,Energy (MW.h),Total Value (CAN$),Price (CAN$/MW.h)
2015.0,Imports,Wyoming,British Columbia,963.0,19151.7531,19.89
2015.0,Imports,Wyoming,Total,963.0,19151.7531,19.89
2016.0,Exports,Alberta,California,4292.5,312009.96,72.69
2016.0,Exports,Alberta,Indiana,0.0,0.0,0.00
2016.0,Exports,Alberta,Montana,139154.14,3102000.7338,22.29
2016.0,Exports,Alberta,North Dakota,2703.2,97995.08,36.25
2016.0,Exports,Alberta,Oregon,1174.0,39366.067,33.53
2016.0,Exports,Alberta,Total,220984.84,6061847.03,27.43
2016.0,Exports,Alberta,Washington,73661.0,2510475.1892,34.08
2016.0,Exports,British Columbia,Alaska,241.0,17242.08,71.54
2016.0,Exports,British Columbia,Arizona,56364.0,3731899.6431,66.21
2016.0,Exports,British Columbia,California,1.06618967656E7,4.015274926604E8,37.66
2016.0,Exports,British Columbia,Idaho,14196.0,663842.954,46.76
2016.0,Exports,British Columbia,Montana,48393.0,1678659.2288,34.69
2016.0,Exports,British Columbia,Nebraska,14.0,0.0,0.00
2016.0,Exports,British Columbia,Nevada,50926.0,3591840.2962,70.53
2016.0,Exports,British Columbia,New Mexico,12082.0,928777.4585,76.87
2016.0,Exports,British Columbia,Oregon,1071556.0,4.16866814499E7,38.90
2016.0,Exports,British Columbia,Total,1.35526906003E7,5.100388391877E8,37.63
2016.0,Exports,British Columbia,Utah,11739.0,848328.9755,72.27
2016.0,Exports,British Columbia,Washington,1624903.8347,5.53588154213E7,34.07
2016.0,Exports,British Columbia,Wyoming,379.0,5259.02,13.88
2016.0,Exports,Manitoba,Indiana,251.0,4525.56,18.03
2016.0,Exports,Manitoba,Minn / N. Dakota,9871245.512,3.8957384487E8,Confidential
2016.0,Exports,Manitoba,Texas,0.0,0.0,0.00
2016.0,Exports,Manitoba,Total,9871496.512,3.8957837043E8,Confidential
2016.0,Exports,New Brunswick,Maine,1756601.0,1.155921182105E8,65.80
2016.0,Exports,New Brunswick,New England-ISO,50.0,1823.44,36.47
2016.0,Exports,New Brunswick,Total,1756651.0,1.155939416505E8,65.80
2016.0,Exports,Newfoundland and Labrador,Michigan,1.0,28.0059,28.01
2016.0,Exports,Newfoundland and Labrador,New England-ISO,201602.05,8125830.0741,40.31
2016.0,Exports,Newfoundland and Labrador,New York,1199392.1,2.99794610404E7,25.00
2016.0,Exports,Newfoundland and Labrador,Total,1400995.15,3.81053191204E7,27.20
2016.0,Exports,Nova Scotia,Maine,73080.0,2278137.6675,31.17
2016.0,Exports,Nova Scotia,Total,73080.0,2278137.6675,31.17
2016.0,Exports,Ontario,Indiana,15788.0,740345.77,46.89
2016.0,Exports,Ontario,Massachusetts,2220.0,75098.38,33.83
2016.0,Exports,Ontario,Michigan,8790434.423,2.705188787535E8,30.77
2016.0,Exports,Ontario,Minn / N. Dakota,51725.5,1781796.43,34.45
2016.0,Exports,Ontario,Minnesota,1601867.04,4.74043347122E7,29.59
2016.0,Exports,Ontario,New England-ISO,1142822.34,4.68348605833E7,40.98
2016.0,Exports,Ontario,New York,8236918.3431,1.820954821895E8,22.11
2016.0,Exports,Ontario,Ohio,2071.0,111489.5,53.83
2016.0,Exports,Ontario,Pennsylvania,43334.0,1009083.3498,23.29
2016.0,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,599968.67,2.0524236481E7,34.21
2016.0,Exports,Ontario,Total,2.04875263161E7,5.711083101493E8,27.88
2016.0,Exports,Ontario,Vermont,377.0,12704.0,33.70
2016.0,Exports,Québec,Maine,3517530.0,1.3450582891E8,38.24
2016.0,Exports,Québec,Minnesota,149044.0,4117890.99,27.63
2016.0,Exports,Québec,New England-ISO,1150349.67,4.914160697E7,42.21
2016.0,Exports,Québec,New York,1.0790313E7,4.7454965473E8,40.40
2016.0,Exports,Québec,Total,2.554142867E7,1.26566423344E9,46.10
2016.0,Exports,Québec,Vermont,9934192.0,6.0334925184E8,55.81
2016.0,Exports,Saskatchewan,Minn / N. Dakota,41542.0,1039077.38,25.01
2016.0,Exports,Saskatchewan,North Dakota,156293.0,4970361.06,31.80
2016.0,Exports,Saskatchewan,Total,197835.0,6009438.44,30.38
2016.0,Exports,Total,Alaska,241.0,17242.08,71.54
2016.0,Exports,Total,Arizona,56364.0,3731899.6431,66.21
2016.0,Exports,Total,California,1.06661892656E7,4.018395026204E8,37.67
2016.0,Exports,Total,Idaho,14196.0,663842.954,46.76
2016.0,Exports,Total,Indiana,16039.0,744871.33,46.44
2016.0,Exports,Total,Maine,5347211.0,2.52376084788E8,47.20
2016.0,Exports,Total,Massachusetts,2220.0,75098.38,33.83
2016.0,Exports,Total,Michigan,8790435.423,2.705189067594E8,30.77
2016.0,Exports,Total,Minn / N. Dakota,9964513.012,3.9239471868E8,Confidential
2016.0,Exports,Total,Minnesota,1750911.04,5.15222257022E7,29.43
2016.0,Exports,Total,Montana,187547.14,4780659.9626,25.49
2016.0,Exports,Total,Nebraska,14.0,0.0,0.00
2016.0,Exports,Total,Nevada,50926.0,3591840.2962,70.53
2016.0,Exports,Total,New England-ISO,2494824.06,1.041041210674E8,41.50
2016.0,Exports,Total,New Mexico,12082.0,928777.4585,76.87
2016.0,Exports,Total,New York,2.02266234431E7,6.866245979599E8,32.04
2016.0,Exports,Total,North Dakota,158996.2,5068356.14,31.88
2016.0,Exports,Total,Ohio,2071.0,111489.5,53.83
2016.0,Exports,Total,Oregon,1072730.0,4.17260475169E7,38.90
2016.0,Exports,Total,Pennsylvania,43334.0,1009083.3498,23.29
2016.0,Exports,Total,Pennsylvania Jersey Maryland Power Pool,599968.67,2.0524236481E7,34.21
2016.0,Exports,Total,Texas,0.0,0.0,0.00
2016.0,Exports,Total,Total,7.31026880884E7,2.9044384371154E9,38.47
2016.0,Exports,Total,Utah,11739.0,848328.9755,72.27
2016.0,Exports,Total,Vermont,9934569.0,6.0336195584E8,55.81
2016.0,Exports,Total,Washington,1698564.8347,5.78692906105E7,34.07
2016.0,Exports,Total,Wyoming,379.0,5259.02,13.88
2016.0,Imports,Arizona,British Columbia,3462.0,37137.4613,10.73
2016.0,Imports,Arizona,Total,3462.0,37137.4613,10.73
2016.0,Imports,California,Alberta,100.0,4265.0,42.65
2016.0,Imports,California,British Columbia,3231.0,18398.67,5.69
2016.0,Imports,California,Total,3331.0,22663.67,6.80
2016.0,Imports,Colorado,British Columbia,40.0,2883.65,72.09
2016.0,Imports,Colorado,Total,40.0,2883.65,72.09
2016.0,Imports,Idaho,Alberta,50.0,1302.0,26.04
2016.0,Imports,Idaho,British Columbia,6284.0,56507.375,8.99
2016.0,Imports,Idaho,Total,6334.0,57809.375,9.13
2016.0,Imports,Indiana,Ontario,1824.0,150033.27,82.26
2016.0,Imports,Indiana,Total,1824.0,150033.27,82.26
2016.0,Imports,Maine,New Brunswick,122888.0,5841386.4964,47.53
2016.0,Imports,Maine,Nova Scotia,10091.0,262105.9316,25.97
2016.0,Imports,Maine,Total,132979.0,6103492.428,45.90
2016.0,Imports,Massachusetts,Ontario,2010.0,97609.1069,48.56
2016.0,Imports,Massachusetts,Total,2010.0,97609.1069,48.56
2016.0,Imports,Michigan,Ontario,104968.99,4958756.6515,47.24
2016.0,Imports,Michigan,Total,104968.99,4958756.6515,47.24
2016.0,Imports,Minn / N. Dakota,Alberta,92.0,1933.68,21.02
2016.0,Imports,Minn / N. Dakota,Manitoba,66821.0,2282878.34,34.16
2016.0,Imports,Minn / N. Dakota,Ontario,450.0,21816.24,48.48
2016.0,Imports,Minn / N. Dakota,Saskatchewan,605.0,8427.29,13.93
2016.0,Imports,Minn / N. Dakota,Total,67968.0,2315055.55,34.06
2016.0,Imports,Minnesota,Ontario,64183.0,1556484.2655,24.25
2016.0,Imports,Minnesota,Total,64183.0,1556484.2655,24.25
2016.0,Imports,Montana,Alberta,138646.482,2937780.8746,21.19
2016.0,Imports,Montana,British Columbia,9765.0,216850.0591,22.21
2016.0,Imports,Montana,Total,148411.482,3154630.9337,21.26
2016.0,Imports,Nebraska,British Columbia,50.0,771.3764,15.43
2016.0,Imports,Nebraska,Total,50.0,771.3764,15.43
2016.0,Imports,Nevada,British Columbia,370.0,3289.5658,8.89
2016.0,Imports,Nevada,Total,370.0,3289.5658,8.89
2016.0,Imports,New England-ISO,Ontario,75.0,1395.14,18.60
2016.0,Imports,New England-ISO,Québec,1.0,36.5513,36.55
2016.0,Imports,New England-ISO,Total,76.0,1431.6913,18.84
2016.0,Imports,New Mexico,British Columbia,1919.0,33419.3197,17.41
2016.0,Imports,New Mexico,Total,1919.0,33419.3197,17.41
2016.0,Imports,New York,Ontario,261296.0,1.21805730055E7,46.62
2016.0,Imports,New York,Québec,40416.0,1.020645299E7,111.00
2016.0,Imports,New York,Total,301712.0,2.23870259955E7,55.24
2016.0,Imports,North Dakota,Alberta,223.0,7008.01,31.43
2016.0,Imports,North Dakota,Saskatchewan,19186.0,730412.52,38.07
2016.0,Imports,North Dakota,Total,19409.0,737420.53,37.99
2016.0,Imports,Oregon,Alberta,100.0,3180.0,31.80
2016.0,Imports,Oregon,British Columbia,447243.9161,8702216.9332,19.46
2016.0,Imports,Oregon,Total,447343.9161,8705396.9332,19.46
2016.0,Imports,Pennsylvania,Ontario,14046.0,612602.62,43.61
2016.0,Imports,Pennsylvania,Total,14046.0,612602.62,43.61
2016.0,Imports,Pennsylvania Jersey Maryland Power Pool,Ontario,6007.0,256371.5867,42.68
2016.0,Imports,Pennsylvania Jersey Maryland Power Pool,Total,6007.0,256371.5867,42.68
2016.0,Imports,Total,Alberta,301025.899,6338864.5236,21.06
2016.0,Imports,Total,British Columbia,8262581.9161,2.04623217348E8,24.77
2016.0,Imports,Total,Manitoba,66821.0,2282878.34,34.16
2016.0,Imports,Total,New Brunswick,122888.0,5841386.4964,47.53
2016.0,Imports,Total,Nova Scotia,10091.0,262105.9316,25.97
2016.0,Imports,Total,Ontario,454923.99,1.98310708861E7,43.59
2016.0,Imports,Total,Québec,64408.0,1.08673925313E7,79.92
2016.0,Imports,Total,Saskatchewan,19791.0,738839.81,37.33
2016.0,Imports,Total,Total,9302530.8051,2.50785755867E8,26.34
2016.0,Imports,Utah,British Columbia,125.0,1724.33,13.79
2016.0,Imports,Utah,Total,125.0,1724.33,13.79
2016.0,Imports,Vermont,Ontario,64.0,-4571.0,-71.42
2016.0,Imports,Vermont,Québec,23991.0,660902.99,27.55
2016.0,Imports,Vermont,Total,24055.0,656331.99,27.28
2016.0,Imports,Washington,Alberta,161814.417,3383394.959,20.91
2016.0,Imports,Washington,British Columbia,7789647.0,1.955289643747E8,25.10
2016.0,Imports,Washington,Total,7951461.417,1.989123593337E8,25.02
2016.0,Imports,Wyoming,British Columbia,445.0,21054.2328,47.31
2016.0,Imports,Wyoming,Total,445.0,21054.2328,47.31
2017.0,Exports,Alberta,California,5404.0,501623.5688,92.82
2017.0,Exports,Alberta,Indiana,0.0,0.0,0.00
2017.0,Exports,Alberta,Montana,301219.089,7530433.89,25.00
2017.0,Exports,Alberta,North Dakota,954.0,40471.52,42.42
2017.0,Exports,Alberta,Total,621742.472,1.53630753291E7,24.71
2017.0,Exports,Alberta,Washington,314165.383,7290546.3503,23.21
2017.0,Exports,British Columbia,Alaska,933.6,66948.0568,71.71
2017.0,Exports,British Columbia,Arizona,71977.0,5452173.3984,75.75
2017.0,Exports,British Columbia,California,1.06060116704E7,4.76159466989E8,44.90
2017.0,Exports,British Columbia,Idaho,22859.0,1206134.4993,52.76
2017.0,Exports,British Columbia,Montana,11004.0,457032.1996,41.53
2017.0,Exports,British Columbia,Nebraska,6354.0,202692.081,31.90
2017.0,Exports,British Columbia,Nevada,53850.0,4170758.597,77.45
2017.0,Exports,British Columbia,New Mexico,8900.0,1244185.689,139.80
2017.0,Exports,British Columbia,Oregon,1341351.0,5.79498366937E7,43.20
2017.0,Exports,British Columbia,Texas,520.0,41299.2317,79.42
2017.0,Exports,British Columbia,Total,1.39746700077E7,6.189273680606E8,44.29
2017.0,Exports,British Columbia,Utah,10052.0,886525.3122,88.19
2017.0,Exports,British Columbia,Washington,1840238.7373,7.10776722632E7,38.62
2017.0,Exports,British Columbia,Wyoming,619.0,12643.0497,20.42
2017.0,Exports,Manitoba,Indiana,0.0,0.0,0.00
2017.0,Exports,Manitoba,Minn / N. Dakota,9950865.258,4.1993889701E8,Confidential
2017.0,Exports,Manitoba,Texas,0.0,0.0,0.00
2017.0,Exports,Manitoba,Total,9950865.258,4.1993889701E8,Confidential
2017.0,Exports,New Brunswick,Maine,1232818.0,9.19896784305E7,74.62
2017.0,Exports,New Brunswick,Total,1232818.0,9.19896784305E7,74.62
2017.0,Exports,Newfoundland and Labrador,New England-ISO,391948.0,1.4395335161E7,36.73
2017.0,Exports,Newfoundland and Labrador,New York,919041.38,2.18661365715E7,23.79
2017.0,Exports,Newfoundland and Labrador,Total,1310989.38,3.62614717325E7,27.66
2017.0,Exports,Nova Scotia,Maine,78990.8,4072407.5115,51.56
2017.0,Exports,Nova Scotia,Total,78990.8,4072407.5115,51.56
2017.0,Exports,Ontario,Indiana,10410.0,623891.02,59.93
2017.0,Exports,Ontario,Kansas,100.0,3128.0,31.28
2017.0,Exports,Ontario,Maine,6.0,251.03,41.84
2017.0,Exports,Ontario,Massachusetts,3024.0,378533.75,125.18
2017.0,Exports,Ontario,Michigan,6796280.753,2.351293566344E8,34.60
2017.0,Exports,Ontario,Minn / N. Dakota,6372.0,228159.53,35.81
2017.0,Exports,Ontario,Minnesota,965595.437,2.66976973191E7,27.65
2017.0,Exports,Ontario,New England-ISO,686945.38,3.128305886E7,45.54
2017.0,Exports,Ontario,New York,8209405.2998,1.975920772244E8,24.07
2017.0,Exports,Ontario,Ohio,3599.0,148944.3,41.38
2017.0,Exports,Ontario,Pennsylvania,5303.0,222070.34,41.88
2017.0,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,171208.33,6661013.36,38.91
2017.0,Exports,Ontario,Total,1.69538481998E7,5.030806183679E8,29.67
2017.0,Exports,Ontario,Vermont,95599.0,4112437.0,43.02
2017.0,Exports,Québec,Maine,3868572.1,1.5688761882E8,40.55
2017.0,Exports,Québec,New England-ISO,1436975.91,6.943265134E7,42.90
2017.0,Exports,Québec,New York,1.0394588E7,3.4711329809E8,30.85
2017.0,Exports,Québec,Total,2.764958501E7,1.22958986771E9,39.31
2017.0,Exports,Québec,Vermont,1.1949449E7,6.5615629946E8,45.83
2017.0,Exports,Saskatchewan,North Dakota,266252.0,8658803.69,32.52
2017.0,Exports,Saskatchewan,Total,266252.0,8658803.69,32.52
2017.0,Exports,Total,Alaska,933.6,66948.0568,71.71
2017.0,Exports,Total,Arizona,71977.0,5452173.3984,75.75
2017.0,Exports,Total,California,1.06114156704E7,4.766610905578E8,44.92
2017.0,Exports,Total,Idaho,22859.0,1206134.4993,52.76
2017.0,Exports,Total,Indiana,10410.0,623891.02,59.93
2017.0,Exports,Total,Kansas,100.0,3128.0,31.28
2017.0,Exports,Total,Maine,5180386.9,2.52949955792E8,48.83
2017.0,Exports,Total,Massachusetts,3024.0,378533.75,125.18
2017.0,Exports,Total,Michigan,6796280.753,2.351293566344E8,34.60
2017.0,Exports,Total,Minn / N. Dakota,9957237.258,4.2016705654E8,Confidential
2017.0,Exports,Total,Minnesota,965595.437,2.66976973191E7,27.65
2017.0,Exports,Total,Montana,312223.089,7987466.0896,25.58
2017.0,Exports,Total,Nebraska,6354.0,202692.081,31.90
2017.0,Exports,Total,Nevada,53850.0,4170758.597,77.45
2017.0,Exports,Total,New England-ISO,2515869.29,1.15111045361E8,42.66
2017.0,Exports,Total,New Mexico,8900.0,1244185.689,139.80
2017.0,Exports,Total,New York,1.95230346798E7,5.665715118859E8,27.67
2017.0,Exports,Total,North Dakota,267206.0,8699275.21,32.56
2017.0,Exports,Total,Ohio,3599.0,148944.3,41.38
2017.0,Exports,Total,Oregon,1341351.0,5.79498366937E7,43.20
2017.0,Exports,Total,Pennsylvania,5303.0,222070.34,41.88
2017.0,Exports,Total,Pennsylvania Jersey Maryland Power Pool,171208.33,6661013.36,38.91
2017.0,Exports,Total,Texas,520.0,41299.2317,79.42
2017.0,Exports,Total,Total,7.20397611275E7,2.9278821878421E9,38.57
2017.0,Exports,Total,Utah,10052.0,886525.3122,88.19
2017.0,Exports,Total,Vermont,1.2045048E7,6.6026873646E8,45.81
2017.0,Exports,Total,Washington,2154404.1203,7.83682186135E7,36.38
2017.0,Exports,Total,Wyoming,619.0,12643.0497,20.42
2017.0,Imports,Arizona,British Columbia,3462.0,21991.7432,6.35
2017.0,Imports,Arizona,Total,3462.0,21991.7432,6.35
2017.0,Imports,California,Alberta,1634.0,32169.17,19.69
2017.0,Imports,California,British Columbia,4037.5,-67335.273,-16.68
2017.0,Imports,California,Total,5671.5,-35166.103,-6.20
2017.0,Imports,Idaho,Alberta,125.0,3431.0,27.45
2017.0,Imports,Idaho,British Columbia,12241.0,160016.582,13.07
2017.0,Imports,Idaho,Ontario,15.0,272.85,18.19
2017.0,Imports,Idaho,Total,12381.0,163720.432,13.22
2017.0,Imports,Indiana,Ontario,0.0,0.0,0.00
2017.0,Imports,Indiana,Total,0.0,0.0,0.00
2017.0,Imports,Maine,New Brunswick,201897.0,9906581.13,49.07
2017.0,Imports,Maine,Total,201897.0,9906581.13,49.07
2017.0,Imports,Michigan,Ontario,88093.5,3423421.5572,38.86
2017.0,Imports,Michigan,Total,88093.5,3423421.5572,38.86
2017.0,Imports,Minn / N. Dakota,Alberta,182.0,4614.72,25.36
2017.0,Imports,Minn / N. Dakota,Manitoba,161142.0,5776557.25,35.85
2017.0,Imports,Minn / N. Dakota,Ontario,444.0,20911.39,47.10
2017.0,Imports,Minn / N. Dakota,Total,161768.0,5802083.36,35.87
2017.0,Imports,Minnesota,Alberta,15.0,134.88,8.99
2017.0,Imports,Minnesota,Ontario,71001.72,1623404.6822,22.86
2017.0,Imports,Minnesota,Total,71016.72,1623539.5622,22.86
2017.0,Imports,Montana,Alberta,202046.915,3907283.35,19.34
2017.0,Imports,Montana,British Columbia,11933.0,234787.4838,19.68
2017.0,Imports,Montana,Total,213979.915,4142070.8338,19.36
2017.0,Imports,Nebraska,British Columbia,2432.0,-17809.4236,-7.32
2017.0,Imports,Nebraska,Total,2432.0,-17809.4236,-7.32
2017.0,Imports,Nevada,British Columbia,905.0,-6414.6424,-7.09
2017.0,Imports,Nevada,Total,905.0,-6414.6424,-7.09
2017.0,Imports,New Mexico,British Columbia,288.0,-1350.878,-4.69
2017.0,Imports,New Mexico,Total,288.0,-1350.878,-4.69
2017.0,Imports,New York,Ontario,42500.0,1777083.1054,41.81
2017.0,Imports,New York,Québec,96756.0,9628819.88,89.52
2017.0,Imports,New York,Total,139256.0,1.14059029854E7,74.96
2017.0,Imports,North Dakota,Alberta,989.0,91016.89,92.03
2017.0,Imports,North Dakota,Ontario,27.0,951.0,35.22
2017.0,Imports,North Dakota,Saskatchewan,35094.0,604571.05,17.23
2017.0,Imports,North Dakota,Total,36110.0,696538.94,19.29
2017.0,Imports,Oregon,Alberta,1951.0,56968.2112,29.20
2017.0,Imports,Oregon,British Columbia,311509.1654,3748897.9594,12.03
2017.0,Imports,Oregon,Total,313460.1654,3805866.1706,12.14
2017.0,Imports,Pennsylvania,Ontario,3000.0,200924.7,66.97
2017.0,Imports,Pennsylvania,Total,3000.0,200924.7,66.97
2017.0,Imports,Pennsylvania Jersey Maryland Power Pool,Ontario,669.0,31173.84,46.60
2017.0,Imports,Pennsylvania Jersey Maryland Power Pool,Total,669.0,31173.84,46.60
2017.0,Imports,Total,Alberta,578152.905,8934407.1327,15.45
2017.0,Imports,Total,British Columbia,8596932.8645,1.930979843181E8,22.46
2017.0,Imports,Total,Manitoba,161142.0,5776557.25,35.85
2017.0,Imports,Total,New Brunswick,201897.0,9906581.13,49.07
2017.0,Imports,Total,Ontario,205820.22,7081205.1248,34.40
2017.0,Imports,Total,Québec,125075.0,1.433981622E7,106.92
2017.0,Imports,Total,Saskatchewan,35094.0,604571.05,17.23
2017.0,Imports,Total,Total,9904113.9895,2.397411222256E8,24.11
2017.0,Imports,Utah,British Columbia,38.0,178.2003,4.69
2017.0,Imports,Utah,Total,38.0,178.2003,4.69
2017.0,Imports,Vermont,Ontario,70.0,3062.0,43.74
2017.0,Imports,Vermont,Québec,28319.0,4710996.34,166.35
2017.0,Imports,Vermont,Total,28389.0,4714058.34,166.05
2017.0,Imports,Washington,Alberta,371209.99,4838788.9115,13.04
2017.0,Imports,Washington,British Columbia,8249778.1991,1.890196507389E8,22.91
2017.0,Imports,Washington,Total,8620988.1891,1.938584396504E8,22.49
2017.0,Imports,Wyoming,British Columbia,309.0,5371.8275,17.38
2017.0,Imports,Wyoming,Total,309.0,5371.8275,17.38
2018.0,Exports,Alberta,California,12796.0,2212326.79,172.89
2018.0,Exports,Alberta,Indiana,0.0,0.0,0.00
2018.0,Exports,Alberta,Minn / N. Dakota,2321.0,134261.48,57.85
2018.0,Exports,Alberta,Minnesota,168.0,10029.49,59.70
2018.0,Exports,Alberta,Montana,41401.14,1690720.13,40.84
2018.0,Exports,Alberta,North Dakota,4529.0,303945.42,67.11
2018.0,Exports,Alberta,Oregon,87.0,2931.03,33.69
2018.0,Exports,Alberta,Total,335729.14,1.702210269E7,50.70
2018.0,Exports,Alberta,Washington,274427.0,1.266788835E7,46.16
2018.0,Exports,British Columbia,Alaska,751.3708,53878.3927,71.71
2018.0,Exports,British Columbia,Arizona,83041.0,1.01296786681E7,121.98
2018.0,Exports,British Columbia,California,6422308.6579,3.688813820746E8,57.44
2018.0,Exports,British Columbia,Colorado,985.0,105290.1566,106.89
2018.0,Exports,British Columbia,Idaho,40501.0,3139940.1221,77.53
2018.0,Exports,British Columbia,Montana,24892.0,2054199.8333,82.52
2018.0,Exports,British Columbia,Nebraska,14579.0,886563.026,60.81
2018.0,Exports,British Columbia,Nevada,55231.0,8390422.505,151.92
2018.0,Exports,British Columbia,New Mexico,4821.0,664413.3582,137.82
2018.0,Exports,British Columbia,Oregon,648799.0,6.76527242819E7,104.27
2018.0,Exports,British Columbia,Texas,865.0,85161.41,98.45
2018.0,Exports,British Columbia,Total,8782729.664,5.709834444205E8,65.01
2018.0,Exports,British Columbia,Utah,47213.0,9355603.8887,198.16
2018.0,Exports,British Columbia,Washington,1437028.6353,9.93865920905E7,69.16
2018.0,Exports,British Columbia,Wyoming,1714.0,197594.6128,115.28
2018.0,Exports,Manitoba,Indiana,0.0,0.0,0.00
2018.0,Exports,Manitoba,Minn / N. Dakota,5518775.854,3.6324384906E8,Confidential
2018.0,Exports,Manitoba,Texas,0.0,0.0,0.00
2018.0,Exports,Manitoba,Total,5518775.854,3.6324384906E8,Confidential
2018.0,Exports,New Brunswick,Maine,1231735.4,1.066345520684E8,86.57
2018.0,Exports,New Brunswick,New England-ISO,73.0,7494.0,99.09
2018.0,Exports,New Brunswick,Total,1231808.4,1.066420460684E8,86.57
2018.0,Exports,Newfoundland and Labrador,New England-ISO,384456.2,2.10675221964E7,54.80
2018.0,Exports,Newfoundland and Labrador,New York,967381.25,3.02925625012E7,31.31
2018.0,Exports,Newfoundland and Labrador,Total,1351837.45,5.13600846976E7,37.99
2018.0,Exports,Nova Scotia,Maine,39169.0,2749716.4876,70.20
2018.0,Exports,Nova Scotia,Total,39169.0,2749716.4876,70.20
2018.0,Exports,Ontario,Indiana,80212.0,4520719.76,56.36
2018.0,Exports,Ontario,Massachusetts,200.0,35475.5,177.38
2018.0,Exports,Ontario,Michigan,7784191.38,3.014098689744E8,38.72
2018.0,Exports,Ontario,Minn / N. Dakota,14679.0,419271.55,28.56
2018.0,Exports,Ontario,Minnesota,752686.413,2.556166834E7,33.96
2018.0,Exports,Ontario,New England-ISO,775580.66,4.4140039224E7,56.91
2018.0,Exports,Ontario,New York,7233234.099,2.497875718097E8,34.53
2018.0,Exports,Ontario,Ohio,50528.0,1581316.05,31.30
2018.0,Exports,Ontario,Pennsylvania,20828.0,1148365.89,55.14
2018.0,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,236893.75,1.22775481116E7,51.83
2018.0,Exports,Ontario,Total,1.7015692302E7,6.450552859097E8,37.91
2018.0,Exports,Ontario,Vermont,66659.0,4173440.7,62.61
2018.0,Exports,Québec,Maine,3643493.0,1.8009692788E8,49.42
2018.0,Exports,Québec,Michigan,12752.0,358189.16,28.09
2018.0,Exports,Québec,New England-ISO,1441786.47,8.315698018E7,56.67
2018.0,Exports,Québec,New Jersey,3710.0,93265.4,25.14
2018.0,Exports,Québec,New York,1.051094E7,2.7312423743E8,23.63
2018.0,Exports,Québec,Total,2.702221347E7,1.15280453641E9,38.31
2018.0,Exports,Québec,Vermont,1.1409532E7,6.1597493636E8,45.97
2018.0,Exports,Saskatchewan,North Dakota,103083.0,4078199.74,39.56
2018.0,Exports,Saskatchewan,Total,103083.0,4078199.74,39.56
2018.0,Exports,Total,Alaska,751.3708,53878.3927,71.71
2018.0,Exports,Total,Arizona,83041.0,1.01296786681E7,121.98
2018.0,Exports,Total,California,6435104.6579,3.710937088646E8,57.67
2018.0,Exports,Total,Colorado,985.0,105290.1566,106.89
2018.0,Exports,Total,Idaho,40501.0,3139940.1221,77.53
2018.0,Exports,Total,Indiana,80212.0,4520719.76,56.36
2018.0,Exports,Total,Maine,4914397.4,2.89481196436E8,58.90
2018.0,Exports,Total,Massachusetts,200.0,35475.5,177.38
2018.0,Exports,Total,Michigan,7796943.38,3.017680581344E8,38.70
2018.0,Exports,Total,Minn / N. Dakota,5535775.854,3.6379738209E8,Confidential
2018.0,Exports,Total,Minnesota,752854.413,2.557169783E7,33.97
2018.0,Exports,Total,Montana,66293.14,3744919.9633,56.49
2018.0,Exports,Total,Nebraska,14579.0,886563.026,60.81
2018.0,Exports,Total,Nevada,55231.0,8390422.505,151.92
2018.0,Exports,Total,New England-ISO,2601896.33,1.483720356004E8,56.47
2018.0,Exports,Total,New Jersey,3710.0,93265.4,25.14
2018.0,Exports,Total,New Mexico,4821.0,664413.3582,137.82
2018.0,Exports,Total,New York,1.8711555349E7,5.532043717409E8,28.24
2018.0,Exports,Total,North Dakota,107612.0,4382145.16,40.72
2018.0,Exports,Total,Ohio,50528.0,1581316.05,31.30
2018.0,Exports,Total,Oregon,648886.0,6.76556553119E7,104.26
2018.0,Exports,Total,Pennsylvania,20828.0,1148365.89,55.14
2018.0,Exports,Total,Pennsylvania Jersey Maryland Power Pool,236893.75,1.22775481116E7,51.83
2018.0,Exports,Total,Texas,865.0,85161.41,98.45
2018.0,Exports,Total,Total,6.140103828E7,2.9139392654838E9,45.41
2018.0,Exports,Total,Utah,47213.0,9355603.8887,198.16
2018.0,Exports,Total,Vermont,1.1476191E7,6.2014837706E8,46.07
2018.0,Exports,Total,Washington,1711455.6353,1.120544804405E8,65.47
2018.0,Exports,Total,Wyoming,1714.0,197594.6128,115.28
2018.0,Imports,Arizona,British Columbia,64335.0,2517503.9946,39.13
2018.0,Imports,Arizona,Total,64335.0,2517503.9946,39.13
2018.0,Imports,California,Alberta,150.0,7313.0,48.75
2018.0,Imports,California,British Columbia,463817.0,1.8452131251E7,39.78
2018.0,Imports,California,Total,463967.0,1.8459444251E7,39.79
2018.0,Imports,Colorado,British Columbia,245.0,9918.4048,40.48
2018.0,Imports,Colorado,Total,245.0,9918.4048,40.48
2018.0,Imports,Idaho,British Columbia,19673.0,185154.5813,9.41
2018.0,Imports,Idaho,Total,19673.0,185154.5813,9.41
2018.0,Imports,Indiana,Ontario,0.0,0.0,0.00
2018.0,Imports,Indiana,Total,0.0,0.0,0.00
2018.0,Imports,Maine,New Brunswick,176141.0,9189907.84,52.17
2018.0,Imports,Maine,Nova Scotia,13044.0,762249.5546,58.44
