Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body
2017,1369,Continuous Colour Coat Limited,MSC Toronto,Etobicoke,332810,11986.77,0.0,4.956,65.1,0.0,0.0,0.0,0.0,12057,12057.0,12057.0,RWDI AIR Inc.
2017,1371,Gay Lea Foods Cooperative Ltd.,Guelph,Guelph,311515,10803.327,0.0,4.473,58.9,0.0,0.0,0.0,0.0,10867,10867.0,10867.0,
2017,1372,Parmalat Canada Inc.,Winchester,Winchester,311515,22736.3,0.0,9.408,131.13,0.0,0.0,0.0,0.0,22877,22877.0,22877.0,GHD
2017,1373,GP North Woods LP,Englehart Oriented Strand Board Plant,Englehart,321217,12971.0,34015.0,234.003,524.21,0.0,0.0,0.0,0.0,47745,13730.0,13730.0,
2017,1374,Atlantic Power LP,Calstock Power Plant,Hearst,221119,18864.1,214242.03,1543.5,2988.4,0.0,0.0,0.0,0.0,237639,23396.0,23396.0,
2017,1376,Suntastic Hothouse Inc.,Main Greenhouses,Exeter,111419,11129.55,11818.62,84.0,220.1,0.0,0.0,0.0,0.0,23253,11434.0,11434.0,
2017,1379,City of Toronto,Ashbridges Bay Treatment Plant,Toronto,221320,12751.0,39900.0,5.2752,69.409,0.0,0.0,0.0,0.0,52726,12826.0,12826.0,
2017,1380,City of Toronto,Highland Creek Treatment Plant,Toronto,221320,12214.0,11242.0,87.7947,229.338,0.0,0.0,0.0,0.0,23774,12532.0,12532.0,
2017,1381,Fearmans Pork-Sofina Foods Inc.,Fearmans Pork-Sofina Foods Inc.,Burlington,311614,12699.8572,0.0,5.2542,69.13,0.0,0.0,0.0,0.0,12775,12775.0,12775.0,
2017,1384,K+S Windsor Salt Ltd.,Windsor Plant,Windsor,212393,36870.0,0.0,15.267,200.88,0.0,0.0,0.0,0.0,37087,37087.0,37087.0,GHD Engineering
2017,1385,Atlantic Packaging Products Ltd.,Whitby,Whitby,322121,5025.0,37558.0,2.079,27.342,0.0,0.0,0.0,0.0,132750,5055.0,5055.0,GHD
2017,1386,The Procter & Gamble Company,Belleville,Belleville,339990,14933.0,0.0,6.1782,81.282,0.0,0.0,0.0,0.0,15021,15021.0,15021.0,Stantec Consulting Ltd.
2017,1387,Kraft Heinz Canada ULC,Ingleside Plant,Ingleside,311515,19767.871,0.0,7.959,112.22,0.0,0.0,0.0,0.0,19889,19889.0,19889.0,
2017,1395,Klassen Greenhouse Farms Inc.,Klassen Greenhouse Farms,Cottam,111419,11207.534,0.0,4.641,64.79,0.0,0.0,0.0,0.0,11277,11277.0,11277.0,"Ruby Canyon Engineering, Inc."
2017,1396,Cargill Limited,Guelph Beef,Guelph,311611,10729.859,0.0,4.431,58.28,0.0,0.0,0.0,0.0,10793,10793.0,10793.0,
2017,1397,Envirofresh Produce Inc.,Envirofresh Produce Inc.,Sombra,111419,11624.29,0.0,4.83,68.2,0.0,0.0,0.0,0.0,11698,11698.0,11698.0,
2017,1400,Bombardier Inc.,Toronto Site,Toronto,336410,16032.0,0.0,5.04,34.1,0.0,0.0,0.0,0.0,16072,16072.0,16072.0,
2017,1402,Meridian Technologies Inc.,Meridian Lightweight Technologies Inc,Strathroy,331523,5633.735,0.0,2.1,27.9,15102.41,0.0,0.0,0.0,20767,20767.0,20767.0,
2017,1403,Meridian Technologies Inc.,Meridian Lightweight Technologies Inc. Plant E,Strathroy,331523,4034.512,0.0,1.554,20.46,4182.5,0.0,0.0,0.0,8240,8240.0,8240.0,
2017,1404,Corporation of the City of London,Greenway Pollution Control Centre,London,221320,743.0,25957.0,0.0,20233.793,0.0,0.0,0.0,0.0,46934,20977.0,20977.0,
2017,1406,Certainteed Corp Insulation Group,CertainTeed Insulation Ottawa,Ottawa,325220,10144.4223,0.0,4.1152,54.1452,0.0,0.0,0.0,0.0,10203,10203.0,10203.0,GHD
2017,1407,New Gold Inc.,Rainy River Mine,Emo,212220,4680.834,0.0,1.785,111.6,0.0,0.0,0.0,0.0,4795,4795.0,4795.0,
2017,1412,Max Aicher (North America) Limited,Max Aicher (North America) Limited,Hamilton,331110,12719.0,0.0,5.271,69.13,0.0,0.0,0.0,0.0,12794,12794.0,12794.0,
2018,1001,ADM Agri-Industries Company,ADM AGRI-INDUSTRIES - ADM Windsor,Windsor,311224,67943.8839,0.0,28.0101,369.3526,0.0,0.0,0.0,0.0,68342,68342.0,68342.0,GHD
2018,1002,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,325120,531546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531546,531546.0,531546.0,Stantec Consulting Ltd.
2018,1003,Emerald Energy From Waste Inc.,Emerald Energy from Waste Inc.,Brampton,562210,81274.0,58662.0,925.617,1099.26,0.0,0.0,0.0,0.0,141961,83299.0,83299.0,Internat Energy Solutions Canada Inc.
2018,1005,ArcelorMittal Dofasco G.P.,ArcelorMittal Dofasco,Hamilton,331110,4741228.966,0.0,15734.4642,3449.06,0.0,0.0,0.0,0.0,4760413,4760413.0,4744937.0,PricewaterhouseCoopers LLP
2018,1006,Atlantic Packaging Products Ltd.,111 Progress,Scarborough,322130,53044.0,14644.0,21.9471,288.765,0.0,0.0,0.0,0.0,67999,53355.0,53355.0,RWDI
2018,1007,Atlantic Power LP,Kapuskasing Power Plant,Kapuskasing,221112,86.68,0.0,0.483,0.713,0.0,0.0,0.0,0.0,88,88.0,88.0,GHD Limited
2018,1008,Atlantic Power LP,Nipigon Power Plant,Nipigon,221112,212.72,0.0,0.0882,1.178,0.0,0.0,0.0,0.0,214,214.0,214.0,GHD Limited
2018,1009,Atlantic Power LP,North Bay Power Plant,North Bay,221112,129.27,0.0,0.0525,0.744,0.0,0.0,0.0,0.0,131,131.0,131.0,GHD Limited
2018,1010,Atlantic Power LP,Tunis Power Plant,Tunis,221112,465.05,0.0,0.189,2.48,0.0,0.0,0.0,0.0,468,468.0,468.0,
2018,1011,Brampton Brick Limited,Brampton Brick Limited,Brampton,327120,60416.0,0.0,13.65,179.8,0.0,0.0,0.0,0.0,60610,60610.0,60610.0,Internat Energy Solutions Canada Inc.
2018,1012,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,221112,91686.08,0.0,500.5644,740.559,0.0,0.0,0.0,0.0,92928,92928.0,92928.0,Internat Energy Solutions Canada
2018,1013,Brock University,Brock University,St. Catharines,611310,21666.74,0.0,9.03,125.86,0.0,0.0,0.0,0.0,21802,21802.0,21802.0,KPMG
2018,1016,Bunge Canada,Bunge Canada Holdings I ULC,Hamilton,311224,51540.9,0.0,21.315,280.55,0.0,0.0,0.0,0.0,51843,51843.0,51843.0,Internat Energy Solutions Canada
2018,1017,Cabot Canada Limited,Cabot Canada Limited,Sarnia,325189,216056.0,0.0,1.26,15.5,0.0,0.0,0.0,0.0,216073,216073.0,216073.0,Internat Energy Solutions
2018,1018,CGC Inc.,CGC Hagersville Plant,Hagersville,327420,75616.4107,0.0,31.5903,431.334,0.0,0.0,0.0,0.0,76080,76080.0,76080.0,Internat Energy Solutions Canada Inc.
2018,1019,"Cardinal Power of Canada, L.P.",Cardinal Power,Cardinal,221112,43869.8823,0.0,240.0035,357.4951,0.0,0.0,0.0,0.0,44468,44468.0,44468.0,GHD Limited
2018,1020,Carmeuse Lime Canada Limited,Beachville Operation,Ingersoll,327410,433692.164,43.0,702.709,585.7369,0.0,0.0,0.0,0.0,435024,434981.0,434327.0,GHD
2018,1021,Carmeuse Lime Canada Limited,Dundas Operations,Dundas,327410,488678.2,0.0,4.5224,54.6468,0.0,0.0,0.0,0.0,488738,488738.0,488738.0,GHD
2018,1022,Carmeuse Lime Canada Limited,Northern Lime Limited,Blind River,327410,124470.5523,0.0,348.3483,115.3386,0.0,0.0,0.0,0.0,124935,124935.0,124600.0,GHD
2018,1023,Cascades Canada ULC,"Cascades Containerboard Packaging, A Division of Cascades Canada ULC.",Trenton,322130,57297.4,0.0,23.0706,303.583,0.0,12.4335,0.0,0.0,57637,57637.0,57637.0,Ernst & Young LLP
2018,1024,"CertainTeed Gypsum Canada, Inc.",Toronto Board Plant,Mississauga,327420,31769.4,0.0,13.1439,172.949,0.0,0.0,0.0,0.0,31956,31956.0,31956.0,
2018,1025,FCA Canada Inc.,Brampton Assembly Plant,Brampton,336110,72496.98,0.0,30.03,393.7,0.0,0.0,0.0,0.0,72921,72921.0,72921.0,RWDI
2018,1026,FCA Canada Inc.,FCA Canada Inc. - Windsor Assembly Plant,Windsor,336110,70689.31,0.0,29.19,384.4,0.0,0.0,0.0,0.0,71103,71103.0,71103.0,RWDI
2018,1027,City of Ottawa,Trail Road Waste Facility,Ottawa,562210,152.275,73596.175,28.3372,45.074,0.0,0.0,0.0,0.0,73822,226.0,226.0,
2018,1028,City of Sault Ste. Marie,East Wastewater Treatment Plant,Sault Ste. Marie,221320,838.1674,0.0,0.3374,909.3537,0.0,0.0,0.0,0.0,1748,1748.0,1748.0,
2018,1029,"Clean Harbors Canada, Inc.","Clean Harbors Canada, Inc",Corunna,562210,66067.5,0.0,5.9058,74.4093,0.0,0.0,0.0,0.0,66148,66148.0,66148.0,RWDI Air Inc.
2018,1030,Birla Carbon Canada Ltd.,Birla Carbon Canada Ltd.,Hamilton,325189,222164.6479,0.0,1.512,19.902,0.0,0.0,0.0,0.0,222187,222187.0,222187.0,Internat Energy Solutions Canada
2018,1031,Descor Industries Inc.,Descor Industries Inc.,Markham,337213,767.9,0.0,0.3171,4.185,0.0,0.0,0.0,0.0,773,773.0,773.0,
2018,1032,Domtar Inc.,Dryden Mill,Dryden,322112,64722.122,881453.72,5914.062,14524.43,0.0,0.0,0.0,0.0,966615,85161.0,85161.0,Internat Energy Solutions Canada
2018,1033,Domtar Inc.,Espanola Mill,Espanola,322121,219313.486,761596.5371,5212.7754,13312.888,0.0,18.2,0.0,0.0,999454,237858.0,237840.0,Internat Energy Solutions Canada
2018,1035,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Windsor,221112,22263.642,0.0,121.947,179.8,0.0,0.0,0.0,0.0,22566,22566.0,22566.0,GHD Limited
2018,1038,Enbridge Gas Inc.,Enbridge Gas Distribution Inc.,North York,221210,38023.41,0.0,200506.95,307.21,0.0,0.0,0.0,0.0,238838,238838.0,38018.0,PricewaterhouseCoopers LLP
2018,1039,Enwave Energy Corporation,Pearl Street Steam Plant,Toronto,221330,132831.041,0.0,54.3039,719.51,0.0,0.0,0.0,0.0,133605,133605.0,133605.0,Internat Energy Solutions Canada
2018,1040,Enwave Energy Corporation,Walton Street Steam Plant,Toronto,221330,79065.479,0.0,32.298,428.42,0.0,0.0,0.0,0.0,79527,79527.0,79527.0,Internat Energy Solutions Canada
2018,1041,Essar Power Canada Ltd.,Essar Power Canada Ltd,Sault Ste. Marie,221119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,RWDI Air Inc
2018,1042,Algoma Steel Inc.,Algoma Steel Inc,Sault Ste. Marie,331110,4326062.49,0.0,29616.3526,2597.1242,0.0,0.0,0.0,0.0,4358276,4358276.0,4328858.0,RWDI Air Inc
2018,1043,Lehigh Hanson Materials Limited,Picton  Plant,Picton,327310,532548.286,0.0,831.936,486.08,0.0,0.0,0.0,0.0,533867,533867.0,533128.0,GHD Limited
2018,1045,Federal White Cement Ltd.,Woodstock Plant,Woodstock,327310,378478.4903,0.0,89.8346,517.514,0.0,0.0,0.0,0.0,379086,379086.0,379086.0,Internat Energy Solutions Canada
2018,1046,Arauco Canada Limited,Flakeboard Company Limited,Sault Ste Marie,321216,39661.0,62958.0,439.761,1049.66,0.0,0.0,0.0,0.0,104109,41151.0,41151.0,Internat Energy Solutions Canada
2018,1047,"Ford Motor Company of Canada, Limited",Ford Oakville Assembly Complex,Oakville,336110,79621.7,0.0,34.23,458.8,0.0,0.0,0.0,0.0,80115,80115.0,80115.0,GHD Limited
2018,1049,London District Energy LP,London District Energy,London,221330,41216.543,0.0,17.052,230.95,0.0,0.0,0.0,0.0,41465,41465.0,41465.0,Internat Energy Solutions Canada
2018,1051,Engie Canada,West Windsor Power,Windsor,221112,21843.8786,0.0,119.6727,176.669,0.0,0.0,0.0,0.0,22141,22141.0,22141.0,GHD Limited
2018,1052,General Motors of Canada Company,CAMI Assembly Plant,Ingersoll,336110,38117.697,0.0,15.771,207.39,0.0,0.0,0.0,0.0,38341,38341.0,38341.0,Stantec
2018,1053,General Motors of Canada Company,Oshawa Assembly Plant,Oshawa,336110,99044.934,0.0,40.971,539.09,0.0,0.0,0.0,0.0,99625,99625.0,99625.0,Stantec
2018,1054,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Cambridge Mill",Cambridge,331110,14689.09,1911.3,6.8124,81.034,0.0,0.0,0.0,0.0,16689,14777.0,14777.0,Internat Energy Solutions
2018,1055,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Whitby Mill",Whitby,331110,91155.692,0.0,24.7231,325.2892,0.0,0.0,0.0,0.0,91506,91506.0,91506.0,Internat Energy Solutions
2018,1056,GOLDCORP CANADA LTD,Musselwhite Mine,Kenora District,212220,19265.0,0.0,10.08,551.8,0.0,0.0,0.0,0.0,19827,19827.0,19827.0,
2018,1057,Goreway Station Partnership,Goreway Power Station,Brampton,221112,369639.997,0.0,2020.746,2986.85,0.0,0.0,0.0,0.0,374648,374648.0,374648.0,Enviro-Access Inc
2018,1058,Greater Toronto Airports Authority,Toronto Pearson International Airport,Mississauga,488190,77343.796,0.0,32.403,475.54,0.0,0.0,0.0,0.0,77852,77852.0,77852.0,Enviro-access Inc.
2018,1059,"Greenfield Energy Centre, LP",Greenfield Energy Centre LP,Courtright,221112,917035.92,0.0,4886.4732,7214.32,0.0,0.0,0.0,0.0,929137,929137.0,929137.0,GHD
2018,1060,Greenfield Global Inc.,Chatham,Chatham,325190,140232.78,318.31,292.9626,886.011,0.0,0.0,0.0,0.0,141731,141412.0,141412.0,GHD Limited
2018,1061,Greenfield Global Inc.,Johnstown,Johnstown,325190,83866.24,89.11,34.692,456.63,0.0,0.0,0.0,0.0,84447,84358.0,84358.0,GHD Limited
2018,1062,Highbury Canco Corporation,Highbury Canco Corporation,Leamington,311420,51935.0,0.0,21.483,282.72,0.0,0.0,0.0,0.0,52240,52240.0,52240.0,Internat Energy Solutions Canada
2018,1063,Hamilton Health Sciences Corporation,McMaster University Medical Centre Co-generation Plant,Hamiton,622112,31720.0,0.0,173.67,257.3,0.0,0.0,0.0,0.0,32151,32151.0,32151.0,RWDI
2018,1065,Meridian Brick,Meridian Brick - Aldershot,Aldershot,327990,22957.0,0.0,6.0186,79.391,0.0,0.0,0.0,0.0,23043,23043.0,23043.0,"NSF Certification, LLC"
2018,1066,Meridian Brick,Meridian Brick - Burlington,Burlington,327990,38436.0,0.0,10.5903,140.802,0.0,0.0,0.0,0.0,38588,38588.0,38588.0,NSF International
2018,1068,Hiram Walker & Sons Ltd.,Walkerville,Windsor,312140,71013.08,0.11,30.2484,387.6054,0.0,0.0,0.0,0.0,71432,71431.0,71431.0,RWDI
2018,1069,CRH Canada Group Inc.,Mississauga Cement Plant,Mississauga,327310,1010346.78,0.0,3655.092,2466.67,0.0,0.0,0.0,0.0,1016469,1016469.0,1013730.0,GHD Limited
2018,1070,Honda Canada Inc.,Honda of Canada Mfg.,Alliston,336110,63250.6,0.0,26.166,344.1,0.0,0.0,0.0,0.0,63621,63621.0,63621.0,RWDI
2018,1072,Imperial Oil,Imperial Oil Nanticoke Refinery,Nanticoke,324110,1184709.4,0.0,6278.748,4056.97,0.0,0.0,0.0,0.0,1195046,1195046.0,1195046.0,Stantec Consulting Ltd.
2018,1073,Imperial Oil,Sarnia Chemical Plant,Sarnia,325110,273235.445,0.0,570.192,1665.94,0.0,0.0,0.0,0.0,477725,275472.0,275472.0,Stantec Consulting Ltd.
2018,1074,Imperial Oil,Sarnia Refinery Plant,Sarnia,324110,1812211.169,0.0,14746.095,8707.9,0.0,0.0,0.0,0.0,1835666,1835666.0,1835666.0,Stantec Consulting Ltd.
2018,1075,Ingredion Canada Corporation,Ingredion Canada Corporation,Cardinal,311221,95752.7017,0.0,39.6157,521.3227,0.0,0.0,0.0,0.0,96314,96314.0,96314.0,PWC
2018,1076,Ingredion Canada Corporation,Ingredion Canada Incorporated - London Plant,London,311221,125505.9,0.0,51.87,682.0,0.0,0.0,0.0,0.0,126240,126240.0,126240.0,Price Waterhouse Coopers LLP
2018,1078,"Innophos Canada, Inc.","Innophos Canada, Inc.",Lowbanks,325189,34908.0,0.0,9.66,127.1,0.0,0.0,0.0,0.0,35045,35045.0,35045.0,Internat Energy Solutions Canada
2018,1079,Integrated Grain Processors Co-operative Incorporated,IGPC Ethanol Inc. - Aylmer Plant,Aylmer,325190,76264.0,246.7,50.3664,416.206,0.0,0.0,0.0,0.0,76978,76731.0,76731.0,Stantec Consulting Ltd.
2018,1080,Interlake Acquisition Corporation Limited,Dunn Paper,St. Catharines,322121,21853.58,0.0,9.04,118.9699,0.0,0.0,0.0,0.0,21982,21982.0,21982.0,Internat Energy Solutions Canada
2018,1081,INVISTA (Canada) Company,INVISTA (Canada) Company,Kingston,325220,90502.314,0.0,37.3863,492.466,0.0,0.0,0.0,0.0,91033,91033.0,91033.0,RWDI Air Inc.
2018,1082,INVISTA (Canada) Company,INVISTA (Canada) Company-Maitland Site,Maitland,325190,93524.8879,0.0,20.6476,271.7677,81.3795,0.0,0.0,0.0,93899,93899.0,93899.0,RWDI Air Inc
2018,1083,Irving Consumer Products Limited,Irving Consumer Products Limited,Toronto,322121,66480.38,0.0,27.51,362.7,0.0,0.0,0.0,0.0,66871,66871.0,66871.0,GHD Limited
2018,1084,Ivaco Rolling Mills 2004 L. P.,Ivaco Rolling Mills,L'Orignal,331110,121257.961,0.0,27.321,359.6,0.0,0.0,0.0,0.0,121645,121645.0,121645.0,Internat Energy Solutions Canada
2018,1085,Jungbunzlauer Canada Inc.,Jungbunzlauer Canada Inc.,Port Colborne,325190,138606.8906,0.0,57.3657,755.222,0.0,0.0,0.0,0.0,139420,139420.0,139420.0,Internat Energy Solutions Canada
2018,1086,Labatt Brewing Company Ltd,Labatt Brewing Company Ltd,London,312120,24663.685,0.0,10.206,134.23,0.0,0.0,0.0,0.0,24809,24809.0,24809.0,Internat Energy Solutions Canada
2018,1087,Lafarge Canada Inc.,Bath Cement Plant,Bath,327310,773832.31,34.66,69.5856,708.784,0.0,0.0,0.0,0.0,774646,774611.0,774611.0,
2018,1090,London Health Sciences Centre,Victoria Hospital,London,622111,46436.0,0.0,171.045,337.28,0.0,0.0,0.0,0.0,46945,46945.0,46945.0,GHD
2018,1091,Darling International Canada Inc.,Moorefield,Moorefield,311614,25687.244,0.0,10.626,139.81,0.0,0.0,0.0,0.0,25838,25838.0,25838.0,Internat Energy Solutions Canada
2018,1092,Maple Lodge Farms Ltd.,Maple Lodge Farms,Brampton,311615,29067.0,0.0,12.012,158.41,0.0,0.0,0.0,0.0,29238,29238.0,29238.0,GHD Limited
2018,1093,Nemak of Canada Corp.,WINDSOR ALUMINUM PLANT,Windsor,331529,29394.0,0.0,12.159,159.96,0.0,0.0,0.0,0.0,29567,29567.0,29567.0,PricewaterhouseCoopers LLP
2018,1094,New Forest Paper Mills LP,New Forest Paper Mills LP,Scarborough,322130,57467.0,3317.0,23.7762,312.852,0.0,0.0,0.0,0.0,61121,57804.0,57804.0,RWDO
2018,1095,Cochrane Power Corporation,Cochrane Generating Station,Cochrane,221112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,
2018,1096,Northland Power Inc.,Iroquois Falls Generating Station,Iroquois Falls,221112,9402.436,0.0,49.245,75.02,0.0,0.0,0.0,0.0,9527,9527.0,9527.0,GHD Limited
2018,1097,Northland Power Inc.,Kingston CoGen,Bath,221112,1178.6579,0.0,6.4568,9.5316,0.0,0.0,0.0,0.0,1195,1195.0,1195.0,GHD
2018,1098,Northland Power Inc.,Kirkland Lake Generating Station,Kirkland Lake,221112,214328.065,176911.544,2362.353,4073.71,0.0,0.0,0.0,0.0,397676,220765.0,220765.0,GHD Limited
2018,1099,Northland Power Inc.,Thorold Cogen Generating Station,Thorold,221112,162394.826,0.0,885.885,1311.3,0.0,0.0,0.0,0.0,164593,164593.0,164593.0,GHD Limited
2018,1100,NOVA Chemicals (Canada) Ltd.,Corunna Site,Corunna,325110,952441.315,0.0,3768.408,3349.55,0.0,0.0,0.0,0.0,959560,959560.0,959560.0,GHD Limited
2018,1101,NOVA Chemicals (Canada) Ltd.,Moore Site,Mooretown,325210,47802.861,0.0,31.206,233.12,0.0,0.0,0.0,0.0,48068,48068.0,48068.0,GHD Limited
2018,1102,NOVA Chemicals Corporation,St. Clair River Site,Corunna,325210,69047.847,0.0,53.403,344.72,0.0,0.0,0.0,0.0,69446,69446.0,69446.0,GHD Limited
2018,1103,O-I Canada Corp.,Plant #31 Brampton,Brampton,327214,73127.0,0.0,23.247,305.97,0.0,0.0,0.0,0.0,73457,73457.0,73457.0,Enviro-accès inc.
2018,1104,Ontario Power Generation Inc.,Atikokan Generating Station,Atikokan,221119,16273.0,161964.0,1097.88,2151.4,0.0,0.0,0.0,0.0,181487,19523.0,19523.0,GHD Limited
2018,1106,Ontario Power Generation Inc.,Lennox Generating Station,Greater Napanee,221112,105575.8,0.0,135.03,666.5,0.0,0.0,0.0,0.0,106378,106378.0,106378.0,GHD Limited
2018,1109,Oxy Vinyls Canada Co.,Niagara PVC Plant,Thorold,325210,46583.0,0.0,19.5353,270.5392,0.0,0.0,0.0,0.0,46874,46874.0,46874.0,Stantec
2018,1111,Petro-Canada Lubricants Inc.,Mississauga Lubricants Centre,Mississauga,324190,447728.7359,0.0,1255.4682,2344.282,0.0,0.0,0.0,0.0,451329,451329.0,451329.0,Ruby Canyon Engineering
2018,1113,Plains Midstream Canada ULC,Sarnia Fractionation Plant,Sarnia,211113,152653.0,0.0,235.2609,833.683,0.0,0.0,0.0,0.0,153722,153722.0,153722.0,GHD
2018,1116,Portlands Energy Centre LP,Portlands Energy Centre,Toronto,221112,424040.0,0.0,2309.16,3425.5,0.0,0.0,0.0,0.0,429775,429775.0,429775.0,Stantec
2018,1117,Queen's University at Kingston,Queen's University - Kingston Main Campus,Kingston,611310,49991.55,0.0,20.952,307.1883,0.0,0.0,0.0,0.0,50320,50320.0,50320.0,Internat Energy Solutions Canada
2018,1118,Redpath Sugar Ltd,Toronto Refinery,Toronto,311310,69677.03,0.0,28.9145,395.5464,0.0,0.0,0.0,0.0,70102,70102.0,70102.0,GHD Limited
2018,1120,Produits forestiers Résolu,Resolute Forest Products - Thunder Bay Operations,Thunder Bay,322112,166518.0,1107542.0,7495.089,17485.488,0.0,0.0,0.0,0.0,1299041,191499.0,191499.0,GHD
2018,1121,ROXUL Inc.,ROXUL Inc.,Milton,327990,83252.2,0.0,17.703,191.735,0.0,0.0,0.0,0.0,83462,83462.0,83462.0,Stantec Consulting Ltd.
2018,1122,Safety-Kleen Canada Inc.,Oil Recovery Division,Breslau,324190,46394.47,0.0,6.6703,159.2796,0.0,0.0,0.0,0.0,46561,46561.0,46561.0,Stantec Consulting Ltd
2018,1123,Sanofi Pasteur Limited,Sanofi Pasteur Limited,Toronto,325410,46632.0,0.0,231.357,364.56,0.0,0.0,0.0,0.0,47317,47317.0,47317.0,GHD Limited
2018,1124,City of Sault Ste. Marie,West End Water Pollution Control Plant,Sault Ste. Marie,221320,284.3013,0.0,0.1144,492.063,0.0,0.0,0.0,0.0,777,777.0,777.0,
2018,1125,Shell Canada Products,Sarnia Manufacturing Centre,Corunna,324110,722126.8769,0.0,2288.6556,2733.983,0.0,0.0,0.0,0.0,727150,727150.0,727150.0,Stantec
2018,1126,Sonoco Canada Corporation,Sonoco Brantford,Brantford,322130,24594.5,0.0,10.164,133.92,0.0,0.0,0.0,0.0,24739,24739.0,24739.0,GHD Limited
2018,1127,Sonoco Canada Corporation,Sonoco - Trent Valley Mill,Trenton,322130,38080.4,0.0,15.75,207.08,0.0,0.0,0.0,0.0,38304,38304.0,38304.0,GHD Limited
2018,1128,"St. Clair Power, LP",St. Clair Energy Center,Corunna,221112,299955.3566,0.0,1643.1765,2425.626,0.0,0.0,0.0,0.0,304025,304025.0,304025.0,RWDI Air Inc.
2018,1129,St. Marys Cement Inc. (Canada),Bowmanville Cement Plant,Bowmanville,327310,1514746.417,7142.1888,257.0165,1428.0758,0.0,0.0,0.0,0.0,1523574,1516432.0,1516432.0,Enviro-Acces Inc.
2018,1130,St. Marys Cement Inc. (Canada),St. Marys Cement Plant,St. Marys,327310,515377.0097,0.0,104.1795,389.763,0.0,0.0,0.0,0.0,515871,515871.0,515866.0,Internat Energy Solutions Canada
2018,1131,Strathcona Paper GP Inc.,Strathcona Paper LP,Napanee,322130,31542.644,0.0,13.041,171.74,0.0,0.0,0.0,0.0,31728,31728.0,31728.0,GHD
2018,1132,INEOS Styrolution Canada Ltd.,INEOS Styrolution,Sarnia,325110,111060.9112,0.0,175.8288,463.1493,0.0,0.0,0.0,0.0,330086,111700.0,111700.0,SAI Global
2018,1133,Suncor Energy Products Partnership,Sarnia Refinery,Sarnia,324110,756591.3613,0.0,8832.9696,4058.2561,0.0,0.0,0.0,0.0,769483,769483.0,769483.0,Ernst & Young LLP
2018,1134,Suncor Energy Inc.,St. Clair Ethanol Plant,Mooretown,325190,156813.6626,1128.11,64.8816,853.678,0.0,0.0,0.0,0.0,158861,157733.0,157733.0,Ernst & Young LLP
2018,1135,Rayonier A.M. Canada G.P.,Kapuskasing Operations,Kapuskasing,322122,22331.694,242738.117,1641.318,3333.74,0.0,0.0,0.0,0.0,270045,27307.0,27307.0,Enviro-access
2018,1136,Algoma Tubes Inc.,Tenaris Algoma Tubes,Sault Ste. Marie,331210,76623.0,0.0,31.71,417.26,0.0,0.0,0.0,0.0,77072,77072.0,77072.0,GHD
2018,1137,Terra International (Canada) Inc.,CF Industries Courtright Nitrogen Complex,Courtright,325313,665789.5267,0.0,6384.8148,35894.249,0.0,0.0,0.0,0.0,708069,708069.0,708069.0,
2018,1138,AV Terrace Bay Inc.,AV Terrace Bay,Terrace Bay,322112,136600.08,828254.6,5577.348,13242.27,0.0,0.0,0.0,0.0,983675,155420.0,155420.0,Enviro-access
2018,1139,The International Group Inc.,Agincourt Plant,Toronto,324190,37179.3641,0.0,15.7905,202.9105,0.0,0.0,0.0,0.0,37399,37399.0,37399.0,GHD
2018,1140,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Cambridge),Cambridge,336110,94402.344,0.0,39.081,515.22,0.0,0.0,0.0,0.0,94957,94957.0,94957.0,Stantec Consulting Ltd
2018,1141,Toyota Motor Manufacturing Canada Inc.,Toyota Motor Manufacturing Canada Inc. (Woodstock),Woodstock,336110,37354.322,0.0,15.477,204.6,0.0,0.0,0.0,0.0,37575,37575.0,37575.0,Stantec Consulting Ltd
2018,1143,TransAlta Generation Partnership,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,Ottawa,221112,33696.9326,0.0,184.5942,272.49,0.0,180.7,0.0,0.0,34335,34335.0,34155.0,GHD
2018,1144,TransAlta Sarnia Cogeneration L.P.,Sarnia Regional Cogeneration Facility,Sarnia,221112,968799.6847,0.0,5307.1578,7834.382,0.0,266.605,0.0,0.0,982208,982208.0,981942.0,GHD
