Authority Name,Fiscal Year End Date,Loans,Loan Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Date Loan Awarded,Original Loan Amount,Interest Rate,Loan Length,Amount Repaid,Loan Purpose,New Jobs,Jobs Planned,Jobs Created,Loan Terms Completed
Buffalo and Erie County Regional Development Corporation,12/31/2018,,Federal,"Virdi Parente, Inc.",BUFFALO,NY,14215,08/15/2018,1400000.0,4.0,10.0,0.0,Equipment and Fixed Asset Acquisition,Yes,28.0,0.0,No
Buffalo and Erie County Regional Development Corporation,12/31/2018,,Federal,Welded Tube USA,LACKAWANNA,NY,14218,12/31/2013,2000000.0,4.0,7.0,1370120.11,Business Expansion/Startup,Yes,40.0,40.0,No
Buffalo and Erie County Regional Development Corporation,12/31/2018,,Private,"Perry's Ice Cream Company, Inc.",AKRON,NY,14001,11/21/2011,2000000.0,4.0,7.0,2000000.0,Equipment and Fixed Asset Acquisition,Yes,8.0,0.0,Yes
Troy Local Development Corporation,12/31/2018,,Other,"77 Congress Street, LLC",TROY,NY,12180,02/10/2017,41415.75,4.25,4.0,13032.11,Business Expansion/Startup,Yes,5.0,26.0,No
Troy Local Development Corporation,12/31/2018,,Other,BSM Banquets Inc.,TROY,NY,12180,12/22/2016,150000.0,4.5,5.0,50353.0,Business Expansion/Startup,Yes,10.0,10.0,No
Troy Local Development Corporation,12/31/2018,,Other,Clark House LLC,TROY,NY,12180,12/22/2016,59500.0,4.5,4.0,59500.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,3.0,,Yes
Troy Local Development Corporation,12/31/2018,,Other,"Indigo Hair, LLC",TROY,NY,12180,05/17/2013,25000.0,4.25,5.0,25000.0,Equipment and Fixed Asset Acquisition,Yes,5.0,0.0,Yes
Troy Local Development Corporation,12/31/2018,,Other,Mosaic Architects Associates,TROY,NY,12180,01/13/2014,50000.0,4.25,5.0,50000.0,Equipment and Fixed Asset Acquisition,Yes,29.0,35.0,Yes
Troy Local Development Corporation,12/31/2018,,Other,"Neil Pelone, PLLC",TROY,NY,12180,07/24/2015,15000.0,4.75,4.0,12965.82,Business Expansion/Startup,Yes,4.0,5.0,No
Troy Local Development Corporation,12/31/2018,,Other,"Plumb Oyster Bar, LLC",TROY,NY,12180,01/27/2017,20000.0,5.0,2.0,20000.0,Business Expansion/Startup,Yes,5.0,8.0,Yes
Troy Local Development Corporation,12/31/2018,,Other,Puravida Culinary Group LLC d/b/a The Illium Cafe,TROY,NY,12180,07/24/2015,20000.0,4.75,4.0,16841.93,Business Expansion/Startup,Yes,6.0,25.0,No
Troy Local Development Corporation,12/31/2018,,Other,"Purvida Culinary Group, LLC - Empanada Bar",TROY,NY,12180,12/13/2017,15000.0,5.75,4.0,3433.76,Business Expansion/Startup,Yes,10.0,0.0,No
Troy Local Development Corporation,12/31/2018,,Other,Rare Form Brewing LLC,TROY,NY,12180,02/14/2014,20000.0,4.25,5.0,19262.74,Business Expansion/Startup,Yes,2.0,4.0,No
Troy Local Development Corporation,12/31/2018,,Other,Rare Form Brewing LLC #2,TROY,NY,12180,04/23/2015,20000.0,4.25,5.0,13896.34,Equipment and Fixed Asset Acquisition,No,,,No
Troy Local Development Corporation,12/31/2018,,Other,Susan Dunckel,TROY,NY,12180,09/27/2018,10000.0,6.75,2.0,1177.63,Business Expansion/Startup,Yes,2.0,2.0,No
Troy Local Development Corporation,12/31/2018,,Other,"The Dutch Udder, LLC",TROY,NY,12180,07/14/2017,20000.0,5.25,4.0,11579.01,Business Expansion/Startup,Yes,3.0,4.0,No
Troy Local Development Corporation,12/31/2018,,Other,Trojan Lofts LLC,TROY,NY,12180,01/17/2014,50000.0,4.25,5.0,48156.84,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,16.0,0.0,No
Buffalo and Erie County Industrial Land Development Corporation,12/31/2018,,Federal,Erik Chase d/b/a The GreenerWe,GRAND ISLAND,NY,14072,08/02/2016,35000.0,2.0,5.0,15705.72,Equipment and Fixed Asset Acquisition,Yes,2.0,0.0,No
Genesee County Funding Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Tioga County Property Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Chautauqua County Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Genesee Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Chautauqua County Land Bank Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Niagara County Development Corporation,12/31/2018,,Federal,"107 Goundry St., LLC",NORTH TONAWANDA,NY,14120,03/05/2009,200000.0,5.0,10.0,113787.19,Equipment and Fixed Asset Acquisition,Yes,26.0,38.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"500 Fitness, Inc.",NORTH TONAWANDA,NY,14120,02/27/2015,25000.0,5.0,7.0,2798.82,Equipment and Fixed Asset Acquisition,Yes,6.0,0.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,AMA Enterprises,LOCKPORT,NY,14094,11/03/2016,25000.0,3.0,6.0,6167.07,Equipment and Fixed Asset Acquisition,Yes,7.0,59.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Ameri-Cut Tool Grinding, Inc./Superior Tool Co.",NORTH TONAWANDA,NY,14120,06/29/2017,50000.0,3.0,6.0,5769.58,Equipment and Fixed Asset Acquisition,Yes,9.0,4.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Ashdan Screw Machine Products, Inc.",LOCKPORT,NY,14094,06/04/2009,61500.0,5.0,10.0,33119.86,Equipment and Fixed Asset Acquisition,Yes,5.0,4.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Brett's Tent and Awning, Inc.",NIAGARA FALLS,NY,14301,02/27/2015,25000.0,5.0,7.0,10821.59,Equipment and Fixed Asset Acquisition,Yes,2.0,3.0,No
Niagara County Development Corporation,12/31/2018,,Federal,Caribbean Flava,NIAGARA FALLS,NY,14305,08/10/2018,25000.0,3.0,7.0,0.0,Business Expansion/Startup,Yes,1.0,0.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Caron Manufacturing, Inc.",LOCKPORT,NY,14094,08/15/2014,25000.0,5.0,7.0,12605.73,Equipment and Fixed Asset Acquisition,Yes,4.0,1.0,No
Niagara County Development Corporation,12/31/2018,,Federal,Daniel McMahon d/b/a MCM Landscaping,NORTH TONAWANDA,NY,14120,09/19/2018,25000.0,3.25,6.0,0.0,Equipment and Fixed Asset Acquisition,Yes,1.0,0.0,No
Niagara County Development Corporation,12/31/2018,,Federal,David Ventry d/b/a Round One Fitness and Boxing,NORTH TONAWANDA,NY,14120,05/08/2015,25000.0,5.0,7.0,3584.62,Equipment and Fixed Asset Acquisition,Yes,3.0,0.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,"Diversified Manufacturing, Inc.",LOCKPORT,NY,14094,10/23/2013,400000.0,5.0,7.0,276249.63,Equipment and Fixed Asset Acquisition,Yes,40.0,98.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Faery's Golf and Landscaping, Inc.",SANBORN,NY,14132,05/22/2014,30000.0,5.0,7.0,16217.57,Equipment and Fixed Asset Acquisition,Yes,12.0,7.0,No
Niagara County Development Corporation,12/31/2018,,Federal,GAM Trucking Corporation,NORTH TONAWANDA,NY,14120,12/12/2018,25000.0,3.25,7.0,0.0,Equipment and Fixed Asset Acquisition,Yes,1.0,0.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Grand Niagara Machine, Inc.",SANBORN,NY,14132,11/14/2011,65000.0,5.0,7.0,27373.86,Equipment and Fixed Asset Acquisition,Yes,9.0,0.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,Griffin Chenical,NORTH TONAWANDA,NY,14120,08/14/2013,45000.0,5.0,5.0,45000.0,Equipment and Fixed Asset Acquisition,Yes,7.0,3.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,"J.M. Canty, Inc.",LOCKPORT,NY,14094,07/25/2012,200000.0,5.0,7.0,177803.75,Equipment and Fixed Asset Acquisition,Yes,39.0,46.0,No
Niagara County Development Corporation,12/31/2018,,Federal,Jamie L. Symmonds d/b/a Angel to Apple,LEWISTON,NY,14092,07/31/2013,22000.0,5.0,7.0,6498.11,Business Expansion/Startup,Yes,2.0,0.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,"Lake Effect Ice Cream Wholesale, LLC",LOCKPORT,NY,14095,08/29/2017,125000.0,3.19,7.0,12099.96,Equipment and Fixed Asset Acquisition,Yes,8.0,3.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Legacy Dance Studio, Inc.",NIAGARA FALLS,NY,14301,01/23/2018,35000.0,3.0,7.0,2263.93,Business Expansion/Startup,Yes,4.0,1.0,No
Niagara County Development Corporation,12/31/2018,,Federal,Lori L. Martinez d/b/a HOPE!,NIAGARA FALLS,NY,14304,02/03/2006,25000.0,5.6,5.0,19261.62,Equipment and Fixed Asset Acquisition,Yes,2.0,0.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,Matthew Wendler d/b/a Purpose Built Engineering,WOLCOTT,NY,14590,09/09/2010,25000.0,5.0,7.0,25000.0,Equipment and Fixed Asset Acquisition,Yes,2.0,0.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,"Modern-Tec Manufacturing, Inc.",LOCKPORT,NY,14094,02/24/2011,250000.0,5.0,7.0,250000.0,Equipment and Fixed Asset Acquisition,Yes,15.0,29.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,"New York Beer Project, LLC",LOCKPORT,NY,14094,10/29/2015,200000.0,2.6,5.0,100089.33,Equipment and Fixed Asset Acquisition,Yes,37.0,75.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Niagara Shores Campground and Conference Center, LLC",APPLETON,NY,14008,08/14/2018,150000.0,3.38,5.0,0.0,Equipment and Fixed Asset Acquisition,Yes,17.0,11.0,No
Niagara County Development Corporation,12/31/2018,,Federal,"Sound Masters, Inc.",LOCKPORT,NY,14094,01/23/2018,25000.0,3.0,7.0,1345.86,Business Expansion/Startup,Yes,3.0,0.0,No
Niagara County Development Corporation,12/31/2018,,Federal,UnCorked Cafe Inc.,NORTH TONAWANDA,NY,14120,12/22/2016,25000.0,2.8,7.0,0.0,Equipment and Fixed Asset Acquisition,Yes,15.0,0.0,Yes
Niagara County Development Corporation,12/31/2018,,Federal,"Woodcock Brothers Brewing Co., Inc.",WILSON,NY,14172,03/06/2013,275000.0,5.0,7.0,218595.61,Equipment and Fixed Asset Acquisition,Yes,30.0,24.0,No
Livingston County Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Livingston County Development Corporation,12/31/2018,,Federal,Rich's Power Equipment - Refinanced,AVON,NY,14414,04/13/2015,20156.45,5.0,4.0,11323.99,Business Expansion/Startup,No,,,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,Anna Prouty,AVON,NY,14414,08/09/2018,20000.0,5.0,5.0,803.97,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,"Battle Street Brewery, LLC",DANSVILLE,NY,14437,08/31/2017,75000.0,1.0,8.0,5751.25,Business Expansion/Startup,Yes,8.0,10.0,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,Chad & Juanita Transport LLC,LIMA,NY,14485,10/11/2016,75000.0,5.0,7.0,20502.65,Business Expansion/Startup,No,,,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,"Coffee Cup, Inc.",DANSVILLE,NY,14437,05/30/2018,100000.0,4.5,5.0,3702.28,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,Crystal Burns,DANSVILLE,NY,14437,05/18/2017,40000.0,5.0,6.0,5788.0,Business Expansion/Startup,No,,,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,"Evening Star Coffee Roasters, LLC",AVON,NY,14414,03/31/2017,75000.0,3.25,7.0,9888.16,Business Expansion/Startup,Yes,3.0,3.0,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,"Harmony Station, Inc.",GENESEO,NY,14454,02/14/2013,75000.0,5.0,5.0,75000.0,Business Expansion/Startup,Yes,19.0,28.0,Yes
Livingston County Development Corporation,12/31/2018,,Not for Profit,Mortalis Brewing Company LLC,AVON,NY,14414,11/17/2017,100000.0,1.0,6.0,9776.57,Business Expansion/Startup,Yes,5.0,6.0,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,"Old Stumpblower Cider Works, LLC",LAKEVILLE,NY,14480,05/18/2017,100000.0,1.0,7.0,20693.15,Business Expansion/Startup,Yes,7.0,2.0,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,Onlinegunsales.net,DANSVILLE,NY,14437,01/09/2015,100000.0,5.0,5.0,24276.42,Business Expansion/Startup,Yes,2.0,6.0,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,Rising Storm Brewing Co.,AVON,NY,14414,01/26/2018,56000.0,1.0,7.0,4224.55,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,8.0,12.0,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,Shrier-Martin Process Equipment,MENDON,NY,14506,11/01/2018,100000.0,5.25,5.0,2928.59,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,"Twisted Stitches, Inc.",LEICESTER,NY,14481,01/30/2014,25000.0,5.0,5.0,25000.0,Business Expansion/Startup,Yes,2.0,0.0,Yes
Livingston County Development Corporation,12/31/2018,,Not for Profit,Wendy Pospesel-Allen,MOUNT MORRIS,NY,14510,04/21/2017,50000.0,5.0,5.0,9713.61,Business Expansion/Startup,Yes,6.0,1.0,No
Livingston County Development Corporation,12/31/2018,,Not for Profit,William Schuster Agency LLC,LAKEVILLE,NY,14480,10/09/2013,50000.0,5.0,7.0,50000.0,Business Expansion/Startup,Yes,1.0,1.0,Yes
Livingston County Development Corporation,12/31/2018,,State,Coast Professional,GENESEO,NY,14454,05/15/2009,241772.0,0.0,10.0,0.0,Business Expansion/Startup,Yes,100.0,158.0,No
Livingston County Development Corporation,12/31/2018,,State,Coast Professional,GENESEO,NY,14454,05/15/2009,250000.0,3.0,10.0,218700.43,Business Expansion/Startup,Yes,100.0,158.0,No
Livingston County Development Corporation,12/31/2018,,State,"Coffee Cup, Inc.",DANSVILLE,NY,14437,05/30/2018,50000.0,1.0,5.0,4737.8,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Livingston County Development Corporation,12/31/2018,,State,"Dublin Corners Farm Brewery, LLC",LINWOOD,NY,14486,06/06/2017,60000.0,1.0,7.0,11319.67,Business Expansion/Startup,Yes,2.0,2.0,No
Livingston County Development Corporation,12/31/2018,,State,Paul Didas,WAYLAND,NY,14572,06/23/2017,44100.0,1.0,5.0,10988.81,Business Expansion/Startup,No,,,No
Livingston County Development Corporation,12/31/2018,,State,Rising Storm Brewing Co.,AVON,NY,14414,01/26/2018,144000.0,1.0,7.0,11180.9,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,8.0,12.0,No
Steuben Area Economic Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Finger Lakes Regional Land Bank Corporation,12/31/2017,No,,,,,,,,,,,,,,,
Buffalo Urban Development Corporation,12/31/2018,,Other,"Northland NMTC Investment Fund, LLC",NEW YORK,NY,10013,12/28/2017,9666400.0,1.0,25.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Buffalo Urban Development Corporation,12/31/2018,,State,The Phoenix Brewery Apartments LLC,BUFFALO,NY,14203,03/16/2016,750000.0,5.5,3.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Niagara Orleans Land Improvement Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Hudson Valley AgriBusiness Development Corp,12/31/2018,No,,,,,,,,,,,,,,,
Hamburg New York Land Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Rensselaer Tobacco Asset Securitization Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Lloyd Community Development Corporation,12/31/2018,,Federal,Autos By Joseph,HIGHLAND,NY,12528,12/20/2014,75000.0,4.0,5.0,58833.7,Equipment and Fixed Asset Acquisition,No,,,No
Lloyd Community Development Corporation,12/31/2018,,Federal,Brooks & Brooks Land Surveyors PC,HIGHLAND,NY,12528,08/25/2014,75000.0,2.75,4.0,75000.0,Equipment and Fixed Asset Acquisition,No,,,Yes
Lloyd Community Development Corporation,12/31/2018,,Federal,Darryl & Janet Greene,HIGHLAND,NY,12528,08/23/2018,57000.0,4.3,10.0,1532.26,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Lloyd Community Development Corporation,12/31/2018,,Federal,Elia's Meat Market,HIGHLAND,NY,12528,04/21/2014,100000.0,2.75,10.0,45163.33,Equipment and Fixed Asset Acquisition,No,,,No
Lloyd Community Development Corporation,12/31/2018,,Federal,Fahredin Gjokaj,HIGHLAND,NY,12528,08/19/2014,60000.0,3.0,7.0,38583.56,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Lloyd Community Development Corporation,12/31/2018,,Federal,Flatkats Realty,HIGHLAND,NY,12528,09/21/2011,150000.0,2.75,10.0,106522.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Lloyd Community Development Corporation,12/31/2018,,Federal,"HUDSON ALE WORKS, LLC",HIGHLAND,NY,12528,08/27/2015,40000.0,4.0,7.0,14161.05,Business Expansion/Startup,Yes,6.0,6.0,No
Lloyd Community Development Corporation,12/31/2018,,Federal,Maria Peterson,HIGHLAND,NY,12528,06/07/2018,20000.0,3.25,10.0,853.4,Business Expansion/Startup,No,,,No
Lloyd Community Development Corporation,12/31/2018,,Federal,Nicola V. Coppola,HIGHLAND,NY,12528,09/06/2018,75000.0,4.3,10.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Lloyd Community Development Corporation,12/31/2018,,Federal,Scheckel Gunks Roadhouse,HIGHLAND,NY,12528,05/01/2011,44273.41,3.0,10.0,32725.19,Business Expansion/Startup,Yes,6.0,6.0,No
Lewis County Development Corporation,12/31/2018,,Federal,Tug Hill Vineyard,LOWVILLE,NY,13367,09/01/2015,20975.0,0.0,7.0,11986.0,Equipment and Fixed Asset Acquisition,Yes,2.0,2.0,No
Genesee Gateway Local Development Corporation,12/31/2018,,Other,"13 Jackson Square, LLC",BYRON,NY,14422,06/23/2014,100000.0,3.0,10.0,56750.37,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Genesee Gateway Local Development Corporation,12/31/2018,,Other,"Batavia Brewing Company, LLC",BATAVIA,NY,14020,10/11/2017,150000.0,3.4,10.0,2381.69,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Genesee Gateway Local Development Corporation,12/31/2018,,Other,"R&R Float Center, LLC",BATAVIA,NY,14020,11/30/2018,100000.0,4.2,10.0,0.0,Business Expansion/Startup,No,,,No
Genesee Gateway Local Development Corporation,12/31/2018,,State,"Alpina Foods, Inc.",BATAVIA,NY,14020,07/02/2013,234000.0,0.0,5.0,234000.0,Business Expansion/Startup,Yes,50.0,39.0,Yes
Genesee Gateway Local Development Corporation,12/31/2018,,State,First Wave Technologies - 2011,BATAVIA,NY,14020,01/06/2011,412005.0,5.25,8.0,219589.33,Business Expansion/Startup,Yes,33.0,13.0,No
Genesee Gateway Local Development Corporation,12/31/2018,,State,"Liberti, Valvo & Associates, LLC",BATAVIA,NY,14020,06/29/2017,50000.0,3.4,7.0,9183.3,Equipment and Fixed Asset Acquisition,No,,,No
Genesee Gateway Local Development Corporation,12/31/2018,,State,P.W. Minor ($367K),BATAVIA,NY,14020,03/28/2016,367000.0,2.0,5.0,367000.0,Equipment and Fixed Asset Acquisition,Yes,80.0,31.0,Yes
Genesee Gateway Local Development Corporation,12/31/2018,,State,P.W. Minor - Deferred Loan,BATAVIA,NY,14020,03/28/2016,367000.0,5.0,5.0,0.0,Equipment and Fixed Asset Acquisition,No,,,Yes
Genesee Gateway Local Development Corporation,12/31/2018,,State,"P.W. Minor, LLC",BATAVIA,NY,14020,10/27/2015,125000.0,3.0,5.0,125000.0,Business Expansion/Startup,No,,,Yes
Genesee Gateway Local Development Corporation,12/31/2018,,State,Yancey's Fancy (Loan #3),CORFU,NY,14036,01/03/2013,150000.0,3.0,7.0,122765.89,Business Expansion/Startup,No,,,No
Genesee Gateway Local Development Corporation,12/31/2018,,State,"Yancey's Fancy, Inc. (Loan #4)",CORFU,NY,14036,12/20/2013,200000.0,3.0,7.0,136033.19,Business Expansion/Startup,No,,,No
City of Kingston Local Development Corporation,12/31/2017,,Federal,"Clinton & Main, LLC",KINGSTON,NY,12401,12/01/2008,530000.0,5.0,20.0,186405.8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,17.0,18.0,No
City of Kingston Local Development Corporation,12/31/2017,,Federal,Clocktower Properties,BROOKLYN,NY,11201,12/01/2008,424000.0,5.0,20.0,128834.67,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2017,,Federal,Fitch Realty,KINGSTON,NY,12401,07/03/2001,210000.0,7.9,20.0,210000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
City of Kingston Local Development Corporation,12/31/2017,,Federal,Fitch Realty,KINGSTON,NY,12401,06/01/2002,40000.0,7.5,15.0,40000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
City of Kingston Local Development Corporation,12/31/2017,,Federal,Seven21 Media Center,KINGSTON,NY,12401,12/01/2008,200000.0,5.0,20.0,100001.72,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,10.0,10.0,No
City of Kingston Local Development Corporation,12/31/2017,,Federal,YMCA,KINGSTON,NY,12401,12/27/2010,150000.0,5.0,10.0,106250.0,Business Expansion/Startup,No,,,No
City of Kingston Local Development Corporation,12/31/2017,,Federal,YMCA,KINGSTON,NY,12401,12/27/2010,150000.0,5.0,10.0,98966.56,Equipment and Fixed Asset Acquisition,No,,,No
City of Kingston Local Development Corporation,12/31/2017,,State,Catskill Fine Carpentry,KINGSTON,NY,12401,11/01/1998,85000.0,7.5,20.0,85000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,5.0,Yes
City of Kingston Local Development Corporation,12/31/2017,,State,Emergency One,KINGSTON,NY,12401,02/01/2008,75000.0,5.0,10.0,74181.15,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,5.0,Yes
City of Kingston Local Development Corporation,12/31/2017,,State,Kennedy & Farrell,KINGSTON,NY,12401,03/03/2011,75000.0,5.0,15.0,28738.53,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2017,,State,"Matteo-Bella, LLC",KINGSTON,NY,12401,11/07/2012,165000.0,5.0,20.0,29310.37,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
City of Kingston Local Development Corporation,12/31/2017,,State,Next Step Digital LLC,KINGSTON,NY,12401,01/03/2017,7500.0,5.0,5.0,1753.32,Business Expansion/Startup,No,,,No
City of Kingston Local Development Corporation,12/31/2017,,State,Trolley Museum,KINGSTON,NY,12401,02/01/2004,30000.0,5.0,10.0,18736.2,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Glens Falls Civic Development Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Greater Glens Falls Local Development Corporation,12/31/2018,,Federal,"220 Glen Street, LLC & Achenbach's Jewelers, LLC",GLENS FALLS,NY,12801,11/20/2014,40000.0,5.5,6.0,40000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,Yes
Greater Glens Falls Local Development Corporation,12/31/2018,,Federal,"Bullpen Enterprises, Inc. and The Bullpen Sports Bar",GLENS FALLS,NY,12801,05/13/2014,150000.0,4.75,7.0,60021.83,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,11.0,16.0,No
Greater Glens Falls Local Development Corporation,12/31/2018,,Federal,Samantha's Cafe,GLENS FALLS,NY,12801,10/01/2018,29000.0,5.5,5.0,421.01,Business Expansion/Startup,Yes,2.0,15.0,No
Greater Glens Falls Local Development Corporation,12/31/2018,,Not for Profit,"13 Chester Street, LLC",GLENS FALLS,NY,12801,08/29/2015,75000.0,5.5,10.0,21606.27,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,5.0,No
Greater Glens Falls Local Development Corporation,12/31/2018,,Not for Profit,"Hank's Quality Flooring, Inc.",GLENS FALLS,NY,12801,12/04/2017,33000.0,5.0,15.0,1507.3,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,14.0,1.0,No
Greater Glens Falls Local Development Corporation,12/31/2018,,Not for Profit,Joseph Girard d/b/a Best Body Nutrition Shop,GLENS FALLS,NY,12801,03/27/2014,10000.0,4.75,5.0,9441.77,Business Expansion/Startup,Yes,2.0,1.0,No
Greater Glens Falls Local Development Corporation,12/31/2018,,Not for Profit,"Mean Max Brew Works, LLC",GLENS FALLS,NY,12801,06/05/2014,25000.0,4.85,4.0,2500.0,Business Expansion/Startup,Yes,3.0,4.0,Yes
Greater Glens Falls Local Development Corporation,12/31/2018,,Not for Profit,"Rucinski, Hall Architects",GLENS FALLS,NY,12801,09/19/2015,30000.0,6.0,7.0,12911.43,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,4.0,No
Town of Hempstead Local Development Corp.,12/31/2018,No,,,,,,,,,,,,,,,
Orange County Funding Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Oswego County Land Bank Corporation,12/31/2018,No,,,,,,,,,,,,,,,
Onondaga Civic Development Corporation,12/31/2018,,Other,Greater Syracuse Soundstage Development Corporation,EAST SYRACUSE,NY,13057,10/24/2018,125000.0,3.0,1.0,0.0,Equipment and Fixed Asset Acquisition,No,,,No
Onondaga Civic Development Corporation,12/31/2018,,Other,Light 4 Life Candles,LIVERPOOL,NY,13088,08/14/2012,100000.0,4.5,6.0,75507.0,Equipment and Fixed Asset Acquisition,Yes,12.0,0.0,No
Onondaga Civic Development Corporation,12/31/2018,,Other,"Sly Technologies, Inc.",BALDWINSVILLE,NY,13027,02/18/2014,100000.0,4.5,5.0,51820.0,Equipment and Fixed Asset Acquisition,Yes,6.0,0.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,ARC of Yates,PENN YAN,NY,14527,11/19/2014,57150.0,0.0,5.0,42862.47,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,"Branchport Properties, LLC",PENN YAN,NY,14527,03/15/2017,250000.0,3.0,7.0,0.0,Business Expansion/Startup,Yes,7.0,9.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Brock's Bow & Pizzeria,PENN YAN,NY,14527,09/20/2017,40000.0,3.4,5.0,3701.41,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,4.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Castner's Performance,PENN YAN,NY,14527,05/21/2014,100000.0,2.6,6.0,72079.63,Business Expansion/Startup,Yes,2.0,3.0,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,City Hill Construction,PENN YAN,NY,14527,06/18/2014,13850.0,0.0,5.0,12003.33,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Finger Lakes Horizon Economic Development Corporation,12/31/2018,,Other,Colonial Motel,PENN YAN,NY,14527,09/26/2014,30000.0,0.0,5.0,25000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
