Authority Name,Fiscal Year End Date,Awarded Grants,Grant Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Grant Amount,Date Grant Awarded,Grant Purpose,New Jobs,Jobs Planned,Jobs Created
Town of Colonie Local Development Corporation,12/31/2018,No,,,,,,,,,,,
Town of Colonie Local Development Corporation,12/31/2019,No,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2016,No,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2017,No,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2018,No,,,,,,,,,,,
Town of Dewitt Local Development Corporation,12/31/2019,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2011,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2012,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2013,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2014,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2015,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2016,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2017,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2018,No,,,,,,,,,,,
Town of Hempstead Local Development Corp.,12/31/2019,No,,,,,,,,,,,
Town of Huntington Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Town of Huntington Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Town of Huntington Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Town of Huntington Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Troy Local Development Corporation,12/31/2013,,Other,328-330 Congress St,TROY,NY,12180,5000.0,10/11/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of Huntington Local Development Corporation,12/31/2016,,Not for Profit,Huntington Community Development Agency,HUNTINGTON,NY,11743,10000.0,04/05/2016,Education/Training (Business Development),No,,
Town of Huntington Local Development Corporation,12/31/2016,,Not for Profit,Huntington Community Development Agency,HUNTINGTON,NY,11743,25000.0,10/19/2016,Equipment and Fixed Asset Acquisition,No,,
Town of Huntington Local Development Corporation,12/31/2017,No,,,,,,,,,,,
Town of Montgomery Capital Resource Corporation,12/31/2015,No,,,,,,,,,,,
Town of Montgomery Capital Resource Corporation,12/31/2016,No,,,,,,,,,,,
Town of Montgomery Capital Resource Corporation,12/31/2017,No,,,,,,,,,,,
Town of Montgomery Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,
Town of Montgomery Capital Resource Corporation,12/31/2019,No,,,,,,,,,,,
Town of Moreau Local Development Corporation,12/31/2011,No,,,,,,,,,,,
Town of Moreau Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Town of Moreau Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Town of Moreau Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Town of Moreau Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Town of Moreau Local Development Corporation,12/31/2016,No,,,,,,,,,,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2011,No,,,,,,,,,,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2012,No,,,,,,,,,,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2013,,Other,Gold Coast International Film Festival,GREAT NECK,NY,11021,100000.0,04/09/2013,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2013,,Other,Great Neck Arts Center,GREAT NECK,NY,11021,15000.0,04/09/2013,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2013,,Other,Landmark on Main Street,PORT WASHINGTON,NY,11050,15000.0,04/09/2013,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2014,,Other,Gold Coast Arts Center,GREAT NECK,NY,11021,15000.0,05/15/2014,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2014,,Other,Gold Coast International Film Festival,GREAT NECK,NY,11021,100000.0,05/15/2014,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2014,,Other,Helping Enrich The Arts of Port Washington (HEARTS PW),PORT WASHINGTON,NY,11050,2500.0,04/01/2014,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2014,,Other,Landmark on Main Street,PORT WASHINGTON,NY,11050,15000.0,05/15/2014,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2015,,Other,Gold Coast Arts Center,GREAT NECK,NY,11021,15000.0,09/10/2015,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2015,,Other,Helping Enrich The Arts of Port Washington,PORT WASHINGTON,NY,11050,2500.0,03/23/2015,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2015,,Other,Landmark on Main Street,PORT WASHINGTON,NY,11050,15000.0,05/14/2015,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2016,,Other,Gold Coast Arts Center,GREAT NECK,NY,11021,12000.0,03/24/2016,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2016,,Other,Helping Enrich The Arts of Port Washington,PORT WASHINGTON,NY,11050,2000.0,03/24/2017,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2016,,Other,Landmark On Main Street,PORT WASHINGTON,NY,11050,12000.0,03/24/2016,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2016,,Other,Manhasset Chamber of Commerce,MANHASSET,NY,11030,10000.0,01/26/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2016,,Other,Residents for a More Beautiful Port Washington,PORT WASHINGTON,NY,11050,4465.0,01/26/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2017,,Other,Chamber of Commerce of the Willistons,WILLISTON PARK,NY,11596,5535.0,01/31/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2017,,Other,Gold Coast Arts Center,GREAT NECK,NY,11021,12000.0,03/16/2017,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2017,,Other,"Greater Port Washington BID Association, Inc.",PORT WASHINGTON,NY,11050,7110.0,05/04/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2017,,Other,Helping Enrich The Arts of Port Washington,PORT WASHINGTON,NY,11050,2000.0,03/16/2017,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2017,,Other,Landmark On Main Street,PORT WASHINGTON,NY,11050,12000.0,03/16/2017,Marketing and Business Recruitment,No,,
"Ulster County Economic Development Alliance, Inc.",12/31/2013,No,,,,,,,,,,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2017,,Other,Manhasset Chamber of Commerce,MANHASSET,NY,11030,3619.2,01/31/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2017,,Other,Residents For A More Beautiful Port Washington,PORT WASHINGTON,NY,11050,2752.31,01/31/2017,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2018,,Other,Gold Coast Arts Center,GREAT NECK,NY,11021,12000.0,05/08/2018,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2018,,Other,Helping Enrich The Arts of Port Washington,PORT WASHINGTON,NY,11050,2000.0,05/08/2018,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2018,,Other,Landmark on Main Street,PORT WASHINGTON,NY,11050,12000.0,05/08/2018,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2019,,Other,Gold Coast Arts Center,GREAT NECK,NY,11021,12000.0,01/29/2019,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2019,,Other,Great Neck Plaza Business Improvement District,GREAT NECK,NY,11021,5641.25,01/21/2016,Business Expansion/Startup,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2019,,Other,Helping Enrich The Arts of Port Washington,PORT WASHINGTON,NY,11050,2000.0,01/29/2019,Marketing and Business Recruitment,No,,
Town of North Hempstead Business and Tourism Development Corporation,12/31/2019,,Other,Landmark on Main Street,PORT WASHINGTON,NY,11050,12000.0,01/29/2019,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Town of Plattsburgh Local Development Corporation,12/31/2011,,Federal,Haley Lumber,PLATTSBURGH,NY,12901,100000.0,10/28/2010,Business Expansion/Startup,Yes,5.0,6.0
Town of Plattsburgh Local Development Corporation,12/31/2011,,Federal,Schluter SSF,PLATTSBURGH,NY,12901,195000.0,07/15/2010,Business Expansion/Startup,Yes,11.0,15.0
Town of Plattsburgh Local Development Corporation,12/31/2011,,Federal,Schluter Systems UMS,PLATTSBURGH,NY,12901,330000.0,01/13/2010,Business Expansion/Startup,Yes,22.0,15.0
Town of Plattsburgh Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Town of Plattsburgh Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Town of Plattsburgh Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Town of Plattsburgh Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Town of Plattsburgh Local Development Corporation,12/31/2016,No,,,,,,,,,,,
Town of Plattsburgh Local Development Corporation,12/31/2017,No,,,,,,,,,,,
Town of Plattsburgh Local Development Corporation,12/31/2018,No,,,,,,,,,,,
Town of Plattsburgh Local Development Corporation,12/31/2019,No,,,,,,,,,,,
Town of Waterford Capital Resource Corporation,12/31/2014,No,,,,,,,,,,,
Town of Waterford Capital Resource Corporation,12/31/2015,No,,,,,,,,,,,
Town of Waterford Capital Resource Corporation,12/31/2016,No,,,,,,,,,,,
Town of Waterford Capital Resource Corporation,12/31/2017,No,,,,,,,,,,,
Town of Waterford Capital Resource Corporation,12/31/2018,No,,,,,,,,,,,
Town of Wawayanda Local Development Corporation,12/31/2012,No,,,,,,,,,,,
Town of Wawayanda Local Development Corporation,12/31/2013,No,,,,,,,,,,,
Town of Wawayanda Local Development Corporation,12/31/2014,No,,,,,,,,,,,
Town of Wawayanda Local Development Corporation,12/31/2015,No,,,,,,,,,,,
Town of Wawayanda Local Development Corporation,12/31/2016,No,,,,,,,,,,,
Troy Community Land Bank Corporation,12/31/2014,No,,,,,,,,,,,
Troy Community Land Bank Corporation,12/31/2015,No,,,,,,,,,,,
Troy Community Land Bank Corporation,12/31/2016,No,,,,,,,,,,,
Troy Community Land Bank Corporation,12/31/2017,No,,,,,,,,,,,
Troy Community Land Bank Corporation,12/31/2018,No,,,,,,,,,,,
Troy Community Land Bank Corporation,12/31/2019,No,,,,,,,,,,,
Troy Local Development Corporation,12/31/2011,,State,Best Western Franklon Inn,TROY,NY,12180,50000.0,07/01/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2012,,State,Charles Staats (Flovour's Cafe),TROY,NY,12180,18699.0,07/10/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2012,,State,"David Gardell (Angel's of Troy,LLC",TROY,NY,12180,18699.0,09/24/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2012,,State,Kevin Blodgett,TROY,NY,12180,24150.77,10/12/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2012,,State,"Realex, LLC d/b/a Bomber's Burrito Bar",TROY,NY,12180,45173.9,07/10/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,71.0,3.0
Troy Local Development Corporation,12/31/2012,,State,Spirts of Troy,TROY,NY,12180,12500.0,07/10/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
"Ulster County Economic Development Alliance, Inc.",12/31/2014,No,,,,,,,,,,,
Troy Local Development Corporation,12/31/2013,,Other,332 Congress St,TROY,NY,12180,5000.0,10/11/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,Other,Cookie Factory,TROY,NY,12180,10000.0,12/13/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,Other,Dublins,TROY,NY,12180,4700.0,10/11/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,Other,Hot Spot Jamaican American Cuisine,TROY,NY,12180,5000.0,05/10/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,Other,Kenneth L. Stulmaker,LOUDONVILLE,NY,12211,5000.0,10/11/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,Other,Tech Vallety Center of Gravity Inc,TROY,NY,12180,47000.0,05/10/2013,Education/Training (Business Development),No,,
Troy Local Development Corporation,12/31/2013,,Other,Tech Valley Center of Gravity,TROY,NY,12180,3000.0,01/01/2013,Education/Training (Business Development),No,,
Troy Local Development Corporation,12/31/2013,,Other,"Troy Downtown Marina, LLC",AVERILL PARK,NY,12018,61630.0,06/14/2013,Business Expansion/Startup,Yes,3.0,3.0
Troy Local Development Corporation,12/31/2013,,State,Kevin Blogett,TROY,NY,12180,10850.35,03/14/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,State,Realex LLc,TROY,NY,12180,14826.1,03/04/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,State,Spirts of Troy,TROY,NY,12180,6199.0,03/07/2013,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2013,,State,Tech Valley Center of Gravity Inc,TROY,NY,12180,3000.0,01/01/2013,Education/Training (Business Development),No,,
Troy Local Development Corporation,12/31/2014,,Other,Alexander Kikel,TROY,NY,12180,5000.0,06/13/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Allen Patanian,TROY,NY,12180,5000.0,06/13/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Carmine Battuello,TROY,NY,12180,300.0,03/14/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Dave Gardell,TROY,NY,12180,5000.0,04/11/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,David Bryce,TROY,NY,12180,5000.0,10/10/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,John J. Sweeney,TROY,NY,12180,5000.0,06/13/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Lauren Groff,TROY,NY,12180,5000.0,06/13/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Lolly Tai,TROY,NY,12180,5000.0,06/13/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Lolly Tai,TROY,NY,12180,5000.0,06/13/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,MKC Kitchens,TROY,NY,12180,5000.0,09/12/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Massive Mesh,TROY,NY,12180,30000.0,11/14/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Michael Romig & Rashdie Chowdhury,TROY,NY,12180,5000.0,08/08/2014,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Mike Marre (Tom's Floorcovering),TROY,NY,12180,7537.0,05/09/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Phi Gamma Delta,TROY,NY,12180,5000.0,07/11/2014,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Robilee McIntyre,TROY,NY,12180,5000.0,10/03/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Sarah Fish,TROY,NY,12180,5000.0,05/09/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Tim Ballard,TROY,NY,12180,5000.0,06/13/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Tom Rossi,TROY,NY,12180,5000.0,09/12/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Tom Rossi,TROY,NY,12180,5000.0,10/10/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2014,,Other,Troy Community Land Bank,TROY,NY,12180,50000.0,12/12/2014,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
"Ulster County Economic Development Alliance, Inc.",12/31/2015,No,,,,,,,,,,,
Troy Local Development Corporation,12/31/2015,,Other,Alane Hohenberg,TROY,NY,12180,5000.0,07/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Bernice Bornt Ledeboer,TROY,NY,12180,5000.0,07/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Beverly Traa,TROY,NY,12180,5000.0,11/20/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,BocconiCo LLC,TROY,NY,12180,10000.0,04/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,City of Troy - Mariana,TROY,NY,12180,50000.0,04/10/2015,Land Preservation/Resource Conservation/Recreation,No,,
Troy Local Development Corporation,12/31/2015,,Other,"City of Troy, New York",TROY,NY,12180,10000.0,04/10/2015,Education/Training (Business Development),No,,
Troy Local Development Corporation,12/31/2015,,Other,"DP2Lee, LlC",TROY,NY,12180,5000.0,10/09/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Dan Marchese,TROY,NY,12182,5000.0,10/09/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Devito Properties LLC,TROY,NY,12180,5000.0,07/10/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Devito Properties LLC,TROY,NY,12180,5000.0,10/09/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Forty One Property Management,TROY,NY,12182,5000.0,11/20/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Greg Cholakis,TROY,NY,12180,5000.0,10/09/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Hudson Mohawk Gateway,TROY,NY,12180,5000.0,09/11/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Jeanne Steigler,TROY,NY,12180,5000.0,06/12/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Jennifer Krausnick,TROY,NY,12180,5000.0,07/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Jim Martin,TROY,NY,12180,5000.0,09/11/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Jim Martin,TROY,NY,12180,5000.0,09/11/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Joe Scaccia,TROY,NY,12180,5000.0,04/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Kalaya Joseph,TROY,NY,12180,5000.0,06/12/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Kelly Kendall,TROY,NY,12180,5000.0,06/12/2015,Business Expansion/Startup,No,,
Troy Local Development Corporation,12/31/2015,,Other,Louis Caruso Jr,TROY,NY,12180,5000.0,10/09/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Mark Miller,TROY,NY,12180,5000.0,07/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Marvin Fine,TROY,NY,12180,5000.0,10/09/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Mary Manupella,TROY,NY,12182,5000.0,07/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Mary Nicklas,TROY,NY,12180,5000.0,09/11/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Michael Flynn,TROY,NY,12180,5000.0,06/12/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Michael Flynn,TROY,NY,12180,5000.0,06/12/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Michael Flynn,TROY,NY,12180,5000.0,07/10/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Michael Marro,TROY,NY,12182,5000.0,06/12/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Michael Nofal,TROY,NY,12180,5000.0,10/19/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Old Daley Inn Catering,TROY,NY,12180,5000.0,09/11/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,10.0,0.0
Troy Local Development Corporation,12/31/2015,,Other,Paul Rapp,TROY,NY,12180,5000.0,04/10/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Puravida Culinary Group LLC,TROY,NY,12180,5000.0,06/12/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Rensselaer County Regional Chamber of Commerce,TROY,NY,12180,5000.0,09/11/2015,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2015,,Other,"Rice Building 1871, LLC",TROY,NY,12180,5000.0,06/12/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Richard Kiernan,TROY,NY,12180,5000.0,05/08/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Sandra Rouse,TROY,NY,12180,5000.0,09/11/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Steven Bay,TROY,NY,12180,5000.0,07/10/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Susan Dunckel D/B/A The Enchanted City,TROY,NY,12180,10000.0,07/10/2015,Land Preservation/Resource Conservation/Recreation,No,,
Troy Local Development Corporation,12/31/2015,,Other,Tech Valley Center of Gravity,TROY,NY,12180,10000.0,12/11/2015,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2015,,Other,Temple University - Lolly Tai,PHILADELPHIA,PA,19122,10028.0,02/13/2015,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
Troy Local Development Corporation,12/31/2015,,Other,The Daily Grind,TROY,NY,12180,5000.0,09/11/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Tracy Kennedy,TROY,NY,12180,5000.0,06/12/2015,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2015,,Other,Transport Troy/Tap Inc.,TROY,NY,12180,12500.0,09/11/2015,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2015,,Other,Troy BID,TROY,NY,12180,25000.0,09/11/2015,Marketing and Business Recruitment,No,,
Troy Local Development Corporation,12/31/2015,,Other,Vic Christopher,TROY,NY,12180,5000.0,10/09/2015,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,"405 River Street, LLC",TROY,NY,12180,5000.0,09/23/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,0.0
Troy Local Development Corporation,12/31/2016,,Other,Adam Siemiginowski,TROY,NY,12180,5000.0,05/20/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Adam Siemiginowski,TROY,NY,12180,5000.0,08/19/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Arlene Nock,TROY,NY,12180,10000.0,04/22/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Christopher Eastman,TROY,NY,12180,5000.0,09/23/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,City of Troy - River St Fest/Powers Park,TROY,NY,12180,10000.0,02/19/2016,Land Preservation/Resource Conservation/Recreation,No,,
Troy Local Development Corporation,12/31/2016,,Other,City of Troy - Small Business Summit,TROY,NY,12180,5000.0,09/23/2016,Education/Training (Business Development),No,,
Troy Local Development Corporation,12/31/2016,,Other,Cynde London McCoy,TROY,NY,12180,5000.0,09/23/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,David Rounds,TROY,NY,12180,5000.0,04/22/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,"Forty One Property Management, LLC",TROY,NY,12180,5000.0,01/15/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Troy Local Development Corporation,12/31/2016,,Other,Frank Grant,TROY,NY,12180,5000.0,09/23/2016,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
