State Fiscal Year End Date,Operator Name,Total Inspections,Failed Inspections,Operator ID,City,Region
03/31/2017,ALL CORPORATE TRANSPORT INC,4,1,30554,ISLANDIA              ,10
03/31/2017,ALL COUNTY BUS LLC,453,11,3126,YONKERS               ,8
03/31/2017,ALL COUNTY EXPRESS AIR SHUTTLE,21,0,28104,FREEPORT              ,11
03/31/2017,ALL HALLOWS HIGH SCHOOL,6,1,27839,BRONX                 ,8
03/31/2017,ALL INCLUSIVE LIMOUSINE SERVICE INC,1,0,54829,AMITYVILLE            ,10
03/31/2017,ALL ISLAND AIRPORT SERVICE,29,0,3536,WEST HEMPSTEAD        ,10
03/31/2017,"ALL OCCASIONS LIMO SERVICE, INC.",12,0,49923,TROY                  ,1
03/31/2017,ALL POINTS AMBULETTE INC.,1,1,36939,HEWLETT               ,11
03/31/2017,ALL TOWN CENTRAL TRANSPORTATION,31,4,37838,BROOKLYN              ,11
03/31/2017,ALL TRANSIT LLC,252,10,41393,ARVERNE               ,11
03/31/2017,ALL TRANSPORTATION NETWORK INC.,1,0,55411,NEWBURGH              ,8
03/31/2017,ALLCARE AMBULETTE,5,0,48037,SPRING VALLEY         ,8
03/31/2017,ALLEGANY - LIMESTONE C.S.,61,0,6191,ALLEGANY,5
03/31/2017,ALLEGANY CHAPTER NYSARC,8,1,2694,WELLSVILLE            ,4
03/31/2017,"ALLENCARE MEDICAL TRANSPORT, LLC",18,1,50325,BRUSHTON              ,3
03/31/2017,ALLENDALE COLUMBIA SCHOOL,4,0,50244,ROCHESTER             ,4
03/31/2017,ALLIED TRANSIT CORP,214,2,33637,BROOKLYN              ,11
03/31/2017,ALLMEDICAL AMBULETTE INC.,34,0,33680,BROOKLYN              ,11
03/31/2017,"ALLSTATE COACH & LIMO, INC.",1,0,50323,"PLEASANTVILLE, ",11
03/31/2017,"ALLSTATE PRIVATE CAR & LIMO, INC",1,0,54980,BROOKLYN              ,11
03/31/2017,ALLURE TRANSPORTATION INC.,7,0,3665,BROOKLYN              ,11
03/31/2017,ALLWAYS EAST TRANS INC(DUTCHESS CO),51,1,51935,YONKERS               ,8
03/31/2017,ALLWAYS EAST TRANS INC.,254,14,5655,YONKERS               ,8
03/31/2017,"ALLWAYS NORTH TRANSPORTATION, INC",13,0,55198,FISHKILL              ,8
03/31/2017,ALMAZ TRANSPORTATION INC,25,1,27527,BROOKLYN              ,11
03/31/2017,ALPHA LUXURY SPRINTER LIMOUSINE,2,0,53541,LINDENHURST           ,10
03/31/2017,ALPHA VAN LINE,11,0,25276,ELMONT                ,11
03/31/2017,ALPHABETLAND SCHOOL & DAY CAMP,2,0,3538,BELLMORE              ,10
03/31/2017,ALTA MEDICAL TRANSPORTING INC,18,3,43161,BROOKLYN              ,11
03/31/2017,ALTMAR PARISH WILLIAMSTOWN C.S,78,1,2504,PARISH                ,3
03/31/2017,ALVARO POVERDA DBA A.P. TOURS,2,0,49940,FRESH MEADOWS         ,11
03/31/2017,ALWAYS IN STYLE LIMOS INC,7,2,44517,MASSAPEQUA            ,10
03/31/2017,AMAGANSETT U.F.S.D.,14,1,1813,AMAGANSETT            ,10
03/31/2017,AMAZING GRACE MOBILE TRANSPORT_INC.,2,2,54624,POUGHKEEPSIE          ,8
03/31/2017,AMAZING GRACE TRANSPORTATION LLC,24,0,48556,LATHAM                ,1
03/31/2017,AMBULETTE STAR TRANS. INC.,31,1,3447,BROOKLYN              ,11
03/31/2017,AMC CHILD CARE CENTER INC.,2,0,44704,ROOSEVELT             ,10
03/31/2017,AMERICAN AMBULETTE,3,1,6179,LINDENHURST           ,10
03/31/2017,AMERICAN BIOMEDICAL AMBU SERVICE,3,0,3336,BROOKLYN              ,11
03/31/2017,AMERICAN DREAM COACHES INC,7,3,40306,STATEN ISLAND         ,11
03/31/2017,AMERICAN GYMNASTICS,2,1,6183,BEDFORD HILLS         ,8
03/31/2017,AMERICAN LIMOUSINE SERVICE,15,1,28059,SYRACUSE              ,3
03/31/2017,AMERICAN PARTY RIDE INC.,2,0,44998,HICKSVILLE            ,10
03/31/2017,AMERICAN TOURS & TRAVEL INC,19,4,49176,STATEN ISLAND         ,11
03/31/2017,AMERICA'S MEDICAL TRANSPORT,1,0,44267,SYRACUSE              ,3
03/31/2017,AMG TRANSPORTATION INC,64,0,44376,FREEPORT              ,11
03/31/2017,AMITY SHUTTLE,42,0,24491,AMITYVILLE            ,10
03/31/2017,AMSTERDAM COMMUNITY TRANSIT,17,1,1582,AMSTERDAM             ,1
03/31/2017,AMY TRANSPORTATION INC,4,0,51537,GREAT NECK            ,10
03/31/2017,ANABELLA TRANSPORTATION LLC,2,0,33888,MOUNT VERNON          ,8
03/31/2017,ANDERSON CTR. FOR AUTISM,2,0,49378,STAATSBURG            ,8
03/31/2017,ANDES CENTRAL SCHOOL,18,0,2147,ANDES                 ,2
03/31/2017,ANDOVER CENTRAL SCHOOL DISTRICT,20,2,2695,ANDOVER               ,4
03/31/2017,ANDRADE'S LIMO INC,4,0,49392,SOUTH OZONE PARK      ,11
03/31/2017,ANGEL'S TRANSPORTATION,2,0,37805,ELMHURST              ,11
03/31/2017,ANGIE'S LIMO SERVICE LLC,11,3,52000,PATCHOGUE             ,10
03/31/2017,ANITA TRANSPORTATION,5,2,38338,CORONA                ,11
03/31/2017,ANN TRANSPORTATION CORP.,8,0,49898,LAGRANGEVILLE         ,8
03/31/2017,ANNA TRANSPORTATION CORP,2,1,51696,BROOKLYN              ,11
03/31/2017,ANNA'S AIRPORT & LIMO SERVICE INC.,8,0,27532,BREWSTER              ,8
03/31/2017,ANNSUNCHO CONSULTANTS/SUNRISE AMB,14,2,50365,CORTLANDT MANOR       ,8
03/31/2017,ANTNANNZ TRANSPORTATION SERVICES IN,1,0,50467,SPRINGFIELD GARDENS   ,11
03/31/2017,ANYTIME COACH LINES,3,2,54260,AVON                  ,4
03/31/2017,APEX COACH LLC,7,0,44707,BROOKLYN              ,11
03/31/2017,APEX INTERNATIONAL LIMOUSINE INC.,9,1,49363,BROOKLYN              ,11
03/31/2017,APITIUDE ENTERPRISES,3,0,50960,BAYSIDE               ,11
03/31/2017,"APOLLO NY-CITY AMBULETTE, INC",16,1,44378,FLUSHING              ,11
03/31/2017,APPLE COMMUTER INC.,19,4,37707,NEW HIDE PARK         ,11
03/31/2017,APPLE TRANSPORTATION INC,68,2,26716,ROCHESTER             ,4
03/31/2017,"APPLE TRANSPORTATION OF N. Y., INC",6,0,3217,ASTORIA               ,11
03/31/2017,APPROVED TRANSPORTATION SERVICES,78,12,33660,BROOKLYN              ,11
03/31/2017,AQUINAS HIGH SCHOOL,1,1,26347,BRONX                 ,11
03/31/2017,AQUINAS INSTITUTE,3,1,2997,ROCHESTER             ,4
03/31/2017,ARABIAN TRAVEL TRANS CORP,9,1,47977,LONG ISLAND CITY      ,11
03/31/2017,ARC HERKIMER,41,9,2096,HERKIMER              ,2
03/31/2017,ARCHBISHOP MOLLOY HIGH SCHOOL,10,0,25785,BRIERWOOD             ,11
03/31/2017,ARCHBISHOP STEPINAC H.S,18,0,25575,WHITE PLAINS          ,8
03/31/2017,AR-COL TRAVEL ARRANGEMENTS INC,17,1,52612,WEST NEW YORK         ,11
03/31/2017,ARDSLEY BUS LLC,19,3,51152,BRIARCLIFF MANOR      ,8
03/31/2017,ARDSLEY BUS LLC,70,4,48480,YONKERS               ,8
03/31/2017,ARDSLEY UNION FREE SCHOOL DIST,25,0,2839,ARDSLEY               ,8
03/31/2017,ARGYLE CENTRAL SCHOOL,36,1,1450,ARGYLE                ,1
03/31/2017,ARIES TRANSPORTATION SERVICE,234,5,2143,BUFFALO               ,5
03/31/2017,"ARJ TRANSPORTATION, INC",6,0,51701,BROOKLYN              ,11
03/31/2017,ARKPORT CENTRAL SCHOOL DISTRIC,33,2,2697,ARKPORT               ,4
03/31/2017,ARLINGTON CENTRAL SCHOOL,485,13,2809,POUGHKEEPSIE          ,8
03/31/2017,ARMONK LIMOUSINE CAR SERVICE INC.,2,0,49810,ARMONK                ,8
03/31/2017,"AROUND TOWN LIMOUSINE, INC",7,2,47447,ROCHESTER             ,4
03/31/2017,"ARTHUR F. MULLIGAN, INC.",383,46,2644,TILLSON               ,8
03/31/2017,ARTISTE LIMOUSINE SERVICE,4,0,47060,YORKTOWN HEIGHTS      ,11
03/31/2017,ASCONA  AMBULETTE  SERVICE  INC,55,2,24580,BROOKLYN              ,11
03/31/2017,ASIAN EXPRESS TRAVEL INC,16,7,49530,BROOKLYN              ,11
03/31/2017,ASPIRE OF WESTERN NEW YORK INC.,5,1,2086,WEST SENECA           ,5
03/31/2017,ASSISTED TRANSP.OF LONG ISLAND INC.,2,0,51188,SCARSDALE             ,8
03/31/2017,ASSISTED TRANSPORTATION,9,0,51098,SCARSDALE             ,8
03/31/2017,ASSISTED TRANSPORTATION CORP.,7,0,50890,SCARSDALE             ,8
03/31/2017,ASSOCIATED BETHRIVKAH SCH HD START,14,0,29995,BROOKLYN              ,11
03/31/2017,ASTORIA EXPRESS TRANSIT_CORP.,8,2,28296,ASTORIA               ,11
03/31/2017,ASTORIA TRANSPORT CORP.,2,0,53262,WOODSIDE              ,11
03/31/2017,ASTRA TRANSPORTATION CORP.,124,20,3949,YONKERS               ,8
03/31/2017,ATLANTIC AMBULETTE SERVICE INC.,7,1,49374,BALDWIN               ,10
03/31/2017,"ATLAS AMBULETTE,INC.",16,1,41197,FLORAL PARK           ,11
03/31/2017,"ATTICA BUS SERVICE, INC.",77,1,2144,ATTICA                ,4
03/31/2017,ATTICA CENTRAL SCHOOL DISTRICT,15,0,2543,ATTICA                ,4
03/31/2017,AU SABLE VALLEY CENTRAL SCHOOL,85,6,1590,CLINTONVILLE          ,1
03/31/2017,AUBURN ENL. CITY SCHOOL,4,0,2393,AUBURN                ,3
03/31/2017,"AUBURN LIMOUSINES, INC.",31,2,47392,AUBURN                ,3
03/31/2017,AUBURN MEDICAL TRANSPORT CO. INC.,17,2,44899,UNION SPRINGS         ,3
03/31/2017,AVA AMBULETTE CORP.,69,5,25176,FRESH MEADOWS         ,11
03/31/2017,AVERILL PARK CENTRAL SCHOOL,153,0,4021,AVERILL PARK          ,1
03/31/2017,AVOCA CENTRAL SCHOOL DISTRICT,38,1,2898,AVOCA                 ,4
03/31/2017,AVON CENTRAL SCHOOL DISTRICT,35,1,2526,AVON                  ,4
03/31/2017,AVT TRANSPORTATION,3,0,45528,ASTORIA               ,11
03/31/2017,AYR COACH LINES  USA LTD.,10,0,24487,TONAWANDA             ,5
03/31/2017,B & F BUS CO INC.,45,0,52513,BROOKLYN              ,11
03/31/2017,B & F SKILLED INC,123,1,5911,BROOKLYN              ,11
03/31/2017,B AND K EXPRESS TRANSPORTATION,10,1,36992,OZONE PARK            ,11
03/31/2017,B&M AMBULETTE INC.,1,0,54807,POUGHKEEPSIE          ,8
03/31/2017,B.I.V. AMBULETTE,10,1,41419,SPRING VALLEY         ,8
03/31/2017,DEPOSIT CENTRAL SCHOOL,40,0,2151,DEPOSIT               ,2
03/31/2017,BADEN ST SETTLEMNT INC.,2,0,4175,ROCHESTER             ,4
03/31/2017,BAINBRIDGE GUILFORD CS,47,3,2119,BAINBRIDGE            ,2
03/31/2017,BAIS BROCHO,13,0,53045,BROOKLYN              ,11
03/31/2017,BAIS CHAYA ESTHER INC,7,2,42437,BROOKLYN              ,11
03/31/2017,BAIS TRANY OF MONSEY INC GIRLS SCHO,11,0,44006,MONSEY                ,8
03/31/2017,BAIS TZIPORAH,18,0,5283,BROOKLYN              ,11
03/31/2017,BAIS YAAKOV D'CHASSIDEI GUR,18,0,5728,BROOKLYN              ,11
03/31/2017,BAIS YAAKOV F.S. OF ADAS YEREIM,13,0,49994,BROOKLYN              ,11
03/31/2017,BAIS YAKOV YOSSEF LTD,11,0,4561,BROOKLYN              ,11
03/31/2017,BAKER TRANS,3,3,4398,BRONX                 ,11
03/31/2017,BALDWINSVILLE CENTRAL SCHOOL,232,2,2330,BALDWINSVILLE         ,3
03/31/2017,BALLSTON SPA CSD,176,3,1652,BALLSTON SPA          ,1
03/31/2017,BAMBI TRANSPORTATION,6,0,3287,RONKONKOMA            ,11
03/31/2017,BANGS AMBULANCE SERVICE,4,0,4250,ITHACA                ,3
03/31/2017,BANKS LIMOUSINE SERVICES INC.,2,2,50085,TUCKAHOE              ,8
03/31/2017,BANNER INTERNATIONAL CORPORATION,16,2,32897,LAURELTON             ,11
03/31/2017,BARDONIA AMBULETTE,12,3,2718,BARDONIA              ,8
03/31/2017,BARKER CENTRAL SCHOOL,6,0,2073,BARKER                ,5
03/31/2017,"BARRY & FLORENCE FRIEDBERG JCC, INC",14,2,3580,OCEANSIDE             ,10
03/31/2017,"BARUKH MEDICAL TRANSPORTATION, INC",12,0,37791,REGO PARK             ,11
03/31/2017,BAS MIKROH GIRLS SCHOOL,2,0,49675,SPRING VALLEY         ,8
03/31/2017,"BASIS SURA TRANSPORTATION, INC",15,2,23343,BROOKLYN              ,11
03/31/2017,BASIT-N-TARIO AMB SER LTD,35,2,3344,BROOKLYN              ,11
03/31/2017,BATES AMBULETTE,7,0,5484,PORT CHESTER          ,8
03/31/2017,BAUMANN & SONS BUSES INC (COPIAGUE),60,4,20076,RONKONKOMA            ,10
03/31/2017,BAUMANN & SONS BUSES INC.,184,7,1758,RONKONKOMA            ,10
03/31/2017,BAUMANN & SONS BUSES INC. (NPT),108,2,1769,RONKONKOMA            ,10
03/31/2017,BAUMANN AND SONS BUSES INC.(YORK),193,19,23037,YORKTOWN              ,8
03/31/2017,"BAUMANN BUS COMPANY, INC_ OCEANSIDE",424,12,51805,RONKONKOMA            ,10
03/31/2017,BAY RIDGE PREPATORY,2,0,25795,BROOKLYN              ,11
03/31/2017,BAY TERRACE TRANSIT CORP,14,0,3220,PORT WASHINGTON       ,10
03/31/2017,BAYIS ESTER,28,0,42619,BROOKLYN              ,11
03/31/2017,BAYPORT BLUEPOINT UFSD,13,3,1759,BAYPORT               ,10
03/31/2017,BAYVIEW AIRPORT SERVICES INC.,6,2,50874,LARCHMONT             ,8
03/31/2017,BB'S TRANSPORTATION,7,0,5618,ELMHURST              ,11
03/31/2017,BEACON CITY SCHOOL DISTRICT,133,7,2811,BEACON                ,8
03/31/2017,BEAVER RIVER CENTRAL SCHOOL,49,0,2505,BEAVER FALLS          ,3
03/31/2017,BEDERECH TRANSPORTATION LLC,8,0,50873,BROOKLYN              ,11
03/31/2017,"BEDORE TOURS, INC.",30,2,1911,N. TONAWANDA          ,5
03/31/2017,BEEKMANTOWN CENTRAL SCHOOL,86,4,1591,WEST CHAZY            ,1
03/31/2017,BE'ER HAGOLAH,1,0,3674,BROOKLYN              ,11
03/31/2017,BE'ER MIRIAM,6,0,49376,BROOKLYN              ,11
03/31/2017,BEISCHINUCH BEIKVEI HATZION INC.,5,0,6465,BROOKLYN              ,11
03/31/2017,BELFAST CENTRAL SCHOOL DISTRIC,26,1,2698,BELFAST               ,4
03/31/2017,BELLA BUS CORP,103,18,49817,BROOKLYN              ,11
03/31/2017,BELLEVILLE HENDERSON CENTRAL S,33,0,2506,BELLEVILLE            ,3
03/31/2017,BELLINGER MEDICAL TRANSPORT,3,1,49821,LISBON                ,3
03/31/2017,BELLMORE MERRICK CENTRAL HIGH SCH.,17,0,3543,MERRICK               ,10
03/31/2017,BELLMORE UFSD,4,0,3544,BELLMORE              ,10
03/31/2017,BELMONT ARTHUR AVE LDC,2,0,32733,BRONX                 ,11
03/31/2017,BEMUS POINT CENTRAL SCHOOL,39,0,2243,BEMUS POINT           ,5
03/31/2017,"BENI'S LIMOUSINE SERVICE,INC.",2,0,49936,ASTORIA               ,10
03/31/2017,BENJAMIN & SONS LLC.,2,0,51467,DIX HILLS             ,11
03/31/2017,BERHOLD LIMOUSINE,2,1,49907,BRONX                 ,11
03/31/2017,BERLIN CENTRAL SCHOOL,71,4,1666,BERLIN                ,1
03/31/2017,BERMUDA LIMO SERVICE,20,2,3038,BRONX                 ,11
03/31/2017,BERNE KNOX WESTERLO CSD,95,1,1542,BERNE                 ,1
03/31/2017,BEST BUS CHARTER CORP.,12,4,47438,HOPEWELL JUNCTION     ,8
03/31/2017,BEST COMFORT CARE TRANSPORTATION,11,2,42738,SYRACUSE              ,3
03/31/2017,BEST LIMOS SERVICE & WINE TOURS,2,1,52263,CORAM                 ,10
03/31/2017,BEST TRAILS AND TRAVEL CORP,98,3,5853,BROOKLYN              ,11
03/31/2017,BEST WAY AMBULETTE,2,0,48276,BAYPORT               ,10
03/31/2017,BETH CHANA SCHOOL,12,0,5298,BROOKLYN              ,11
03/31/2017,BETH GAVRIEL BURHARIAN CONG.,1,0,49541,FOREST HILLS          ,11
03/31/2017,BETH JACOB DAY SCHOOL,4,0,3675,BROOKLYN              ,11
03/31/2017,BETHEL CHRISTIAN FELLOWSHIP,2,0,49166,ROCHESTER             ,4
03/31/2017,BETHLEHEM CENTRAL SCHOOL,277,3,1456,DELMAR                ,1
03/31/2017,BETHPAGE U.F.S.D.,4,0,1737,BETHPAGE              ,10
03/31/2017,BETTER HOPE TRANSOPORTATION INC,1,0,55402,WAPPINGERS FALLS      ,8
03/31/2017,BETTER OPTIONS FOR LIVABLE TRANSIT,14,0,46969,BOHEMIA               ,10
03/31/2017,BEULAH BAPTIST CHURCH,2,1,5302,POUGHKEEPSIE          ,8
03/31/2017,BEVERLY HILLS LIMO & CORP. COACH IN,24,4,43090,YONKERS`              ,8
03/31/2017,BIG BEN TRANSPORTATION,2,0,52514,REGO PARK             ,11
03/31/2017,BIG BEN TRANSPORTATION INC,5,1,52463,REGO PARK             ,10
03/31/2017,BIG CHIEF SCHOOL & CAMP,15,1,3545,EAST MEADOW           ,10
03/31/2017,BIG M TOURS DBA MCMILLIAN TOURS,1,1,47183,WEST BABYLON          ,10
03/31/2017,BILAL EXPRESS TRANSPORTATION LTD,8,0,26401,BROOKLYN              ,11
03/31/2017,BIRNIE BUS SERVICE INC,484,16,20275,UTICA                 ,2
03/31/2017,BIRNIE BUS SERVICE INC.,13,2,38727,BINGHAMTON            ,2
03/31/2017,BIRNIE BUS SERVICE INC.,47,1,54839,COHOES                ,1
03/31/2017,BIRNIE BUS SERVICE INC.,140,1,20200,EAST SYRACUSE         ,3
03/31/2017,BIRNIE BUS SERVICE INC.,8,1,45399,HAMILTON              ,2
03/31/2017,BIRNIE BUS SERVICE INC.,23,0,2394,PORT BYRON            ,3
03/31/2017,BIRNIE BUS SERVICE INC.,400,10,2177,ROME                  ,2
03/31/2017,BIRNIE BUS SERVICE INC.  (HERKIMER),100,8,54710,HERKIMER              ,2
03/31/2017,BIRNIE BUS SERVICE INC/MADISON,11,2,39001,UTICA                 ,2
03/31/2017,"BIRNIE BUS SERVICE, INC.",71,2,33659,RICHFIELD SPRINGS     ,2
03/31/2017,BIRNIE BUS TOURS INC,56,3,2356,SYRACUSE              ,3
03/31/2017,BIRNIE BUS TOURS INC.,35,1,43578,ROME                  ,2
03/31/2017,BIRNIE TRANSPORTATION SERVICE,102,4,5434,PAINTED POST          ,4
03/31/2017,BISHOP KEARNEY HIGH SCHOOL,1,1,54044,BROOKLYN              ,11
03/31/2017,BISHOP LOUGHLIN MEMORIAL H.S.,5,0,26020,BROOKLYN              ,11
03/31/2017,BISHOP MAGINN HIGH SCHOOL,4,1,39612,ALBANY,1
03/31/2017,BISHOP MCGANN MERCY HIGH SCHOOL,2,0,43019,RIVERHEAD             ,10
03/31/2017,BISHOP TIMON - ST.JUDE HIGH SC,4,0,1919,BUFFALO               ,5
03/31/2017,BLACKSTREET VAN LINES INC,6,0,29993,BROOKLYN              ,11
03/31/2017,BLESSED VIRGIN MARY ACADEMY,2,1,53124,WARNERS               ,3
03/31/2017,BLIND BROOK RYE UNION FREE SD,27,0,2587,PORT CHESTER          ,8
03/31/2017,BLOOM TRANS SERVICES LLC,1,0,55416,BRONX                 ,11
03/31/2017,BLOOMFIELD CENTRAL SCHOOL,53,2,2971,BLOOMFIELD            ,4
03/31/2017,BLOOMINGBURG TRANSPORTATION LLC,4,0,53952,BLOOMINGBURG          ,8
03/31/2017,BLUE CHIP TRANSPORTATION INC.,21,1,26400,SYRACUSE              ,3
03/31/2017,BLUE WATER TOURS INC.,2,1,50290,NIAGARA FALLS         ,5
03/31/2017,BLUELINE COMMUTER INC.,8,1,1594,INDIAN LAKE           ,1
03/31/2017,BLUESTONE LIMO INC,2,0,50675,NEW YORK              ,11
03/31/2017,BMJ EXPRESS CORP,5,1,52072,HICKSVILLE            ,11
03/31/2017,BNOS CHAYA,5,0,51241,BROOKLYN              ,11
03/31/2017,BNOS CHAYIL,12,1,6386,BROOKLYN              ,11
03/31/2017,BNOS ESTHER PAPA,26,5,38290,MONSEY                ,8
03/31/2017,BNOS MALKE BELZ,27,1,5343,BROOKLYN              ,11
03/31/2017,BNOS MENACHEM INC,8,0,27162,BROOKLYN              ,11
03/31/2017,BNOS SQUARE OF WILLIAMSBURG,12,0,41303,BROOKLYN              ,11
03/31/2017,BNOS YAKOV INC,68,6,3677,BROOKLYN              ,11
03/31/2017,BNOS ZION OF BOBOV,25,0,5730,BROOKLYN              ,11
03/31/2017,BOBBY'S BUS CO INC,306,48,5529,OZONE PARK            ,11
03/31/2017,BOBOVER'YESHIVA'BNEI'ZION,28,2,4520,BROOKLYN              ,11
03/31/2017,BOCES #1 MONROE COUNTY,144,2,2560,FAIRPORT              ,4
03/31/2017,BOCES ALLEGANY CATT. CO. (NORT,6,1,1709,ELLICOTTVILLE         ,5
03/31/2017,BOCES ALLEGANY CATT. CO. (SOUTH),4,0,1711,OLEAN                 ,5
03/31/2017,BOCES DUTCHESS COUNTY   .,11,1,1514,POUGHKEEPSIE          ,8
03/31/2017,BOCES EASTERN SUFFOLK,44,1,21057,PATCHOGUE             ,10
03/31/2017,"BOCES FRANKLIN, ESSEX AND HAMI",3,0,2366,MALONE                ,1
03/31/2017,BOCES GENESEE VALLEY (BATAVIA),4,0,2544,BATAVIA               ,4
03/31/2017,BOCES GENESEE VALLEY (LEROY),4,0,2527,LEROY                 ,4
03/31/2017,BOCES GST (COOPERS) C/O BOCES,8,1,2905,ELMIRA                ,4
03/31/2017,BOCES GST(WILDWOOD) C/O BOCES,10,0,2700,ELMIRA                ,4
03/31/2017,BOCES J.L.H.H.O,4,0,25908,WATERTOWN             ,3
03/31/2017,BOCES MADISON ONEIDA,25,0,2234,VERONA                ,2
03/31/2017,BOCES OSWEGO COUNTY,35,0,2349,MEXICO                ,3
03/31/2017,BOCES ROCKLAND BD OF COOP ED.,100,0,2622,WEST ,8
03/31/2017,BOCES SOUTHERN WESTCHESTER,10,0,2589,RYE LAKE              ,8
03/31/2017,BOCES TOMPKINS SENECA TIOGA CO,25,1,2939,ITHACA                ,3
03/31/2017,BOCES ULSTER COUNTY,12,1,2805,NEW PALTZ             ,8
03/31/2017,BOCES WSWHE COUNTIES,22,1,1498,HUDSON FALLS          ,1
03/31/2017,BOLIVAR-RICHBURG CSD,44,1,2701,BOLIVAR               ,4
03/31/2017,BOLTON CENTRAL SCHOOL,22,1,1453,BOLTON LANDING        ,1
03/31/2017,BON VOYAGE LLC.,2,0,53834,FLUSHING              ,11
03/31/2017,BORO PARK YM & YWHA,2,0,54739,BROOKLYN              ,11
03/31/2017,BORO TRANSIT INC.,1428,113,6170,BROOKLYN              ,11
03/31/2017,BOSTON COACH - NEW JERSEY CORP,2,0,50689,ELIZABETH             ,11
03/31/2017,BOSTON DELUXE INC,8,0,43676,MASPETH               ,11
03/31/2017,BOULEVARD VAN CITY & MEDICAL TRANS,2,1,54667,NIAGARA FALLS         ,5
03/31/2017,BQE BUS SERVICE INC,8,2,46671,ELMURST               ,11
03/31/2017,BRADFORD CENTRAL SCHOOL DISTRI,25,2,2911,BRADFORD              ,4
03/31/2017,BREGA TRANSPORT CORP.,270,27,31087,VALLEY COTTAGE        ,8
03/31/2017,BREWSTER CENTRAL SCHOOL,215,4,3031,BREWSTER              ,8
03/31/2017,BRIAN DEVINE DBA DEVINE LIMO,2,2,55172,DERBY                 ,5
03/31/2017,BRIARCLIFF BUS COMPANY,79,7,2591,SCARBOROUGH           ,8
03/31/2017,BRIGHT BEGININGS OF NEW PALTZ INC.,2,0,26653,NEW PALTZ             ,8
03/31/2017,BRIGHT STAR DAY SCHOOL,2,0,3546,OCEANSIDE             ,10
03/31/2017,BRIGHTSIDE ACADEMY,2,0,41399,SO. BRONX             ,11
03/31/2017,BRILLIANT TRANSPORTATION LTD,3,0,48560,BROOKLYN              ,11
03/31/2017,BRITISH TOURS CORP,2,0,50433,BRIARWOOD             ,11
03/31/2017,BRITTONKILL CENTRAL SCHOOL,50,5,1667,TROY                  ,1
03/31/2017,BROADALBIN PERTH CENTRAL SCHOOL,58,0,1579,BROADALBIN            ,1
03/31/2017,BROCKPORT CENTRAL SCHOOL,203,2,2546,BROCKPORT             ,4
03/31/2017,BROCTON CENTRAL SCHOOL,34,2,2247,BROCTON               ,5
03/31/2017,BRONCO BUS CORP.,8,0,5924,YONKERS               ,8
03/31/2017,BRONX BUS CO,5,1,6242,YONKERS               ,8
03/31/2017,BRONX HOUSE JEWISH CENTER,9,0,3954,BRONX                 ,8
03/31/2017,BRONXVILLE U.F.S.D.,2,0,3955,BRONXVILLE            ,8
03/31/2017,BROOKFIELD CENTRAL SCHOOL,30,2,2178,BROOKFIELD            ,2
03/31/2017,BROOKLYN JESUIT PREP,2,1,39945,BROOKLYN              ,11
03/31/2017,BROOKLYN TRANSPORTATION CORP,172,27,33759,BROOKLYN              ,11
03/31/2017,BROOKLYN VAN LINES,4,0,23284,BROOKLYN              ,11
03/31/2017,BROOME DELAWARE TIOGA BOCES,4,0,2256,BINGHAMTON            ,2
03/31/2017,BROTHERS MEDICAL TRANSPORT LLC,6,3,53405,NEWBURGH              ,8
03/31/2017,BROTHERS TRANSPORTATION CORP,1,0,48371,BROOKLYN              ,11
03/31/2017,BROWARD COACH,7,1,46992,ISLAND PARK           ,10
03/31/2017,BROWN BUS SERVICE INC,51,2,28284,AMSTERDAM             ,1
03/31/2017,BROWN COACH INC,53,0,6718,AMSTERDAM             ,1
03/31/2017,"BROWN TRANSPORTATION, INC.",334,0,1580,AMSTERDAM             ,1
03/31/2017,BROWNCROFT DAY CARE CENTER,8,0,2576,ROCHESTER             ,4
03/31/2017,BROWNIN TRANSPORTATION INC,12,0,27814,VALLEY STREAM         ,11
03/31/2017,BROWNS DOUBLE XX EXPRESS LLC,2,0,40573,CLAY                  ,3
03/31/2017,BRUSHTON-MOIRA CS,39,2,2368,BRUSHTON              ,3
03/31/2017,BSD TRANS CORP,9,0,42928,BROOKLYN              ,11
03/31/2017,BUBU TRANSPORTATION INC,4,0,41301,JACKSON HEIGHTS       ,11
03/31/2017,BUFFALO NIAGARA LIMOUSINE MGMT. CO.,13,0,44518,BUFFALO               ,5
03/31/2017,BUFFALO PUBLIC SCHOOLS,6,0,2335,BUFFALO               ,5
03/31/2017,BUFFALO TRANSPORTATION INC.,96,2,36426,BUFFALO               ,5
03/31/2017,BURNT HILLS BALLSTON LAKE CEN. SCH.,148,5,1654,SCOTIA                ,1
03/31/2017,BUS AROUND TOWN CORP,21,3,41398,FARMINGDALE           ,10
03/31/2017,BUS R US TRANSP,27,1,52003,BROOKLYN              ,11
03/31/2017,BUSY BEE'S TRANSPORTATION,3,0,46165,CORONA                ,11
03/31/2017,BUTLER MOTOR TRANSIT,40,3,26779,FAIRVIEW              ,5
03/31/2017,BUTTERFLY KISSES CHILDCARE,2,0,49368,AMHERST               ,5
03/31/2017,BYRAM HILLS CENTRAL SCHOOLS,161,3,2842,ARMONK                ,8
03/31/2017,BYRON-BERGEN CENTRAL SCHOOL,52,4,2547,BERGEN                ,4
