Project Number,Program Name,Project Type,Activity,Contract Amount,Organization,County,Municipality,Current Status,Residential Units - Existing,Residential Units – New,Civic Units - Existing,Civic Units – New,Commercial Units - Existing,Commercial Units – New
20113115,REST,LPA,CNSTR/RHAB,75000,"RICHMOND SENIOR SERVICES, INC.",RICHMOND,NEW YORK CITY,CMPL,24,0,0,0,0,0
20113118,HOME,LPA,CNSTR/RHAB,507300,"NEIGHBORS OF WATERTOWN, INC.",JEFFERSON,WATERTOWN,CMPL,21,0,0,0,0,0
20113120,ACSS,LPA,CNSTR/RHAB,300000,MARGERT COMMUNITY CORP.,QUEENS,NEW YORK CITY,CMPL,17,0,0,0,0,0
20113128,REST,LPA,CNSTR/RHAB,75000,"FIRST WARD ACTION COUNCIL, INC.",BROOME,MULTI-MUNI,CMPL,12,0,0,0,0,0
20113130,HOME,LPA,CNSTR/RHAB,300000,"FIRST WARD ACTION COUNCIL, INC.",BROOME,MULTI-MUNI,CMPL,14,0,0,0,0,0
20113141,REST,LPA,CNSTR/RHAB,75000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,17,0,0,0,0,0
20113146,HOME,LPA,MTGE ASST,390000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,13,0,0,0,0,0
20113149,HOME,LPA,CNSTR/RHAB,400000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,18,0,0,0,0,0
20113151,HOME,LPA,CNSTR/RHAB,262181,TOWN OF FORT EDWARD,WASHINGTON,FORT EDWARD,CMPL,21,0,0,0,0,0
20113154,HOME,LPA,MTGE ASST,313220,CITY OF KINGSTON,ULSTER,KINGSTON,CMPL,12,0,0,0,0,0
20113155,HOME,LPA,CNSTR/RHAB,278400,"RUPCO, INC.",ULSTER,MULTI-MUNI,CMPL,10,0,0,0,0,0
20113160,HOME,LPA,CNSTR/RHAB,400000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,24,0,0,0,0,0
20113166,HOME,LPA,MTGE ASST,960000,"HOME HEADQUARTERS, INC.",ONONDAGA,SYRACUSE,CMPL,12,9,0,0,0,0
20113167,ACSS,LPA,CNSTR/RHAB,300000,ONONDAGA COUNTY COMMUNITY DEVELOPMENT,ONONDAGA,MULTI-MUNI,CMPL,28,0,0,0,0,0
20113168,HOME,LPA,CNSTR/RHAB,485503,SOUTH END IMPROVEMENT CORP.,ALBANY,ALBANY,CMPL,17,0,0,0,0,0
20113173,HOME,LPA,CNSTR/RHAB,0,"THE EMPIRE HOUSING CENTER, INC.",MULTI-COUNTY,,INA,8,0,0,0,0,0
20113176,HOME,LPA,CNSTR/RHAB,219951,"M-ARK PROJECT, INC.",DELAWARE,MULTI-MUNI,CMPL,13,0,0,0,0,0
20113177,NYMS,LPA,CNSTR/RHAB,194129,TOWN OF PRATTSVILLE,GREENE,PRATTSVILLE,CONT,0,0,0,0,6,0
20113178,NYMS,LPA,CNSTR/RHAB,361000,"M-ARK PROJECT, INC.",DELAWARE,ROXBURY,CMPL,2,0,3,0,9,0
20113180,REST,LPA,CNSTR/RHAB,75000,CITY OF GLENS FALLS,WARREN,GLENS FALLS,CMPL,9,0,0,0,0,0
20113181,REST,LPA,CNSTR/RHAB,75000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",HERKIMER,MULTI-MUNI,CMPL,15,0,0,0,0,0
20113182,REST,LPA,CNSTR/RHAB,75000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",ONEIDA,MULTI-MUNI,CMPL,14,0,0,0,0,0
20113193,NYMS,LPA,CNSTR/RHAB,449994,CITY OF BATAVIA,GENESEE,BATAVIA,CMPL,9,0,0,0,26,0
20113200,NYMS,LPA,CNSTR/RHAB,251300,"LOCKPORT MAIN STREET, INC.",NIAGARA,LOCKPORT,CMPL,3,0,1,0,6,0
20113203,REST,LPA,CNSTR/RHAB,75000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,20,0,0,0,0,0
20113205,ACSS,LPA,CNSTR/RHAB,300000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,22,0,0,0,0,0
20113206,ACSS,LPA,CNSTR/RHAB,249111,"NYSARC, INC. WARREN WASHINGTON COUNTIES CHAPTER",MULTI-COUNTY,,CMPL,15,0,0,0,0,0
20113208,ACSS,LPA,CNSTR/RHAB,299550,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,22,0,0,0,0,0
20113209,REST,LPA,CNSTR/RHAB,75000,ONONDAGA COUNTY COMMUNITY DEVELOPMENT,ONONDAGA,MULTI-MUNI,CMPL,13,0,0,0,0,0
20113213,NYMS,LPA,CNSTR/RHAB,498924,TOWN OF WARSAW,WYOMING,WARSAW,CMPL,26,0,0,0,19,0
20113214,HOME,LPA,CNSTR/RHAB,284465,VILLAGE OF CORINTH,SARATOGA,CORINTH,CMPL,18,0,0,0,0,0
20113218,ACSS,LPA,CNSTR/RHAB,237500,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,35,0,0,0,0,0
20113221,HOME,LPA,CNSTR/RHAB,276336,VILLAGE OF BALLSTON SPA,SARATOGA,MULTI-MUNI,CMPL,19,0,0,0,0,0
20113232,ACSS,LPA,CNSTR/RHAB,249496,"HAMASPIK OF ROCKLAND COUNTY, INC.",ROCKLAND,RAMAPO,CMPL,14,0,0,0,0,0
20113234,ACSS,LPA,CNSTR/RHAB,245913,HAMASPIK OF ORANGE COUNTY,ORANGE,MULTI-MUNI,CMPL,14,0,0,0,0,0
20113243,HOME,LPA,CNSTR/RHAB,500000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MONROE,MULTI-MUNI,CMPL,27,0,0,0,0,0
20113244,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",CHEMUNG,MULTI-MUNI,CMPL,20,0,0,0,0,0
20113247,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",SENECA,MULTI-MUNI,CMPL,16,0,0,0,0,0
20113248,HOME,LPA,CNSTR/RHAB,500000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",STEUBEN,MULTI-MUNI,CMPL,21,0,0,0,0,0
20113250,HOME,LPA,CNSTR/RHAB,346477,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",TOMPKINS,MULTI-MUNI,CMPL,14,0,0,0,0,0
20113252,HOME,LPA,CNSTR/RHAB,353824,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",YATES,MULTI-MUNI,CMPL,14,0,0,0,0,0
20113253,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",CAYUGA,MULTI-MUNI,CMPL,15,0,0,0,0,0
20113255,NYMS,LPA,CNSTR/RHAB,457000,VILLAGE OF JOHNSON CITY,BROOME,JOHNSON CITY,CMPL,19,0,0,0,11,0
20113258,ACSS,LPA,CNSTR/RHAB,120493,"ARISE CHILD AND FAMILY SERVICE, INC.",ONONDAGA,SYRACUSE,CMPL,9,0,0,0,0,0
20113259,HOME,LPA,CNSTR/RHAB,288122,"HEART OF THE CITY NEIGHBORHOODS, INC.",ERIE,BUFFALO,CMPL,22,0,0,0,0,0
20113264,NYMS,LPA,CNSTR/RHAB,362366,TOWN OF ALBION,ORLEANS,ALBION,CMPL,0,0,1,0,27,0
20113265,NYMS,LPA,CNSTR/RHAB,500000,COMMUNITY PROGRESS INC.,SCHUYLER,WATKINS GLEN,CMPL,8,0,0,0,6,0
20113272,ACSS,LPA,CNSTR/RHAB,250000,HAMASPIK OF KINGS COUNTY,NYC,NEW YORK CITY,CMPL,24,0,0,0,0,0
20113276,HOME,LPA,CNSTR/RHAB,500000,"OPPORTUNITIES FOR CHENANGO, INC.",CHENANGO,MULTI-MUNI,CMPL,24,0,0,0,0,0
20113278,REST,LPA,CNSTR/RHAB,75000,"GALVAN HOUSING RESOURCES, INC.           .",COLUMBIA,MULTI-MUNI,CMPL,21,0,0,0,0,0
20113280,ACSS,LPA,CNSTR/RHAB,250000,"OPPORTUNITIES FOR CHENANGO, INC.",CHENANGO,MULTI-MUNI,CMPL,11,0,0,0,0,0
20113281,REST,LPA,CNSTR/RHAB,75000,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,MULTI-MUNI,CMPL,19,0,0,0,0,0
20113282,NYMS,LPA,CNSTR/RHAB,410000,VILLAGE OF GENESEO,LIVINGSTON,GENESEO,CMPL,7,0,0,0,24,0
20113284,HOME,LPA,CNSTR/RHAB,445314,RURAL REVITALIZATION CORP.,CATTARAUGUS,MULTI-MUNI,CMPL,14,0,0,0,0,0
20113292,NYMS,LPA,CNSTR/RHAB,110069,VILLAGE OF HUNTER,GREENE,HUNTER,CONT,12,0,1,0,12,0
20113295,NYMS,LPA,CNSTR/RHAB,193817,TOWN OF AMENIA,DUTCHESS,AMENIA,CONT,4,0,1,0,3,0
20113303,ACSS,LPA,CNSTR/RHAB,200000,"MARKETVIEW HEIGHTS ASSOCIATION, INC.",MONROE,ROCHESTER,CMPL,10,0,0,0,0,0
20113307,HOME,LPA,MTGE ASST,300000,SCAP D/B/A ARBOR HOUSING & DEVELOPMENT,MULTI-COUNTY,,CMPL,5,0,0,0,0,0
20113308,HOME,LPA,CNSTR/RHAB,309738,"WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.",ERIE,BUFFALO,CMPL,15,0,0,0,0,0
20113313,NYMS,LPA,CNSTR/RHAB,500000,MYRTLE AVENUE REVITALIZATION PROJECT LDC,KINGS,NEW YORK CITY,CMPL,0,0,0,0,14,0
20113316,NYMS,LPA,CNSTR/RHAB,170492,VILLAGE OF ADDISON,STEUBEN,ADDISON,CMPL,4,0,1,0,3,0
20113319,NYMS,LPA,CNSTR/RHAB,337170,"WALDEN COMMUNITY COUNCIL, INC.",ORANGE,WALDEN,CMPL,2,0,0,0,15,0
20113328,HOME,LPA,CNSTR/RHAB,324000,HOMEFRONT DEVELOPMENT CORP.,WASHINGTON,MULTI-MUNI,CMPL,12,0,0,0,0,0
20113336,HOME,LPA,MTGE ASST,500000,RURAL HOUSING OPPORTUNITIES CORPORATION,MULTI-COUNTY,,CMPL,22,1,0,0,0,0
20113342,ACSS,LPA,CNSTR/RHAB,300000,"RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.",KINGS,NEW YORK CITY,CMPL,13,0,0,0,0,0
20113343,HOME,LPA,CNSTR/RHAB,300000,"GALVAN HOUSING RESOURCES, INC.           .",COLUMBIA,MULTI-MUNI,CMPL,14,0,0,0,0,0
20113344,REST,LPA,CNSTR/RHAB,74978,"RIDGEWOOD BUSHWICK SENIOR CITIZENS COUNCIL, INC.",KINGS,NEW YORK CITY,CMPL,10,0,0,0,0,0
20113345,ACSS,LPA,CNSTR/RHAB,250000,REBUILDING TOGETHER NYC,NYC,NEW YORK CITY,CMPL,20,0,0,0,0,0
20113346,NYMS,LPA,CNSTR/RHAB,250000,DOWNTOWN ALBANY RESTORATION PROGRAM,ALBANY,ALBANY,CMPL,7,0,0,0,1,0
20113348,NYMS,LPA,CNSTR/RHAB,500000,"DOWNTOWN NEW ROCHELLE BID MANAGEMENT ASSOCIATION, INC.",WESTCHESTER,NEW ROCHELLE,CONT,0,0,0,0,54,0
20113352,NYMS,LPA,CNSTR/RHAB,500000,VILLAGE/TOWN OF EAST ROCHESTER,MONROE,EAST ROCHESTER,CMPL,20,0,0,0,49,0
20113354,HOME,LPA,CNSTR/RHAB,500000,SCAP D/B/A ARBOR HOUSING & DEVELOPMENT,ALLEGANY,MULTI-MUNI,CONT,25,0,0,0,0,0
20113359,NYMS,LPA,CNSTR/RHAB,500000,"BUFFALO PLACE, INC.",ERIE,BUFFALO,CONT,0,0,5,0,58,0
20113386,HOME,LPA,CNSTR/RHAB,400000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,17,0,0,0,0,0
20113394,NYMS,LPA,CNSTR/RHAB,459500,TOWN OF SENECA FALLS,SENECA,SENECA FALLS,CMPL,5,0,0,0,7,0
20113397,REST,LPA,CNSTR/RHAB,75000,"COMMUNITY ACTION OF ORLEANS AND GENESEE, INC.",GENESEE,MULTI-MUNI,CMPL,16,0,0,0,0,0
20113405,NYMS,LPA,CNSTR/RHAB,383469,OYSTER BAY MAIN STREET ASSOCIATION,NASSAU,OYSTER BAY,CONT,19,0,0,0,14,0
20113414,NYMS,LPA,CNSTR/RHAB,255000,VILLAGE OF FRANKLIN,DELAWARE,FRANKLIN,CONT,8,0,1,0,6,0
20113416,HOME,LPA,CNSTR/RHAB,300000,RURAL HOUSING OPPORTUNITIES CORPORATION,MULTI-COUNTY,,CMPL,6,0,0,0,0,0
20120008,NYMS,LPA,CNSTR/RHAB,270470,COUNTY OF ULSTER,ULSTER,MULTI-MUNI,CONT,42,0,0,0,0,0
20120137,UI  ,LPA,CNSTR/RHAB,200000,"YWCA OF ROCHESTER AND MONROE COUNTY, INC.",MONROE,ROCHESTER,CMPL,96,0,1,0,1,0
20120144,RARP,LPA,CNSTR/RHAB,0,"CENTER FOR THE ARTS OF HOMER, INC.",CORTLAND,HOMER,INA,0,0,0,0,0,0
20120147,RARP,LPA,CNSTR/RHAB,0,"SNOW BELT HOUSING COMPANY, INC.",LEWIS,LOWVILLE,INA,0,0,0,0,0,0
20120150,NYMS,LPA,CNSTR/RHAB,245000,CITY OF LITTLE FALLS,HERKIMER,LITTLE FALLS,CONT,10,0,0,0,3,0
20120151,NYMS,LPA,CNSTR/RHAB,181329,CENTER STATE CORPORATION FOR ECONOMIC OPPORTUNITY,ONONDAGA,SYRACUSE,CMPL,0,0,1,0,7,0
20120152,NYMS,LPA,CNSTR/RHAB,249643,VILLAGE OF SPRINGVILLE,ERIE,SPRINGVILLE,CMPL,1,0,0,0,15,0
20120155,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF FAIR HAVEN,CAYUGA,FAIR HAVEN,CONT,6,0,0,0,8,0
20120161,RARP,LPA,CNSTR/RHAB,172500,"SPRINGVILLE CENTER FOR THE ARTS, INC.",ERIE,SPRINGVILLE,CMPL,0,0,1,0,0,0
20120163,RARP,LPA,CNSTR/RHAB,177960,"SPRINGVILLE CENTER FOR THE ARTS, INC.",ERIE,SPRINGVILLE,CMPL,0,0,0,0,1,0
20120166,UI  ,LPA,CNSTR/RHAB,180000,"COOPER SQUARE CD COMMITTEE & BUSINESSMEN'S ASSOCIATION, INC.",NEW YORK,NEW YORK CITY,CMPL,0,0,0,0,1,0
20120168,UI  ,LPA,CNSTR/RHAB,200000,PATHSTONE DEVELOPMENT CORPORATION,MONROE,ROCHESTER,CMPL,4,0,0,0,0,0
20120170,NYMS,LPA,CNSTR/RHAB,172500,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",SCHOHARIE,JEFFERSON,CONT,0,0,2,0,0,0
20120171,RARP,LPA,CNSTR/RHAB,66925,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",SCHOHARIE,JEFFERSON,CONT,0,0,0,0,1,0
20120178,UI  ,LPA,CNSTR/RHAB,110365,"NEAR WESTSIDE NEIGHBORHOOD ASSOCIATION, INC.",CHEMUNG,ELMIRA,CMPL,2,0,0,0,1,0
20120180,UI  ,LPA,CNSTR/RHAB,200000,"BUFFALO NEIGHBORHOOD STABILIZATION CO., INC.",ERIE,BUFFALO,CMPL,3,0,0,0,2,0
20120188,RARP,LPA,CNSTR/RHAB,200000,HAMBURG DEVELOPMENT CORP.,ERIE,HAMBURG,CMPL,0,0,0,0,3,0
20120190,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF NUNDA,LIVINGSTON,NUNDA,CMPL,7,0,0,0,13,0
20120192,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF AVON,LIVINGSTON,AVON,CMPL,12,0,0,0,11,0
20120193,NYMS,LPA,CNSTR/RHAB,220000,CITY OF CORTLAND,CORTLAND,CORTLAND,CONT,1,0,0,0,6,0
20120194,RARP,LPA,CNSTR/RHAB,200000,"KEUKA HOUSING COUNCIL, INC.",YATES,DUNDEE,CMPL,2,0,0,0,4,0
20120201,UI  ,LPA,CNSTR/RHAB,134178,"TAP, INC.",RENSSELAER,TROY,CMPL,7,0,0,0,0,0
20120207,RARP,LPA,CNSTR/RHAB,100000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,WINDHAM,CMPL,12,0,0,0,0,0
20120212,UI  ,LPA,CNSTR/RHAB,158035,"YWCA OF THE NIAGARA FRONTIER, INC.",NIAGARA,LOCKPORT,CMPL,0,0,0,0,1,0
20120213,NYMS,LPA,CNSTR/RHAB,244632,"PATCHOGUE BUSINESS IMPROVEMENT MANAGEMENT ASSOCIATION, INC.",SUFFOLK,PATCHOGUE,CMPL,0,0,0,0,11,0
20120216,NYMS,LPA,CNSTR/RHAB,250000,DEVELOPMENT CHENANGO CORPORATION,CHENANGO,NEW BERLIN,CONT,8,0,0,0,8,0
20120218,NYMS,LPA,CNSTR/RHAB,244224,CITY OF DUNKIRK,CHAUTAUQUA,DUNKIRK,CMPL,11,0,0,0,4,0
20120219,NYMS,LPA,CNSTR/RHAB,226999,BINGHAMTON LOCAL DEVELOPMENT CORP.,BROOME,BINGHAMTON,CMPL,4,0,0,0,6,0
20120220,NYMS,LPA,CNSTR/RHAB,235265,VILLAGE OF WATERVILLE,ONEIDA,MULTI-MUNI,CMPL,0,0,0,0,10,0
20120221,RARP,LPA,CNSTR/RHAB,200000,CORTLAND DOWNTOWN PARTNERSHIP,CORTLAND,CORTLAND,CONT,0,0,1,0,1,0
20120227,NYMS,LPA,CNSTR/RHAB,237827,CITY OF ROME,ONEIDA,ROME,CMPL,2,0,1,0,9,0
20120236,RARP,LPA,CNSTR/RHAB,200000,CAPE VINCENT IMPROVEMENT LEAGUE,JEFFERSON,CAPE VINCENT,CMPL,0,3,0,0,2,0
20120238,UI  ,LPA,CNSTR/RHAB,200000,"SOUTHERN TIER ECONOMIC GROWTH, INC.",CHEMUNG,ELMIRA,CONT,4,0,0,0,2,0
20120240,RARP,LPA,CNSTR/RHAB,200000,CARTHAGE INDUSTRIAL DEVELOPMENT CORP.,JEFFERSON,CARTHAGE,CMPL,2,0,0,0,2,0
20120241,RARP,LPA,CNSTR/RHAB,200000,HOWLAND STONE STORE MUSEUM,CAYUGA,SCIPIO,CMPL,0,0,1,0,0,0
20120242,NYMS,LPA,CNSTR/RHAB,87797,CHAUTAUQUA OPPORTUNITIES INC.,CHAUTAUQUA,WESTFIELD,CMPL,0,0,0,0,4,0
20120250,NYMS,LPA,CNSTR/RHAB,200000,VICTOR LOCAL DEVELOPMENT CORPORATION,ONTARIO,VICTOR,CONT,10,0,0,0,15,0
20120256,RARP,LPA,CNSTR/RHAB,200000,"KIRKSIDE OF ROXBURY, INC.",DELAWARE,ROXBURY,CMPL,0,0,1,0,0,0
20120257,RARP,LPA,CNSTR/RHAB,179394,"M-ARK PROJECT, INC.",DELAWARE,FLEISCHMANNS,CONT,0,0,0,0,3,0
20120259,RARP,LPA,CNSTR/RHAB,40251,SCHUYLER COUNTY PARTNERSHIP FOR ECONOMIC DEVELOPMENT,SCHUYLER,ODESSA,CMPL,2,0,0,0,0,0
20120261,RARP,LPA,CNSTR/RHAB,0,SCHUYLER COUNTY PARTNERSHIP FOR ECONOMIC DEVELOPMENT,SCHUYLER,BURDETT,INA,0,0,0,0,0,0
20120262,RARP,LPA,CNSTR/RHAB,146814,SCHUYLER COUNTY PARTNERSHIP FOR ECONOMIC DEVELOPMENT,SCHUYLER,WATKINS GLEN,CMPL,3,0,0,0,3,0
20120263,RARP,LPA,CNSTR/RHAB,62723,"INDIAN LAKE THEATER, INC.",HAMILTON,INDIAN LAKE,CMPL,0,0,2,0,1,0
20120269,NYMS,LPA,CNSTR/RHAB,83262,BUSINESS DEVELOPMENT CORPORATION FOR A GREATER MASSENA (BDC),ST LAWRENCE,MASSENA,CMPL,0,0,0,0,4,0
20120271,NYMS,LPA,CNSTR/RHAB,250000,TOWN OF RIVERHEAD,SUFFOLK,RIVERHEAD,CONT,45,0,0,0,6,0
20120272,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF HOLLEY,ORLEANS,HOLLEY,CMPL,10,0,0,0,10,0
20133151,HOME,LPA,MTGE ASST,350000,CITY OF KINGSTON,ULSTER,KINGSTON,CONT,10,0,0,0,0,0
20120275,RARP,LPA,CNSTR/RHAB,200000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,PRATTSVILLE,CMPL,4,0,0,0,0,0
20120277,UI  ,LPA,CNSTR/RHAB,160931,DOWNTOWN BROOKLYN PARTNERSHIP,KINGS,NEW YORK CITY,CMPL,0,0,0,0,15,0
20120279,NYMS,LPA,CNSTR/RHAB,250000,PEEKSKILL FACILITIES DEVELOPMENT CORPORATION,WESTCHESTER,PEEKSKILL,CONT,6,0,0,0,14,0
20120280,UI  ,LPA,CNSTR/RHAB,150000,"INDEPENDENT LIVING CENTER OF THE HUDSON VALLEY, INC.",RENSSELAER,TROY,CMPL,0,0,0,0,1,0
20120283,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF MARATHON,CORTLAND,MARATHON,CONT,9,0,1,0,6,0
20120284,UI  ,LPA,CNSTR/RHAB,200000,"HOUSING VISIONS CONSULTANTS, INC.",ALBANY,ALBANY,CMPL,0,0,0,0,3,0
20120285,NYMS,LPA,CNSTR/RHAB,250000,"HUDSON RIVER HOUSING, INC.",DUTCHESS,POUGHKEEPSIE,CONT,16,0,0,0,3,0
20120286,UI  ,LPA,CNSTR/RHAB,200000,"HUDSON RIVER HOUSING, INC.",DUTCHESS,POUGHKEEPSIE,CMPL,15,0,0,0,0,0
20120290,UI  ,LPA,CNSTR/RHAB,199184,CAPITALIZE ALBANY CORPORATION,ALBANY,ALBANY,CMPL,9,0,0,0,0,0
20120292,UI  ,LPA,CNSTR/RHAB,200000,"SOUTH WEDGE PLANNING COMMITTEE, INC.",MONROE,ROCHESTER,CMPL,0,0,1,0,0,0
20120293,UI  ,LPA,CNSTR/RHAB,158506,"SOUTH WEDGE PLANNING COMMITTEE, INC.",MONROE,ROCHESTER,CMPL,0,0,1,0,0,0
20120298,UI  ,LPA,CNSTR/RHAB,200000,"UNITY HOUSE OF TROY, INC.",RENSSELAER,TROY,CMPL,0,0,0,0,1,0
20120300,RARP,LPA,CNSTR/RHAB,200000,"GOODWILL THEATRE, INC.",BROOME,JOHNSON CITY,CMPL,0,0,2,0,0,0
20120301,UI  ,LPA,CNSTR/RHAB,200000,NEWBURGH COMMUNITY LAND BANK,ORANGE,NEWBURGH,CONT,0,0,0,0,2,0
20120304,NYMS,LPA,CNSTR/RHAB,250000,COUNTY OF TIOGA,TIOGA,NICHOLS,CMPL,5,0,0,0,7,0
20120305,UI  ,LPA,CNSTR/RHAB,200000,"COMMUNITY FOUNDATION FOR GREATER BUFFALO, INC.",ERIE,BUFFALO,CONT,2,0,0,0,0,0
20120306,RARP,LPA,CNSTR/RHAB,200000,CORNELL COOPERATIVE EXTENSION OF MADISON COUNTY,MADISON,CANASTOTA,CMPL,0,0,0,0,1,0
20120308,NYMS,LPA,CNSTR/RHAB,250000,CORNING INTOWN DISTRICT MANAGEMENT ASSOCIATION,STEUBEN,CORNING,CMPL,0,0,0,0,5,0
20120316,RARP,LPA,CNSTR/RHAB,200000,COMMUNITY SERVICES PROGRAMS INC.,DUTCHESS,WAPPINGERS FALLS,CMPL,7,0,0,0,1,0
20120330,NYMS,LPA,CNSTR/RHAB,250000,DOWNTOWN ITHACA ALLIANCE,TOMPKINS,ITHACA,CMPL,5,0,0,0,4,0
20120336,RARP,LPA,CNSTR/RHAB,150000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,PORT HENRY,CMPL,2,0,0,0,0,0
20120339,NYMS,LPA,CNSTR/RHAB,250000,VILLAGE OF ATTICA,WYOMING,ATTICA,CMPL,4,0,0,0,7,0
20120356,RARP,LPA,CNSTR/RHAB,200000,"ST LAWRENCE COUNTY HOUSING COUNCIL, INC.",ST LAWRENCE,CANTON,CONT,2,0,0,0,2,0
20123003,ACSS,LPA,CNSTR/RHAB,150000,"REBUILDING TOGETHER SARATOGA COUNTY, INC.",SARATOGA,MULTI-MUNI,CMPL,31,0,0,0,0,0
20123005,ACSS,LPA,CNSTR/RHAB,149505,SARATOGA COUNTY RURAL PRESERVATION CO.,MULTI-COUNTY,,CMPL,9,0,0,0,0,0
20123008,REST,LPA,CNSTR/RHAB,50000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,12,0,0,0,0,0
20123013,ACSS,LPA,CNSTR/RHAB,107087,"WESTCHESTER RESIDENTIAL OPPORTUNITIES, INC.",WESTCHESTER,MULTI-MUNI,CMPL,6,0,0,0,0,0
20123014,HOME,LPA,CNSTR/RHAB,170678,VILLAGE OF VICTORY,SARATOGA,VICTORY,CMPL,7,0,0,0,0,0
20123016,ACSS,LPA,CNSTR/RHAB,54933,"STONELEIGH HOUSING, INC.",MADISON,MULTI-MUNI,CMPL,4,0,0,0,0,0
20123019,ACSS,LPA,CNSTR/RHAB,88750,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",MULTI-COUNTY,,CMPL,13,0,0,0,0,0
20123025,REST,LPA,CNSTR/RHAB,50000,"PRIDE OF TICONDEROGA, INC.",WASHINGTON,MULTI-MUNI,CMPL,10,0,0,0,0,0
20123029,ACSS,LPA,CNSTR/RHAB,150000,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",MULTI-COUNTY,,CMPL,8,0,0,0,0,0
20123030,ACSS,LPA,CNSTR/RHAB,112718,RENSSELAER COUNTY HOUSING RESOURCES,RENSSELAER,MULTI-MUNI,CMPL,8,0,0,0,0,0
20123031,ACSS,LPA,CNSTR/RHAB,150000,BETTER HOUSING FOR TOMPKINS COUNTY INC.,TOMPKINS,MULTI-MUNI,CMPL,12,0,0,0,0,0
20123034,ACSS,LPA,CNSTR/RHAB,150000,SCAP D/B/A ARBOR HOUSING & DEVELOPMENT,STEUBEN,MULTI-MUNI,CMPL,17,0,0,0,0,0
20123035,REST,LPA,CNSTR/RHAB,50000,NEIGHBORHOOD HOUSING SERVICES OF NORTHERN QUEENS,QUEENS,NEW YORK CITY,CMPL,12,0,0,0,0,0
20123036,HOME,LPA,CNSTR/RHAB,318613,TOWN OF SARATOGA,SARATOGA,SARATOGA,CMPL,10,0,0,0,0,0
20123038,HOME,LPA,CNSTR/RHAB,230723,RENSSELAER COUNTY HOUSING RESOURCES,RENSSELAER,MULTI-MUNI,CMPL,11,0,0,0,0,0
20123040,HOME,LPA,CNSTR/RHAB,384117,"WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.",MULTI-COUNTY,,CMPL,13,0,0,0,0,0
20123043,ACSS,LPA,CNSTR/RHAB,150000,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC",NYC,NEW YORK CITY,CMPL,10,0,0,0,0,0
20123047,REST,LPA,CNSTR/RHAB,25000,VILLAGE OF SPRING VALLEY,ROCKLAND,MULTI-MUNI,CMPL,4,0,0,0,0,0
