Authority Name,Fiscal Year End Date,Bonds,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Amount Issued,Date Issued,Interest Rate,Expected Year Retired,Principal Retired During Year,Principal Retired at Start of Fiscal Year,Amount Outstanding,Bond Purpose,New Jobs,Jobs Planned,Jobs Created,Fully Retired
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2014,?,St Lawrence University (CDC-2012-03A),CANTON,NY,13617.0,4.018E7,12/19/2012,4.0,2043.0,0.0,0.0,4.018E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2014,?,St. Lawrence University (CDC-2012-03B),CANTON,NY,13617.0,4265000.0,12/19/2012,2.75,2021.0,0.0,0.0,4265000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2014,?,Canton-Potsdam Hospital,POTSDAM,NY,13676.0,8015000.0,08/30/2010,2.67,2036.0,715000.0,1974585.0,5325415.0,Business Expansion/Startup,Yes,6.0,5.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2014,?,Canton-Potsdam Hospital Foundation,POTSDAM,NY,13676.0,3585000.0,08/30/2010,2.67,2036.0,120000.0,280000.0,3185000.0,Business Expansion/Startup,Yes,18.0,29.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2014,?,Clarkson University Moore House,POTSDAM,NY,13676.0,1.464E7,07/28/2011,2.67,2042.0,5717.0,5717.0,1.4628566E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2014,?,Canton-Potsdsam Hospital,POTSDAM,NY,13676.0,9625000.0,08/30/2010,2.67,2036.0,420000.0,1290000.0,7915000.0,Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer),Yes,4.0,4.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,Clarkson University (CDC-2012-01A),POTSDAM,NY,13676.0,1.816E7,05/21/2012,4.0,2041.0,30533.0,76332.0,1.8053135E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,Clarkson University (CDC-2012-01B),POTSDAM,NY,13676.0,3000000.0,05/21/2012,2.5,2042.0,2320.0,5800.0,2991880.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,St Lawrence University (CDC-2012-03A),CANTON,NY,13617.0,4.018E7,12/19/2012,4.0,2043.0,0.0,0.0,4.018E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2017,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Tioga Tobacco Asset Securitization Corporation,12/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,St. Lawrence University (CDC-2012-03B),CANTON,NY,13617.0,4265000.0,12/19/2012,2.75,2021.0,0.0,0.0,4265000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,Canton-Potsdam Hospital,POTSDAM,NY,13676.0,8015000.0,08/30/2010,2.67,2036.0,720000.0,2689585.0,4605415.0,Business Expansion/Startup,Yes,6.0,6.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,Canton-Potsdam Hospital Foundation,POTSDAM,NY,13676.0,3585000.0,08/30/2010,2.67,2036.0,120000.0,400000.0,3065000.0,Business Expansion/Startup,Yes,18.0,46.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,Clarkson University Moore House,POTSDAM,NY,13676.0,1.464E7,07/28/2011,2.67,2042.0,153811.0,11434.0,1.4474755E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2015,?,Canton-Potsdsam Hospital,POTSDAM,NY,13676.0,9625000.0,08/30/2010,2.67,2036.0,420000.0,1710000.0,7495000.0,Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer),Yes,4.0,4.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,Clarkson University (CDC-2012-01A),POTSDAM,NY,13676.0,1.816E7,05/21/2012,4.0,2041.0,30533.0,106865.0,1.8022602E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,Clarkson University (CDC-2012-01B),POTSDAM,NY,13676.0,3000000.0,05/21/2012,2.5,2042.0,2320.0,8120.0,2989560.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,St Lawrence University (CDC-2012-03A),CANTON,NY,13617.0,4.018E7,12/19/2012,4.0,2043.0,0.0,0.0,4.018E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,St. Lawrence University (CDC-2012-03B),CANTON,NY,13617.0,4265000.0,12/19/2012,2.75,2021.0,0.0,0.0,4265000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,Canton-Potsdam Hospital,POTSDAM,NY,13676.0,8015000.0,08/30/2010,2.67,2036.0,420000.0,3409585.0,4185415.0,Business Expansion/Startup,Yes,6.0,13.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,Canton-Potsdam Hospital Foundation,POTSDAM,NY,13676.0,3585000.0,08/30/2010,2.67,2036.0,120000.0,520000.0,2945000.0,Business Expansion/Startup,Yes,18.0,48.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,Clarkson University Moore House,POTSDAM,NY,13676.0,1.464E7,07/28/2011,2.67,2042.0,203811.0,165245.0,1.4270944E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,Canton-Potsdsam Hospital,POTSDAM,NY,13676.0,9625000.0,08/30/2010,2.67,2036.0,475000.0,2130000.0,7020000.0,Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer),Yes,4.0,4.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,St. Lawrence University (CDC-2016-02),CANTON,NY,13617.0,5.6335E7,05/03/2016,3.0,2046.0,0.0,NaN,5.6335E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2016,?,St. Lawrence Health System,CANTON,NY,13617.0,2.85E7,04/01/2016,3.0,2046.0,0.0,NaN,2.85E7,Business Expansion/Startup,Yes,39.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,Clarkson University (CDC-2012-01A),POTSDAM,NY,13676.0,1.816E7,05/21/2012,4.0,2041.0,0.0,137398.0,1.8022602E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,Clarkson University (CDC-2012-01B),POTSDAM,NY,13676.0,3000000.0,05/21/2012,2.5,2042.0,0.0,10440.0,2989560.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,St Lawrence University (CDC-2012-03A),CANTON,NY,13617.0,4.018E7,12/19/2012,4.0,2043.0,15000.0,0.0,4.0165E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,St. Lawrence University (CDC-2012-03B),CANTON,NY,13617.0,4265000.0,12/19/2012,2.75,2021.0,0.0,0.0,4265000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,Canton-Potsdam Hospital,POTSDAM,NY,13676.0,8015000.0,08/30/2010,2.67,2036.0,180000.0,3829585.0,4005415.0,Business Expansion/Startup,Yes,6.0,14.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,Canton-Potsdam Hospital Foundation,POTSDAM,NY,13676.0,3585000.0,08/30/2010,2.67,2036.0,160000.0,640000.0,2785000.0,Business Expansion/Startup,Yes,18.0,65.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,Clarkson University Moore House,POTSDAM,NY,13676.0,1.464E7,07/28/2011,2.67,2042.0,0.0,369056.0,1.4270944E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,Canton-Potsdsam Hospital,POTSDAM,NY,13676.0,9625000.0,08/30/2010,2.67,2036.0,480000.0,2605000.0,6540000.0,Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer),Yes,4.0,4.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,St. Lawrence Health System,CANTON,NY,13617.0,2.85E7,04/01/2016,3.0,2046.0,618000.0,0.0,2.7882E7,Business Expansion/Startup,Yes,39.0,63.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,St. Lawrence University (CDC-2016-02),CANTON,NY,13617.0,5.6335E7,05/03/2016,3.0,2046.0,0.0,0.0,5.6335E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2017,?,Clarkson University,POTSDAM,NY,13676.0,3.0275E7,04/26/2017,3.25,2047.0,0.0,NaN,3.0275E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,Clarkson University (CDC-2012-01A),POTSDAM,NY,13676.0,1.816E7,05/21/2012,4.0,2041.0,0.0,137398.0,1.8022602E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,Clarkson University (CDC-2012-01B),POTSDAM,NY,13676.0,3000000.0,05/21/2012,2.5,2042.0,0.0,10440.0,2989560.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,St Lawrence University (CDC-2012-03A),CANTON,NY,13617.0,4.018E7,12/19/2012,4.0,2043.0,0.0,15000.0,4.0165E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,St. Lawrence University (CDC-2012-03B),CANTON,NY,13617.0,4265000.0,12/19/2012,2.75,2021.0,935000.0,0.0,3330000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,Canton-Potsdam Hospital,POTSDAM,NY,13676.0,8015000.0,08/30/2010,2.67,2036.0,180000.0,4009585.0,3825415.0,Business Expansion/Startup,Yes,6.0,14.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,Canton-Potsdam Hospital Foundation,POTSDAM,NY,13676.0,3585000.0,08/30/2010,2.67,2036.0,180000.0,800000.0,2605000.0,Business Expansion/Startup,Yes,18.0,34.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,Clarkson University Moore House,POTSDAM,NY,13676.0,1.464E7,07/28/2011,2.67,2042.0,280000.0,369056.0,1.3990944E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,Canton-Potsdsam Hospital,POTSDAM,NY,13676.0,9625000.0,08/30/2010,2.67,2036.0,480000.0,3085000.0,6060000.0,Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer),Yes,4.0,42.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,St. Lawrence Health System,CANTON,NY,13617.0,2.85E7,04/01/2016,3.0,2046.0,842000.0,618000.0,2.704E7,Business Expansion/Startup,Yes,39.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,St. Lawrence University (CDC-2016-02),CANTON,NY,13617.0,5.6335E7,05/03/2016,3.0,2046.0,0.0,0.0,5.6335E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2018,?,Clarkson University,POTSDAM,NY,13676.0,3.0275E7,04/26/2017,3.25,2047.0,0.0,0.0,3.0275E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,Clarkson University (CDC-2012-01A),POTSDAM,NY,13676.0,1.816E7,05/21/2012,4.0,2041.0,0.0,137398.0,1.8022602E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,Clarkson University (CDC-2012-01B),POTSDAM,NY,13676.0,3000000.0,05/21/2012,2.5,2042.0,0.0,10440.0,2989560.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,St Lawrence University (CDC-2012-03A),CANTON,NY,13617.0,4.018E7,12/19/2012,4.0,2043.0,0.0,15000.0,4.0165E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,St. Lawrence University (CDC-2012-03B),CANTON,NY,13617.0,4265000.0,12/19/2012,2.75,2021.0,935000.0,935000.0,2395000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,Canton-Potsdam Hospital,POTSDAM,NY,13676.0,8015000.0,08/30/2010,2.67,2036.0,180000.0,4189585.0,3645415.0,Business Expansion/Startup,Yes,6.0,16.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,Canton-Potsdam Hospital Foundation,POTSDAM,NY,13676.0,3585000.0,08/30/2010,2.67,2036.0,180000.0,980000.0,2425000.0,Business Expansion/Startup,Yes,18.0,89.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,Clarkson University Moore House,POTSDAM,NY,13676.0,1.464E7,07/28/2011,2.67,2042.0,895000.0,649056.0,1.3095944E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,Canton-Potsdsam Hospital,POTSDAM,NY,13676.0,9625000.0,08/30/2010,2.67,2036.0,590000.0,3565000.0,5470000.0,Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer),Yes,4.0,19.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,St. Lawrence Health System,CANTON,NY,13617.0,2.85E7,04/01/2016,3.0,2046.0,867000.0,1460000.0,2.6173E7,Business Expansion/Startup,Yes,39.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,St. Lawrence University (CDC-2016-02),CANTON,NY,13617.0,5.6335E7,05/03/2016,3.0,2046.0,0.0,0.0,5.6335E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Civic Development Corporation,12/31/2019,?,Clarkson University,POTSDAM,NY,13676.0,3.0275E7,04/26/2017,3.25,2047.0,0.0,0.0,3.0275E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2012,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2013,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2014,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2018,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2019,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Local Development Corporation,12/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Local Development Corporation,12/31/2012,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Local Development Corporation,12/31/2013,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Local Development Corporation,12/31/2014,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Local Development Corporation,12/31/2015,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Property Development Corporation,12/31/2018,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
St. Lawrence County Property Development Corporation,12/31/2019,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Area Economic Development Corporation,12/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Area Economic Development Corporation,12/31/2012,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,0.0,NaN,1.6773E7,Education/Training(Business Development),Yes,13.0,1.0,No
Steuben Area Economic Development Corporation,12/31/2013,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,8810.67,0.0,1.676418933E7,Education/Training(Business Development),Yes,13.0,9.0,No
Steuben Area Economic Development Corporation,12/31/2014,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,255371.59,8810.67,1.650881774E7,Education/Training(Business Development),Yes,13.0,9.0,No
Steuben Area Economic Development Corporation,12/31/2015,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,343009.19,264182.26,1.616580855E7,Education/Training(Business Development),Yes,13.0,9.0,No
Steuben Area Economic Development Corporation,12/31/2016,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,354531.13,607191.45,1.581127742E7,Education/Training(Business Development),Yes,13.0,10.0,No
Steuben Area Economic Development Corporation,12/31/2017,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,369923.93,961722.58,1.544135349E7,Education/Training(Business Development),Yes,13.0,10.0,No
Steuben Area Economic Development Corporation,12/31/2018,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,384295.84,1331646.51,1.505705765E7,Education/Training(Business Development),Yes,13.0,9.0,No
Steuben Area Economic Development Corporation,12/31/2019,?,CCC Housing Company, LLC,CORNING,NY,14830.0,1.6773E7,10/31/2012,3.75,2044.0,399432.21,1715942.35,1.465762544E7,Education/Training(Business Development),Yes,13.0,9.0,No
Steuben County Land Bank Corporation,12/31/2017,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben County Land Bank Corporation,12/31/2018,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben County Land Bank Corporation,12/31/2019,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2012,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2013,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2014,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2015,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2016,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2017,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2018,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Steuben Tobacco Asset Securitization Corporation,12/31/2019,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Suffolk County Economic Development Corporation,12/31/2011,?,Hope For Youth, Inc.,AMITYVILLE,NY,11701.0,5085000.0,12/07/2010,7.37,2040.0,49000.0,0.0,5036000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2011,?,Peconic Landing at Southold, Inc.,GREENPORT,NY,11944.0,2.9575E7,12/08/2010,6.0,2040.0,385000.0,0.0,2.919E7,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2011,?,Catholic Health Services of Long Island,ROCKVILLE CENTRE,NY,11570.0,1.8468E8,12/14/2011,5.0,2028.0,0.0,NaN,1.8468E8,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2011,?,Head Injury Association, Inc.,HAUPPAUGE,NY,11788.0,7190000.0,12/07/2011,3.58,2026.0,0.0,NaN,7190000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Peconic Landing at Southold, Inc.,GREENPORT,NY,11944.0,2.9575E7,12/08/2010,6.0,2040.0,410000.0,385000.0,2.878E7,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Hope For Youth, Inc.,AMITYVILLE,NY,11701.0,5085000.0,12/07/2010,7.37,2040.0,57000.0,49000.0,4979000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Catholic Health Services of Long Island,ROCKVILLE CENTRE,NY,11570.0,1.8468E8,12/14/2011,5.0,2028.0,0.0,0.0,1.8468E8,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Head Injury Association, Inc.,HAUPPAUGE,NY,11788.0,7190000.0,12/07/2011,3.58,2026.0,621622.0,0.0,6568378.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Developmental Disabilities Institute, Inc.,SMITHTOWN,NY,11787.0,5602000.0,08/29/2012,4.4,2027.0,0.0,NaN,5602000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Independent Group Home Living, Inc.,MANORVILLE,NY,11949.0,4280000.0,10/31/2012,3.0,2027.0,0.0,NaN,4280000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Life s WORC, Inc.,GARDEN CITY,NY,11530.0,2345000.0,07/26/2012,3.0,2022.0,150000.0,NaN,2195000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Family Service League, Inc.,HUNTINGTON,NY,11743.0,6772000.0,06/29/2012,4.03,2042.0,130000.0,NaN,6642000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Family Residences & Essential Enterprises, Inc.,OLD BETHPAGE,NY,11804.0,1.0265E7,05/15/2012,2.16,2027.0,0.0,NaN,1.0265E7,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2012,?,Adults & Children with Learning & Developmental Disabilities, Inc.,BETHPAGE,NY,11714.0,4837000.0,09/24/2012,3.0,2037.0,0.0,NaN,4837000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2013,?,Developmental Disabilities Institute, Inc.,SMITHTOWN,NY,11787.0,5602000.0,08/29/2012,4.4,2027.0,528000.0,0.0,5074000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2013,?,Independent Group Home Living, Inc.,MANORVILLE,NY,11949.0,4280000.0,10/31/2012,3.0,2027.0,525000.0,0.0,3755000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2013,?,Life s WORC, Inc.,GARDEN CITY,NY,11530.0,2345000.0,07/26/2012,3.0,2022.0,425000.0,150000.0,1770000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2013,?,Family Service League, Inc.,HUNTINGTON,NY,11743.0,6772000.0,06/29/2012,4.03,2042.0,176000.0,130000.0,6466000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2013,?,Family Residences & Essential Enterprises, Inc.,OLD BETHPAGE,NY,11804.0,1.0265E7,05/15/2012,2.16,2027.0,1863000.0,0.0,8402000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2013,?,Adults & Children with Learning & Developmental Disabilities, Inc.,BETHPAGE,NY,11714.0,4837000.0,09/24/2012,3.0,2037.0,288000.0,0.0,4549000.0,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
Suffolk County Economic Development Corporation,12/31/2013,?,Peconic Landing at Southold, Inc.,GREENPORT,NY,11944.0,2.9575E7,12/08/2010,6.0,2040.0,430000.0,795000.0,2.835E7,Equipment and Fixed Asset Acquisition,No,NaN,NaN,No
