Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
NORTH BABYLON VOL FIRE COMPANY,52075.0,20 HALE ROAD,NORTH BABYLON,NY,11703,52.0,Suffolk,6.316690419E9,40.727205,-73.321284,(40.727205, -73.321284)
NORTH LINDENHURST FIRE DEPT,52076.0,1630 STRAIGHT PATH,NORTH LINDENHURST,NY,11757,52.0,Suffolk,6.319571457E9,40.706299,-73.38607,(40.706299, -73.38607)
NORTH PATCHOGUE FIRE DEPARTMENT,52077.0,33 DAVIDSON AVENUE,NORTH PATCHOGUE,NY,11772,52.0,Suffolk,6.314751788E9,40.77259,-72.99932,(40.77259, -72.99932)
NORTHPORT FIRE DEPARTMENT,52078.0,204 MAIN STREET,NORTHPORT,NY,11768,52.0,Suffolk,6.312617504E9,40.9007,-73.347896,(40.9007, -73.347896)
NORTH SEA FIRE DEPARTMENT,52079.0,149 NOYAC ROAD PO BOX 1312,SOUTHAMPTON,NY,11968,52.0,Suffolk,6.312833629E9,40.93278,-72.413856,(40.93278, -72.413856)
OCEAN BAY PARK FIRE DEPARTMENT,52080.0,BAYVIEW AVENUE PO BOX 385,OCEAN BAY PARK,NY,11706,52.0,Suffolk,6.315837155E9,40.6414,-73.18007,(40.6414, -73.18007)
OCEAN BEACH VOLUNTEER FIRE DEPT,52081.0,BAY & COTTAGE WALK POB 386,OCEAN BEACH,NY,11770,52.0,Suffolk,6.31583594E9,40.648132,-73.156179,(40.648132, -73.156179)
ORIENT FIRE DEPARTMENT,52082.0,23300 MAIN ROAD,ORIENT,NY,11957,52.0,Suffolk,6.313231315E9,41.143321,-72.299492,(41.143321, -72.299492)
PATCHOGUE FIRE DEPARTMENT,52083.0,15 JENNINGS AVENUE,PATCHOGUE,NY,11772,52.0,Suffolk,6.312079423E9,40.767321,-73.016648,(40.767321, -73.016648)
POINT O  WOODS FIRE DEPARTMENT,52085.0,5 POINT-O-WOODS AVENUE,POINT-O-WOODS,NY,11706,52.0,Suffolk,6.315837124E9,40.73914,-73.2538,(40.73914, -73.2538)
PORT JEFFERSON FIRE DEPARTMENT,52086.0,115 MAPLE PLACE,PORT JEFFERSON,NY,11777,52.0,Suffolk,5.16473891E9,40.943519,-73.068436,(40.943519, -73.068436)
QUOGUE FIRE DEPARTMENT,52087.0,JESSUP AVENUE PO BOX 5026,QUOGUE,NY,11959,52.0,Suffolk,6.31653462E9,40.817796,-72.608596,(40.817796, -72.608596)
RIDGE FIRE DEPARTMENT,52089.0,PO BOX 515,RIDGE,NY,11961,52.0,Suffolk,6.319243256E9,40.90729,-72.89294,(40.90729, -72.89294)
RIVERHEAD FIRE DEPARTMENT,52090.0,540 ROANOKE AVENUE,RIVERHEAD,NY,11901,52.0,Suffolk,6.317272751E9,40.919014,-72.66197,(40.919014, -72.66197)
ROCKY POINT VOLUNTEER FIRE DEPT,52091.0,5 TESLA STREET,SHOREHAM,NY,11786,52.0,Suffolk,6.317447155E9,40.946786,-72.897591,(40.946786, -72.897591)
RONKONKOMA FIRE DEPARTMENT,52092.0,177 PORTION ROAD,LAKE RONKONKOMA,NY,11779,52.0,Suffolk,6.315888204E9,40.82668,-73.106268,(40.82668, -73.106268)
SAG HARBOR FIRE DEPARTMENT,52093.0,1357 BRICKLIN RD PO BOX 209,SAG HARBOR,NY,11963,52.0,Suffolk,6.317250057E9,40.99086,-72.300746,(40.99086, -72.300746)
SAINT JAMES FIRE DEPARTMENT,52094.0,533 N COUNTRY ROAD,SAINT JAMES,NY,11780,52.0,Suffolk,6.31584576E9,40.875184,-73.159384,(40.875184, -73.159384)
SALTAIRE FIRE DEPARTMENT,52095.0,PO BOX 5375,BAY SHORE,NY,11706,52.0,Suffolk,6.315839507E9,40.73914,-73.2538,(40.73914, -73.2538)
SAYVILLE FIRE DEPARTMENT,52096.0,107 N MAIN STREET,SAYVILLE,NY,11782,52.0,Suffolk,6.315890189E9,40.737313,-73.080513,(40.737313, -73.080513)
SELDEN FIRE DEPARTMENT,52097.0,WOODMERE PLACE PO BOX 2345,SELDEN,NY,11784,52.0,Suffolk,6.317321234E9,40.864849,-73.040269,(40.864849, -73.040269)
SETAUKET FIRE DEPARTMENT,52098.0,26 HULSE ROAD,EAST SETAUKET,NY,11733,52.0,Suffolk,6.3194149E9,40.941931,-73.104736,(40.941931, -73.104736)
SHELTER ISLAND FIRE DEPARTMENT,52099.0,STATE ROAD 114 PO BOX 613,SHELTER ISLAND,NY,11964,52.0,Suffolk,6.317490184E9,41.06953,-72.33912,(41.06953, -72.33912)
SMITHTOWN FIRE DEPARTMENT,52101.0,100 ELM AVENUE,SMITHTOWN,NY,11787,52.0,Suffolk,6.312651503E9,40.852473,-73.195576,(40.852473, -73.195576)
SOUTHAMPTON FIRE DEPARTMENT,52102.0,WINDMILL LANE PO BOX 1435,SOUTHAMPTON,NY,11969,52.0,Suffolk,6.312830072E9,40.91773,-72.40938,(40.91773, -72.40938)
SOUTHOLD FIRE DEPARTMENT,52103.0,55135 MAIN RD PO BOX 1469,SOUTHOLD,NY,11971,52.0,Suffolk,6.317653385E9,41.06192,-72.42825,(41.06192, -72.42825)
SOUND BEACH FIRE DEPARTMENT,52104.0,152 SOUND BEACH BLVD,SOUND BEACH,NY,11789,52.0,Suffolk,6.317442151E9,40.95567,-72.966896,(40.95567, -72.966896)
SPRINGS FIRE DEPARTMENT,52106.0,179 FORT POND BOULEVARD,EAST HAMPTON,NY,11937,52.0,Suffolk,6.313249811E9,41.025954,-72.157952,(41.025954, -72.157952)
STONY BROOK FIRE DEPARTMENT,52107.0,147 MAIN STREET,STONY BROOK,NY,11790,52.0,Suffolk,6.31751046E9,40.918275,-73.147519,(40.918275, -73.147519)
TERRYVILLE FIRE DEPARTMENT,52109.0,19 JAYNE BOULEVARD,PORT JEFFERSON STATION,NY,11776,52.0,Suffolk,6.314731224E9,40.926322,-73.048936,(40.926322, -73.048936)
WADING RIVER FIRE DEPARTMENT,52111.0,1503 N COUNTRY RD,WADING RIVER,NY,11792,52.0,Suffolk,6.31929434E9,40.953573,-72.847571,(40.953573, -72.847571)
WEST BABYLON VOLUNTEER FIRE DEPT,52112.0,126 ARNOLD AVENUE,W BABYLON,NY,11704,52.0,Suffolk,6.316699822E9,40.700895,-73.344795,(40.700895, -73.344795)
WESTHAMPTON BEACH FIRE DEPT,52113.0,SUNSET AVENUE PO BOX 1526,WESTHAMPTON BEACH,NY,11978,52.0,Suffolk,6.312881255E9,40.811975,-72.644867,(40.811975, -72.644867)
WEST ISLIP FIRE DEPARTMENT,52114.0,309 UNION BOULEVARD,WEST ISLIP,NY,11795,52.0,Suffolk,6.31661644E9,40.706404,-73.305421,(40.706404, -73.305421)
WEST SAYVILLE FIRE DEPARTMENT,52115.0,80 MAIN STREET,WEST SAYVILLE,NY,11796,52.0,Suffolk,6.315679464E9,40.729139,-73.094285,(40.729139, -73.094285)
WYANDANCH VOLUNTEER FIRE COMPANY,52117.0,1528 STRAIGHT PATH,WYANDANCH,NY,11798,52.0,Suffolk,6.316439431E9,40.751499,-73.361931,(40.751499, -73.361931)
YAPHANK FIRE DEPARTMENT,52118.0,451 MAIN STREET,YAPHANK,NY,11980,52.0,Suffolk,6.3192432E9,40.836761,-72.91697,(40.836761, -72.91697)
FARMINGVILLE FIRE DEPARTMENT,52119.0,780 HORSEBLOCK ROAD,FARMINGVILLE,NY,11738,52.0,Suffolk,6.317326611E9,40.831221,-73.030399,(40.831221, -73.030399)
KISMET FIRE DEPARTMENT,52120.0,PO BOX 490,BRIGHTWATERS,NY,11718,52.0,Suffolk,6.315838084E9,40.723194,-73.261602,(40.723194, -73.261602)
NISSEQUOGUE FIRE DEPARTMENT,52121.0,643 MORICHES ROAD,ST JAMES,NY,11780,52.0,Suffolk,6.31862741E9,40.899742,-73.201164,(40.899742, -73.201164)
BEAVERKILL VALLEY FIRE COMPANY,53001.0,1524 BEAVERKILL ROAD,LEW BEACH,NY,12758,53.0,Sullivan,8.454394199E9,42.005288,-74.783737,(42.005288, -74.783737)
BLOOMINGBURG FIRE COMPANY,53002.0,117 GODFREY ROAD PO BOX 1039,BLOOMINGBURG,NY,12721,53.0,Sullivan,8.457331E9,41.554551,-74.440418,(41.554551, -74.440418)
CALLICOON FIRE DEPARTMENT,53003.0,9305 ROUTE 97 PO BOX 806,CALLICOON,NY,12723,53.0,Sullivan,8.458874233E9,41.767848,-75.0572,(41.767848, -75.0572)
CALLICOON CENTER FIRE DEPARTMENT,53004.0,1669 GULF ROAD PO BOX 144,CALLICOON CENTER,NY,12724,53.0,Sullivan,8.45482302E9,41.838553,-74.946337,(41.838553, -74.946337)
CLARYVILLE FIRE COMPANY,53005.0,1500 DENNING RD PO BOX 146,CLARYVILLE,NY,12725,53.0,Sullivan,8.45985727E9,41.92511,-74.556499,(41.92511, -74.556499)
FORESTBURG FIRE COMPANY,53006.0,2539 STATE RTE 42 PO BOX 61,FORESTBURGH,NY,12777,53.0,Sullivan,8.457947899E9,41.567476,-74.740423,(41.567476, -74.740423)
GRAHAMSVILLE FIRE DEPARTMENT,53007.0,205 MAIN STREET PO BOX 331,GRAHAMSVILLE,NY,12740,53.0,Sullivan,8.45985226E9,41.84675,-74.54237,(41.84675, -74.54237)
HANKINS FIRE DISTRICT,53008.0,20 NEWMAN HILL RD POB 164,HANKINS,NY,12741,53.0,Sullivan,8.458872028E9,41.82761,-75.08779,(41.82761, -75.08779)
HIGHLAND LAKE FIRE COMPANY,53009.0,144 HIGHLAND LAKE ROAD PO BOX 65,HIGHLAND LAKE,NY,12743,53.0,Sullivan,8.455578788E9,41.52556,-74.8546,(41.52556, -74.8546)
HORTONVILLE VOLUNTEER FIRE CO,53010.0,100 MAIN STREET PO BOX 71,HORTONVILLE,NY,12745,53.0,Sullivan,8.458875177E9,41.78201,-75.02076,(41.78201, -75.02076)
HURLEYVILLE FIRE COMPANY,53011.0,166 MAIN STREET PO BOX 357,HURLEYVILLE,NY,12747,53.0,Sullivan,8.454344161E9,41.733162,-74.675043,(41.733162, -74.675043)
JEFFERSONVILLE FIRE COMPANY,53012.0,4903 STATE RTE 52 PO BOX 610,JEFFERSONVILLE,NY,12748,53.0,Sullivan,8.454824202E9,41.779307,-74.935657,(41.779307, -74.935657)
KAUNEONGA LAKE FIRE COMPANY,53013.0,3574 ST RTE 55 PO BOX 411,KAUNEONGA LAKE,NY,12749,53.0,Sullivan,8.4558347E9,41.68635,-74.831187,(41.68635, -74.831187)
KENOZA LAKE FIRE DEPARTMENT,53014.0,485 OLD TAYLOR RD PO BOX 51,KENOZA LAKE,NY,12750,53.0,Sullivan,8.454825676E9,41.73026,-74.95064,(41.73026, -74.95064)
LAKE HUNTINGTON FIRE COMPANY,53015.0,70 CO RD 116 PO BOX 352,LAKE HUNTINGTON,NY,12752,53.0,Sullivan,8.459328444E9,41.68356,-74.99273,(41.68356, -74.99273)
LAVA FIRE COMPANY,53016.0,7898 RTE 52 PO BOX 456,NARROWSBURG,NY,12764,53.0,Sullivan,8.452523375E9,41.58128,-74.97684,(41.58128, -74.97684)
LIBERTY FIRE DEPARTMENT VILLAGE,53017.0,256 SPRAGUE AVENUE,LIBERTY,NY,12754,53.0,Sullivan,8.45292715E9,41.809882,-74.747938,(41.809882, -74.747938)
LIVINGSTON MANOR FIRE DEPARTMENT,53018.0,43 MAIN STREET PO BOX 867,LIVINGSTON MANOR,NY,12758,53.0,Sullivan,8.45439449E9,41.901228,-74.826939,(41.901228, -74.826939)
LONG EDDY FIRE DEPARTMENT,53019.0,4 CHURCH STREET PO BOX 73,LONG EDDY,NY,12760,53.0,Sullivan,8.458875926E9,41.84622,-75.11276,(41.84622, -75.11276)
LOCH SHELDRAKE FIRE COMPANY,53020.0,1280 ST RTE 52 PO BOX 1005,LOCH SHELDRAKE,NY,12759-1005,53.0,Sullivan,8.45434271E9,41.78928,-74.66655,(41.78928, -74.66655)
LUMBERLAND FIRE COMPANY,53021.0,1088 CR 31 PO BOX 91,GLEN SPEY,NY,12737,53.0,Sullivan,8.458562041E9,41.49078,-74.80674,(41.49078, -74.80674)
MONTICELLO FIRE COMPANY,53022.0,23 RICHARDSON AVENUE,MONTICELLO,NY,12701,53.0,Sullivan,8.45794633E9,41.652032,-74.679054,(41.652032, -74.679054)
MOUNTAINDALE FIRE COMPANY,53023.0,132 MAIN STREET PO BOX 49,MOUNTAINDALE,NY,12763,53.0,Sullivan,8.454343425E9,41.67051,-74.53891,(41.67051, -74.53891)
NARROWSBURG FIRE COMPANY,53024.0,203 BRIDGE ST PO BOX 184,NARROWSBURG,NY,12764,53.0,Sullivan,8.452523328E9,41.60568,-75.05845,(41.60568, -75.05845)
NEVERSINK FIRE COMPANY,53025.0,7486 STATE RTE 55 PO BX 627,NEVERSINK,NY,12765,53.0,Sullivan,8.459857198E9,41.84568,-74.622891,(41.84568, -74.622891)
NORTH BRANCH VOL FIRE COMPANY,53026.0,876 N BRANCH RD PO BOX 28,NORTH BRANCH,NY,12766,53.0,Sullivan,8.454825134E9,41.81135,-74.98197,(41.81135, -74.98197)
ROCK HILL FIRE DEPT,53027.0,61 GLEN WILD RD PO BOX 116,ROCK HILL,NY,12775,53.0,Sullivan,8.457948961E9,41.629045,-74.597722,(41.629045, -74.597722)
ROSCOE/ROCKLAND FIRE DEPARTMENT,53029.0,1964 OLD RT 17 PO BOX 401,ROSCOE,NY,12776,53.0,Sullivan,6.074984292E9,41.932783,-74.913929,(41.932783, -74.913929)
SMALLWOOD-MONGAUP VALLEY FIRE CO,53030.0,181 BALLARD RD PO BOX 28,SMALLWOOD,NY,12778,53.0,Sullivan,8.455835487E9,41.664,-74.81218,(41.664, -74.81218)
SOUTH FALLSBURG FIRE COMPANY,53031.0,17 LAKE ST PO BOX 772,SOUTH FALLSBURG,NY,12779,53.0,Sullivan,8.454342008E9,41.707201,-74.630067,(41.707201, -74.630067)
SUMMITVILLE FIRE COMPANY,53032.0,3978 RTE 209,SUMMITVILLE,NY,12781,53.0,Sullivan,8.458885531E9,41.61938,-74.44862,(41.61938, -74.44862)
SWAN LAKE HOSE COMPANY NO 1,53033.0,52 STANTON CRS RD PO BX 177,SWAN LAKE,NY,12783,53.0,Sullivan,8.452926918E9,41.750459,-74.777808,(41.750459, -74.777808)
WESTBROOKVILLE VOL FIRE CO NO 1,53034.0,39 PINE KILL RD PO BOX 263,WEST BROOKVILLE,NY,12785,53.0,Sullivan,8.457548848E9,41.49862,-74.55282,(41.49862, -74.55282)
WHITE LAKE FIRE COMPANY,53035.0,1596 STATE RT 17B PO BOX 51,WHITE LAKE,NY,12786,53.0,Sullivan,8.45583517E9,41.673509,-74.833004,(41.673509, -74.833004)
WHITE SULPHUR SPRINGS FIRE CO,53036.0,3352 STATE RTE 52 PO BOX 86,WHITE SULPHUR SPRINGS,NY,12787,53.0,Sullivan,8.452925468E9,41.800504,-74.831082,(41.800504, -74.831082)
WOODBOURNE FIRE COMPANY NO 1,53037.0,355 FIREHOUSE RD PO BOX 45,WOODBOURNE,NY,12788,53.0,Sullivan,8.454346763E9,41.78927,-74.59497,(41.78927, -74.59497)
WOODRIDGE FIRE COMPANY,53038.0,2 GREEN STREET PO BOX 683,WOODRIDGE,NY,12789,53.0,Sullivan,8.454346893E9,41.71039,-74.574162,(41.71039, -74.574162)
WURTSBORO FIRE COMPANY,53039.0,91 SULLIVAN ST  PO BOX 457,WURTSBORO,NY,12790,53.0,Sullivan,8.458884611E9,41.574759,-74.482627,(41.574759, -74.482627)
YOUNGSVILLE FIRE COMPANY,53040.0,1822 SHANDELEE RD PO BOX 78,YOUNGSVILLE,NY,12791,53.0,Sullivan,8.4548236E9,41.80495,-74.88817,(41.80495, -74.88817)
YULAN VOLUNTEER FIRE COMPANY,53041.0,216 AIRPORT RD PO BOX 127,YULAN,NY,12792,53.0,Sullivan,8.455578483E9,41.523094,-74.933036,(41.523094, -74.933036)
APALACHIN FIRE DEPARTMENT,54001.0,230 PENNSYLVANIA PO BOX 572,APALACHIN,NY,13732,54.0,Tioga,6.076252216E9,42.067017,-76.157246,(42.067017, -76.157246)
BERKSHIRE FIRE DEPARTMENT,54002.0,12450 STATE RTE 38,BERKSHIRE,NY,13736,54.0,Tioga,6.076572727E9,42.306256,-76.185833,(42.306256, -76.185833)
CAMPVILLE VOLUNTEER FIRE DEPT,54003.0,6153 STATE RT 17C,ENDICOTT,NY,13760,54.0,Tioga,6.07748947E9,42.08794,-76.14877,(42.08794, -76.14877)
CANDOR FIRE DEPARTMENT,54004.0,74 OWEGO STREET,CANDOR,NY,13743,54.0,Tioga,6.076595859E9,42.234558,-76.336497,(42.234558, -76.336497)
HALSEY VALLEY FIRE DEPARTMENT,54005.0,506 HAMILTON VALLEY ROAD,SPENCER,NY,14883,54.0,Tioga,6.075894695E9,42.141212,-76.440945,(42.141212, -76.440945)
NEWARK VALLEY FIRE DEPARTMENT,54006.0,7151 STATE RTE 38 PO BX 625,NEWARK VALLEY,NY,13811,54.0,Tioga,6.077292211E9,42.208041,-76.192903,(42.208041, -76.192903)
NICHOLS FIRE DEPARTMENT,54007.0,39 RIVER ROAD,NICHOLS,NY,13812,54.0,Tioga,6.076993718E9,42.017212,-76.314185,(42.017212, -76.314185)
OWEGO FIRE DEPARTMENT,54008.0,178 MAIN STREET,OWEGO,NY,13827,54.0,Tioga,6.076871032E9,42.1035,-76.262447,(42.1035, -76.262447)
RICHFORD FIRE DEPARTMENT,54009.0,14 BOWERY LANE PO BOX 70,RICHFORD,NY,13835,54.0,Tioga,6.077568852E9,42.39309,-76.16735,(42.39309, -76.16735)
SPENCER FIRE COMPANY,54010.0,PO BOX 507,SPENCER,NY,14883,54.0,Tioga,6.072730322E9,42.20735,-76.493621,(42.20735, -76.493621)
TIOGA CENTER FIRE DEPARTMENT,54011.0,PO BOX 185,TIOGA CENTER,NY,13845,54.0,Tioga,6.076874102E9,42.05611,-76.34824,(42.05611, -76.34824)
WAVERLY FIRE DEPARTMENT,54013.0,PO BOX 97,WAVERLY,NY,14892,54.0,Tioga,6.075658344E9,42.00949,-76.53719,(42.00949, -76.53719)
WELTONVILLE FIRE COMPANY,54014.0,2784 WEST CREEK ROAD,NEWARK VALLEY,NY,13811-3212,54.0,Tioga,6.076874962E9,42.197789,-76.245829,(42.197789, -76.245829)
SOUTH SIDE FIRE COMPANY,54018.0,3120 WAITES ROAD,OWEGO,NY,13827,54.0,Tioga,6.076252948E9,42.046021,-76.258844,(42.046021, -76.258844)
LOCKWOOD FIRE DEPARTMENT,54019.0,34 MAIN STREET PO BOX 16,LOCKWOOD,NY,14859,54.0,Tioga,6.077513377E9,42.11831,-76.52872,(42.11831, -76.52872)
BROOKTONDALE FIRE DEPARTMENT,55001.0,522 VALLEY ROAD,BROOKTONDALE,NY,14817,55.0,Tompkins,6.075397173E9,42.36059,-76.39421,(42.36059, -76.39421)
CAYUGA HEIGHTS FIRE DEPARTMENT,55002.0,194 PLEASANT GROVE ROAD,ITHACA,NY,14850,55.0,Tompkins,6.072572377E9,42.467529,-76.477938,(42.467529, -76.477938)
ETNA FIRE DEPARTMENT,55003.0,26 WOOD ROAD PO BOX 300,ETNA,NY,13062,55.0,Tompkins,6.073474511E9,42.485388,-76.39257,(42.485388, -76.39257)
DANBY FIRE COMPANY,55004.0,1780 DANBY ROAD,ITHACA,NY,14850,55.0,Tompkins,6.072728114E9,42.357535,-76.483025,(42.357535, -76.483025)
DRYDEN FIRE DEPARTMENT,55005.0,26 NORTH STREET PO BOX 397,DRYDEN,NY,13053,55.0,Tompkins,6.078448124E9,42.493562,-76.29777,(42.493562, -76.29777)
ENFIELD FIRE DEPARTMENT,55006.0,172 ENFIELD MAIN ROAD,ITHACA,NY,14850,55.0,Tompkins,6.072728757E9,42.439672,-76.630702,(42.439672, -76.630702)
FREEVILLE FIRE DEPARTMENT,55007.0,21 UNION ST PO BOX 129,FREEVILLE,NY,13068,55.0,Tompkins,6.078449662E9,42.512324,-76.34667,(42.512324, -76.34667)
GROTON FIRE DEPARTMENT,55008.0,108 CORTLAND ST PO BOX 96,GROTON,NY,13073,55.0,Tompkins,6.078983135E9,42.590655,-76.367679,(42.590655, -76.367679)
ITHACA FIRE DEPARTMENT,55009.0,310 WEST GREEN STREET,ITHACA,NY,14850,55.0,Tompkins,6.072721234E9,42.438579,-76.502337,(42.438579, -76.502337)
LANSING FIRE DEPARTMENT,55011.0,80 RIDGE ROAD,LANSING,NY,14882,55.0,Tompkins,6.075334203E9,42.539759,-76.514123,(42.539759, -76.514123)
MC LEAN FIRE DEPARTMENT,55012.0,2 STEVENS ROAD,MCLEAN,NY,13102,55.0,Tompkins,6.0783837E9,42.552105,-76.29132,(42.552105, -76.29132)
NEWFIELD FIRE DEPARTMENT,55013.0,77 MAIN STREET,NEWFIELD,NY,14867,55.0,Tompkins,6.075647222E9,42.365946,-76.583442,(42.365946, -76.583442)
WEST DANBY FIRE DEPARTMENT,55014.0,47 SYLVAN LANE,SPENCER,NY,14883,55.0,Tompkins,6.075647303E9,42.314252,-76.525991,(42.314252, -76.525991)
SLATERVILLE SPRINGS FIRE DEPT,55015.0,2681 SLATERVILLE ROAD,SLATERVILLE,NY,14881,55.0,Tompkins,6.075396233E9,42.39376,-76.35908,(42.39376, -76.35908)
SPEEDSVILLE FIRE DEPARTMENT,55017.0,40 MILL ROAD,BERKSHIRE,NY,13736,55.0,Tompkins,6.076572614E9,42.30488,-76.2523,(42.30488, -76.2523)
TRUMANSBURG FIRE DEPARTMENT,55018.0,PO BOX 418,TRUMANSBURG,NY,14886,55.0,Tompkins,6.073877131E9,42.543672,-76.667634,(42.543672, -76.667634)
VARNA FIRE COMPANY,55019.0,14 TURKEY HILL ROAD,ITHACA,NY,14850,55.0,Tompkins,6.072732407E9,42.459355,-76.427546,(42.459355, -76.427546)
ACCORD FIRE DISTRICT,56001.0,PO BOX 163,ACCORD,NY,12404,56.0,Ulster,8.456263707E9,41.82392,-74.24057,(41.82392, -74.24057)
BIG INDIAN FIRE DEPARTMENT,56002.0,7 DEER LANE,OLIVERA,NY,12410,56.0,Ulster,9.142549962E9,42.10282,-74.442087,(42.10282, -74.442087)
BLOOMINGTON FIRE COMPANY,56004.0,14 TAYLOR STREET PO BOX 111,BLOOMINGTON,NY,12411,56.0,Ulster,8.453382794E9,41.878069,-74.04907,(41.878069, -74.04907)
CENTERVILLE FIRE DEPARTMENT,56005.0,35 CATSKILL VIEW CIRCLE,SAUGERTIES,NY,12477,56.0,Ulster,8.452465223E9,42.08277,-73.967,(42.08277, -73.967)
CLINTONDALE FIRE DEPARTMENT,56007.0,PO BOX181,CLINTONDALE,NY,12515,56.0,Ulster,NaN,41.694488,-74.049668,(41.694488, -74.049668)
CONNELLY FIRE DEPARTMENT,56008.0,PO BOX 174 121 FIRST STREET,CONNELLY,NY,12417,56.0,Ulster,9.143315626E9,41.910836,-73.990416,(41.910836, -73.990416)
COTTEKILL FIRE DEPARTMENT,56009.0,240 COTTEKILL ROAD,COTTEKILL,NY,12419,56.0,Ulster,8.456877161E9,41.854122,-74.107961,(41.854122, -74.107961)
CRAGSMOOR VOLUNTEER FIRE CO INC,56010.0,66 SAMS POINT ROAD,CRAGSMOOR,NY,12420,56.0,Ulster,8.456474711E9,41.668514,-74.379898,(41.668514, -74.379898)
EAST KINGSTON FIRE DEPARTMENT,56011.0,885 MAIN STREET,EAST KINGSTON,NY,12401,56.0,Ulster,8.4533683E9,41.955155,-73.968928,(41.955155, -73.968928)
ELLENVILLE FIRE DEPARTMENT,56012.0,PO BOX 268,ELLENVILLE,NY,12428,56.0,Ulster,8.456478899E9,41.71722,-74.42462,(41.71722, -74.42462)
ESOPUS FIRE DEPARTMENT,56013.0,PO BOX 177,ESOPUS,NY,12429,56.0,Ulster,8.453846575E9,41.827467,-73.964921,(41.827467, -73.964921)
GARDINER FIRE DEPARTMENT,56014.0,PO BOX 271,GARDINER,NY,12525,56.0,Ulster,6.142557354E9,41.67809,-74.16217,(41.67809, -74.16217)
GLASCO FIRE COMPANY,56015.0,PO BOX 157,GLASCO,NY,12432,56.0,Ulster,9.142466353E9,42.04337,-73.94904,(42.04337, -73.94904)
HIGH FALLS FIRE DEPARTMENT,56016.0,PO BOX  415,HIGH FALLS,NY,12440,56.0,Ulster,NaN,41.79729,-74.15739,(41.79729, -74.15739)
HIGHLAND HOSE COMPANY NO 1,56017.0,25 MILTON AVENUE PO BOX 872,HIGHLAND,NY,12528,56.0,Ulster,8.456916248E9,41.717217,-73.963337,(41.717217, -73.963337)
HURLEY FIRE DEPARTMENT,56018.0,PO BX 181  576 CREEKSIDE RD,HURLEY,NY,12443,56.0,Ulster,NaN,41.925933,-74.064061,(41.925933, -74.064061)
KERHONKSON FIRE COMPANY,56019.0,14 PINECASTLE DRIVE,KERHONKSON,NY,12446,56.0,Ulster,NaN,41.773602,-74.294546,(41.773602, -74.294546)
KRIPPLEBUSH FIRE DEPARTMENT,56020.0,519 PINE BUSH ROAD,STONE RIDGE,NY,12484,56.0,Ulster,NaN,41.839067,-74.18847,(41.839067, -74.18847)
LOMONTVILLE FIRE DEPARTMENT,56021.0,2394 HURLEY MOUNTAIN ROAD,KINGSTON,NY,12401,56.0,Ulster,8.453389439E9,41.92031,-74.06094,(41.92031, -74.06094)
MALDEN-WEST CAMP FIRE DEPARTMENT,56022.0,PO BOX 173,MALDEN ON HUDSON,NY,12453,56.0,Ulster,8.452467275E9,42.090648,-73.939268,(42.090648, -73.939268)
MARBLETOWN FIRE DEPARTMENT,56023.0,535 N MARBLETOWN ROAD,KINGSTON,NY,12401,56.0,Ulster,NaN,41.884448,-74.112634,(41.884448, -74.112634)
MARLBORO FIRE DEPARTMENT,56024.0,PO BOX 223   14 GRAND ST,MARLBORO,NY,12542,56.0,Ulster,9.142364121E9,41.605543,-73.974575,(41.605543, -73.974575)
MILTON FIRE DEPARTMENT,56025.0,PO BOX 313,MILTON,NY,12547,56.0,Ulster,8.457952355E9,41.64497,-73.98851,(41.64497, -73.98851)
MODENA FIRE DEPARTMENT,56026.0,RTE 32  PO BOX 73,MODENA,NY,12548,56.0,Ulster,8.458836937E9,41.6605,-74.10729,(41.6605, -74.10729)
MT MARION FIRE DEPARTMENT,56027.0,766 KINGS HWY PO BOX 75,MT MARION,NY,12456,56.0,Ulster,8.45246829E9,42.03707,-73.99675,(42.03707, -73.99675)
NAPANOCH FIRE DEPARTMENT,56028.0,PO BOX 321,NAPANOCH,NY,12458,56.0,Ulster,NaN,41.743747,-74.369544,(41.743747, -74.369544)
NEW PALTZ FIRE DEPARTMENT,56029.0,25 PLATTEKILL AVENUE,NEW PALTZ,NY,12561,56.0,Ulster,9.14255152E9,41.746454,-74.084035,(41.746454, -74.084035)
OLIVE FIRE DEPARTMENT NO 1,56030.0,PO BOX 1309,OLIVE BRIDGE,NY,12461,56.0,Ulster,8.456573311E9,41.8995,-74.24532,(41.8995, -74.24532)
PHOENICIA FIRE DEPARTMENT,56031.0,5303 ROUTE 212,MOUNT TREMPER,NY,12457,56.0,Ulster,NaN,42.048639,-74.26811,(42.048639, -74.26811)
PINE HILL FIRE COMPANY NO 1,56032.0,PO BOX 226,PINE HILL,NY,12465,56.0,Ulster,NaN,42.131681,-74.47813,(42.131681, -74.47813)
PLATTEKILL FIRE DEPARTMENT,56033.0,PO BOX 381,PLATTEKILL,NY,12568,56.0,Ulster,9.145640378E9,41.61721,-74.07586,(41.61721, -74.07586)
PORT EWEN FIRE DEPARTMENT,56034.0,161 BROADWAY PO BOX 832,PORT EWEN,NY,12466,56.0,Ulster,8.453388422E9,41.908223,-73.976718,(41.908223, -73.976718)
