INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2013-WS-164,5,Search,08/20/2013,8:12 AM,1,M,23.0,NY,US,Hiking,Lost,44.19087,-74.19773,1969.0,True,Assist/own power,3,True,Forest Preserve,W. High Peaks Wilderness Area,FRANKLIN,HARRIETSTOWN,True,False,08/20/2013,12:00 PM,POINT (-74.19773 44.19087)
NY-2016-WS-003,5,Search,01/08/2016,1:25 AM,2,F,24.0,NY,US,Snowmobile,Lost,44.1483,-73.48771,990.0,True,Vehicle/boat evacuation,1,False,Private Land,Snowmobile trail,ESSEX,WESTPORT,True,False,01/08/2016,5:50 AM,POINT (-73.48771 44.1483)
NY-2013-WS-118,5,Search,07/29/2013,4:30 AM,1,M,51.0,CT,US,Hiking,Lost,43.80564,-73.66652,1330.0,False,Assist/own power,3,True,Forest Preserve,Pharaoh Lake Wilderness,ESSEX,SCHROON,True,False,07/29/2013,9:00 AM,POINT (-73.66652 43.80564)
NY-2015-WS-026,5,Rescue,03/03/2015,12:34 PM,1,F,20.0,CT,US,Hiking,Injured,44.11196,-73.96842,3182.0,True,Aircraft evacuation; Assist/own power,7,True,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,03/03/2015,4:00 AM,POINT (-73.96842 44.11196)
NY-2013-WS-298,5,Rescue,01/01/2014,3:33 AM,1,M,32.0,NY,US,Hiking,Illness,44.34972,-73.92482,2328.0,False,Vehicle/boat evacuation,2,False,Forest Preserve,McKenzie Mt Wilderness,ESSEX,WILMINGTON,True,False,01/01/2014,6:30 AM,POINT (-73.92482 44.34972)
NY-2014-WS-128,5,Search,07/14/2014,4:26 AM,1,M,67.0,NY,US,Hiking,Lost,44.29117,-74.08399,1200.0,True,Assist/own power,1,False,Forest Preserve,Saranac Lake Wild Forest,ESSEX,NORTH ELBA,True,False,07/14/2014,6:00 AM,POINT (-74.08399 44.29117)
NY-2016-WS-105,3,Search,05/31/2016,8:45 AM,3,M,6.0,NY,US,Hiking,Stranded,41.90492,-74.4266,2216.0,True,Assist/own power,2,True,Forest Preserve,Sundown Wild Forest,ULSTER,DENNING,False,True,05/31/2016,11:45 AM,POINT (-74.4266 41.90492)
NY-2014-WS-222,5,Search,09/21/2014,8:10 AM,3,F,27.0,NY,US,Hiking,Lost,44.18832,-73.81995,1500.0,True,Assist/own power,1,False,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,09/21/2014,9:50 AM,POINT (-73.81995 44.18832)
NY-2016-WS-062,5,Search,04/08/2016,4:04 AM,2,M,23.0,QC,CA,Hiking,Lost,44.15702,-74.01501,2292.0,True,Assist/own power,2,True,Forest Preserve,E. High Peaks Wilderness,ESSEX,NEWCOMB,True,False,04/08/2016,9:30 AM,POINT (-74.01501 44.15702)
NY-2015-WS-331,6,Search,11/12/2015,9:30 AM,1,M,84.0,NY,US,Runaway,Missing,44.60926,-75.11486,383.0,True,Assist/own power,3,True,Private Land,Private,ST LAWRENCE,CANTON,False,False,11/13/2015,4:00 AM,POINT (-75.11486 44.60926)
NY-2013-WS-281,7,Search,11/14/2013,9:00 AM,1,M,45.0,NY,US,Despondent,Missing,42.49072,-75.39617,1020.0,True,Carry out by foot,1,True,Private Land,,CHENANGO,NEW BERLIN,False,False,11/24/2013,4:00 AM,POINT (-75.39617 42.49072000000001)
NY-2014-WS-051,5,Search,05/05/2014,6:31 AM,2,F,26.0,NY,US,Hiking,Lost,43.69194,-74.22297,580.0,False,Assist/own power,2,True,Forest Preserve,Siamese Ponds Wilderness,HAMILTON,INDIAN LAKE,True,False,05/05/2014,8:11 AM,POINT (-74.22297 43.69194)
NY-2013-WS-226,5,Rescue,09/30/2013,9:00 AM,2,M,43.0,NY,US,Hiking,Lost,43.5769,-73.57939,326.0,True,Vehicle/boat evacuation,3,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,09/30/2013,11:00 AM,POINT (-73.57939 43.57690000000001)
NY-2015-WS-185,5,Search,07/28/2015,2:06 AM,1,F,20.0,NY,US,Hiking,Lost,43.76364,-74.76122,2158.0,True,Assist/own power,2,True,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,True,False,07/28/2015,5:00 AM,POINT (-74.76122 43.76364)
NY-2014-WS-034,5,Rescue,04/08/2014,1:30 AM,1,M,81.0,NY,US,Hiking,Illness,44.71397,-73.85196,2565.0,True,Aircraft evacuation,4,True,Forest Preserve,Ellenburg Wild Forest,CLINTON,DANNEMORA,True,False,04/08/2014,6:34 AM,POINT (-73.85196 44.71397)
NY-2015-WS-227,5,Search,08/23/2015,11:54 AM,1,F,25.0,NY,US,Boating,Lost,44.26772,-74.15608,1550.0,True,Assist/own power,4,True,Forest Preserve,Saranac Lake Wild Forest,ESSEX,NORTH ELBA,True,False,08/23/2015,2:30 AM,POINT (-74.15608 44.26772)
NY-2015-WS-134,5,Rescue,06/27/2015,4:15 AM,1,F,48.0,OH,US,Hiking,Injured,44.09622,-74.13361,4278.0,False,Aircraft evacuation,4,True,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,True,False,06/27/2015,6:45 AM,POINT (-74.13361 44.09622)
NY-2015-WS-047,5,Search,04/14/2015,1:00 AM,1,M,55.0,NY,US,Hiking,Lost,44.29131,-74.07903,1750.0,True,Assist/own power,14,True,Forest Preserve,Saranac Lake Wild Forest,ESSEX,NORTH ELBA,True,False,04/15/2015,8:30 AM,POINT (-74.07903 44.29131)
NY-2015-WS-030,5,Rescue,03/10/2015,10:28 AM,1,M,32.0,NY,US,Hiking,Injured,44.14642,-73.83265,3862.0,True,Vehicle/boat evacuation,15,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,03/10/2015,11:00 AM,POINT (-73.83265 44.14642)
NY-2013-WS-128,5,Rescue,08/05/2013,1:00 AM,1,F,28.0,NY,US,Hiking,Injured,43.54892,-73.54574,1785.0,False,Vehicle/boat evacuation,1,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,08/05/2013,7:00 AM,POINT (-73.54574 43.54892)
NY-2015-WS-017,5,Search,02/12/2015,5:50 AM,3,M,45.0,PA,US,Hiking,Overdue,44.17339,-73.95877,2208.0,True,Assist/own power,1,True,Forest Preserve,High Peaks Wilderness Area,ESSEX,NORTH ELBA,True,False,02/12/2015,9:15 AM,POINT (-73.95877 44.17339)
NY-2016-WS-010,5,Rescue,01/25/2016,1:30 AM,1,M,51.0,MD,US,Climbing:Rock/Ice,Illness,44.1325,-73.96706,2900.0,True,Vehicle/boat evacuation,2,False,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,01/25/2016,4:20 AM,POINT (-73.96706 44.1325)
NY-2015-WS-101,5,Recovery,06/02/2015,10:55 AM,1,F,34.0,QC,CA,Hiking,Missing,44.11366,-73.95542,3300.0,True,Aircraft evacuation,8,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,06/02/2015,9:30 AM,POINT (-73.95542 44.11366)
NY-2016-WS-083,5,Rescue,05/16/2016,4:11 AM,1,M,50.0,NY,US,Hiking,Injured,44.12308,-73.74484,2100.0,True,Carry out by foot,4,True,Forest Preserve,Dix Mountain Wilderness,ESSEX,KEENE,True,False,05/16/2016,9:43 AM,POINT (-73.74484 44.12308)
NY-2014-WS-134,4,Search,07/07/2014,2:35 AM,2,M,64.0,NY,US,Hiking,Lost,42.32697,-74.17062,1900.0,True,Assist/own power,3,True,Private Land,,GREENE,DURHAM,False,False,07/07/2014,5:30 AM,POINT (-74.17062 42.32697)
NY-2014-WS-136,7,Search,07/22/2014,2:18 AM,1,M,89.0,NY,US,Fishing,Missing,42.11475,-75.95205,879.0,False,Assist/own power,2,True,Other DEC Land,Nanticoke Lake Multiple Use Area,BROOME,LISLE,False,False,07/22/2014,6:20 AM,POINT (-75.95205 42.11475)
NY-2013-WS-152,3,Search,08/14/2013,9:30 AM,5,F,19.0,NY,US,Hiking,Lost,41.48497,-73.96795,200.0,True,Assist/own power,1,True,OPRHP State Land,Hudson Highlands SP,DUTCHESS,FISHKILL,False,False,08/15/2013,12:30 PM,POINT (-73.96795 41.48497)
NY-2014-WS-045,5,Search,04/22/2014,9:00 AM,1,M,21.0,NY,US,Hiking,Lost,44.54908,-73.95486,1335.0,True,Assist/own power,2,False,Private Land,none,FRANKLIN,FRANKLIN,True,False,04/23/2014,1:30 AM,POINT (-73.95486 44.54908)
NY-2014-WS-146,5,Recovery,07/28/2014,12:18 PM,1,M,66.0,QC,CA,Hiking,Illness,44.14054,-73.73792,1900.0,False,Carry out by foot,4,True,Forest Preserve,Giant Mt Wilderness Area,ESSEX,KEENE,True,False,07/28/2014,5:00 AM,POINT (-73.73792 44.14054)
NY-2015-WS-275,5,Rescue,09/25/2015,1:11 AM,1,F,36.0,PA,US,Hiking,Injured,43.59493,-74.62418,2376.0,True,Aircraft evacuation,2,True,Forest Preserve,West Canada Wilderness,HAMILTON,ARIETTA,True,False,09/25/2015,6:00 AM,POINT (-74.62418 43.59493)
NY-2015-WS-121,3,Search,06/17/2015,5:00 AM,2,M,21.0,VA,US,Camping,Lost,42.04389,-74.39555,3030.0,True,Assist/own power,2,True,Forest Preserve,Slide Mtn Wilderness,ULSTER,SHANDAKEN,False,True,06/17/2015,12:00 PM,POINT (-74.39555 42.04389)
NY-2015-WS-290,5,Search,10/09/2015,5:55 AM,2,F,49.0,FL,US,Hiking,Lost,43.57355,-73.71033,1560.0,True,Assist/own power,1,False,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,True,False,10/09/2015,10:50 AM,POINT (-73.71033 43.57355)
NY-2015-WS-006,5,Search,01/13/2015,9:04 AM,2,M,51.0,NY,US,Hiking,Lost,44.07346,-74.08257,1908.0,True,Assist/own power,3,False,Forest Preserve,Dix Mountain Wilderness,ESSEX,NEWCOMB,True,False,01/13/2015,11:39 AM,POINT (-74.08257 44.07346)
NY-2013-WS-094,3,Search,07/09/2013,6:15 AM,1,M,2.0,NY,US,Walking,Missing,41.75975,-74.79295,1345.0,True,,2,False,Private Land,Private,SULLIVAN,LIBERTY,False,False,07/09/2013,9:00 AM,POINT (-74.79295 41.75975)
NY-2015-WS-131,3,Search,06/26/2015,12:00 PM,1,M,31.0,NY,US,Hiking,Lost,42.06288,-74.39441,3395.0,True,Assist/own power,3,True,Forest Preserve,Slide Mt. Wilderness Area,ULSTER,SHANDAKEN,False,True,06/26/2015,9:30 AM,POINT (-74.39441 42.06288)
NY-2013-WS-274,8,Search,11/23/2013,6:45 AM,1,M,63.0,NY,US,Hunting,Lost,42.35182,-76.70107,1834.0,True,Assist/own power,3,True,Wildlife Management Area,Connecticut Hill Wildlife Management Unit,SCHUYLER,CATHARINE,False,False,11/23/2013,10:16 AM,POINT (-76.70107 42.35182)
NY-2016-WS-045,5,Search,03/16/2016,10:33 AM,1,M,57.0,NY,US,Fishing,Injured,44.47411,-73.95482,1435.0,False,Carry out by foot,9,True,Private Land,Private,FRANKLIN,FRANKLIN,True,False,03/16/2016,1:00 AM,POINT (-73.95482 44.47411)
NY-2013-WS-198,5,Rescue,09/11/2013,5:23 AM,2,F,55.0,NY,US,Hiking,Stranded,44.37147,-74.05974,1511.0,False,Assist/own power; Vehicle/boat evacuation,1,True,Forest Preserve,McKenzie Mountain Wilderness Area,ESSEX,ST ARMAND,True,False,09/11/2013,7:11 AM,POINT (-74.05974 44.37147)
NY-2015-WS-197,5,Search,08/02/2015,9:25 AM,3,F,15.0,NY,US,Hiking,Lost,44.1539,-73.74215,2450.0,True,Assist/own power,2,True,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,True,False,08/03/2015,8:00 AM,POINT (-73.74215 44.1539)
NY-2015-WS-059,5,Search,04/25/2015,12:10 PM,1,M,32.0,NY,US,Walking,Overdue,43.58655,-74.03922,1200.0,True,Assist/own power,2,False,Private Land,Adirondak Park,WARREN,JOHNSBURG,False,False,04/26/2015,12:10 PM,POINT (-74.03922000000001 43.58655)
NY-2014-WS-087,5,Search,06/12/2014,5:25 AM,1,M,4.0,NY,US,Walking,Missing,44.85301,-74.29819,686.0,True,,2,True,Private Land,None,FRANKLIN,MALONE,False,False,06/12/2014,7:00 AM,POINT (-74.29819 44.85301)
NY-2015-WS-073,4,Search,05/09/2015,7:00 AM,1,M,72.0,NY,US,Hiking,Lost,42.18524,-74.05894,2127.0,True,Assist/own power,1,False,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,05/10/2015,3:00 AM,POINT (-74.05894 42.18524)
NY-2016-WS-053,5,Search,03/28/2016,8:58 AM,1,M,80.0,NY,US,Walking,Overdue,43.09149,-73.80191,343.0,True,Carry out by foot,4,True,Private Land,Private Land,SARATOGA,SARATOGA SPRINGS,False,False,03/28/2016,11:00 AM,POINT (-73.80191 43.09149)
NY-2015-WS-118,3,Recovery,06/10/2015,11:00 AM,1,M,27.0,NY,US,Despondent,Missing,41.73316,-74.19474,795.0,True,Carry out by foot,3,True,Private Land,,ULSTER,GARDINER,False,False,06/10/2015,4:00 AM,POINT (-74.19474 41.73316)
NY-2015-WS-314,9,Search,10/24/2015,8:45 AM,1,M,17.0,NY,US,Fishing,Lost,42.41122,-78.88743,1075.0,True,Assist/own power,1,True,Private Land,Zoar Valley,CATTARAUGUS,PERSIA,False,False,10/25/2015,12:15 PM,POINT (-78.88743 42.41122000000001)
NY-2014-WS-259,5,Search,10/28/2014,12:51 PM,1,F,45.0,QC,CA,Hiking,Lost,44.16228,-73.85554,2300.0,True,Assist/own power,2,True,Forest Preserve,High Peaks Wilderness Area,ESSEX,KEENE,True,False,10/28/2014,10:30 AM,POINT (-73.85554 44.16228)
NY-2013-WS-215,5,Rescue,09/22/2013,4:31 AM,1,M,51.0,NY,US,Hiking,Injured,44.11512,-73.94584,2600.0,False,Assist/own power; Vehicle/boat evacuation,1,False,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,True,False,09/22/2013,6:00 AM,POINT (-73.94584 44.115120000000005)
NY-2013-WS-088,5,Search,07/05/2013,7:41 AM,1,F,23.0,NY,US,Camping,Lost,43.3725,-74.43341,1300.0,True,Assist/own power,7,True,Forest Preserve,Silver Lake Wilderness Area,HAMILTON,WELLS,True,False,07/06/2013,1:45 AM,POINT (-74.43341 43.3725)
NY-2014-WS-053,3,Rescue,05/11/2014,9:00 AM,1,M,30.0,RI,US,Camping,Injured,42.09868,-74.09006,2118.0,False,Carry out by foot; Vehicle/boat evacuation,6,True,Forest Preserve,IndianHead Wilderness Area,ULSTER,WOODSTOCK,False,True,05/12/2014,4:04 AM,POINT (-74.09006 42.09868000000001)
NY-2014-WS-250,5,Search,10/21/2014,3:19 AM,1,F,22.0,NY,US,Hiking,Lost,44.1548,-73.6303,753.0,True,Assist/own power,2,False,Forest Preserve,Giant Mt Wilderness Area,ESSEX,ELIZABETHTOWN,True,False,10/21/2014,9:30 AM,POINT (-73.6303 44.1548)
NY-2014-WS-104,5,Recovery,06/28/2014,2:10 AM,1,M,17.0,NY,US,Swimming,Missing,44.36638,-73.84057,1150.0,True,Swiftwater,17,True,Forest Preserve,Wilmington Wild Forest,ESSEX,WILMINGTON,True,False,07/01/2014,2:10 AM,POINT (-73.84057 44.36638)
NY-2015-WS-079,5,Search,05/20/2015,7:51 AM,2,F,23.0,NJ,US,Hiking,Lost,43.59765,-73.56448,330.0,True,Vehicle/boat evacuation,2,False,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,05/20/2015,10:15 AM,POINT (-73.56448 43.59765)
NY-2015-WS-042,5,Rescue,04/05/2015,12:56 PM,1,M,18.0,NY,US,Hiking,Stranded,44.23492,-73.70498,3290.0,True,Assist/own power,6,False,Forest Preserve,Hurricane Mountain Primitave Area,ESSEX,ELIZABETHTOWN,True,False,04/05/2015,6:30 AM,POINT (-73.70498 44.23492)
NY-2015-WS-103,5,Search,06/02/2015,9:44 AM,2,M,13.0,NY,US,Hiking,Overdue,44.11287,-73.57598,2133.0,True,Assist/own power,1,True,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,True,False,06/02/2015,10:50 AM,POINT (-73.57598 44.11287)
NY-2014-WS-201,9,Search,09/01/2014,9:20 AM,1,F,20.0,ON,CA,Hiking,Lost,42.42082,-78.89288,1130.0,True,Assist/own power,1,True,Private Land,Zoar Valley MUA,CATTARAUGUS,PERSIA,False,False,09/01/2014,11:30 AM,POINT (-78.89288 42.42082)
NY-2013-WS-169,5,Search,08/21/2013,7:56 AM,1,M,68.0,NY,US,Hiking,Overdue,43.54916,-73.55683,1320.0,True,Assist/own power,2,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,08/22/2013,11:19 AM,POINT (-73.55683 43.54916)
NY-2014-WS-113,5,Search,07/01/2014,9:45 AM,1,M,30.0,NY,US,Hiking,Lost,43.50198,-73.60662,940.0,True,Assist/own power,4,False,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,07/02/2014,3:00 AM,POINT (-73.60662 43.50198)
NY-2015-WS-302,5,Rescue,10/13/2015,4:32 AM,1,F,31.0,NY,US,Hiking,Injured,44.14478,-73.95455,2599.0,True,Assist/own power,1,True,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,10/13/2015,7:10 AM,POINT (-73.95455 44.14478)
NY-2013-WS-236,5,Rescue,10/10/2013,10:15 AM,1,M,28.0,DC,US,Hiking,Illness,44.21536,-73.88453,2363.0,False,Assist/own power,2,True,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,10/10/2013,11:30 AM,POINT (-73.88453 44.21536)
NY-2016-WS-041,5,Recovery,03/15/2016,1:14 AM,1,M,12.0,NY,US,Hiking,Injured,44.15041,-73.76088,1450.0,True,Carry out by foot,3,True,Forest Preserve,Giant Mt Wilderness Area,ESSEX,KEENE,True,False,03/15/2016,4:00 AM,POINT (-73.76088 44.15041)
NY-2013-WS-192,3,Search,09/07/2013,7:38 AM,1,F,90.0,NY,US,Walking,Overdue,41.90868,-74.08262,160.0,True,Carry out by foot,6,True,Private Land,,ULSTER,HURLEY,False,False,09/08/2013,1:00 AM,POINT (-74.08262 41.90868)
NY-2014-WS-032,6,Search,04/04/2014,10:09 AM,1,M,28.0,NY,US,Hiking,Lost,43.41176,-75.36824,1920.0,True,Assist/own power,3,True,Forest Preserve,Ha-de-Ron-Dah Wilderness,HERKIMER,WEBB,True,False,04/05/2014,2:00 AM,POINT (-75.36824 43.41176)
NY-2013-WS-113,9,Search,07/27/2013,8:08 AM,1,F,6.0,NY,US,Runaway,Missing,42.09343,-78.15761,1713.0,True,Carry out by foot,2,True,Private Land,N.A.,ALLEGANY,WIRT,False,False,07/27/2013,9:50 AM,POINT (-78.15761 42.09343)
NY-2015-WS-194,5,Search,08/01/2015,9:41 AM,1,F,20.0,NY,US,Hiking,Lost,43.52025,-73.59596,2331.0,True,Assist/own power,2,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,08/02/2015,4:30 AM,POINT (-73.59596 43.52025)
NY-2014-WS-147,5,Rescue,07/29/2014,7:29 AM,1,M,60.0,NY,US,Camping,Injured,43.49126,-74.35447,1813.0,True,Vehicle/boat evacuation,1,True,DEC Campground,Golden Beach Campground,HAMILTON,INLET,True,False,08/12/2014,10:00 AM,POINT (-74.35447 43.49126)
NY-2014-WS-196,3,Search,08/30/2014,5:42 AM,3,M,13.0,NJ,US,Hiking,Lost,41.95809,-74.68946,2222.0,True,Assist/own power,1,True,Forest Preserve,Willowemoc Wild Forest,SULLIVAN,ROCKLAND,False,True,08/30/2014,7:30 AM,POINT (-74.68946 41.95809)
NY-2013-WS-251,5,Rescue,10/21/2013,1:49 AM,1,F,52.0,NY,US,Hiking,Illness,44.13645,-73.98541,3695.0,False,Assist/own power; Vehicle/boat evacuation,9,True,Forest Preserve,E. High Peaks Wilderness,ESSEX,NEWCOMB,True,False,10/22/2013,11:30 AM,POINT (-73.98541000000002 44.13645)
NY-2013-WS-125,6,Search,08/02/2013,8:35 AM,2,M,15.0,NJ,US,Boating,Lost,44.10942,-74.55677,1631.0,True,Assist/own power,3,True,Forest Preserve,Horseshoe Lake Wild Forest,ST LAWRENCE,PIERCEFIELD,False,False,08/03/2013,12:01 PM,POINT (-74.55677000000001 44.10942)
NY-2013-WS-086,4,Search,07/03/2013,5:00 AM,1,F,54.0,MA,US,Hiking,Lost,42.20422,-74.04004,2190.0,True,Assist/own power,5,True,Forest Preserve,North/South Lake DEC Campground and Kaaterskill Wild Forest,GREENE,HUNTER,False,True,07/03/2013,8:45 AM,POINT (-74.04004 42.20422)
NY-2015-WS-037,5,Search,03/22/2015,6:05 AM,1,M,78.0,NY,US,Walking,Missing,44.32254,-74.21335,1904.0,True,Assist/own power,4,False,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,True,False,03/22/2015,8:00 AM,POINT (-74.21335 44.32254)
NY-2013-WS-142,4,Rescue,08/12/2013,2:30 AM,1,M,20.0,NY,US,Hiking,Injured,42.19353,-74.06351,1932.0,False,Aircraft evacuation,6,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,08/12/2013,6:30 AM,POINT (-74.06351 42.19353)
NY-2014-WS-241,5,Rescue,10/14/2014,2:46 AM,1,F,52.0,NY,US,Hiking,Injured,44.23525,-73.71013,3662.0,False,Aircraft evacuation,2,True,Forest Preserve,Hurricane Wilderness Area,ESSEX,KEENE,True,False,10/14/2014,6:00 AM,POINT (-73.71013 44.23525)
NY-2014-WS-067,5,Rescue,05/26/2014,1:41 AM,1,M,50.0,NY,US,Hiking,Injured,44.2952,-74.08478,1590.0,True,Assist/own power,4,True,Forest Preserve,MacKenzie WF,ESSEX,NORTH ELBA,True,False,05/26/2014,3:00 AM,POINT (-74.08478 44.2952)
NY-2014-WS-175,9,Rescue,08/14/2014,10:35 AM,1,M,17.0,MO,US,Hiking,Stranded,42.2766,-79.55834,1100.0,True,Assist/own power; High Angle; Technical Rope,2,True,Private Land,none,CHAUTAUQUA,CHAUTAUQUA,False,False,08/15/2014,9:30 AM,POINT (-79.55834 42.2766)
NY-2014-WS-069,7,Search,05/25/2014,6:00 AM,1,M,71.0,NY,US,Walking,Missing,43.12361,-76.15684,414.0,False,,4,True,Private Land,Hamlin Marsh WMA,ONONDAGA,CLAY,False,False,04/11/2015,4:13 AM,POINT (-76.15684 43.12361)
NY-2015-WS-088,5,Rescue,05/25/2015,7:24 AM,1,F,28.0,QC,CA,Climbing:Rock/Ice,Stranded,44.1348,-73.74295,1900.0,True,High Angle,4,True,Forest Preserve,Dix Mountain Wilderness,ESSEX,KEENE,True,False,05/25/2015,9:30 AM,POINT (-73.74295 44.1348)
NY-2015-WS-224,5,Rescue,08/21/2015,3:31 AM,1,M,82.0,NY,US,Hiking,Illness,44.15649,-73.59113,1968.0,False,Vehicle/boat evacuation,1,True,Other Municipal Land,Henry's Woods,ESSEX,NORTH ELBA,True,False,08/21/2015,4:23 AM,POINT (-73.59113 44.15649)
NY-2013-WS-074,4,Rescue,06/24/2013,11:55 AM,1,M,11.0,NY,US,Hiking,Injured,42.29372,-74.11135,2400.0,True,Assist/own power,2,True,Forest Preserve,Windham Blackhead Range Wilderness Area,GREENE,WINDHAM,False,True,06/24/2013,2:30 AM,POINT (-74.11135 42.29372)
NY-2014-WS-110,3,Search,06/30/2014,6:30 AM,2,M,18.0,NY,US,Hiking,Lost,41.57318,-74.41151,2167.0,True,,2,True,DEC Campground,Mongaup Pond Campground and Willowemoc Wild Forest,SULLIVAN,ROCKLAND,False,True,06/30/2014,7:50 AM,POINT (-74.41151 41.57318)
NY-2014-WS-209,8,Search,09/06/2014,4:35 AM,2,F,24.0,NY,US,Hiking,Lost,42.61535,-77.38109,1460.0,True,Assist/own power; Vehicle/boat evacuation,2,True,Wildlife Management Area,Hi Tor WMA,ONTARIO,NAPLES,False,False,09/06/2014,7:00 AM,POINT (-77.38109 42.61535)
NY-2016-WS-086,5,Search,05/17/2016,3:20 AM,1,M,34.0,NY,US,Hiking,Lost,43.9049,-74.40422,2100.0,True,Vehicle/boat evacuation,3,True,Forest Preserve,Blue Mt. Wild Forest,HAMILTON,INDIAN LAKE,True,False,05/17/2016,5:00 AM,POINT (-74.40422 43.9049)
NY-2015-WS-237,4,Rescue,08/29/2015,3:30 AM,1,M,75.0,NY,US,Hiking,Injured,42.19223,-74.06975,1563.0,False,Assist/own power,1,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,08/29/2015,4:20 AM,POINT (-74.06975 42.19223)
NY-2013-WS-291,5,Search,12/23/2013,11:58 AM,6,M,46.0,NY,US,Hiking,Stranded,44.06639,-73.99313,2069.0,True,Assist/own power,2,True,Conservation Easement,High Peaks Wilderness,ESSEX,NEWCOMB,True,False,12/24/2013,5:30 AM,POINT (-73.99313 44.06639)
NY-2016-WS-095,9,Search,05/25/2016,9:00 AM,2,M,19.0,NY,US,Hiking,Lost,42.24469,-79.57877,1239.0,True,Assist/own power,1,True,Private Land,,CHAUTAUQUA,CHAUTAUQUA,False,False,05/25/2016,11:55 AM,POINT (-79.57877 42.24469)
NY-2014-WS-076,8,Rescue,06/02/2014,10:15 AM,2,F,21.0,NY,US,Hiking,Stranded,42.72238,-77.60563,900.0,True,Vehicle/boat evacuation,3,True,State Forests,Hemlock Canadice SF,ONTARIO,CANADICE,False,False,06/02/2014,11:59 AM,POINT (-77.60563 42.72238)
NY-2013-WS-259,5,Search,10/28/2013,8:15 AM,1,M,55.0,NY,US,Hunting,Lost,43.68016,-74.69766,1905.0,True,Assist/own power,2,False,Forest Preserve,Moose River Plains Wild Forest,HAMILTON,INLET,True,False,10/29/2013,2:10 AM,POINT (-74.69766000000001 43.68016)
NY-2015-WS-268,6,Search,09/20/2015,4:29 AM,1,M,50.0,NY,US,Camping,Illness,44.19584,-74.48387,1545.0,False,,2,True,Forest Preserve,Bog River,ST LAWRENCE,PIERCEFIELD,True,False,09/20/2015,6:23 AM,POINT (-74.48387 44.19584)
NY-2015-WS-348,5,Rescue,12/23/2015,3:17 AM,1,F,22.0,NY,US,Hiking,Injured,44.15925,-73.9796,3000.0,True,Assist/own power,4,False,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,12/23/2015,6:15 AM,POINT (-73.97960000000002 44.15925)
NY-2014-WS-277,4,Rescue,11/30/2014,7:30 AM,1,F,18.0,NY,US,Hiking,Illness,42.17611,-74.3255,3012.0,True,Assist/own power,2,False,Forest Preserve,Hunter-West Kill Wilderness Area,GREENE,LEXINGTON,False,True,12/01/2014,1:30 AM,POINT (-74.32550000000002 42.17611)
NY-2015-WS-204,5,Recovery,08/09/2015,7:18 AM,4,F,68.0,NY,US,Aircraft,Overdue,44.40346,-74.19081,1656.0,True,,3,True,Private Land,Paul Smiths College Easement,FRANKLIN,HARRIETSTOWN,True,False,08/09/2015,8:30 AM,POINT (-74.19081 44.40346)
