CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
25.0,Q,01,G&T,-,-,-,99.0,4.0,24.8
25.0,Q,02,GEN ED,-,-,-,1965.0,83.0,23.7
25.0,Q,02,CTT,-,-,-,409.0,17.0,24.1
25.0,Q,02,G&T,-,-,-,77.0,3.0,25.7
25.0,Q,03,GEN ED,-,-,-,1945.0,80.0,24.3
25.0,Q,03,CTT,-,-,-,380.0,16.0,23.8
25.0,Q,03,G&T,-,-,-,76.0,3.0,25.3
25.0,Q,04,GEN ED,-,-,-,1860.0,71.0,26.2
25.0,Q,04,CTT,-,-,-,299.0,11.0,27.2
25.0,Q,04,G&T,-,-,-,61.0,2.0,30.5
25.0,Q,05,GEN ED,-,-,-,1990.0,72.0,27.6
25.0,Q,05,CTT,-,-,-,304.0,12.0,25.3
25.0,Q,05,G&T,-,-,-,50.0,2.0,25.0
25.0,Q,06,GEN ED,-,-,-,1872.0,68.0,27.5
25.0,Q,06,CTT,-,-,-,383.0,15.0,25.5
25.0,Q,06,G&T,-,-,-,58.0,2.0,29.0
25.0,Q,07,GEN ED,-,-,-,1917.0,67.0,28.6
25.0,Q,07,CTT,-,-,-,315.0,13.0,24.2
25.0,Q,07,G&T,-,-,-,63.0,2.0,31.5
25.0,Q,08,GEN ED,-,-,-,1982.0,66.0,30.0
25.0,Q,08,CTT,-,-,-,327.0,13.0,25.2
25.0,Q,08,G&T,-,-,-,64.0,2.0,32.0
25.0,Q,0K-09,SPEC ED,-,-,12:1,153.0,18.0,8.5
25.0,Q,0K-09,SPEC ED,-,-,12:1:1,701.0,73.0,9.6
25.0,Q,0K-09,SPEC ED,-,-,6:1:1,6.0,1.0,6.0
25.0,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,5823.0,206.0,28.3
25.0,Q,MS Core,GEN ED,MATH,MS Math Core,-,5426.0,189.0,28.7
25.0,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,454.0,15.0,30.3
25.0,Q,MS Core,GEN ED,MATH,Math A,-,105.0,6.0,17.5
25.0,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,5650.0,195.0,29.0
25.0,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,119.0,4.0,29.8
25.0,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,393.0,18.0,21.8
25.0,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,5823.0,201.0,29.0
25.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,82.0,4.0,20.5
25.0,Q,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,52.0,2.0,26.0
25.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,16.0,1.0,16.0
25.0,Q,MS Core,CTT,ENGLISH,MS English Core,-,1157.0,44.0,26.3
25.0,Q,MS Core,CTT,MATH,MS Math Core,-,921.0,36.0,25.6
25.0,Q,MS Core,CTT,MATH,Integrated Algebra,-,53.0,2.0,26.5
25.0,Q,MS Core,CTT,MATH,Math A,-,20.0,1.0,20.0
25.0,Q,MS Core,CTT,SCIENCE,MS Science Core,-,947.0,37.0,25.6
25.0,Q,MS Core,CTT,SCIENCE,Living Environment,-,26.0,1.0,26.0
27.0,Q,08,GEN ED,-,-,-,2856.0,100.0,28.6
25.0,Q,MS Core,CTT,SCIENCE,Other Science,-,18.0,1.0,18.0
25.0,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,960.0,37.0,25.9
25.0,Q,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,63.0,3.0,21.0
25.0,Q,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,22.0,1.0,22.0
25.0,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,184.0,19.0,9.7
25.0,Q,MS Core,SPEC ED,MATH,MS Math Core,-,172.0,18.0,9.6
25.0,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,166.0,16.0,10.4
25.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,173.0,18.0,9.6
25.0,Q,09-12,GEN ED,ENGLISH,English 9,-,2005.0,72.0,27.8
25.0,Q,09-12,GEN ED,ENGLISH,English 10,-,2044.0,68.0,30.1
26.0,Q,08,GEN ED,-,-,-,1719.0,57.0,30.2
25.0,Q,09-12,GEN ED,ENGLISH,English 11,-,2053.0,67.0,30.6
25.0,Q,09-12,GEN ED,ENGLISH,English 12,-,1351.0,47.0,28.7
25.0,Q,09-12,GEN ED,ENGLISH,MS English Core,-,390.0,13.0,30.0
25.0,Q,09-12,GEN ED,ENGLISH,Other English,-,2252.0,87.0,25.9
25.0,Q,09-12,GEN ED,MATH,Integrated Algebra,-,3694.0,147.0,25.1
25.0,Q,09-12,GEN ED,MATH,Geometry,-,2848.0,100.0,28.5
25.0,Q,09-12,GEN ED,MATH,Trigonometry,-,1227.0,43.0,28.5
25.0,Q,09-12,GEN ED,MATH,Other Math,-,425.0,17.0,25.0
25.0,Q,09-12,GEN ED,SCIENCE,Earth Science,-,3427.0,119.0,28.8
25.0,Q,09-12,GEN ED,SCIENCE,Living Environment,-,6042.0,225.0,26.9
25.0,Q,09-12,GEN ED,SCIENCE,Chemistry,-,2149.0,75.0,28.7
25.0,Q,09-12,GEN ED,SCIENCE,Physics,-,1310.0,44.0,29.8
25.0,Q,09-12,GEN ED,SCIENCE,Other Science,-,2144.0,84.0,25.5
25.0,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5299.0,188.0,28.2
25.0,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2232.0,73.0,30.6
25.0,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,586.0,20.0,29.3
25.0,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1217.0,41.0,29.7
25.0,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1079.0,40.0,27.0
25.0,Q,09-12,CTT,ENGLISH,English 9,-,268.0,10.0,26.8
25.0,Q,09-12,CTT,ENGLISH,English 10,-,187.0,6.0,31.2
25.0,Q,09-12,CTT,ENGLISH,English 11,-,95.0,3.0,31.7
25.0,Q,09-12,CTT,ENGLISH,English 12,-,123.0,4.0,30.8
25.0,Q,09-12,CTT,ENGLISH,MS English Core,-,49.0,2.0,24.5
25.0,Q,09-12,CTT,ENGLISH,Other English,-,164.0,7.0,23.4
25.0,Q,09-12,CTT,MATH,Integrated Algebra,-,459.0,17.0,27.0
25.0,Q,09-12,CTT,MATH,Geometry,-,100.0,3.0,33.3
25.0,Q,09-12,CTT,MATH,Other Math,-,45.0,2.0,22.5
25.0,Q,09-12,CTT,SCIENCE,Earth Science,-,219.0,7.0,31.3
25.0,Q,09-12,CTT,SCIENCE,Living Environment,-,774.0,27.0,28.7
25.0,Q,09-12,CTT,SCIENCE,Other Science,-,49.0,2.0,24.5
25.0,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,494.0,16.0,30.9
25.0,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,184.0,6.0,30.7
25.0,Q,09-12,CTT,SOCIAL STUDIES,Economics,-,34.0,1.0,34.0
25.0,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,33.0,1.0,33.0
25.0,Q,09-12,SPEC ED,ENGLISH,English 9,-,93.0,8.0,11.6
25.0,Q,09-12,SPEC ED,ENGLISH,English 10,-,44.0,4.0,11.0
25.0,Q,09-12,SPEC ED,ENGLISH,English 11,-,54.0,4.0,13.5
25.0,Q,09-12,SPEC ED,ENGLISH,English 12,-,12.0,1.0,12.0
25.0,Q,09-12,SPEC ED,ENGLISH,Other English,-,56.0,5.0,11.2
25.0,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,227.0,17.0,13.4
25.0,Q,09-12,SPEC ED,MATH,Geometry,-,61.0,5.0,12.2
25.0,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,153.0,11.0,13.9
25.0,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,245.0,19.0,12.9
25.0,Q,09-12,SPEC ED,SCIENCE,Other Science,-,32.0,2.0,16.0
25.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,167.0,13.0,12.8
25.0,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,60.0,5.0,12.0
25.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,22.0,2.0,11.0
26.0,Q,0K,GEN ED,-,-,-,1349.0,65.0,20.8
26.0,Q,0K,CTT,-,-,-,164.0,9.0,18.2
26.0,Q,0K,G&T,-,-,-,75.0,3.0,25.0
26.0,Q,01,GEN ED,-,-,-,1412.0,60.0,23.5
26.0,Q,01,CTT,-,-,-,173.0,8.0,21.6
26.0,Q,01,G&T,-,-,-,94.0,3.0,31.3
26.0,Q,02,GEN ED,-,-,-,1339.0,54.0,24.8
26.0,Q,02,CTT,-,-,-,212.0,10.0,21.2
26.0,Q,02,G&T,-,-,-,87.0,3.0,29.0
26.0,Q,03,GEN ED,-,-,-,1269.0,50.0,25.4
26.0,Q,03,CTT,-,-,-,211.0,9.0,23.4
26.0,Q,03,G&T,-,-,-,80.0,3.0,26.7
26.0,Q,04,GEN ED,-,-,-,1409.0,55.0,25.6
26.0,Q,04,CTT,-,-,-,166.0,7.0,23.7
26.0,Q,04,G&T,-,-,-,31.0,1.0,31.0
26.0,Q,05,GEN ED,-,-,-,1576.0,56.0,28.1
26.0,Q,05,CTT,-,-,-,138.0,5.0,27.6
26.0,Q,05,G&T,-,-,-,31.0,1.0,31.0
26.0,Q,06,GEN ED,-,-,-,1581.0,53.0,29.8
26.0,Q,06,CTT,-,-,-,137.0,5.0,27.4
26.0,Q,06,G&T,-,-,-,29.0,1.0,29.0
26.0,Q,07,GEN ED,-,-,-,1679.0,55.0,30.5
26.0,Q,08,CTT,-,-,-,133.0,5.0,26.6
26.0,Q,08,G&T,-,-,-,30.0,1.0,30.0
26.0,Q,0K-09,SPEC ED,-,-,12:1,162.0,17.0,9.5
26.0,Q,0K-09,SPEC ED,-,-,12:1:1,286.0,31.0,9.2
26.0,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,5265.0,175.0,30.1
26.0,Q,MS Core,GEN ED,MATH,MS Math Core,-,3433.0,114.0,30.1
26.0,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,1070.0,35.0,30.6
26.0,Q,MS Core,GEN ED,MATH,Math A,-,139.0,5.0,27.8
26.0,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,3711.0,123.0,30.2
26.0,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,666.0,22.0,30.3
26.0,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,552.0,19.0,29.1
26.0,Q,MS Core,GEN ED,SCIENCE,Other Science,-,219.0,7.0,31.3
26.0,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,4855.0,161.0,30.2
27.0,Q,08,CTT,-,-,-,439.0,17.0,25.8
26.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,242.0,8.0,30.3
26.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,172.0,6.0,28.7
26.0,Q,MS Core,CTT,ENGLISH,MS English Core,-,405.0,15.0,27.0
26.0,Q,MS Core,CTT,MATH,MS Math Core,-,327.0,12.0,27.3
26.0,Q,MS Core,CTT,MATH,Integrated Algebra,-,28.0,1.0,28.0
26.0,Q,MS Core,CTT,MATH,Math A,-,22.0,1.0,22.0
26.0,Q,MS Core,CTT,SCIENCE,MS Science Core,-,327.0,12.0,27.3
26.0,Q,MS Core,CTT,SCIENCE,Living Environment,-,50.0,2.0,25.0
26.0,Q,MS Core,CTT,SCIENCE,Other Science,-,28.0,1.0,28.0
26.0,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,405.0,15.0,27.0
26.0,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,121.0,14.0,8.6
26.0,Q,MS Core,SPEC ED,MATH,MS Math Core,-,100.0,11.0,9.1
26.0,Q,MS Core,SPEC ED,MATH,Integrated Algebra,-,5.0,1.0,5.0
26.0,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,100.0,11.0,9.1
26.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,121.0,14.0,8.6
26.0,Q,09-12,GEN ED,ENGLISH,English 9,-,2735.0,87.0,31.4
26.0,Q,09-12,GEN ED,ENGLISH,English 10,-,3574.0,114.0,31.4
26.0,Q,09-12,GEN ED,ENGLISH,English 11,-,3495.0,108.0,32.4
26.0,Q,09-12,GEN ED,ENGLISH,English 12,-,2839.0,91.0,31.2
26.0,Q,09-12,GEN ED,ENGLISH,MS English Core,-,734.0,25.0,29.4
26.0,Q,09-12,GEN ED,ENGLISH,Other English,-,1853.0,70.0,26.5
26.0,Q,09-12,GEN ED,MATH,Integrated Algebra,-,3772.0,123.0,30.7
26.0,Q,09-12,GEN ED,MATH,Geometry,-,3175.0,98.0,32.4
26.0,Q,09-12,GEN ED,MATH,Trigonometry,-,2722.0,89.0,30.6
26.0,Q,09-12,GEN ED,MATH,Math A,-,74.0,3.0,24.7
26.0,Q,09-12,GEN ED,MATH,Other Math,-,1483.0,49.0,30.3
26.0,Q,09-12,GEN ED,SCIENCE,Earth Science,-,3484.0,114.0,30.6
26.0,Q,09-12,GEN ED,SCIENCE,Living Environment,-,4517.0,143.0,31.6
26.0,Q,09-12,GEN ED,SCIENCE,Chemistry,-,3959.0,126.0,31.4
26.0,Q,09-12,GEN ED,SCIENCE,Physics,-,2525.0,82.0,30.8
26.0,Q,09-12,GEN ED,SCIENCE,Other Science,-,2612.0,84.0,31.1
26.0,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,6526.0,210.0,31.1
26.0,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,3348.0,105.0,31.9
26.0,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,255.0,9.0,28.3
26.0,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,3008.0,95.0,31.7
26.0,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,2171.0,79.0,27.5
26.0,Q,09-12,CTT,ENGLISH,English 9,-,536.0,21.0,25.5
26.0,Q,09-12,CTT,ENGLISH,English 10,-,467.0,17.0,27.5
26.0,Q,09-12,CTT,ENGLISH,English 11,-,370.0,13.0,28.5
26.0,Q,09-12,CTT,ENGLISH,English 12,-,263.0,9.0,29.2
26.0,Q,09-12,CTT,ENGLISH,MS English Core,-,29.0,1.0,29.0
26.0,Q,09-12,CTT,ENGLISH,Other English,-,145.0,5.0,29.0
26.0,Q,09-12,CTT,MATH,Integrated Algebra,-,632.0,24.0,26.3
26.0,Q,09-12,CTT,MATH,Geometry,-,299.0,9.0,33.2
26.0,Q,09-12,CTT,MATH,Trigonometry,-,140.0,4.0,35.0
26.0,Q,09-12,CTT,MATH,Math A,-,35.0,3.0,11.7
26.0,Q,09-12,CTT,SCIENCE,Earth Science,-,502.0,20.0,25.1
26.0,Q,09-12,CTT,SCIENCE,Living Environment,-,619.0,21.0,29.5
26.0,Q,09-12,CTT,SCIENCE,Chemistry,-,194.0,6.0,32.3
26.0,Q,09-12,CTT,SCIENCE,Other Science,-,331.0,11.0,30.1
26.0,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,908.0,32.0,28.4
30.0,Q,06,CTT,-,-,-,413.0,16.0,25.8
26.0,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,374.0,14.0,26.7
26.0,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,255.0,8.0,31.9
26.0,Q,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,64.0,2.0,32.0
26.0,Q,09-12,SPEC ED,ENGLISH,English 9,-,149.0,12.0,12.4
26.0,Q,09-12,SPEC ED,ENGLISH,English 10,-,140.0,11.0,12.7
26.0,Q,09-12,SPEC ED,ENGLISH,English 11,-,112.0,10.0,11.2
26.0,Q,09-12,SPEC ED,ENGLISH,English 12,-,106.0,8.0,13.3
26.0,Q,09-12,SPEC ED,ENGLISH,MS English Core,-,8.0,1.0,8.0
26.0,Q,09-12,SPEC ED,ENGLISH,Other English,-,58.0,5.0,11.6
26.0,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,225.0,17.0,13.2
26.0,Q,09-12,SPEC ED,MATH,Geometry,-,25.0,2.0,12.5
26.0,Q,09-12,SPEC ED,MATH,Math A,-,16.0,2.0,8.0
26.0,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,83.0,7.0,11.9
26.0,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,117.0,9.0,13.0
26.0,Q,09-12,SPEC ED,SCIENCE,Chemistry,-,10.0,1.0,10.0
26.0,Q,09-12,SPEC ED,SCIENCE,Other Science,-,100.0,10.0,10.0
26.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,254.0,19.0,13.4
26.0,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,116.0,10.0,11.6
26.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,74.0,6.0,12.3
26.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,26.0,2.0,13.0
27.0,Q,0K,GEN ED,-,-,-,3070.0,137.0,22.4
27.0,Q,0K,CTT,-,-,-,516.0,25.0,20.6
27.0,Q,0K,G&T,-,-,-,15.0,1.0,15.0
27.0,Q,01,GEN ED,-,-,-,3021.0,132.0,22.9
27.0,Q,01,CTT,-,-,-,486.0,21.0,23.1
27.0,Q,01,G&T,-,-,-,20.0,1.0,20.0
27.0,Q,02,GEN ED,-,-,-,3013.0,127.0,23.7
27.0,Q,02,CTT,-,-,-,497.0,21.0,23.7
27.0,Q,02,G&T,-,-,-,49.0,2.0,24.5
27.0,Q,03,GEN ED,-,-,-,2996.0,123.0,24.4
27.0,Q,03,CTT,-,-,-,419.0,17.0,24.6
27.0,Q,03,G&T,-,-,-,79.0,4.0,19.8
27.0,Q,04,GEN ED,-,-,-,2909.0,109.0,26.7
27.0,Q,04,CTT,-,-,-,416.0,16.0,26.0
27.0,Q,04,G&T,-,-,-,146.0,6.0,24.3
27.0,Q,05,GEN ED,-,-,-,2891.0,111.0,26.0
27.0,Q,05,CTT,-,-,-,346.0,14.0,24.7
27.0,Q,05,G&T,-,-,-,121.0,5.0,24.2
27.0,Q,06,GEN ED,-,-,-,2805.0,106.0,26.5
27.0,Q,06,CTT,-,-,-,379.0,17.0,22.3
27.0,Q,06,G&T,-,-,-,250.0,8.0,31.3
27.0,Q,07,GEN ED,-,-,-,2909.0,104.0,28.0
27.0,Q,07,CTT,-,-,-,461.0,18.0,25.6
27.0,Q,07,G&T,-,-,-,219.0,7.0,31.3
27.0,Q,08,G&T,-,-,-,208.0,7.0,29.7
27.0,Q,09,GEN ED,-,-,-,94.0,4.0,23.5
27.0,Q,09,G&T,-,-,-,111.0,4.0,27.8
27.0,Q,0K-09,SPEC ED,-,-,12:1,427.0,42.0,10.2
27.0,Q,0K-09,SPEC ED,-,-,12:1:1,1236.0,124.0,10.0
27.0,Q,MS Core,GEN ED,ENGLISH,MS English Core,-,9630.0,351.0,27.4
27.0,Q,MS Core,GEN ED,MATH,MS Math Core,-,8132.0,294.0,27.7
27.0,Q,MS Core,GEN ED,MATH,Integrated Algebra,-,1099.0,39.0,28.2
27.0,Q,MS Core,GEN ED,SCIENCE,MS Science Core,-,7841.0,283.0,27.7
27.0,Q,MS Core,GEN ED,SCIENCE,Earth Science,-,692.0,23.0,30.1
27.0,Q,MS Core,GEN ED,SCIENCE,Living Environment,-,524.0,18.0,29.1
27.0,Q,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,8524.0,307.0,27.8
27.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,184.0,6.0,30.7
27.0,Q,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,91.0,4.0,22.8
27.0,Q,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,153.0,5.0,30.6
27.0,Q,MS Core,CTT,ENGLISH,MS English Core,-,1606.0,62.0,25.9
27.0,Q,MS Core,CTT,MATH,MS Math Core,-,1249.0,49.0,25.5
27.0,Q,MS Core,CTT,SCIENCE,MS Science Core,-,1173.0,46.0,25.5
27.0,Q,MS Core,CTT,SCIENCE,Earth Science,-,16.0,1.0,16.0
27.0,Q,MS Core,CTT,SCIENCE,Living Environment,-,20.0,1.0,20.0
27.0,Q,MS Core,CTT,SCIENCE,Physics,-,59.0,2.0,29.5
27.0,Q,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1163.0,46.0,25.3
27.0,Q,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,47.0,2.0,23.5
27.0,Q,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,77.0,3.0,25.7
27.0,Q,MS Core,SPEC ED,ENGLISH,MS English Core,-,426.0,38.0,11.2
27.0,Q,MS Core,SPEC ED,MATH,MS Math Core,-,369.0,33.0,11.2
27.0,Q,MS Core,SPEC ED,MATH,Integrated Algebra,-,10.0,1.0,10.0
27.0,Q,MS Core,SPEC ED,SCIENCE,MS Science Core,-,393.0,35.0,11.2
27.0,Q,MS Core,SPEC ED,SCIENCE,Other Science,-,12.0,1.0,12.0
27.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,427.0,38.0,11.2
27.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,13.0,1.0,13.0
27.0,Q,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,65.0,6.0,10.8
27.0,Q,09-12,GEN ED,ENGLISH,English 9,-,2639.0,100.0,26.4
27.0,Q,09-12,GEN ED,ENGLISH,English 10,-,1911.0,65.0,29.4
27.0,Q,09-12,GEN ED,ENGLISH,English 11,-,2306.0,79.0,29.2
27.0,Q,09-12,GEN ED,ENGLISH,English 12,-,1605.0,56.0,28.7
27.0,Q,09-12,GEN ED,ENGLISH,MS English Core,-,646.0,21.0,30.8
27.0,Q,09-12,GEN ED,ENGLISH,Other English,-,3628.0,145.0,25.0
27.0,Q,09-12,GEN ED,MATH,Integrated Algebra,-,2911.0,109.0,26.7
27.0,Q,09-12,GEN ED,MATH,Geometry,-,3031.0,105.0,28.9
27.0,Q,09-12,GEN ED,MATH,Trigonometry,-,1014.0,33.0,30.7
27.0,Q,09-12,GEN ED,MATH,Math A,-,188.0,7.0,26.9
27.0,Q,09-12,GEN ED,MATH,Math B,-,67.0,3.0,22.3
27.0,Q,09-12,GEN ED,MATH,Other Math,-,1069.0,41.0,26.1
27.0,Q,09-12,GEN ED,SCIENCE,Earth Science,-,4054.0,132.0,30.7
27.0,Q,09-12,GEN ED,SCIENCE,Living Environment,-,7113.0,253.0,28.1
27.0,Q,09-12,GEN ED,SCIENCE,Chemistry,-,2056.0,75.0,27.4
27.0,Q,09-12,GEN ED,SCIENCE,Physics,-,789.0,30.0,26.3
27.0,Q,09-12,GEN ED,SCIENCE,Other Science,-,1636.0,58.0,28.2
27.0,Q,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5374.0,194.0,27.7
27.0,Q,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2735.0,95.0,28.8
27.0,Q,09-12,GEN ED,SOCIAL STUDIES,Economics,-,295.0,10.0,29.5
27.0,Q,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1770.0,64.0,27.7
27.0,Q,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1213.0,41.0,29.6
27.0,Q,09-12,CTT,ENGLISH,English 9,-,412.0,16.0,25.8
27.0,Q,09-12,CTT,ENGLISH,English 10,-,202.0,8.0,25.3
27.0,Q,09-12,CTT,ENGLISH,English 11,-,344.0,12.0,28.7
27.0,Q,09-12,CTT,ENGLISH,English 12,-,156.0,6.0,26.0
27.0,Q,09-12,CTT,ENGLISH,MS English Core,-,180.0,5.0,36.0
27.0,Q,09-12,CTT,ENGLISH,Other English,-,276.0,10.0,27.6
27.0,Q,09-12,CTT,MATH,Integrated Algebra,-,488.0,19.0,25.7
27.0,Q,09-12,CTT,MATH,Geometry,-,275.0,10.0,27.5
27.0,Q,09-12,CTT,MATH,Trigonometry,-,28.0,1.0,28.0
27.0,Q,09-12,CTT,MATH,Math A,-,53.0,2.0,26.5
27.0,Q,09-12,CTT,MATH,Other Math,-,46.0,2.0,23.0
27.0,Q,09-12,CTT,SCIENCE,Earth Science,-,580.0,19.0,30.5
27.0,Q,09-12,CTT,SCIENCE,Living Environment,-,780.0,28.0,27.9
27.0,Q,09-12,CTT,SCIENCE,Chemistry,-,117.0,4.0,29.3
27.0,Q,09-12,CTT,SCIENCE,Physics,-,19.0,1.0,19.0
27.0,Q,09-12,CTT,SCIENCE,Other Science,-,238.0,8.0,29.8
27.0,Q,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,669.0,23.0,29.1
27.0,Q,09-12,CTT,SOCIAL STUDIES,US History & Government,-,304.0,10.0,30.4
27.0,Q,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,94.0,3.0,31.3
27.0,Q,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,115.0,5.0,23.0
27.0,Q,09-12,SPEC ED,ENGLISH,English 9,-,174.0,15.0,11.6
27.0,Q,09-12,SPEC ED,ENGLISH,English 10,-,75.0,5.0,15.0
27.0,Q,09-12,SPEC ED,ENGLISH,English 11,-,136.0,11.0,12.4
27.0,Q,09-12,SPEC ED,ENGLISH,English 12,-,45.0,4.0,11.3
27.0,Q,09-12,SPEC ED,ENGLISH,MS English Core,-,35.0,3.0,11.7
27.0,Q,09-12,SPEC ED,ENGLISH,Other English,-,37.0,3.0,12.3
27.0,Q,09-12,SPEC ED,MATH,Integrated Algebra,-,269.0,23.0,11.7
27.0,Q,09-12,SPEC ED,MATH,Geometry,-,101.0,8.0,12.6
27.0,Q,09-12,SPEC ED,MATH,Trigonometry,-,14.0,1.0,14.0
27.0,Q,09-12,SPEC ED,MATH,Other Math,-,11.0,1.0,11.0
27.0,Q,09-12,SPEC ED,SCIENCE,Earth Science,-,143.0,10.0,14.3
27.0,Q,09-12,SPEC ED,SCIENCE,Living Environment,-,344.0,27.0,12.7
27.0,Q,09-12,SPEC ED,SCIENCE,Chemistry,-,34.0,3.0,11.3
27.0,Q,09-12,SPEC ED,SCIENCE,Other Science,-,69.0,5.0,13.8
27.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,255.0,20.0,12.8
27.0,Q,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,107.0,9.0,11.9
27.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,59.0,5.0,11.8
30.0,Q,01,G&T,-,-,-,61.0,3.0,20.3
27.0,Q,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,15.0,1.0,15.0
28.0,Q,0K,GEN ED,-,-,-,2184.0,95.0,23.0
28.0,Q,0K,CTT,-,-,-,312.0,14.0,22.3
28.0,Q,0K,G&T,-,-,-,46.0,3.0,15.3
28.0,Q,01,GEN ED,-,-,-,2294.0,97.0,23.6
28.0,Q,01,CTT,-,-,-,322.0,15.0,21.5
28.0,Q,01,G&T,-,-,-,72.0,3.0,24.0
28.0,Q,02,GEN ED,-,-,-,2165.0,87.0,24.9
28.0,Q,02,CTT,-,-,-,336.0,14.0,24.0
