Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Exemption,Medical Exemption,States,Oklahoma,2017-18,0.2,53898.0,,,91.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Oregon,2017-18,0.1,45818.0,,,62.0,Census
Exemption,Medical Exemption,States,Pennsylvania,2017-18,0.5,141571.0,,,638.0,Voluntary response
Exemption,Medical Exemption,National,United States,2017-18,0.3,,,,,
Exemption,Medical Exemption,States,Rhode Island,2017-18,0.1,11025.0,,,10.0,Census
Exemption,Medical Exemption,States,South Carolina,2017-18,0.2,58458.0,,,119.0,Stratified 1-stage cluster sample
Exemption,Medical Exemption,States,South Dakota,2017-18,0.2,12125.0,,,23.0,Census
Exemption,Medical Exemption,States,Tennessee,2017-18,0.1,78743.0,,,114.0,Census
Exemption,Medical Exemption,States,Texas,2017-18,0.2,387981.0,,,780.0,Census
Exemption,Medical Exemption,National,U.S. Median,2017-18,0.2,,,,,
Exemption,Medical Exemption,States,Utah,2017-18,0.2,48827.0,,,80.0,Census
Exemption,Medical Exemption,States,Vermont,2017-18,0.2,6255.0,,,13.0,Census
Exemption,Medical Exemption,States,Virginia,2017-18,0.4,100581.0,,,384.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Washington,2017-18,0.7,85118.0,,,621.0,Census
Exemption,Medical Exemption,States,West Virginia,2017-18,0.2,19519.0,,‡‡,32.0,Voluntary response
Exemption,Medical Exemption,States,Wisconsin,2017-18,0.2,66178.0,,,164.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Wyoming,2017-18,,,,,,Not conducted 
Exemption,Medical Exemption,States,Alabama,2018-19,0.1,77739.0,,†,62.0,Census
Exemption,Medical Exemption,States,Alaska,2018-19,0.5,10316.0,,†,51.0,Voluntary response
Exemption,Medical Exemption,States,Arizona,2018-19,0.1,79981.0,,<. ‡,26.0,Census
Exemption,Medical Exemption,States,California,2018-19,0.6,568947.0,,‡.†,3434.0,Census
Exemption,Medical Exemption,States,Colorado,2018-19,0.2,64191.0,,§,115.0,Census
Exemption,Medical Exemption,States,Connecticut,2018-19,0.2,38230.0,,†,86.0,Census
Exemption,Medical Exemption,States,Delaware,2018-19,0.3,10798.0,,†,28.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,District of Columbia,2018-19,,,,,,Census
Exemption,Medical Exemption,States,Florida,2018-19,0.4,224641.0,,†,828.0,Census
Exemption,Medical Exemption,States,Georgia,2018-19,0.1,131275.0,,†,124.0,Census
Exemption,Medical Exemption,States,Hawaii,2018-19,0.1,16051.0,,†,10.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Idaho,2018-19,0.4,22995.0,,||,82.0,Census
Exemption,Medical Exemption,States,Illinois,2018-19,0.2,143876.0,,§. †,346.0,Census
Exemption,Medical Exemption,States,Indiana,2018-19,0.3,82324.0,,†,252.0,Census
Exemption,Medical Exemption,States,Iowa,2018-19,0.2,40624.0,,†,87.0,Census
Exemption,Medical Exemption,States,Kansas,2018-19,0.3,37838.0,,†,122.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Kentucky,2018-19,0.3,55587.0,,†,140.0,Census
Exemption,Medical Exemption,States,Louisiana,2018-19,0.1,56203.0,,,53.0,Census
Exemption,Medical Exemption,States,Maine,2018-19,0.6,13419.0,,,79.0,Census
Exemption,Medical Exemption,States,Maryland,2018-19,0.4,71431.0,,†,299.0,Census
Exemption,Medical Exemption,States,Massachusetts,2018-19,0.3,65279.0,,†,171.0,Census
Exemption,Medical Exemption,States,Michigan,2018-19,0.2,118632.0,,,296.0,Census
Exemption,Medical Exemption,States,Minnesota,2018-19,0.2,70085.0,,§. ||,163.0,Census
Exemption,Medical Exemption,States,Mississippi,2018-19,0.1,37775.0,,‡.†,47.0,Census
Exemption,Medical Exemption,States,Missouri,2018-19,0.2,72687.0,,§. †,129.0,Census
Exemption,Medical Exemption,States,Montana,2018-19,0.2,12480.0,,†,27.0,Census
Exemption,Medical Exemption,States,Nebraska,2018-19,0.5,26925.0,,†.§§,127.0,Census
Exemption,Medical Exemption,States,Nevada,2018-19,0.2,37971.0,,†,70.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,New Hampshire,2018-19,0.2,12421.0,,†,29.0,Census
Exemption,Medical Exemption,States,New Jersey,2018-19,0.2,109161.0,,†,183.0,Census
Exemption,Medical Exemption,States,New Mexico,2018-19,0.3,25269.0,,†,84.0,Census
Exemption,Medical Exemption,States,New York,2018-19,0.1,220495.0,,†,315.0,Census
Exemption,Medical Exemption,States,North Carolina,2018-19,0.1,124343.0,,†,167.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,North Dakota,2018-19,0.3,10382.0,,,36.0,Census
Exemption,Medical Exemption,States,Ohio,2018-19,0.2,139679.0,,||,334.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Oklahoma,2018-19,0.1,54806.0,,,79.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Oregon,2018-19,0.1,45870.0,,||,56.0,Census
Exemption,Medical Exemption,States,Pennsylvania,2018-19,0.4,143560.0,,,547.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,National,United States,2018-19,0.3,,,,,
Exemption,Medical Exemption,States,Rhode Island,2018-19,0.1,10964.0,,†,16.0,Census
Exemption,Medical Exemption,States,South Carolina,2018-19,0.2,58442.0,,†,92.0,Stratified 1-stage cluster sample
Exemption,Medical Exemption,States,South Dakota,2018-19,0.2,12062.0,,†,22.0,Census
Exemption,Medical Exemption,States,Tennessee,2018-19,0.2,78630.0,,†,129.0,Census
Exemption,Medical Exemption,States,Texas,2018-19,0.2,390034.0,,||,972.0,Census
Exemption,Medical Exemption,National,U.S. Median,2018-19,0.2,,,,,
Exemption,Medical Exemption,States,Utah,2018-19,0.2,50179.0,,,77.0,Census
Exemption,Medical Exemption,States,Vermont,2018-19,0.3,6126.0,,†,19.0,Census
Exemption,Medical Exemption,States,Virginia,2018-19,0.3,100394.0,,†,317.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Washington,2018-19,0.8,87510.0,,,673.0,Census
Exemption,Medical Exemption,States,West Virginia,2018-19,0.8,19442.0,,†.‡.‡‡,161.0,Voluntary response
Exemption,Medical Exemption,States,Wisconsin,2018-19,0.2,66344.0,,,160.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Wyoming,2018-19,0.2,7734.0,,†,15.0,Census
Exemption,Medical Exemption,States,Alabama,2019-20,0.1,59477.0,,†,63.0,Census
Exemption,Medical Exemption,States,Alaska,2019-20,0.5,10381.0,,†,51.0,Voluntary response
Exemption,Medical Exemption,States,Arizona,2019-20,0.2,83976.0,,‡,144.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Arkansas,2019-20,0.1,39510.0,,<,15.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,California,2019-20,0.8,566155.0,,†.‡,4249.0,Census
Exemption,Medical Exemption,States,Colorado,2019-20,0.2,69088.0,,§,121.0,Census
Exemption,Medical Exemption,States,Connecticut,2019-20,0.2,38888.0,,†,84.0,Census
Exemption,Medical Exemption,States,Delaware,2019-20,NR,,,†,,Not Conducted
Exemption,Medical Exemption,States,District of Columbia,2019-20,,,,†,,Not Conducted
Exemption,Medical Exemption,States,Florida,2019-20,0.4,228298.0,,†,855.0,Census
Exemption,Medical Exemption,States,Georgia,2019-20,0.1,130102.0,,†,158.0,Census
Exemption,Medical Exemption,States,Hawaii,2019-20,0.2,15695.0,,†,29.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Idaho,2019-20,0.3,23301.0,,||,75.0,Census
Exemption,Medical Exemption,States,Illinois,2019-20,0.3,145891.0,,†,407.0,Census
Exemption,Medical Exemption,States,Indiana,2019-20,0.2,88253.0,,†,199.0,Voluntary response
Exemption,Medical Exemption,States,Iowa,2019-20,0.2,40812.0,,†,68.0,Census
Exemption,Medical Exemption,States,Kansas,2019-20,0.3,37865.0,,†,99.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Kentucky,2019-20,0.5,59233.0,,†,274.0,Census
Exemption,Medical Exemption,States,Louisiana,2019-20,0.2,59685.0,,,92.0,Census
Exemption,Medical Exemption,States,Maine,2019-20,0.3,13450.0,,,40.0,Census 
Exemption,Medical Exemption,States,Maryland,2019-20,0.4,72443.0,,†,273.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Massachusetts,2019-20,0.2,66756.0,,†,153.0,Census
Exemption,Medical Exemption,States,Michigan,2019-20,0.2,120565.0,,,290.0,Census
Exemption,Medical Exemption,States,Minnesota,2019-20,0.2,71223.0,,§.||,133.0,Census
Exemption,Medical Exemption,States,Mississippi,2019-20,0.2,37870.0,,†. ‡,62.0,Census
Exemption,Medical Exemption,States,Missouri,2019-20,0.2,72324.0,,†.§,150.0,Census
Exemption,Medical Exemption,States,Montana,2019-20,0.2,12501.0,,†,30.0,Census
Exemption,Medical Exemption,States,Nebraska,2019-20,0.4,26893.0,,†,106.0,Census
Exemption,Medical Exemption,States,Nevada,2019-20,0.5,37724.0,,†,170.0,Census
Exemption,Medical Exemption,States,New Hampshire,2019-20,0.2,12447.0,,†,29.0,Census
Exemption,Medical Exemption,States,New Jersey,2019-20,0.2,107900.0,,†,188.0,Census
Exemption,Medical Exemption,States,New Mexico,2019-20,0.2,23087.0,,†,46.0,Census
Exemption,Medical Exemption,States,New York,2019-20,0.1,234165.0,,†.‡,320.0,Census
Exemption,Medical Exemption,States,North Carolina,2019-20,0.1,124548.0,,†,158.0,Census
Exemption,Medical Exemption,States,North Dakota,2019-20,0.3,10587.0,,,32.0,Census
Exemption,Medical Exemption,States,Ohio,2019-20,0.2,139103.0,,||,346.0,Census
Exemption,Medical Exemption,States,Oklahoma,2019-20,0.1,55348.0,,,73.0,Voluntary response
Exemption,Medical Exemption,States,Oregon,2019-20,0.2,45959.0,,||,73.0,Census
Exemption,Medical Exemption,States,Pennsylvania,2019-20,0.4,140197.0,,,507.0,Census
Exemption,Medical Exemption,National,United States,2019-20,0.3,,,,,
Exemption,Medical Exemption,States,Rhode Island,2019-20,0.2,11219.0,,†,24.0,Census
Exemption,Medical Exemption,States,South Carolina,2019-20,0.2,65938.0,,†,115.0,Stratified 1-stage cluster sample
Exemption,Medical Exemption,States,South Dakota,2019-20,0.1,12367.0,,†,18.0,Census
Exemption,Medical Exemption,States,Tennessee,2019-20,0.1,80595.0,,†,101.0,Census
Exemption,Medical Exemption,States,Texas,2019-20,0.2,398680.0,,||,929.0,Census
Exemption,Medical Exemption,National,U.S. Median,2019-20,0.2,,,,,
Exemption,Medical Exemption,States,Utah,2019-20,0.1,49208.0,,,59.0,Census
Exemption,Medical Exemption,States,Vermont,2019-20,0.1,6293.0,,†,9.0,Census
Exemption,Medical Exemption,States,Virginia,2019-20,0.3,99399.0,,†,333.0,Census
Exemption,Medical Exemption,States,Washington,2019-20,0.7,87757.0,,,647.0,Census
Exemption,Medical Exemption,States,West Virginia,2019-20,0.1,17114.0,,†.‡.‡‡,21.0,Voluntary response
Exemption,Medical Exemption,States,Wisconsin,2019-20,0.2,67391.0,,,168.0,Census
Exemption,Medical Exemption,States,Wyoming,2019-20,0.3,7913.0,,†,24.0,Census
Exemption,Non-Medical Exemption,States,Alabama,2009-10,0.4,75358.0,,†. ¶,282.0,Census
Exemption,Non-Medical Exemption,States,Alaska,2009-10,3.8,9641.0,,†,369.0,Voluntary response
Exemption,Non-Medical Exemption,States,Arizona,2009-10,2.8,89287.0,,‡,2479.0,Census
Exemption,Non-Medical Exemption,States,Arkansas,2009-10,0.5,34733.0,,,165.0,Census
Exemption,Non-Medical Exemption,States,California,2009-10,2.0,507191.0,,‡,10280.0,Census
Exemption,Non-Medical Exemption,States,Colorado,2009-10,,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Connecticut,2009-10,0.8,46158.0,,†,387.0,Census
Exemption,Non-Medical Exemption,States,Delaware,2009-10,0.6,11327.0,,†,65.0,Random sample
Exemption,Non-Medical Exemption,States,Florida,2009-10,1.0,218630.0,,†,2100.0,Census
Exemption,Non-Medical Exemption,States,Georgia,2009-10,1.0,141949.0,,†,1478.0,Random sample
Exemption,Non-Medical Exemption,States,Hawaii,2009-10,3.5,18427.0,,†,645.0,Random sample
Exemption,Non-Medical Exemption,States,Idaho,2009-10,3.5,22624.0,,,794.0,Census
Exemption,Non-Medical Exemption,States,Illinois,2009-10,,165845.0,,§,,Census
Exemption,Non-Medical Exemption,States,Indiana,2009-10,0.8,84390.0,,†,674.0,Census
Exemption,Non-Medical Exemption,States,Iowa,2009-10,0.8,42698.0,,†,359.0,Census
Exemption,Non-Medical Exemption,States,Kansas,2009-10,0.8,39073.0,,†,304.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2009-10,0.3,56526.0,,†,193.0,Census
Exemption,Non-Medical Exemption,States,Louisiana,2009-10,0.5,53846.0,,,260.0,Census
Exemption,Non-Medical Exemption,States,Maine,2009-10,3.0,14162.0,,,423.0,Voluntary response
Exemption,Non-Medical Exemption,States,Maryland,2009-10,0.5,75061.0,,†,393.0,Voluntary response
Exemption,Non-Medical Exemption,States,Massachusetts,2009-10,0.7,74476.0,,†,538.0,Census
Exemption,Non-Medical Exemption,States,Michigan,2009-10,3.8,129810.0,,,4872.0,Census
Exemption,Non-Medical Exemption,States,Minnesota,2009-10,,70653.0,,,,Not conducted
Exemption,Non-Medical Exemption,States,Mississippi,2009-10,,46922.0,,‡. †,,Census
Exemption,Non-Medical Exemption,States,Missouri,2009-10,,75958.0,,§,,Random sample
Exemption,Non-Medical Exemption,States,Montana,2009-10,2.2,12335.0,,†,262.0,Census
Exemption,Non-Medical Exemption,States,Nebraska,2009-10,2.8,29607.0,,†,802.0,Census
Exemption,Non-Medical Exemption,States,Nevada,2009-10,1.0,35209.0,,†,357.0,Random sample
Exemption,Non-Medical Exemption,States,New Hampshire,2009-10,,,,,,Not conducted
Exemption,Non-Medical Exemption,States,New Jersey,2009-10,0.8,118347.0,,†,905.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2009-10,0.7,26318.0,,†,183.0,Random sample
Exemption,Non-Medical Exemption,States,New York,2009-10,0.5,229273.0,,†,1117.0,Census
Exemption,Non-Medical Exemption,States,North Carolina,2009-10,0.7,116087.0,,†,756.0,Census
Exemption,Non-Medical Exemption,States,North Dakota,2009-10,0.8,8323.0,,,67.0,Random sample
Exemption,Non-Medical Exemption,States,Ohio,2009-10,1.2,131137.0,,||,1515.0,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2009-10,0.9,51128.0,,,456.0,Voluntary response
Exemption,Non-Medical Exemption,States,Oregon,2009-10,5.2,44676.0,,†,2330.0,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2009-10,2.0,149656.0,,||,2924.0,Census
Exemption,Non-Medical Exemption,National,United States,2009-10,1.5,,,,,
Exemption,Non-Medical Exemption,States,Rhode Island,2009-10,0.2,11818.0,,†,26.0,Random sample
Exemption,Non-Medical Exemption,States,South Carolina,2009-10,0.6,53725.0,,†,303.0,Random sample
Exemption,Non-Medical Exemption,States,South Dakota,2009-10,0.7,11499.0,,†,83.0,Census
Exemption,Non-Medical Exemption,States,Tennessee,2009-10,0.5,90811.0,,†,421.0,Voluntary response
Exemption,Non-Medical Exemption,States,Texas,2009-10,0.8,381425.0,,||. §,2904.0,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2009-10,0.8,,,,,
Exemption,Non-Medical Exemption,States,Utah,2009-10,3.6,49957.0,,,1815.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2009-10,5.3,6713.0,,,354.0,Census
Exemption,Non-Medical Exemption,States,Virginia,2009-10,0.7,100891.0,,†,751.0,Random sample
Exemption,Non-Medical Exemption,States,Washington,2009-10,5.7,81511.0,,,4684.0,Census
Exemption,Non-Medical Exemption,States,West Virginia,2009-10,,22730.0,,‡. †,,Voluntary response
Exemption,Non-Medical Exemption,States,Wisconsin,2009-10,3.1,61095.0,,,1868.0,Random sample
Exemption,Non-Medical Exemption,States,Wyoming,2009-10,,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Alaska,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Arizona,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Arkansas,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,California,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Colorado,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Connecticut,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Delaware,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,District of Columbia,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Florida,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Georgia,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Hawaii,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Idaho,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Illinois,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Indiana,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Iowa,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Kansas,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Kentucky,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Louisiana,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Maine,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Maryland,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Massachusetts,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Michigan,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Minnesota,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Mississippi,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Missouri,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Montana,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Nebraska,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Nevada,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,New Hampshire,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,New Jersey,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,New Mexico,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,New York,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,North Carolina,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,North Dakota,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Ohio,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Oklahoma,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Oregon,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Pennsylvania,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Rhode Island,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,South Carolina,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,South Dakota,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Tennessee,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Texas,2010-11,,,,,,
Exemption,Non-Medical Exemption,National,U.S. Median,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Utah,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Vermont,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Virginia,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Washington,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,West Virginia,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Wisconsin,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Wyoming,2010-11,,,,,,
Exemption,Non-Medical Exemption,States,Alabama,2011-12,0.5,73190.0,,†. ¶,356.0,Census
Exemption,Non-Medical Exemption,States,Alaska,2011-12,5.7,10286.0,,†,43.0,Non-random Cluster Sample
Exemption,Non-Medical Exemption,States,Arizona,2011-12,3.5,88293.0,,‡,2948.0,Census
Exemption,Non-Medical Exemption,States,Arkansas,2011-12,0.8,38754.0,,,371.0,Census
Exemption,Non-Medical Exemption,States,California,2011-12,2.4,542544.0,,‡,12665.0,Census
Exemption,Non-Medical Exemption,States,Colorado,2011-12,,70142.0,,||,,Simple Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2011-12,1.0,45695.0,,†,472.0,Census
Exemption,Non-Medical Exemption,States,Delaware,2011-12,0.4,11327.0,,†,6.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Florida,2011-12,1.2,225532.0,,†,2771.0,Census
Exemption,Non-Medical Exemption,States,Georgia,2011-12,1.2,143065.0,,†,57.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Hawaii,2011-12,3.8,19443.0,,†,58.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Idaho,2011-12,5.1,22762.0,,,1165.0,Census
Exemption,Non-Medical Exemption,States,Indiana,2011-12,0.9,83416.0,,†,514.0,Voluntary Response
Exemption,Non-Medical Exemption,States,Iowa,2011-12,1.0,40978.0,,†,412.0,Census
Exemption,Non-Medical Exemption,States,Kansas,2011-12,0.9,38402.0,,†,364.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2011-12,0.4,58185.0,,†,214.0,Census
Exemption,Non-Medical Exemption,States,Louisiana,2011-12,0.6,69013.0,,,384.0,Census
Exemption,Non-Medical Exemption,States,Maine,2011-12,3.5,13829.0,,,470.0,Census
Exemption,Non-Medical Exemption,States,Maryland,2011-12,0.6,72957.0,,†,293.0,Voluntary Response
Exemption,Non-Medical Exemption,States,Massachusetts,2011-12,1.0,79551.0,,†,742.0,Census
Exemption,Non-Medical Exemption,States,Michigan,2011-12,4.9,124962.0,,,6165.0,Census
Exemption,Non-Medical Exemption,States,Mississippi,2011-12,,44912.0,,‡. †,,Census
Exemption,Non-Medical Exemption,States,Montana,2011-12,2.6,12128.0,,†,312.0,Census
Exemption,Non-Medical Exemption,States,Nebraska,2011-12,1.0,26715.0,,†,251.0,Census
Exemption,Non-Medical Exemption,States,Nevada,2011-12,1.5,36557.0,,†,38.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Hampshire,2011-12,1.9,13022.0,,†,251.0,Census
Exemption,Non-Medical Exemption,States,New Jersey,2011-12,1.1,118669.0,,†,1278.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2011-12,2.0,29159.0,,†,12.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New York,2011-12,0.5,236016.0,,†,1283.0,Census
Exemption,Non-Medical Exemption,States,North Carolina,2011-12,0.7,128854.0,,†,817.0,Census
Exemption,Non-Medical Exemption,States,North Dakota,2011-12,1.0,8412.0,,,5.0,Convenient 
Exemption,Non-Medical Exemption,States,Ohio,2011-12,1.3,146144.0,,||,1582.0,Convenient 
Exemption,Non-Medical Exemption,States,Oklahoma,2011-12,1.0,52987.0,,,474.0,Census
Exemption,Non-Medical Exemption,States,Oregon,2011-12,5.8,45855.0,,†,2648.0,Census
Exemption,Non-Medical Exemption,States,Pennsylvania,2011-12,1.4,148042.0,,||,2083.0,Census
Exemption,Non-Medical Exemption,National,United States,2011-12,1.4,,,,,
Exemption,Non-Medical Exemption,States,Rhode Island,2011-12,0.7,12552.0,,†,12.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,South Carolina,2011-12,1.0,59307.0,,†,59.0,1-stage Cluster Sample
Exemption,Non-Medical Exemption,States,South Dakota,2011-12,1.0,12127.0,,†,120.0,Census
Exemption,Non-Medical Exemption,States,Tennessee,2011-12,0.5,83950.0,,†,417.0,Census
Exemption,Non-Medical Exemption,States,Texas,2011-12,1.0,388178.0,,||. §,3889.0,Census
Exemption,Non-Medical Exemption,National,U.S. Median,2011-12,1.0,,,,,
Exemption,Non-Medical Exemption,States,Utah,2011-12,3.6,53800.0,,,1953.0,Census
Exemption,Non-Medical Exemption,States,Vermont,2011-12,5.4,6548.0,,,351.0,Census
Exemption,Non-Medical Exemption,States,Virginia,2011-12,0.8,101121.0,,†,61.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Washington,2011-12,4.2,85134.0,,,3096.0,Voluntary Response
Exemption,Non-Medical Exemption,States,West Virginia,2011-12,,22449.0,,‡. †,,Convenient 
Exemption,Non-Medical Exemption,States,Wisconsin,2011-12,4.1,70672.0,,,69.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Wyoming,2011-12,,,,,,Not conducted
Exemption,Non-Medical Exemption,States,Alabama,2012-13,0.6,72929.0,,†. ¶,414.0,Census
Exemption,Non-Medical Exemption,States,Alaska,2012-13,4.0,10319.0,,†,415.0,Census
Exemption,Non-Medical Exemption,States,Arizona,2012-13,3.9,90054.0,,‡,3475.0,Census
Exemption,Non-Medical Exemption,States,Arkansas,2012-13,1.0,43212.0,,,441.0,Census
Exemption,Non-Medical Exemption,States,California,2012-13,2.8,535523.0,,‡,14921.0,Census
Exemption,Non-Medical Exemption,States,Colorado,2012-13,4.0,70657.0,,,2678.0,Simple Random Sample
Exemption,Non-Medical Exemption,States,Connecticut,2012-13,1.4,41604.0,,†,601.0,Census
Exemption,Non-Medical Exemption,States,Delaware,2012-13,0.5,11997.0,,†,5.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Florida,2012-13,1.4,234628.0,,†,3281.0,Census
Exemption,Non-Medical Exemption,States,Georgia,2012-13,2.2,142732.0,,†,73.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Hawaii,2012-13,2.2,20104.0,,†. *,138.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Idaho,2012-13,5.5,23888.0,,,1309.0,Census
Exemption,Non-Medical Exemption,States,Indiana,2012-13,0.9,86983.0,,†,804.0,Voluntary Response
Exemption,Non-Medical Exemption,States,Iowa,2012-13,1.2,41701.0,,†,500.0,Census
Exemption,Non-Medical Exemption,States,Kansas,2012-13,0.9,40738.0,,†,363.0,Census
Exemption,Non-Medical Exemption,States,Kentucky,2012-13,0.5,58466.0,,†,286.0,Census
Exemption,Non-Medical Exemption,States,Louisiana,2012-13,0.5,68874.0,,,349.0,Census
Exemption,Non-Medical Exemption,States,Maine,2012-13,3.9,14313.0,,,559.0,Census
Exemption,Non-Medical Exemption,States,Maryland,2012-13,0.7,75007.0,,†,494.0,Voluntary Response
Exemption,Non-Medical Exemption,States,Massachusetts,2012-13,1.1,79661.0,,†,843.0,Census
Exemption,Non-Medical Exemption,States,Michigan,2012-13,5.3,124662.0,,,6626.0,Census
Exemption,Non-Medical Exemption,States,Mississippi,2012-13,,46595.0,,‡. †,,Census
Exemption,Non-Medical Exemption,States,Montana,2012-13,3.0,12516.0,,†,380.0,Census
Exemption,Non-Medical Exemption,States,Nebraska,2012-13,1.1,24999.0,,†,269.0,Census
Exemption,Non-Medical Exemption,States,Nevada,2012-13,1.8,36070.0,,†,224.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New Hampshire,2012-13,2.3,12943.0,,†,298.0,Census
Exemption,Non-Medical Exemption,States,New Jersey,2012-13,1.2,122516.0,,†,1458.0,Census
Exemption,Non-Medical Exemption,States,New Mexico,2012-13,0.2,29279.0,,†,27.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,New York,2012-13,0.6,239484.0,,†. *,1335.0,Census
Exemption,Non-Medical Exemption,States,North Carolina,2012-13,0.7,130612.0,,†. *,871.0,Census
Exemption,Non-Medical Exemption,States,North Dakota,2012-13,1.8,9503.0,,,130.0,2-stage Cluster Sample
Exemption,Non-Medical Exemption,States,Ohio,2012-13,1.6,163687.0,,||,2665.0,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2012-13,1.2,56943.0,,,672.0,Census
