Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14.2,14.2,,,10.3,19.3,50.0,15964.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,51,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.2,9.2,,,8.8,9.6,6077.0,984995.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,80,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,30.6,30.6,,,22.0,40.8,39.0,9348.0,Disability Status,Any Disability,,,DISEST,RACEIND,19,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2019,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,77.8,77.8,,,76.4,79.1,4093.0,1075241.0,Disability Status,No Disability,,,DISEST,AGEIND,27,AGE02,PREV,DISSTAT,NODIS,,
2019,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,57.1,57.1,,,55.1,59.0,6094.0,4347962.0,Disability Status,No Disability,,,DISEST,AGEIND,88,AGE03,PREV,DISSTAT,NODIS,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,86,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.6,5.6,,,4.5,6.9,115.0,20983.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,33,AGE02,PREV,DISTYPE,HEARDIS,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,51.3,51.3,,,33.9,68.3,28.0,22705.0,Disability Status,No Disability,,,DISEST,RACEIND,45,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2019,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,33.0,33.0,,,27.5,38.9,107.0,79648.0,Disability Status,Any Disability,,,DISEST,RACEIND,18,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2019,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,10.6,10.6,,,9.9,11.4,1099.0,2867306.0,Disability Type,Cognitive Disability,,,DISEST,VETIND,6,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2019,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,13,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2019,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,73.4,73.4,,,69.2,77.2,824.0,126503.0,Disability Status,No Disability,,,DISEST,AGEIND,2,AGE02,PREV,DISSTAT,NODIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,17.1,17.1,,,15.5,18.8,707.0,337791.0,Disability Type,Cognitive Disability,,,DISEST,VETIND,5,VET2,AGEADJPREV,DISTYPE,COGDIS,,
2019,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,70.1,70.1,,,66.8,73.2,807.0,399990.0,Disability Status,No Disability,,,DISEST,AGEIND,54,AGE01,PREV,DISSTAT,NODIS,,
2019,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9.4,9.4,,,8.7,10.1,989.0,229939.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,27,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,11,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,10.8,10.8,,,9.9,11.9,949.0,577525.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,81,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,22.2,22.2,,,20.6,24.0,1438.0,116598.0,Disability Status,Any Disability,,,DISEST,RACEIND,38,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2019,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,18.3,18.3,,,16.7,20.1,605.0,369193.0,Disability Status,Any Disability,,,DISEST,AGEIND,24,AGE01,PREV,DISSTAT,DISABL,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,11.4,11.4,,,10.0,13.0,330.0,38118.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,15,AGE02,PREV,DISTYPE,MOBDIS,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,7.3,7.3,,,6.4,8.2,1333.0,1080932.0,Disability Type,Independent Living Disability,,,DISEST,VETIND,12,VET2,AGEADJPREV,DISTYPE,INDDIS,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,15.2,15.2,,,9.9,22.5,74.0,5760.0,Disability Type,Cognitive Disability,,,DISEST,VETIND,50,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.0,4.0,,,3.3,4.8,413.0,193238.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,39,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,87.2,87.2,,,77.6,93.1,121.0,382647.0,Disability Status,No Disability,,,DISEST,RACEIND,12,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,26.3,26.3,,,24.0,28.7,583.0,47790.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,44,AGE03,PREV,DISTYPE,MOBDIS,,
2019,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.5,5.5,,,3.8,7.9,39.0,9265.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,10,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.8,9.8,,,9.2,10.5,1261.0,175936.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,49,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,76.8,76.8,,,74.7,78.8,1841.0,255142.0,Disability Status,No Disability,,,DISEST,AGEIND,15,AGE02,PREV,DISSTAT,NODIS,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7.6,7.6,,,6.3,9.0,176.0,9086.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,38,AGE03,PREV,DISTYPE,INDDIS,,
2019,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,17.3,17.3,,,9.7,29.0,17.0,1808.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,10,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,76.9,76.9,,,75.5,78.2,4991.0,3750197.0,Disability Status,No Disability,,,DISEST,VETIND,25,VET2,AGEADJPREV,DISSTAT,NODIS,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,46,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,42,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,81,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.7,7.7,,,7.0,8.4,1148.0,723152.0,Disability Type,Vision Disability,,,DISEST,SEXIND,81,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,13.0,13.0,,,11.1,15.2,199.0,102777.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,89,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,29,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,16.5,16.5,,,14.4,18.7,296.0,124849.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,41,AGE03,PREV,DISTYPE,HEARDIS,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,33,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2019,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,78.8,78.8,,,77.9,79.7,9672.0,2613278.0,Disability Status,No Disability,,,DISEST,RACEIND,27,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2019,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,14.0,14.0,,,12.0,16.3,520.0,876495.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,48,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,13.3,13.3,,,10.1,17.3,208.0,144781.0,Disability Type,Cognitive Disability,,,DISEST,VETIND,81,VET1,AGEADJPREV,DISTYPE,COGDIS,,
2019,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,19.7,19.7,,,17.8,21.7,1097.0,482392.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,59,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,15,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,4.8,4.8,,,4.3,5.5,780.0,478663.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,81,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,35,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,18.1,18.1,,,15.9,20.5,297.0,112919.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,72,AGE03,PREV,DISTYPE,HEARDIS,,
2019,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,3.2,3.2,,,2.9,3.4,1537.0,257171.0,Disability Type,Vision Disability,,,DISEST,VETIND,87,VET2,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,14.0,14.0,,,13.5,14.5,9378.0,5416882.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,83,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,54,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,9.7,9.7,,,6.3,14.5,72.0,28116.0,Disability Type,Vision Disability,,,DISEST,RACEIND,12,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,13.9,13.9,,,9.5,19.8,39.0,15729.0,Disability Status,Any Disability,,,DISEST,RACEIND,86,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,55.5,55.5,,,46.8,63.9,245.0,5658.0,Disability Status,Any Disability,,,DISEST,AGEIND,66,AGE03,PREV,DISSTAT,DISABL,,
2019,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,10.8,10.8,,,10.3,11.4,3835.0,527576.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,87,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,15.0,15.0,,,11.6,19.1,89.0,145098.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,42,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,18.7,18.7,,,17.3,20.1,1186.0,391878.0,Disability Type,Mobility Disability,,,DISEST,VETIND,5,VET2,AGEADJPREV,DISTYPE,MOBDIS,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,49,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2019,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,17.8,17.8,,,12.1,25.2,75.0,105032.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,13,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,2.6,2.6,,,1.9,3.6,289.0,94813.0,Disability Type,Vision Disability,,,DISEST,VETIND,82,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,77.0,77.0,,,74.9,78.9,2250.0,2534783.0,Disability Status,No Disability,,,DISEST,AGEIND,26,AGE01,PREV,DISSTAT,NODIS,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9.7,9.7,,,7.6,12.3,144.0,119740.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,32,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2019,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.7,3.7,,,3.1,4.5,178.0,46610.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,49,AGE01,PREV,DISTYPE,MOBDIS,,
2019,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.8,4.8,,,4.1,5.7,527.0,550646.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,48,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,17.3,17.3,,,12.9,22.8,55.0,35028.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,40,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,13.1,13.1,,,10.7,16.0,119.0,13082.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,15,RACE06,AGEADJPREV,DISTYPE,MOBDIS,,
2019,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,9.6,9.6,,,7.8,11.8,249.0,109997.0,Disability Type,Vision Disability,,,DISEST,AGEIND,21,AGE02,PREV,DISTYPE,VISDIS,,
2019,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,21,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.4,4.4,,,3.2,6.1,110.0,9234.0,Disability Type,Vision Disability,,,DISEST,AGEIND,46,AGE02,PREV,DISTYPE,VISDIS,,
2019,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,32.6,32.6,,,30.3,35.0,1012.0,591593.0,Disability Status,Any Disability,,,DISEST,SEXIND,1,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2019,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,47,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,4.8,4.8,,,4.1,5.5,373.0,49595.0,Disability Type,Hearing Disability,,,DISEST,VETIND,33,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.3,2.3,,,1.5,3.4,35.0,23191.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,28,AGE01,PREV,DISTYPE,SELFDIS,,
2019,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,13,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,28,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,13.9,13.9,,,12.2,15.7,298.0,85939.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,40,AGE03,PREV,DISTYPE,COGDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,11.8,11.8,,,9.4,14.7,82.0,153531.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,17,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,57.5,57.5,,,55.4,59.5,2202.0,995669.0,Disability Status,No Disability,,,DISEST,AGEIND,26,AGE03,PREV,DISSTAT,NODIS,,
2019,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,82,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,29.6,29.6,,,27.2,32.3,662.0,762343.0,Disability Status,Any Disability,,,DISEST,RACEIND,84,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2019,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,21.4,21.4,,,20.1,22.8,1828.0,539751.0,Disability Status,Any Disability,,,DISEST,VETIND,9,VET2,AGEADJPREV,DISSTAT,DISABL,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,22.6,22.6,,,20.6,24.7,735.0,67615.0,Disability Status,Any Disability,,,DISEST,SEXIND,38,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,40,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,14.5,14.5,,,13.3,15.8,1006.0,544789.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,81,AGE03,PREV,DISTYPE,HEARDIS,,
2019,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,71.3,71.3,,,61.4,79.5,136.0,167181.0,Disability Status,No Disability,,,DISEST,RACEIND,4,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2019,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,33.0,33.0,,,31.4,34.7,2156.0,1083204.0,Disability Status,Any Disability,,,DISEST,VETIND,1,VET2,AGEADJPREV,DISSTAT,DISABL,,
2019,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,18.0,18.0,,,15.5,20.9,219.0,128905.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,22,AGE03,PREV,DISTYPE,HEARDIS,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,5.4,5.4,,,3.7,7.8,46.0,59382.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,32,AGE01,PREV,DISTYPE,MOBDIS,,
2019,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,76.6,76.6,,,75.2,78.0,6602.0,1762498.0,Disability Status,No Disability,,,DISEST,SEXIND,24,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,7.2,7.2,,,5.5,9.3,133.0,11045.0,Disability Type,Hearing Disability,,,DISEST,VETIND,44,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
