N° du contrat,Objet du contrat,Type d'acte,Projet associé,Nature du besoin,Lieu d'exécution/de livraison,Origine du financement,Date d'entrée en vigueur,Durée (en mois),Montant maximum (€HT),Attributaires
21-MR2465,"Assessment of the main connectors for youth and situation of the civil society in Ninewa, Baghdad and Dhi Qar provinces
IREMMO",Marché,Yanhad,Prestations intellectuelles et expertise individuelle,Iraq,"MAE-Fr, Union Européenne",2021-06-15,6.0,35000.0,iReMMO Conseil
21-AC0139,Technical assistance for the consolidation of actions in dialogue and the content reinforcement of actions in national and regional level,Accord cadre,EUROsociAL+,Prestations intellectuelles et expertise individuelle,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay",Union Européenne,2021-01-14,22.0,69874.0,Mariana GONZALEZ PIREZ
20-MR2680,Finalisation de la phase d’accompagnement à l’élaboration du Schéma Régional d’Organisation des Soins du gouvernorat de Gafsa,Expert individuel (CPS),Projet construction d'hôpiTal à Gafsa,Prestations intellectuelles et expertise individuelle,Tunisie,MINEFI-Fr,2020-10-01,5.0,39800.0,KPMG expertise et conseil
21-EI2932,Mission d’expertise perlée « Biodiversité et changement climatique » en appui aux Dialogues Pays EUROCLIMA+ Phase 4.,Expert individuel (CPS),Euroclima+ Phase 4,Prestations intellectuelles et expertise individuelle,Colombie,Union Européenne,2021-06-21,18.0,90000.0,APPLICATION EUROPEENNE DES
21-EI0162,Expert en Système d´information Intégrée,Expert individuel (CPS),Programa de Apoio ao Ensino Superior- Angola,Prestations intellectuelles et expertise individuelle,Angola,Union Européenne,2021-01-18,36.0,40000.0,"ANGELO PASCOAL MATIAS SOUSA FILIPE - Prestacao de servicos (SU), LDA"
20-EI3148,CPS : Thomas LAFFARGUE porté par EARTH AVOCAT ; Passation et suivi des études de faisabilité de projets PPP,Expert individuel (CPS),"Prestation de service relative à la passation et au suivi de deux études de faisabilité de projets en PPP dans les secteurs prioritaires de compétence des municipalités brésiliennes, au Brésil",Prestations intellectuelles et expertise individuelle,Brésil,Agence Française de Développement (AFD),2020-10-01,24.0,45000.0,EARTH AVOCATS
21-EI2940,Analyste thématique et politique du processus CBD POST-2020,Expert individuel (CPS),Follow-up to the strategic plan for biodiversity,Prestations intellectuelles et expertise individuelle,"Argentine, Australie, Brésil, Cameroun, Canada, Chine, Colombie, Congo, République Démocratique du, Corée, République De, Egypte, Etats-Unis, Ghana, Inde, Indonésie, Japon, Kenya, Mexique, Norvège, Nouvelle-Zélande, Ouganda, Russie, Fédération De, Suisse, Turquie",Union Européenne,2021-06-24,7.0,35000.0,Nicolas Oddo
21-EI0216,Appui à l’élaboration de la demande de financement de la subvention TB du Niger pour la période de mise en œuvre 2022-2024,Expert individuel (CPS),"Appuyer l’élaboration et la soumission de la demande de financement TB au Fonds Mondial, ainsi que l’élaboration des documents de la subvention.",Prestations intellectuelles et expertise individuelle,Niger,MAE-Fr - Initiative 5%,2021-01-20,8.0,20975.0,SOLTHIS
21-EI1436,CPS Yves Besse: expertise sectorielle & PPP,Expert individuel (CPS),"Prestation de service relative à la passation et au suivi de deux études de faisabilité de projets en PPP dans les secteurs prioritaires de compétence des municipalités brésiliennes, au Brésil",Prestations intellectuelles et expertise individuelle,Brésil,Agence Française de Développement (AFD),2020-10-05,16.0,22400.0,MS e B consultoria tecnologia e engenharia LTDA
21-SB3001,Voice of Older People and Family_VOP-FAM_60 000 USD,Subvention,Yanhad,Subvention,Iraq,"MAE-Fr, Union Européenne",2021-07-01,5.0,56000.0,VOP-FAM
21-AC0233,"Acompañamiento de las instituciones públicas latinoamericanas, en el ámbito de las políticas
públicas de género e igualdad mujeres/hombres y organización de acontecimientos de alto nivel,
en el marco del programa europeo EUROsociAL +.
Lote n° 2
Implementación de las acciones de acompañamiento de instituciones públicas latinoamericanas
y áreas del programa, a efectos de transversalizar la perspectiva de género en las políticas
públicas de América Latina.",Accord cadre,EUROsociAL+,Prestations intellectuelles et expertise individuelle,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay",Union Européenne,2021-01-20,36.0,400000.0,Comitato Internazionale per lo Sviluppo dei Popoli - CISP
20-EI2493,Appui au CCM Sénégal dans les différentes étapes du processus de l’élaboration de la requête de financement et du Grant Making TB-SSRP 2021 -2023,Expert individuel (CPS),Appui à l'élaboration de la requête de finacement TB-SSRP 2021-2023,Prestations intellectuelles et expertise individuelle,Sénégal,MAE-Fr - Initiative 5%,2020-10-12,6.0,40900.0,R F
21-SB3003,Human Imprint Organization HIO_60 000 USD,Subvention,Yanhad,Subvention,Iraq,"MAE-Fr, Union Européenne",2021-07-01,5.0,56000.0,Human Imprint organization
21-SB0112,Contrat Subvention TS Think Tank for the startup ecosystem,Subvention,Programme d'apppui à l'écosystème de l'innovation et de l'entrepreneuriat en Tunisie,Subvention,Tunisie,Union Européenne,2021-01-27,24.0,60000.0,ASSOCIATION TUNISIAN STARTUPS
20-EI2578,Expert Légal National Burundi,Expert individuel (CPS),MEDISAFE,Prestations intellectuelles et expertise individuelle,"Burundi, Congo, République Démocratique du, Ethiopie, Ghana, Kenya, Malawi, Ouganda, Rwanda, Seychelles, Tanzanie, République-Unie De, Zambie",Union Européenne,2020-10-13,6.0,16000.0,Jean Bosco HITIMANA
21-EI3067,SO4 Project Officer - Contrat No2,Expert individuel (CPS),AT à la modernisation de l'infrastructure et des procedures de la justice civile et commerciale,,Jordanie,Agence Française de Développement (AFD),2021-07-01,19.0,66850.0,Amjad NAJDAWI
21-EI0325,Expertise international perlée - Chef d’équipe en charge de l’Alignement au sein du Dispositif d’Assistance technique en appui au FCE/BAS ProDEG,Expert individuel (CPS),ProDEG,Prestations intellectuelles et expertise individuelle,Guinée,Agence Française de Développement (AFD),2021-02-01,36.0,123500.0,Sébastien Dibling
20-MR2728,Feasability study MoH,Marché,Appui àl'Ethiopie pour l'émergence des PPP,Prestations intellectuelles et expertise individuelle,Ethiopie,Agence Française de Développement (AFD),2020-10-23,4.0,27000.0,Crisil Risk and Infrasturcture Solutions Limited
20-AC1319,Portage Salarial en Colombie,Accord cadre,"Euroclima+ Forêts, Biodiversité et écosystèmes",Services,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, Cuba, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay, Venezuela, République Bolivarienne Du",Union Européenne,2021-07-01,41.0,200000.0,Michael Page Colombia
21-EI0312,"21SANIN805 : Appui à l’élaboration de la demande de financement et, le cas échéant, la subvention Paludisme du Mali 2022-2024",Expert individuel (CPS),"Appui à l’élaboration de la demande de financement et, le cas échéant, la subvention Paludisme du Mali 2022-2024",Prestations intellectuelles et expertise individuelle,Mali,MAE-Fr - Initiative 5%,2021-02-01,9.0,142737.65,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
20-SB2750,ISPONRE - An innovative initiative to establish the Alliance of Supermarkets to reduce the consumption of single-use plastic bags in Viet Nam (PLASTIC ALLIANCE Project),Subvention,Reducing plastic waste and marine litter in East and South East Asia - Supporting a transition to a circular economy in the region,Subvention,"Chine, Indonésie, Japon, Philippines, Singapour, Thaïlande, Viêt Nam",Union Européenne,2020-10-27,17.0,176000.0,ISPONRE (Institute of Strategy and Policy on Natural Resources and Environment)
21-EI0975,Expert résident – Statisticien auprès du Bureau central des statistiques du Soudan (Central Bureau of Statistics),Expert individuel (CPS),Sudan - Support to Economic Transition,Prestations intellectuelles et expertise individuelle,Soudan,Union Européenne,2021-07-01,29.0,493000.0,FRIGUI Mohamed
21-EI0323,Expertise internationale perlée en charge de la Planification au sein du Dispositif d’Assistance technique en appui au FCE/BAS ProDEG,Expert individuel (CPS),ProDEG,Prestations intellectuelles et expertise individuelle,Guinée,Agence Française de Développement (AFD),2021-02-01,36.0,184250.0,Charlotte Sedel
20-EI3575,Réduction Vulnérabilité Bâti – Bousalem & Tataouine - SAS JRA (NCE),Expert individuel (CPS),DIPECHO RRC Tunisie,Prestations intellectuelles et expertise individuelle,Tunisie,Union Européenne,2020-11-01,4.0,15600.0,S.A.S REVERCHON ARCHITECTURE
20-MR1929,"Marché de travaux de réhabilitation de la route Damara – Oumba 
en République Centrafricaine",Marché,RCA Ponts Phase 2,Travaux,Centrafrique (Republique de),Union Européenne,2021-07-02,2.0,334167.0,SIGMA 2 RCA
20-AC2713,CBD negociation attendance and analysis,Accord cadre,BIODEV2030,Services,"Bénin, Burkina Faso, Cameroun, Congo, République du, Ethiopie, Fidji, Gabon, Guinée, Guyane Française, Kenya, Madagascar, Mozambique, Ouganda, Sénégal, Tunisie, Viêt Nam",Agence Française de Développement (AFD),2021-02-02,18.0,149000.0,SDI Global Consult LLC
20-SB3403,Appui aux acteurs de la société civile en matière de démocratie sanitaire et de lutte contre les violences basées sur le genre dans les gouvernorats de Gafsa et Sidi Bouzid,Subvention,Renforcement de la gouvernance du système santé régional de Sidi-Bouzid,Subvention,Tunisie,Agence Française de Développement (AFD),2020-11-01,12.0,123050.0,Médecins du monde Belgique
21-MR2635,Benchmark outils de suivi des politiques migratoires,Marché,Coopération régionale des politiques migratoires - CRPM,Services,"Cameroun, Côte d'Ivoire, Guinée, Mali, Maroc, Sénégal, Tunisie",Agence Française de Développement (AFD),2021-07-05,6.0,20000.0,IEP SCIENCES PO BORDEAUX
21-EI0437,Administrative Associate and Reporting Specialist - Abdullah Abu Mohareb,Expert individuel (CPS),Appui à la gouvernance financière locale en Jordanie,Prestations intellectuelles et expertise individuelle,Jordanie,Agence Française de Développement (AFD),2021-02-08,11.0,22050.0,SAGE SA
20-AC2742,FVI-PEFFAG Prestation de service jours/homme d’experts + sous-prestation Cirad pour infralyseur,Accord cadre,Projet d’Etablissement des Fondamentaux de la Filière Avicole en Guinée,Prestations intellectuelles et expertise individuelle,Guinée,Agence Française de Développement (AFD),2020-11-01,48.0,1035500.0,GIP FRANCE VETERINAIRE INTL
21-EI3151,21SANIN807_contrat HMST_Julien DESCHAMPS,Expert individuel (CPS),Appuyer le Programme national de lutte contre la tuberculose pour la révision du PSN et l’élaboration de la Note Conceptuelle Tuberculose à soumettre en Avril 2021,Prestations intellectuelles et expertise individuelle,Gabon,MAE-Fr - Initiative 5%,2021-07-05,12.0,28000.0,HMST-Health Management Support Team
21-EI0364,CC CONIN,Expert individuel (CPS),SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2021-02-08,41.0,39900.0,"Martine CONIN CONSEIL ,POMARES CONIN MARTINE"
20-EI2693,Policy intelligence and implementation follow-up for the project “Post2020 Biodiversity Framework – EU Support”.,Expert individuel (CPS),Follow-up to the strategic plan for biodiversity,Prestations intellectuelles et expertise individuelle,"Argentine, Australie, Brésil, Cameroun, Canada, Chine, Colombie, Congo, République Démocratique du, Corée, République De, Egypte, Etats-Unis, Ghana, Inde, Indonésie, Japon, Kenya, Mexique, Norvège, Nouvelle-Zélande, Ouganda, Russie, Fédération De, Suisse, Turquie",Union Européenne,2020-11-02,8.0,39900.0,Nicolas Oddo
21-EI3175,Assistante du CRJ,Expert individuel (CPS),Appui institutionnel à la modernisation de la télévision tunisienne de service public dans le cadre de la transition démocratique,Prestations intellectuelles et expertise individuelle,Tunisie,Union Européenne,2021-07-05,23.0,28800.0,BEN KHOUD Zohra
21-AC0332,“Help Desk within the framework of EUROsociAL+”.,Accord cadre,EUROsociAL+,Prestations intellectuelles et expertise individuelle,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay",Union Européenne,2021-02-08,9.0,73600.0,LUCAS BENEDICTE
20-EI2703,CPS LOT 5 HMST - Appuyer ARCAD-Santé plus pour lui permettre de se positionner comme récipiendaire principal des subventions du FM – Ressources humaines,Expert individuel (CPS),Renforcer ARCAD-SIDA pour qu’elle soit bénéficiaire principal des prochaines subventions du Fonds mondial,Prestations intellectuelles et expertise individuelle,Mali,MAE-Fr - Initiative 5%,2020-11-03,3.0,28100.0,R F
21-MR2884,CPS_GCC_21SANIN821,Marché,Evaluation à mi-parcours de la subvention pour la mise en place de Système Résilient et Pérenne de Santé (SRPS) en cours de mise en oeuvre et de l’élaboration de la nouvelle demande de financement pour la période juillet 2022-Décembre 2023,Prestations intellectuelles et expertise individuelle,Bénin,MAE-Fr - Initiative 5%,2021-07-07,4.0,65625.0,GLOBAL CHALLENGE CORPORATION - CI
21-EI0436,Local Governance Institutional development expert - Khaled Qubajah,Expert individuel (CPS),Appui à la gouvernance financière locale en Jordanie,Prestations intellectuelles et expertise individuelle,Jordanie,Agence Française de Développement (AFD),2021-02-08,11.0,77175.0,SAGE SA
20-EI2899,Evaluation de la file active des personnes vivant avec le VIH (adultes et enfants) sous traitement ARV en Guinée-Bissau pour les trois (03) dernières années (2017 à 2019) - 19SANIN875,Expert individuel (CPS),Appui à l'actualisation des données de la file active,Prestations intellectuelles et expertise individuelle,Guinée-Bissau,MAE-Fr - Initiative 5%,2020-11-04,6.0,113172.0,OASYS FINANCIAL MANAGT SERVICES
21-MR2389,"Evaluation Externe d'un projet santé ""Plateforme de renforcement des capacités de réponse des pays africains partenaires EF à la Covid-19""",Marché,Plateforme d'appui technique COVID,Services,"Burkina Faso, Burundi, Cameroun, Centrafrique (Republique de), Congo, République Démocratique du, Côte d'Ivoire, Guinée, Guinée équatoriale, Madagascar, Mali, Niger, Tchad",Agence Française de Développement (AFD),2021-07-09,4.0,129865.0,CREDES
21-AC0443,Evaluation PV/RSS - Juliette Papy,Accord cadre,Evaluation et sélection des projets 2021,Prestations intellectuelles et expertise individuelle,France,MAE-Fr - Initiative 5%,2021-02-09,12.0,40000.0,PAPY JULIETTE
20-MR2888,La réalisation des petites réhabilitations et l’achat d’équipements dans les structures ciblées par le Projet PCI-Goma,Marché,Projet Prévention et Contrôle des Infections_ Goma-RDC,Travaux,"Congo, République Démocratique du",MAE-Fr,2020-11-06,5.0,30404.51,Carrefour des Constructeurs des Grands Lacs
21-MR3265,Réalisation support vidéos,Marché,Territoires créateurs d’emplois,Services,Burkina Faso,Agence Française de Développement (AFD),2021-07-20,6.0,21325.0,CRUZ JL
21-AC0450,Evaluation PV/RSS Vincent Hamel,Accord cadre,Evaluation et sélection des projets 2021,Prestations intellectuelles et expertise individuelle,France,MAE-Fr - Initiative 5%,2021-02-09,12.0,40000.0,HAMEL VINCENT PROFESSIONNEL
20-MR2732,Formation: Politiques et Management du dévelopement - Potentiel Afrique,Marché,Projet d'Appui à la Couverture du Risque Maladie dans les Etats membres de l'UEMOA,Prestations intellectuelles et expertise individuelle,"Bénin, Burkina Faso, Côte d'Ivoire, Guinée-Bissau, Mali, Niger, Sénégal, Togo",Agence Française de Développement (AFD),2020-11-09,7.0,16600.0,Science Po Paris
21-SB2567,"Atelier de formation et collecte de données dans le cadre de l'Appui à la revue du PSN VIH et TB 2018-2022, et à l’’élaboration d’un plan d’extension 2021-2024",Subvention,"Appui à la revue du PSN VIH et TB 2018-2022, et à l’’élaboration d’un plan d’extension 2021-2024",Subvention,Tchad,MAE-Fr - Initiative 5%,2021-07-21,5.0,25608.0,CNLS Tchad
21-AC0471,Evaluation PV/RSS - Coline Koog,Accord cadre,Evaluation et sélection des projets 2021,Prestations intellectuelles et expertise individuelle,France,MAE-Fr - Initiative 5%,2021-02-09,12.0,40000.0,Coline KOOG
20-EI2762,CPS1 Laafi Consulting - Elaboration du Plan National de Développement Sanitaire (PNDS) 2021-2030 du Burkina Faso.,Expert individuel (CPS),l’élaboration du Plan National de Développement Sanitaire (PNDS) 2021-2030 du Burkina Faso,Prestations intellectuelles et expertise individuelle,Burkina Faso,MAE-Fr - Initiative 5%,2020-11-09,12.0,105753.0,Laafi Consulting
21-EI3266,Consultancy to Facilitate the the preparation of the RESEMBID strategic plan,Expert individuel (CPS),ReSEMBiD,Prestations intellectuelles et expertise individuelle,"Pays-Bas, Royaume-Uni",Union Européenne,2021-07-21,24.0,40000.0,LCI international inc.
21-AC0500,Evaluation PV/RSS - Vanessa Rouselle (HMST),Accord cadre,Evaluation et sélection des projets 2021,Prestations intellectuelles et expertise individuelle,France,MAE-Fr - Initiative 5%,2021-02-09,12.0,40000.0,HMST-Health Management Support Team
20-EI2955,Claire GUIRAUD - Team Leader of the Technical Assistance Program in support to Gender Equality in Access to Economic Opportunities in Albania (20 EI 0744 - Tranche 2),Expert individuel (CPS),TA Program (Part 3) Gender equality in access to economic opportunities,Prestations intellectuelles et expertise individuelle,Albanie,Agence Française de Développement (AFD),2020-11-09,23.0,125000.0,Claire GUIRAUD
21-EI2181,Responsable des contenus digitaux,Expert individuel (CPS),BIODEV2030,Prestations intellectuelles et expertise individuelle,"Bénin, Burkina Faso, Cameroun, Congo, République du, Ethiopie, Fidji, Gabon, Guinée, Guyane Française, Kenya, Madagascar, Mozambique, Ouganda, Sénégal, Tunisie, Viêt Nam",Agence Française de Développement (AFD),2021-07-29,15.0,57000.0,Juliana Capblancq Communication
21-EI0195,"Appui à la revue du PSN VIH et TB 2018-2022, et à l’élaboration d’un plan d’extension 2021-2024 au Tchad – 20SANIN856",Expert individuel (CPS),"Appui à la revue du PSN VIH et TB 2018-2022, et à l’’élaboration d’un plan d’extension 2021-2024",Prestations intellectuelles et expertise individuelle,Tchad,MAE-Fr - Initiative 5%,2021-02-10,6.0,35763.0,SOLTHIS
20-EI2136,Audit de la Direction de la Prévention par la Vaccination du Ministère de la Santé de la République centrafricaine,Expert individuel (CPS),Gavi RCA Audit PEV,Prestations intellectuelles et expertise individuelle,Centrafrique (Republique de),Autre bailleurs multilatéral/Organisations Internationales,2020-11-10,4.0,18000.0,GAELLE OLLIVIER GOUAGNA
21-EI3818,Assistance technique_PEFA Angola_Experte n°1,Expert individuel (CPS),"Projet d'appui à l'initiative ""Public expenditure and financial accountability""",Prestations intellectuelles et expertise individuelle,projets migrés - donnée non renseignée,Agence Française de Développement (AFD),2021-08-01,6.0,42000.0,"Scanteam,Sylvie Zaitra"
21-EI2211,"Mohamed ARIBI Local consultant to support and facilitate the implementation of the activities of
Component 1 and 3 of EU4PSL Project in Libya",Expert individuel (CPS),PSDP1 Private Sector Development Phase 1,Prestations intellectuelles et expertise individuelle,Libye,Union Européenne,2021-02-15,22.0,39600.0,ARIBI MOHAMED GIUMA
20-SB2389,Financement d’une action d’urgence au profit des migrants impactés par la crise COVID-19 dans la Région de l’Oriental au Maroc,Subvention,Régionalisation de la politique migratoire du Maroc,Subvention,Maroc,Agence Française de Développement (AFD),2020-11-10,3.0,39940.0,ORMSSO
21-EI3351,Alain Lefevre,Expert individuel (CPS),Technical Support to the implementation of the Public Health System Reform,Prestations intellectuelles et expertise individuelle,Grèce,Union Européenne,2021-08-02,27.0,75000.0,HELVIMIND
21-MR0639,Training on CONVERGENCE BLENDED FINANCE : Blended Finance for the Development Bank of Zambia,Marché,Technical Assistance Facility for improving the business environment and wider investment climate through a structured dialogue,Services,"Afrique du Sud, Angola, Antigua et Barbuda, Bahamas, Barbade, Belize, Bénin, Botswana, Burkina Faso, Burundi, Cameroun, Cap-Vert, Centrafrique (Republique de), Comores, Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Cuba, Djibouti, Dominicaine, République, Dominique, Erythrée, Etats Fédérés de Micronésie, Ethiopie, Fidji, Gabon, Gambie, Ghana, Grenade, Guinée, Guinée équatoriale, Guinée-Bissau, Haïti, Iles  Marshall, Iles Cook, Jamaïque, Kenya, Kiribati, Lesotho, Libéria, Madagascar, Malawi, Mali, Maurice (île), Mauritanie, Mozambique, Namibie, Nauru, Niger, Nigéria, Niue, Ouganda, Palaos, Papouasie-Nouvelle-Guinée, Rwanda, Sainte-Lucie, Saint-Kitts-Et-Nevis, Saint-Vincent-Et-les Grenadines, Salomon, Îles, Samoa, Sao Tomé-Et-Principe, Sénégal, Seychelles, Sierra Leone, Somalie, Soudan, Suriname, Swaziland, Tanzanie, République-Unie De, Tchad, Timor leste (Timor) Oriental, Togo, Tonga, Trinité-Et-Tobago, Tuvalu, Vanuatu, Zambie, Zimbabwe",Union Européenne,2021-02-17,2.0,28000.0,Convergence Blended Finance
20-AC2950,Contrat cadre de services EEI  - Prestations de portage salarial de personnels mobilisés par Expertise France pour le projet d’appui aux organismes de couverture maladie pour le renforcement de la gestion du risque maladie au Sénégal et la synergie des régimes de couverture maladie,Accord cadre,Assistance technique en appui à la mise en oeuvre d'une expérimentation pilote du SIAMO (I3S),Services,Sénégal,Agence Française de Développement (AFD),2020-11-12,18.0,37000.0,EASY EXPAT INTERNATIONAL - Euro
21-EI3507,Expertise en communication (Yvette Jallade BDC),Expert individuel (CPS),Projet d Appui à l inclusion productive des populations vulnérables au Congo Brazzaville - TELEMA,Prestations intellectuelles et expertise individuelle,"Congo, République du",Agence Française de Développement (AFD),2021-08-04,24.0,40000.0,Yvette JALLADE MAESTRONI
21-EI0559,20SANIN837 - Dispositif d’assistance technique planifié - Soutenir les acteurs de la lutte contre les trois pandémies à travers une expertise long-terme planifiée pour appuyer l’atteinte des objectifs des subventions du FM et renforcer le système de santé en Mauritanie.,Expert individuel (CPS),Assistance technique longue terme en Mauritanie,Prestations intellectuelles et expertise individuelle,Mauritanie,MAE-Fr - Initiative 5%,2021-02-17,12.0,56000.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
20-AC2956,CPS BC KARIM CHETIOUI,Accord cadre,SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2020-11-12,44.0,40000.0,C-lever.org
21-EI3442,"Analysis of the contribution of the Forests, Biodiversity and Ecosystem projects to the Rio 92 Conventions – Senior Expert",Expert individuel (CPS),"Euroclima+ Forêts, Biodiversité et écosystèmes",Prestations intellectuelles et expertise individuelle,"Argentine, Bolivie, Brésil, Chili, Colombie, Costa Rica, Cuba, El Salvador, Equateur, Guatemala, Honduras, Mexique, Nicaragua, Panama, Paraguay, Pérou, Uruguay, Venezuela, République Bolivarienne Du",Union Européenne,2021-08-12,12.0,21700.0,Lindsay Canet Desanti
21-EI0817,Contrat services Saleh : passation et suivi,Expert individuel (CPS),PSDP1 Private Sector Development Phase 1,Prestations intellectuelles et expertise individuelle,Libye,Union Européenne,2021-02-24,6.0,24000.0,ALMSTIRI Salah Hamed
20-AC2996,Contrat cadre ICI portage salarial,Accord cadre,Renforcement de la cohésion sociale par l'emploi,Services,Burkina Faso,Union Européenne,2020-11-18,12.0,39999.0,ICI PARTENAIRE ENTREPRISES
21-MR3500,"Appui à l’équipe projet terrain et siège dans l‘élaboration, la mise en œuvre et le suivi du dispositif de Suivi-Evaluation-Redevabilité-Apprentissage du projet PARFID",Marché,Projet d’Appui Régional à la Formation des cadres des Impôts et des Douanes (PARFID),Prestations intellectuelles et expertise individuelle,"Bénin, Burkina Faso, Cameroun, Centrafrique (Republique de), Congo, République du, Côte d'Ivoire, Gabon, Guinée équatoriale, Guinée-Bissau, Mali, Niger, Sénégal, Tchad, Togo",MINEFI-Fr,2021-08-12,29.0,39500.0,Red Mangrove Development Advisors - RMDA
20-MR3264,"Conception, développement et hébergement d’un portail de mise à disposition de données climatiques pour l’Institut national de la météorologie de Tunisie",Marché,"Facilité Adapt'Action - Axe 1 - Appui au renforcement des capacités et à la gouvernance pour la consolidation, la mise en oeuvre  et le suivi des CDN",Technologie de l'information et de la communication,Tunisie,Agence Française de Développement (AFD),2021-02-25,5.0,99275.0,ARIA Technologies
20-EI3294,Business angels network,Expert individuel (CPS),PSDP1 Private Sector Development Phase 1,Prestations intellectuelles et expertise individuelle,Libye,Union Européenne,2020-11-20,8.0,33225.0,Business Angels Europe
21-EI3600,MASSIMO CIOTTI: Delivering technical reports responding to the project objectives (assessment plan and implementation plan),Expert individuel (CPS),Technical Support to the implementation of the Public Health System Reform,Prestations intellectuelles et expertise individuelle,Grèce,Union Européenne,2021-08-13,27.0,21000.0,Massimo Ciotti
20-MR2716,Supporting Ghana in the transition towards a Climate Sensitive Government Budget,Marché,"Facilité Adapt'Action - Axe 1 - Appui au renforcement des capacités et à la gouvernance pour la consolidation, la mise en oeuvre  et le suivi des CDN",Prestations intellectuelles et expertise individuelle,"Cameroun, Comores, Congo, République du, Côte d'Ivoire, Cuba, Dominicaine, République, Ghana, Guinée, Madagascar, Maurice (île), Niger, Sénégal, Tunisie",Agence Française de Développement (AFD),2021-02-26,5.0,99700.0,"The Greenwerk Björn Drasnfeld, Michel Köhler, Stefan Wehmer GbR"
21-EI0075,"Pierre Bessuges - 	
Project Manager_Yanhad 19SSE0C035",Expert individuel (CPS),Yanhad,Prestations intellectuelles et expertise individuelle,Iraq,"MAE-Fr, Union Européenne",2020-11-20,3.0,39000.0,Pierre BESSUGES
21-EI3632,"Marisol Touraine: 
Rédaction des rapports techniques répondant aux objectifs du projet (plan d'évaluation et plan de mise en œuvre).",Expert individuel (CPS),Technical Support to the implementation of the Public Health System Reform,Prestations intellectuelles et expertise individuelle,Grèce,Union Européenne,2021-08-13,27.0,40000.0,Marisol Touraine
21-EI1879,CPS OLIVER CLARK  capacity building trainer for CoCs staff,Expert individuel (CPS),PSDP1 Private Sector Development Phase 1,Prestations intellectuelles et expertise individuelle,Libye,Union Européenne,2021-03-01,10.0,20000.0,CLARK_OLIVER
20-AC3067,ADAMAS - LOT 2 Financial and economic,Accord cadre,Appui àl'Ethiopie pour l'émergence des PPP,Services,Ethiopie,Agence Française de Développement (AFD),2020-11-20,30.0,103500.0,ADAMAS AFFAIRES PUBLIQUES
21-EI3566,Revue SI - PAGF,Expert individuel (CPS),Projet d’Appui à la Gouvernance Financière (PAGF),Prestations intellectuelles et expertise individuelle,Comores,Agence Française de Développement (AFD),2021-08-16,3.0,18000.0,CONCIS CONSULTING
21-EI0684,Acess to finance key expert -  Lisjana HILA,Expert individuel (CPS),PSDP1 Private Sector Development Phase 1,Prestations intellectuelles et expertise individuelle,Libye,Union Européenne,2021-03-01,24.0,149800.0,Lisjana HILA NV Compte BQ
20-EI3128,"Appui à l’élaboration de la demande additionnelle de financement du Covid-19 via le mécanisme C19RM RDC
CREDES",Expert individuel (CPS),"Rédiger la demande de financement additionnel par le mécanisme C19RM du Fonds mondial,",Prestations intellectuelles et expertise individuelle,"Congo, République Démocratique du",MAE-Fr - Initiative 5%,2020-11-23,12.0,20350.0,CREDES
21-SB0381,Appui à la filière huile de palme durable en région de Cacheu (Guinée-Bissau),Subvention,GCCA+AO,Subvention,"Bénin, Burkina Faso, Cap-Vert, Côte d'Ivoire, Gambie, Ghana, Guinée, Guinée-Bissau, Mali, Mauritanie, Niger, Nigéria, Sénégal, Sierra Leone, Tchad, Togo",Union Européenne,2021-03-02,20.0,200422.66,GRDR
20-EI3198,Alain FOLLIET - Mission court-terme en appui de la mise en œuvre d’une expérimentation pilote sur le système d’information de l’assurance maladie obligatoire (SIAMO) du Sénégal,Expert individuel (CPS),Assistance technique en appui à la mise en oeuvre d'une expérimentation pilote du SIAMO (I3S),Prestations intellectuelles et expertise individuelle,Sénégal,Agence Française de Développement (AFD),2020-12-01,18.0,17100.0,FOLLIET ALAIN
