DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Bangladesh,Fishery products,3061799.0,Macrobrachium Rosenbergii,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,24975.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,11362.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3061792.0,Penaeus Spp,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,14580.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,14580.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3061792.0,Penaeus (Litopenaeus) Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,23325.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-23,2020.0,4,12.0,23.0,20736.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3061792.0,Penaeus (Litopenaeus) Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,24086.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,14580.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3061792.0,Penaeus (Litopenaeus) Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,24086.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,14580.0
2020-12-23,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3061792.0,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,-,-,24086.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,14.0,14580.0
2020-12-19,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Ecuador,Fishery products,3061792.0,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,24086.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-22,2020.0,4,12.0,22.0,14580.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Chirocentrus Dorab,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Harpadon Nehereus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Leptomelanosoma Indicum,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Lutjanus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Sillago Sihama,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063100.0,Palinurus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,1200.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,700.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063690.0,Acetes Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-03,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063390.0,Scylla Serrata,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Chirocentrus Dorab,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,1200.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,700.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Harpadon Nehereus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Leptomelanosoma Indicum,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Lutjanus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Sillago Sihama,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063690.0,Acetes Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063390.0,Scylla Serrata,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Manchester,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3024990.0,Pampus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-05,2020.0,4,12.0,5.0,-,-,0.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,5.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Chirocentrus Dorab,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Harpadon Nehereus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Leptomelanosoma Indicum,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Lutjanus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Sillago Sihama,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,1200.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,700.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063690.0,Acetes Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063390.0,Scylla Serrata,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-07,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3024990.0,Pampus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-07,2020.0,4,12.0,7.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Chirocentrus Dorab,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Epinephelus Malabaricus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Harpadon Nehereus,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Leptomelanosoma Indicum,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Lutjanus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,1200.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,700.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3028990.0,Otra Pesca,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063690.0,Acetes Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3063390.0,Scylla Serrata,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3024990.0,Pampus Spp,Chilled,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,0.0
2020-12-11,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Viet Nam,Fishery products,3046200.0,Pangasius Hypophthalmus,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,-,-,24620.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,8.0,17600.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Viet Nam,Fishery products,3046200.0,Pangasius Hypophthalmus,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,24620.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,17600.0
2020-12-13,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Viet Nam,Fishery products,3046200.0,Pangasius Hypophthalmus,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,24636.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,17612.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Viet Nam,Fishery products,3046200.0,Pangasius Hypophthalmus,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,24620.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,17600.0
2020-12-02,Stansted,United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,/,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,5.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-03,2020.0,4,12.0,3.0,5.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-15,2020.0,4,12.0,15.0,0.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Pesca,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,11340.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-15,2020.0,4,12.0,15.0,8640.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-23,2020.0,4,12.0,23.0,0.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Pesca,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-23,2020.0,4,12.0,23.0,Satisfactory,Satisfactory,11340.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-23,2020.0,4,12.0,23.0,8640.0
2020-12-06,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,11340.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-10,2020.0,4,12.0,10.0,8640.0
2020-12-06,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Pesca,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-10,2020.0,4,12.0,10.0,0.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-15,2020.0,4,12.0,15.0,0.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Mammalia,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-15,2020.0,4,12.0,15.0,0.0
2020-12-08,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Pesca,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-15,2020.0,4,12.0,15.0,Satisfactory,Satisfactory,2010.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-15,2020.0,4,12.0,15.0,1440.0
2020-12-26,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Ungulates,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-21,2020.0,4,12.0,21.0,-,-,10886.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,21.0,8820.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Otra,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,9923.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,6804.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Pesca,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-11,London Gateway,United Kingdom,United Kingdom,United Kingdom,Canada,Fishery products,3032600.0,Anguilla Australis,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,-,-,24278.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,8.0,2269.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-21,2020.0,4,12.0,21.0,0.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Otra,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-21,2020.0,4,12.0,21.0,0.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Pesca,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,9923.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-21,2020.0,4,12.0,21.0,6804.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,1103.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-21,2020.0,4,12.0,21.0,756.0
2020-12-05,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Otra,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-21,2020.0,4,12.0,21.0,Satisfactory,Satisfactory,0.0,Satisfactory,No,-,-,-,Animal Feedingstuff,-,-,2020-12-21,2020.0,4,12.0,21.0,0.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,1103.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,756.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Otra,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,9923.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,6804.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Otra,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Pesca,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Aves,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,1103.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,756.0
2020-12-12,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Animal feed,230910.0,Otra,Ambient,-,/,-,-,/,No,Animal Feedingstuff,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Animal Feedingstuff,-,-,2020-12-29,2020.0,4,12.0,29.0,0.0
