TradingName,Date
ALEC BERRISFORD,2019-08-16
E & C O EVANS,2019-08-16
A & L M Williams,2019-08-19
DUNCAN DAWES FARMS LTD,2019-08-19
R & J TOWNSON,2019-08-19
R J CORNALL & PARTNERS,2019-08-19
M/S J ARMSTRONG,2019-08-19
J E & D L HODGSON,2019-08-19
M/S A J & J MARSTON,2019-08-19
JOHN S PILE (FARMS) LTD,2019-08-19
T/A: J & B RICHARDS,2019-08-19
T/A: J C Stubbs,2019-08-19
EASOM & SONS (NETHERGREEN),2019-08-19
C & J SMITH,2019-08-20
Messrs Pennington,2019-08-20
A G BURTON,2019-08-20
TEIFI VALLEY DAIRY GOATS,2019-08-20
S J HOCKRIDGE & SON,2019-08-20
SOUTHBOWER LTD,2019-08-20
D Cornish & Sons,2019-08-20
T/A  D A AND J L BENNION,2019-08-20
J A & J M INSALL,2019-08-20
MESSRS JOHN HOWARD,2019-08-21
D H & J M James,2019-08-21
T J & Mrs M Lloyd,2019-08-21
P E ROBINSON & SONS,2019-08-21
M & M TATTERSALL,2019-08-21
R L Clapp & Sons (Cheesemakers) Ltd,2019-08-21
R & P Ratcliffe,2019-08-21
D & C GIBSON,2019-08-21
T/A: JH & PJ Turner,2019-08-21
T/A: Pulford Farm Dairies,2019-08-21
D & S G DICKER,2019-08-21
S E A AIDLEY & CO,2019-08-21
Broomlea Farms Limited,2019-08-21
MESSRS E NIXON,2019-08-21
M/S JN & FC WALKER,2019-08-21
C J & J A REED,2019-08-21
MR E H MORRIS,2019-08-21
K & F T BIRCH & SON,2019-08-21
T/A: Williams Ffordd Las,2019-08-21
T/A: Oink and Udder,2019-08-21
T/A: Bar-M Jerseys,2019-08-22
T/A: J H Jones & Sons,2019-08-22
H W OULTRAM & CO,2019-08-22
Mr H E & Mrs J M Davies & Sons,2019-08-22
BROOKLYN FARM PRODUCTS LTD,2019-08-22
E W GILL AND SONS LIMITED,2019-08-22
D & P R TIBBS & SON,2019-08-22
J H & S M Farmer,2019-08-22
M/S M & G BOOTH,2019-08-22
JAMES GOOCH,2019-08-22
JOHN & SANDRA PATON,2019-08-22
A W & J BRANDRETH & SON,2019-08-23
T J A THIRLBY,2019-08-23
J R NEWSHAM & SON,2019-08-23
T COWELL,2019-08-23
J E HARRISON FARM A/C,2019-08-23
MR A W & MRS J KING,2019-08-23
MESSRS AWDE,2019-08-23
M/S W G L SOULSBY & SONS,2019-08-23
P Studley & Sons,2019-08-23
P A J & E H DAVIES,2019-08-23
R & J W DARLINGTON & PARTNER,2019-08-23
J S & K A WHITAKER,2019-08-23
M A & J R SHARPE,2019-08-23
HER MAJESTY QUEEN ELIZABETH II,2019-08-27
A D SALTER-CHALKER,2019-08-27
"F, M & T JUCKES",2019-08-27
A G TROUGHTON & SON,2019-08-27
A G LAMBERT AND PARTNERS,2019-08-27
A J COX & SON,2019-08-27
G & M Lewis,2019-08-27
J W Jones & Sons,2019-08-27
Fields Farm Ashley Ltd,2019-08-27
R S BETTERIDGE,2019-08-27
MR C HIRD,2019-08-27
T J A THIRLBY,2019-08-28
T/A: P G T HOOK & SON,2019-08-28
J E JOHN & SON,2019-08-28
J O Evans & Sons,2019-08-28
J A E MAJOR,2019-08-28
P S SMITH & CO,2019-08-28
M/S S G SALT & SON,2019-08-28
T/A: W. H. Oliver & Son,2019-08-28
"M/S R G, L A & S R WEARING",2019-08-28
M/s S J W & E M Maynard & Son,2019-08-28
Mr R J & MRS A DENNIS,2019-08-28
T/A: Hill and Coombe Dairy,2019-08-28
R B BETTERIDGE,2019-08-29
F B & E M MARSDEN,2019-08-29
W K Long & Partners,2019-08-29
G W & J Hoggins,2019-08-29
T & D WILLOUGHBY,2019-08-29
D L & J M & H L Thomas,2019-08-29
E O MORRIS & SON,2019-08-29
S & M COOPER,2019-08-29
THORNBANK FARMS,2019-08-29
MR & MRS W WALES,2019-08-29
R D GUY,2019-08-29
N  HANSON,2019-08-29
GILCOMBE FARM,2019-08-29
JOHN & SANDRA PATON,2019-08-29
J & S Y KENYON & SONS,2019-08-29
R INMAN & SONS,2019-08-30
T/A: Radwood Hall Farm Limited,2019-08-30
BILLINGTON DAIRY FARM LIMITED,2019-08-30
GRAHAM WARD FARMS LTD,2019-08-30
MESSRS J R & G FORSTER,2019-08-30
W THRELFELL & SONS,2019-08-30
W SWAINSON & SON,2019-08-30
MR R L LATHAM,2019-08-30
G L & D L WRIGHT & PARTNERS,2019-08-30
BROOKLYN FARM PRODUCTS LTD,2019-08-30
T/A: E E & R A Huddleston,2019-08-30
T/A: The Calf at Foot Dairy,2019-09-02
T/A: J C Stubbs,2019-09-02
T/A: C & H Ford Farm Ltd,2019-09-02
WILVERLEY FARM,2019-09-02
T/A: A J Knowles,2019-09-02
W & A SUDELL & SONS,2019-09-02
SEWELL FARMERS,2019-09-03
N H SEMMENS & SON LTD,2019-09-03
"R J, B C & N W J Monies",2019-09-03
M & M TATTERSALL,2019-09-03
B H WILSON & SONS,2019-09-03
T J & Mrs M Lloyd,2019-09-03
T/A: The Mount Goat's Cheese,2019-09-03
T/A: B W & F K Rab,2019-09-03
T/A: Severnside Milkers Ltd,2019-09-04
T/A: T M Allen,2019-09-04
T/A: Dayment Farming,2019-09-04
T/A: A & C L Gray,2019-09-04
T/A: Longwood Farm,2019-09-04
J E & G K & H K WILLIAMS,2019-09-04
T H VAUGHAN & SON,2019-09-04
J  & J SWAINSON,2019-09-04
COSTON HALL FARMS LTD,2019-09-04
E A Griffiths & Son,2019-09-04
M/S WD & B P NORBURY & SONS,2019-09-04
W M & MRS E M & W P GLEAVE,2019-09-04
H W & M A DUNN,2019-09-04
A L & W G  SANDERS,2019-09-04
E J & R K Dunn,2019-09-04
"G W A, M A & S J Thorne",2019-09-05
C T & M W T Holmes,2019-09-05
D K & M J & N PARRIS,2019-09-05
EAST CLOSE FARM,2019-09-05
J T VENABLES & CO,2019-09-05
S J & C HOOLEY,2019-09-05
E G SLEEP,2019-09-05
MR & MRS S.J DUSTOW & SON,2019-09-05
M/S HARVEY BROS,2019-09-05
D G HAM,2019-09-05
M/s L G Heal & Son,2019-09-05
GILCOMBE FARM,2019-09-05
K A FRANKS & SONS,2019-09-05
GM & HJ FERN,2019-09-05
T/A  D A AND J L BENNION,2019-09-05
D B & H M Jenkins & Son,2019-09-05
J & A J DAVIES & SON,2019-09-05
R S TAYLOR & SON,2019-09-05
T/A: J & B RICHARDS,2019-09-05
R D WILLIAMS,2019-09-05
T/A: P J & T FLETCHER,2019-09-05
T/A: Langley Dairies Limited,2019-09-05
T/A: Yareal Llanforda Limited,2019-09-05
T/A: RJ & CA Down,2019-09-05
T/A: R & J Legg & Son,2019-09-05
T/A: Summerfields Holsteins Limited,2019-09-06
N & M BROWN,2019-09-06
D J & N J Wall,2019-09-06
C W HARDY,2019-09-06
PETER SHARP & SON,2019-09-06
R M & L J THROUP,2019-09-06
R J & B J Kingston & Sons,2019-09-06
J A E MAJOR,2019-09-06
MESSRS R I & M BELL,2019-09-06
MESSRS DIXON,2019-09-06
F MATTOCKS & SONS,2019-09-06
HOLDCROFT & SONS,2019-09-06
A & W J HITCHCOCK (LITTLEHURST),2019-09-09
BILLINGTON DAIRY FARM LIMITED,2019-09-09
FRIEND FARMS LTD,2019-09-09
MR & MRS W WALES,2019-09-09
MR R M SHACKLETON,2019-09-09
GRAHAM WARD FARMS LTD,2019-09-09
Susan Root,2019-09-09
T/A: M I & DR Little,2019-09-10
W P & J P DAVIES,2019-09-10
TG & B ROBERTS & SON,2019-09-10
F W HUGHES & SONS,2019-09-10
K G LANGE & SONS,2019-09-10
A J & M E MINSHALL LTD,2019-09-10
D T & R SEABRIDGE,2019-09-10
J E HARRISON FARM A/C,2019-09-10
F A PEARCE,2019-09-10
M/S F & E A ROSKILLY & SONS,2019-09-10
F H BENNEY & SONS,2019-09-11
E P & P A JENKIN,2019-09-11
J B & G R ROSKILLY,2019-09-11
W H LITTLER & SON,2019-09-11
T W HOLDEN & SON,2019-09-11
D TATTERSALL,2019-09-11
D H TUPPER FARMS,2019-09-11
G D & E E FIELD,2019-09-11
W E L Harries,2019-09-11
D T & S J WILLIAMS,2019-09-11
D C & S M Davies,2019-09-11
D G & C E DAVIES A'R MEIBION,2019-09-11
Bowen Bros.,2019-09-11
I O & C A Richards,2019-09-11
M L & G M Harries,2019-09-11
M/s E W Hartt & Sons,2019-09-12
M D James & Sons,2019-09-12
K M & L THROUP,2019-09-12
C & R PADFIELD,2019-09-12
M/S G G AND Z COOPER,2019-09-12
JAMES GOOCH,2019-09-12
M/S A S & E JEANES & SON,2019-09-12
T/A: W Chapman & Sons,2019-09-12
Mrs M K Manford & Partners,2019-09-12
T/A: J C Corden,2019-09-12
MISS J M DAY,2019-09-12
GRACE LTD,2019-09-12
T & D WILLOUGHBY,2019-09-12
T/A: Longwood Farm,2019-09-12
T W Garland,2019-09-12
Messrs N S & B M Bellerby,2019-09-12
T/A: Hilary Shenton,2019-09-12
J M & J I PYE,2019-09-13
E Morley & Sons,2019-09-13
C WESTON & SON,2019-09-13
MESSRS BETTS,2019-09-13
MSSRS BOWE & CO,2019-09-13
M/S T W ARMSTRONG & SONS,2019-09-13
MESSRS R J BROWN & SON,2019-09-13
A W Clowes,2019-09-13
ALEC BERRISFORD,2019-09-13
J R NEWSHAM & SON,2019-09-13
T COWELL,2019-09-13
Robert Fare,2019-09-13
E & C O EVANS,2019-09-13
MESSRS JOHN HOWARD,2019-09-16
R & J TOWNSON,2019-09-16
HIGHFIELDS FARM DAIRY,2019-09-16
DODD BROS,2019-09-16
M WAITE & SON,2019-09-16
T/A: A & C L Gray,2019-09-16
T/A: Laneside Farm Partnership,2019-09-16
R A BLETCHER,2019-09-16
T/A: J & B RICHARDS,2019-09-16
T/A: J & B RICHARDS,2019-09-17
H Route & Sons,2019-09-17
T/A: S E Alderman,2019-09-17
T/A: P L & K J Boam,2019-09-17
T/A: A D & S Milburn & Son,2019-09-17
MR W B COOK,2019-09-17
J H & M J JEFFERSON,2019-09-17
T/A: John G George,2019-09-17
RM & MW Squire,2019-09-17
G S & S J FOLLAND,2019-09-17
DP & SJ BERRY,2019-09-17
T W & C G CHARLES,2019-09-17
MR A W & MRS J KING,2019-09-17
S G Habberfield & Sons,2019-09-17
"M W, P R, P J & R J Lemmey",2019-09-17
HOUSE & SONS,2019-09-17
D T & R SEABRIDGE,2019-09-17
A J & M E MINSHALL LTD,2019-09-17
GILCOMBE FARM,2019-09-17
D & A BLACOE,2019-09-17
P J IKIN,2019-09-18
J & W DAVIS LIMITED,2019-09-18
M/S G E F DURSTON & SON,2019-09-18
B H WILSON & SONS,2019-09-18
R W WOOD & CO,2019-09-18
J HOLDEN & SONS,2019-09-18
MR JOHN GARTON FENNEY,2019-09-18
T/A: B W & F K Rab,2019-09-18
T/A: Combe Hay Mare's Milk,2019-09-18
J S & K A WHITAKER,2019-09-18
HOSELEY FARMS,2019-09-18
T/A: Laneside Farm Partnership,2019-09-18
Woollacott Partners,2019-09-19
J E & G K & H K WILLIAMS,2019-09-19
F W HUGHES & SONS,2019-09-19
E O MORRIS & SON,2019-09-19
T/A H Lawson & Partners,2019-09-19
T/A: J H Jones & Sons,2019-09-19
T/A: N D & S Thompson,2019-09-19
R G Denning & Son,2019-09-19
R G DENNING & SONS,2019-09-19
W H KITCHING & SONS,2019-09-19
BLACKBURN & HAYNES,2019-09-19
MR R J VANSTONE,2019-09-19
A L & W G  SANDERS,2019-09-19
M G & J Heal,2019-09-19
MR & MRS M C CANN & SON,2019-09-19
J P & K E HARTLEY,2019-09-19
K M & L THROUP,2019-09-19
A L DEAN & SON,2019-09-19
C R TOMLINSON,2019-09-19
N D CONNORS FARMS LTD,2019-09-19
MESSRS WILLIAMSON,2019-09-20
J H & M J JEFFERSON,2019-09-20
J HODGSON & PARTNERS,2019-09-20
C & D BRAGG,2019-09-20
MESSRS J R & G FORSTER,2019-09-20
W A DAVIES & SONS,2019-09-20
J.HUSBAND & SONS,2019-09-20
T/A: W D & S J Hosegood,2019-09-20
T/A: E E & R A Huddleston,2019-09-20
Messrs Pennington,2019-09-20
T/A: M I & DR Little,2019-09-20
Bar Hill Dairies Limited,2019-09-20
T/A: Longwood Farm,2019-09-23
T/A: Rumbolds Farm,2019-09-23
M/S F & E A ROSKILLY & SONS,2019-09-23
J B & G R ROSKILLY,2019-09-23
MR R C HOLLINSHEAD,2019-09-23
J M & J K CLIFFE & SON,2019-09-23
MARGARET & STEPHEN GREEN,2019-09-23
R & K F DUMELOW,2019-09-23
MR & MRS W WALES,2019-09-23
P Ll Francis & Son,2019-09-23
E C Dixon & Son,2019-09-23
B M Harris & Partners,2019-09-23
PALLINGHURST FARM PARTNERS,2019-09-23
T/A: B & H GRIFFIN,2019-09-24
t/a P & C Attfield,2019-09-24
"M/S J C, M J & A C MAYO",2019-09-24
T/A: Wastenage Farms Limited,2019-09-24
T/A: Mells Park Trust,2019-09-24
J H & S A DAVIES,2019-09-24
G GOODWIN & SON,2019-09-24
T H VAUGHAN & SON,2019-09-25
C J & J A REED,2019-09-25
Fooks Bros.,2019-09-25
E G & M R PRICE,2019-09-26
MR & MRS M C CANN & SON,2019-09-26
Tallentire Hill Farm Limited,2019-09-26
W H AND K M ROBINSON,2019-09-26
T/A: A J Kershaw & R J Inman,2019-09-26
R H TRIVETT & SON,2019-09-26
J WHITAKER & SON,2019-09-26
COSTON HALL FARMS LTD,2019-09-26
J P & K E HARTLEY,2019-09-26
T/A: W Chapman & Sons,2019-09-26
A L DEAN & SON,2019-09-26
PETER SHARP & SON,2019-09-27
MR R M SHACKLETON,2019-09-27
R S BETTERIDGE,2019-09-27
DUNCAN DAWES FARMS LTD,2019-09-27
A W Clowes,2019-09-27
F A YATES & CO,2019-09-27
M/S T W ARMSTRONG & SONS,2019-09-27
MESSRS R I & M BELL,2019-09-27
MESSRS BETTS,2019-09-27
W M & MRS E M & W P GLEAVE,2019-09-27
R H H PARNELL,2019-09-27
E Morley & Sons,2019-09-27
R G & Mrs J M WOOLDRIDGE,2019-09-27
M/S M D & E L COLLINS,2019-09-27
T.T.& H.S.BARBER,2019-09-27
ARCHER FARMING COMPANY,2019-09-27
T/A: J A & H E Warrington,2019-09-27
T/A: Tablehurst Farm Limited,2019-09-30
W P & J P DAVIES,2019-09-30
J M & J I PYE,2019-09-30
AE & E Garnett Ltd,2019-09-30
R & K F DUMELOW,2019-09-30
J HORNBY & SON,2019-09-30
R D GUY,2019-09-30
J K GORST & SONS,2019-09-30
M E & B MASON & Son,2019-09-30
N  HANSON,2019-09-30
B & F STAVELEY & SON,2019-09-30
A R & E R JONES,2019-09-30
T M WATSON & SON,2019-09-30
MESSRS J R GOWTHORPE,2019-10-01
A & A WAKE,2019-10-01
D V & S LEE,2019-10-01
CAMPHILL VILLAGE TRUST,2019-10-01
T/A: T Smith & Sons Limited,2019-10-01
DODD BROS,2019-10-01
HOUSE & SONS,2019-10-01
"M/S R G, L A & S R WEARING",2019-10-01
M R & K M Pring,2019-10-01
T/A: Holland Farmers,2019-10-01
T/A: S D & H A Hooper,2019-10-01
T/A: R E Williams,2019-10-02
T/A: R K Bamforth,2019-10-02
T/A: Longwood Farm,2019-10-02
D T MCCARRICK & SONS,2019-10-02
C J & J A REED,2019-10-02
Dreamers Farm,2019-10-02
T M Garry,2019-10-02
AD & RL Milner,2019-10-02
T W HOLDEN & SON,2019-10-02
J HOLDEN & SONS,2019-10-02
MR D R & MRS J E HINDS & SON,2019-10-02
Robert Fare,2019-10-02
T COWELL,2019-10-02
P T Bale & Sons,2019-10-02
P & R E Kimber,2019-10-02
M/S J A & E MONTGOMERY LTD,2019-10-02
T/A: Olive Farm (Babcary) Limited,2019-10-02
Trefynys Farm Ltd,2019-10-02
R N ABBOTT & SON,2019-10-02
GRAHAM FRANCE,2019-10-02
T/A: C A M & J S Jones,2019-10-02
P G & Mrs E Thomas & Son,2019-10-02
RW Frankland and Sons,2019-10-03
R H EDWARDS,2019-10-03
T D PRINCE,2019-10-03
A B & J PARKINSON & SONS,2019-10-03
N D CONNORS FARMS LTD,2019-10-03
"R J, G M & A J Tucker",2019-10-03
M G & J Heal,2019-10-03
Gibbins Agriculture,2019-10-03
Cornthwaite Moors Limited,2019-10-03
Jennifer M Daw & Barry A Daw,2019-10-03
W H KITCHING & SONS,2019-10-03
M/S Roberts,2019-10-03
T/A: Brynkinalt Farming Limited,2019-10-03
T/A: W E Johns Limited,2019-10-03
T/A: Summerfields Holsteins Limited,2019-10-03
T/A: JR & MC Downes & Son,2019-10-03
T/A E & J Redmayne,2019-10-03
T/A: Hedden & Sons,2019-10-03
T/A: J.R. & J.B. Longmire,2019-10-03
ELLIS BROS,2019-10-04
J R & E D NEWTON,2019-10-04
MR A W & MRS J KING,2019-10-04
E J & R K Dunn,2019-10-04
T & H WOOLLISCROFT,2019-10-04
W C  PORTER & SON,2019-10-04
C & R PADFIELD,2019-10-07
J & S Y KENYON & SONS,2019-10-07
BRIAN HAIGH,2019-10-07
HIGHFIELDS FARM DAIRY,2019-10-07
T/A: J & M & E A Taylor,2019-10-07
J D HETHERINGTON & SONS,2019-10-07
T/A: Bryngwyn Limited,2019-10-07
T/A: Crynfryn Bychan Limited,2019-10-07
J E & G K & H K WILLIAMS,2019-10-07
JOHN S PILE (FARMS) LTD,2019-10-07
I M Cochrane,2019-10-08
T/A: Wheal Plenty Farm Partnership,2019-10-08
T/A: Nanny More,2019-10-08
R P & S A  NUTE,2019-10-08
M/S S R GILBERT & SON,2019-10-08
LOVETTSWOOD FARM LIMITED,2019-10-08
A J M EAVIS,2019-10-08
Lewis Brothers,2019-10-09
HOLLYPARK ORGANICS,2019-10-09
"A, A & R MODERSKI",2019-10-09
A C TIMBURY,2019-10-09
HG Witt and Son,2019-10-09
LEICESTERSHIRE HANDMADE CHEESE CO,2019-10-10
T/A H Lawson & Partners,2019-10-10
T/A: Crynfryn Bychan Limited,2019-10-10
T/A: Bryngwyn Limited,2019-10-10
J G & W E DOWN & SON,2019-10-10
D J Garrett & Partners,2019-10-10
A L BETTS LTD,2019-10-10
E J & R K Dunn,2019-10-10
RM & MW Squire,2019-10-10
H W & M A DUNN,2019-10-10
T/A: John G George,2019-10-10
R N ABBOTT & SON,2019-10-10
H & N  M WALL,2019-10-10
B J & M TOMLINSON & SON,2019-10-10
D & A BLACOE,2019-10-10
G & M Lewis,2019-10-11
F POVALL & SON,2019-10-11
C S & J PRINCE,2019-10-11
D & J K MELLOR,2019-10-11
Davies Penlan,2019-10-11
B T & Mrs E E Thomas,2019-10-11
R W ARDERN & SONS,2019-10-11
J W WALKER & SONS,2019-10-11
J T VENABLES & CO,2019-10-11
S J & C HOOLEY,2019-10-11
J & B DONALD & SON,2019-10-11
W R WILSON LTD,2019-10-11
MESSRS PRESTON,2019-10-11
T/A: T M Allen,2019-10-11
GRAHAM WARD FARMS LTD,2019-10-11
T/A: R K Bamforth,2019-10-14
T/A: N D Harper Ltd,2019-10-14
L P OLLIER & SON,2019-10-14
NETHER END FARMS LTD,2019-10-14
T/A: J C Corden,2019-10-14
J N HOLMES & SON,2019-10-15
J F GREAVES & SON FARMS LTD,2019-10-15
A P W Williams,2019-10-15
F S STURROCK & SONS,2019-10-15
MESSRS A & B EDMONDSON,2019-10-15
J HORNBY & SON,2019-10-15
STEPHEN FURNIVAL,2019-10-15
W F FARMS,2019-10-15
T/A: E A & J A Hiscock Limited,2019-10-15
C H & J Evans,2019-10-15
E S Burroughs and Sons,2019-10-15
MESSRS WALSH,2019-10-15
S W ELLIOTT,2019-10-15
MR E H MORRIS,2019-10-15
K & F T BIRCH & SON,2019-10-15
Joseph D Evans,2019-10-15
K PUGH,2019-10-15
CAINES HEATH PARTNERSHIP,2019-10-16
BIRCHWOOD PARK FARMS,2019-10-16
W GARNETT & SON,2019-10-16
MESSRS PRESTON,2019-10-16
A C TIMBURY,2019-10-16
J M & J K CLIFFE & SON,2019-10-16
MR H RAW,2019-10-16
R E POYSER & SON,2019-10-16
D & J K MELLOR,2019-10-16
W ROGERSON & SONS,2019-10-17
J K GORST & SONS,2019-10-17
J WHITAKER & SON,2019-10-17
Clever Cow Organics,2019-10-17
E & N HOLSEY,2019-10-17
B & F STAVELEY & SON,2019-10-17
M/S F & S IVESON,2019-10-17
P A & T WHITAKER,2019-10-17
J CAYGILL & PARTNERS,2019-10-17
A N BOLLAND ESQ,2019-10-17
BARTON & HARRISON,2019-10-17
MR D R & MRS J E HINDS & SON,2019-10-17
T H & C L JOHNSON,2019-10-17
D W & S C GILLBARD,2019-10-17
C G & W L RICH & SON,2019-10-17
ROTHERFIELD FARMS,2019-10-17
AD & RL Milner,2019-10-17
I K P J,2019-10-17
"G, G E & A V JONES",2019-10-17
EASOM & SONS (NETHERGREEN),2019-10-17
D T MCCARRICK & SONS,2019-10-17
OAK TREE COTTAGE,2019-10-17
T/A: M I & DR Little,2019-10-18
T/A: R E Williams,2019-10-18
T/A: The Goat Shed Company,2019-10-18
T/A: R J & D J Clement,2019-10-18
S & A MAY,2019-10-18
BOYDELLS DAIRY FARM,2019-10-18
Ansdell Farms Ltd,2019-10-18
Bittadon Farm Ltd,2019-10-18
"D J, H & T Walker",2019-10-18
MESSRS TAYLOR LTD,2019-10-18
M/S G & N A BAINBRIDGE & SON,2019-10-18
REASEHEATH COLLEGE,2019-10-18
W H LITTLER & SON,2019-10-18
ROSTON PARTNERS,2019-10-18
A W & D KENNERLEY & SON,2019-10-18
OULTON HOUSE FARM LTD,2019-10-21
E P & B TURNOCK,2019-10-21
J E LEESE,2019-10-21
G D & A MIDGLEY,2019-10-21
D R B Davies & Co.,2019-10-21
D J & G Davies,2019-10-21
"Messrs G G, E G & J R Evans",2019-10-21
H Martin & Son,2019-10-21
ELLIS BROS,2019-10-21
M D James & Sons,2019-10-22
D B & Mrs E M Davies,2019-10-22
Picton Castle Dairy Ltd,2019-10-22
J P & E A BURTON & SON,2019-10-22
B H G FARM PARTNERSHIP,2019-10-22
PALLINGHURST FARM PARTNERS,2019-10-22
D I Jones,2019-10-22
COLBAN LTD,2019-10-22
T/A: Middle Farm (HG3) Limited,2019-10-22
D L & M M BREEZE & SONS,2019-10-22
H M & I LL ROBERTS,2019-10-22
K & F T BIRCH & SON,2019-10-22
A & P M SPENCER,2019-10-22
T/A: R K Bamforth,2019-10-23
T/A: Mays Farm Ringmer,2019-10-23
M/S E F J GOULD & CO,2019-10-23
B E H & M E THOMAS,2019-10-23
I G & MRS H M E JONES & SONS,2019-10-23
H & A Williams,2019-10-23
NETHER END FARMS LTD,2019-10-23
W A DAVIES & SONS,2019-10-23
Smeaton Hall Farm,2019-10-23
R W HARPER & PARTNERS,2019-10-23
R G Denning & Son,2019-10-24
T C & D A MARTIN LTD,2019-10-24
A J DERRYMAN & SON,2019-10-24
C G & G R SPILLER,2019-10-24
M & M L GILLBARD,2019-10-24
A B & J PARKINSON & SONS,2019-10-24
Cornthwaite Moors Limited,2019-10-24
AD & RL Milner,2019-10-24
MESSRS W & G YATES,2019-10-24
J CAYGILL & PARTNERS,2019-10-24
A N BOLLAND ESQ,2019-10-24
M/S SHUTT & MANSELL,2019-10-24
T/A: W. H. Oliver & Son,2019-10-24
J WHITAKER & SON,2019-10-24
M E & B MASON & Son,2019-10-24
T/A: J.R. & J.B. Longmire,2019-10-24
T/A: Yareal Llanforda Limited,2019-10-24
T/A: S Urguhart & B Millman,2019-10-24
T/A: Bolderston and Partners,2019-10-24
T/A: J & JM Sillifant,2019-10-25
Tor Country Ltd,2019-10-25
COLBAN LTD,2019-10-25
D L & R M Willmett,2019-10-25
W & N FURSE,2019-10-25
P D & S K BLAKE,2019-10-25
Vevers Ltd,2019-10-25
K A & P J WOODMAN & SON LTD,2019-10-25
M/S G & N A BAINBRIDGE & SON,2019-10-25
M/S M & M MAXWELL,2019-10-28
MESSRS A R COX & PARTNERS,2019-10-28
H O & S E J George,2019-10-28
A & S E L BARBER,2019-10-28
C H & J Evans,2019-10-29
T/A: Peter Hill & Son,2019-10-29
T/A: S N A & M E Furse,2019-10-29
R S TAYLOR & SON,2019-10-29
J H & S A DAVIES,2019-10-29
E G & N B QUINN,2019-10-29
T/A: AGM & Co,2019-10-29
T/A: G L and EM Lewis,2019-10-29
B M Harris & Partners,2019-10-29
D E DOWN & SON,2019-10-29
J R & M J STOKES & SON,2019-10-29
M B & L C HASKELL,2019-10-29
L K R Farms Limited,2019-10-29
SIMON BANFIELD FARMS,2019-10-29
NUTTALL BROS,2019-10-29
T/A: A J Knowles,2019-10-30
KNOX & SONS,2019-10-30
P Philp,2019-10-30
C G & G R SPILLER,2019-10-30
W GARNETT & SON,2019-10-30
L P OLLIER & SON,2019-10-30
DODD BROS,2019-10-30
STUBBS PARTNERS,2019-10-30
C & S  WATERFALL,2019-10-30
G.T.H. BAILEY,2019-10-30
Lewis Brothers,2019-10-30
M/S F & S IVESON,2019-10-30
Stowford Manor Farm,2019-10-30
T/A E & J Redmayne,2019-10-30
T/A: J R and S M Howie,2019-10-30
S W ELLIOTT,2019-10-30
"G J, R T, D J & I EDGE",2019-10-30
J M & E A JONES,2019-10-30
E H ARDEN & SON,2019-10-30
V Evans and Partners,2019-10-30
M D A FENTON,2019-10-30
T/A: Mays Farm Ringmer,2019-10-31
Horham Dairy and Care Farm,2019-10-31
T/A: W DALE & SONS,2019-10-31
P & J BROWN & SON,2019-10-31
M & R M HOLMES & SON,2019-10-31
M/S J & I WHITAKER,2019-10-31
J WHITAKER & SON,2019-10-31
T/A: T Smith & Sons Limited,2019-10-31
MESSRS A & B EDMONDSON,2019-10-31
H Martin & Son,2019-10-31
K A & P J WOODMAN & SON LTD,2019-11-01
N J & J M TODHUNTER,2019-11-01
D TATTERSALL,2019-11-01
N & R SUTCLIFFE,2019-11-01
J & S Y KENYON & SONS,2019-11-01
G R JONES & SON,2019-11-01
DOLKEN DAIRY GOATS,2019-11-01
MR H RAW,2019-11-04
Clever Cow Organics,2019-11-04
NETHER END FARMS LTD,2019-11-04
BARTON & HARRISON,2019-11-04
J S & K M WILSON,2019-11-04
T/A: G & A Adderson,2019-11-04
REASEHEATH COLLEGE,2019-11-04
T/A: A J Knowles,2019-11-04
MRS M E H PILE & SONS,2019-11-05
MRS M E H PILE & SONS,2019-11-05
R S & A J DELVES,2019-11-05
M/S B W R HASELL & SON,2019-11-05
JOHN S PILE (FARMS) LTD,2019-11-05
T/A: N D & S Thompson,2019-11-05
D W & S C GILLBARD,2019-11-06
E DIMELOW & PARTNERS,2019-11-12
T/A: N D Harper Ltd,2019-11-13
L P OLLIER & SON,2019-11-13
M E & B MASON & Son,2019-11-14
J K GORST & SONS,2019-11-14
A W & D KENNERLEY & SON,2019-11-15
Smeaton Hall Farm,2019-11-15
DODD BROS,2019-11-15
R H F Heeps & Son,2019-11-15
HUGHES BROTHERS,2019-11-19
R J Proudlove Ltd,2019-11-19
L P OLLIER & SON,2019-11-19
M L & M E WHITTING,2019-11-19
W V MALINS & SON,2019-11-20
W V MALINS & SON,2019-11-20
E & N HOLSEY,2019-11-20
W A & S E Grant Ltd,2019-11-20
M L & J A McNamara,2019-11-21
Mr J M & Mrs S M Robinson,2019-11-21
Mr P A Gibby & V L Gibby,2019-11-21
"L J, B D & C Eynon",2019-11-21
HINTON FARM LTD,2019-11-21
D & S Williams & Sons,2019-11-21
FERN MEADOW LTD,2019-11-21
A J DERRYMAN & SON,2019-11-21
C G & W L RICH & SON,2019-11-21
T H & C L JOHNSON,2019-11-21
MESSRS D W CANNON,2019-11-21
SMALLTHWAITE FARMS LTD,2019-11-21
J M GRIFFITHS & SON,2019-11-22
R G WOOLLEY,2019-11-22
D FOTHERBY & SONS,2019-11-22
R H EDWARDS,2019-11-22
R W & J I Faulkner,2019-11-22
