Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Business Continuity Planning Service - Trade Marketing Events,Trade Group - Service Delivery,SOFTCAT LTD,118429,"78,057.76",,SL7 1LW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Service Charges - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,118430,"20,881.00",,NP10 8QQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Goods/Services - E-commerce programme (AS 2014 E-Commerce),Trade Group - Service Delivery,SOUTH EAST TRADE & INVESTMENT LTD,118431,"13,250.00",,PO15 7FN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Purchase of Equipment < £3000 - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,XMA LTD,118441,669.6,,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Purchase of Equipment < £3000 - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,XMA LTD,118441,810,,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Purchase of Equipment < £3000 - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,XMA LTD,118444,87.24,,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Corporate Event Management and Marketing - Global Inward Investment Accounts,Investment Development - Strategic Investment & Accounts,CHAMBERLINK LTD T/A BUSINESS SUPPORT SOLUTIONS,118459,"9,864.00",,M60 7HJ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",118470,29,,S4 7UQ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Air Travel UK - Default,Investment Development - Strategic Investment & Accounts,"Personal Expense, Name Witheld",118470,151.14,,S4 7UQ,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118478,"3,444.91",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118478,"10,150.00",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118478,"29,292.90",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118478,"39,392.15",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118478,"50,313.55",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118478,"122,188.75",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Goods/Services - Mid-Sized Business Events,Trade Group - Service Delivery,WEST MIDLANDS INTERNATIONAL TRADE LLP,118479,"1,673.00",,B15 3DH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Goods/Services - First Time Exporter Incubator Programme,Trade Group - Service Delivery,WEST MIDLANDS INTERNATIONAL TRADE LLP,118479,"9,771.42",,B15 3DH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Goods/Services - Marketing Event,Trade Group - Service Delivery,WEST MIDLANDS INTERNATIONAL TRADE LLP,118479,"13,211.23",,B15 3DH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,THE LIGHTING INDUSTRY ASSOCIATION LTD,118490,"30,000.00",,TF3 3BQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,THE LIGHTING INDUSTRY ASSOCIATION LTD,118491,"2,880.00",,TF3 3BQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH CONTRACT FURNISHING ASSOCIATION,118492,"15,000.00",,HP11 2LQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH CONTRACT FURNISHING ASSOCIATION,118494,"1,440.00",,HP11 2LQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,External Training - Non-Specific Programme activity,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",118496,200,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Marketing and Media - Lead Generation,Chief Operating Officer - Communications,LINKEDIN IRELAND LTD,118540,"13,562.60",,.,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Accounts Repayable DM Control - Non-Specific Programme activity,UKTI Overseas - UKTI Core,FOREIGN AND COMMONWEALTH OFFICE (FCO),118543,"34,476,487.09",,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Goods/Services - Non-Specific Programme activity,Chief Executive's Office - Centrally Managed Resources,FOREIGN AND COMMONWEALTH OFFICE (FCO),118544,"12,041,292.00",,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,118549,"2,297.04",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Professional Services - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,BROOK STREET (UK) LTD,118560,612.16,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Hire of Agency Staff - GREAT Events UK,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,118561,"2,266.14",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Hire of Agency Staff - Digital Marketing,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,118562,"1,694.64",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,118565,"1,769.10",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Professional Services - Non-Specific Programme activity,"Investment Development - Managing Director & Operations, Investment Development",CAPITA BUSINESS SERVICES LTD,118566,"2,031.54",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,118567,"1,049.64",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Hire of Agency Staff - Great Campaign Events,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,118568,"1,751.34",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Hire of Agency Staff - Non-Specific Programme activity (Admin),Chief Executive's Office - Chief Executive's Office,BROOK STREET (UK) LTD,118569,644.9,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Hire of Agency Staff - Digital Business Opportunities,Trade Group - Service Delivery,CAPITA BUSINESS SERVICES LTD,118570,"1,380.06",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,30/10/2015,Other Professional Services - Non-Specific Programme activity,"Investment Development - Managing Director & Operations, Investment Development",CAPITA BUSINESS SERVICES LTD,118571,"2,031.54",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Goods/Services - China Uplift,Trade Group - Creative Economy Tech & Construction,CAPITA BUSINESS SERVICES LTD,118572,"1,445.82",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Hire of Agency Staff - GREAT Events UK,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,118573,"2,266.14",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,118574,"2,004.62",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Hire of Agency Staff - Other Programme Costs,Chief Operating Officer - Chief Operating Officer,CAPITA BUSINESS SERVICES LTD,118575,"1,025.42",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,118579,"1,334.52",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,118580,"2,168.64",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,118581,"3,285.46",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - Investment - Enablers (Autumn Statement),"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,118584,"3,185.46",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,118585,"4,059.31",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,CAPITA BUSINESS SERVICES LTD,118586,"2,686.51",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,118588,"2,241.50",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,118589,"2,349.68",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Stationery - Attracting Global Entrepreneurs,"Investment Development - Managing Director & Operations, Investment Development",FT SOLUTIONS LTD,118595,100.8,,SG13 7GX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Current Grants To Private Sector - NPISH - Overseas Business Network Development,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",ONE LONDON TRADE AND INVESTMENT LTD,118596,"5,833.33",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,118597,"1,847.62",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,118598,"2,349.68",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,118599,"2,297.04",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,CAPITA BUSINESS SERVICES LTD,118600,"3,326.94",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,118601,"2,297.04",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,118602,604.32,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,118602,"2,440.16",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,BROOK STREET (UK) LTD,118603,"1,104.95",,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Purchase of Equipment < £3000 - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,APPLE DISTRIBUTION INTERNATIONAL,118615,"1,962.00",,.,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Typing and Word Processing Services - Other Programme Costs,Chief Operating Officer - Chief Operating Officer,ALPHABET SECRETARIAL SERVICES,118616,268.18,,AL10 0HH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Outsourced Programme Management - Investment - New Markets (Autumn Statement),Investment Development - Strategic Investment & Accounts,PRICEWATERHOUSECOOPERS LLP,118617,"110,000.00",,SE1 2RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Outsourced Programme Management - Investment - New Markets (Autumn Statement),Investment Development - Strategic Investment & Accounts,PRICEWATERHOUSECOOPERS LLP,118618,"24,900.00",,SE1 2RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Conference and Exhibition Services - Sector Events - UK,Trade Group - Partnerships & Business,UBM (UK) Ltd,118627,"42,000.00",,SE1 9UY,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,External Training - Other Programme Costs,Chief Operating Officer - Chief Operating Officer,RADA ENTERPRISES LTD,118628,"1,300.00",,WC1E 7PA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Corporate Event Management and Marketing - Marketing Event,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118632,662.7,,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Corporate Event Management and Marketing - Marketing Event,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118632,"4,743.50",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Corporate Event Management and Marketing - Marketing Event,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118632,"7,980.00",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Rail Travel UK - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",118633,36.8,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Air Travel UK - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",118633,135.76,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Hotel & Accommodation UK - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",118633,375,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Other Professional Services - International Trade Advisors,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118634,"4,852.08",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Other Professional Services - Medium Sized Business International Trade Advisors,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118634,"93,570.83",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Other Professional Services - First Time Exporters International Trade Advisors,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118634,"112,100.83",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Other Professional Services - International Trade Advisors,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118634,"140,136.67",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118635,23.52,,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118635,600,,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118635,"2,810.31",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118635,"3,250.00",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Corporate Event Management and Marketing - First Time Exporter Incubator Programme,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,118636,"4,902.58",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Subsistence Overseas - Non-Specific Programme activity,Trade Group - UKTI Education,"Personal Expense, Name Witheld",118647,130.85,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Taxi Services UK - Non-Specific Programme activity,Trade Group - UKTI Education,"Personal Expense, Name Witheld",118647,204.75,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Entertaining Overseas - Non-Specific Programme activity,Trade Group - UKTI Education,"Personal Expense, Name Witheld",118647,217.84,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Hotel & Accommodation Overseas - Non-Specific Programme activity,Trade Group - UKTI Education,"Personal Expense, Name Witheld",118647,759.33,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Training And Development Expenditure - UKTI Programme Admin,Trade Group - Creative Economy Tech & Construction,CAPITA BUSINESS SERVICES LTD,118696,963,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Other Goods/Services - Non-Specific Programme activity,Chief Executive's Office - Centrally Managed Resources,FOREIGN AND COMMONWEALTH OFFICE (FCO),118701,"12,041,292.00",,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Marketing and Media - Lead Generation,Chief Operating Officer - Communications,DLKW LOWE LTD,118707,"20,020.00",,SW3 2XB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Marketing - Design Services - Brand Assets,Chief Operating Officer - Communications,WILLIAMS LEA LTD,118713,"1,033.73",,EC1M 4NA,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Mobile Line Rental - Non-Specific Programme activity (Admin),Chief Operating Officer - Chief Operating Officer,VODAFONE LTD,118730,4.8,,MK3 5JP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Mobile Phones - Non-Specific Programme activity,Trade Group - Service Delivery,VODAFONE LTD,118732,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Mobile Line Rental - Investment - Enablers (Autumn Statement),Investment Development - Strategy & Policy,VODAFONE LTD,118738,0.62,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Mobile Line Rental - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",VODAFONE LTD,118739,12.93,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Mobile Line Rental - UKTI Programme Admin,Chief Operating Officer - IT and Finance,VODAFONE LTD,118743,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Mobile Call Charges - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,VODAFONE LTD,118745,8.86,,MK3 5JP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Mobile Call Charges - Digital Business Opportunities,Trade Group - Service Delivery,VODAFONE LTD,118746,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Purchase of Equipment < £3000 - Non-Specific Programme activity,Chief Operating Officer - IT and Finance,XMA LTD,118759,792,,NG11 7EP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Mobile Phones - Non-Specific Programme activity,Trade Group - Service Delivery,VODAFONE LTD,118763,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Telecoms - Non-Specific Programme activity,Trade Group - Service Delivery,VODAFONE LTD,118780,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Mobile Call Charges - Non-Specific Programme activity,Trade Group - Energy & Transport,VODAFONE LTD,118796,5.82,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Mobile Phones - Non-Specific Programme activity,Trade Group - Creative Economy Tech & Construction,VODAFONE LTD,118810,4.8,,RG14 5FF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Telecoms Equipment - Non-Specific Programme activity (Admin),Chief Operating Officer - Chief Operating Officer,ADAM PHONES LTD,118840,54.6,,W4 2ST,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Telecoms Equipment - Non-Specific Programme activity (Admin),Chief Operating Officer - Chief Operating Officer,ADAM PHONES LTD,118840,61.72,,W4 2ST,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118844,"61,539.45",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Conference and Exhibition Services - Sector Events - UK,Trade Group - Partnerships & Business,I2I EVENTS LTD,118855,725,,W1B 5AP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Other Travel - Non-Specific Programme activity,Trade Group - Healthcare UK,NINE HEALTH CIC,118945,524.28,,LS2 8AJ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Other Goods/Services - International Challenge Fund,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,118966,"2,951.50",,AL10 9NE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",PA CONSULTING GROUP LTD,118967,"29,610.15",,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,27/10/2015,Other Goods/Services - International Challenge Fund,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,118968,142.72,,AL10 9NE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Marketing and Media - GREAT Events UK,Chief Operating Officer - Communications,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),118985,"39,053.09",,W1W 7RT,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Research and Development Expenditure - Non-Specific Programme activity (Admin),Chief Operating Officer - Chief Operating Officer,OMB RESEARCH LTD,118995,"3,885.00",,ME19 6DZ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Training Costs - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,118999,32.05,,HG4 2PW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Training Costs - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,118999,"1,800.00",,HG4 2PW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Training Costs - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,119000,"1,275.74",,HG4 2PW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Other Training Costs - UKTI Programme Admin,Chief Operating Officer - Strategy & Human Resources,BUSINESS NAVIGATORS (EUROPE) LTD,119000,"7,200.00",,HG4 2PW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,28/10/2015,Additions  - Cost - Websites - Investment - Enablers (Autumn Statement),Investment Development - Global Operations,TRUSTICO ONLINE LTD,119009,274.8,,CR0 6AD,VENDOR,,,Programme
