Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,STRIDE EDUCATION LIMITED,133349.0,875.38 ,?,B7 4BB,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Hire of Agency Staff - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,ALLEN LANE LTD,133358.0,2,194.80 ,?,SW1Y 6RJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Hire of Agency Staff - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,ALLEN LANE LTD,133359.0,877.92 ,?,SW1Y 6RJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,JRM INTERNATIONAL LTD T/A THE ART FILE,133362.0,1,000.00 ,?,NG1 2GB,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,STUDIO WEEK,133368.0,869.14 ,?,NW1 7DE,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,BLOOM AND BLOSSOM,133369.0,515.84 ,?,WC2H 9JP,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,INNOVATION IMPERATIVE LTD,133370.0,172.18 ,?,W2 5NS,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,GERALD EDELMAN,133371.0,250.00 ,?,EC3V 3QQ,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,BACTEVO,133373.0,1,000.00 ,?,CB1 3LQ,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,AUTO RESEARCH ANALYSTS LIMITED,133374.0,77.39 ,?,MK44 1LQ,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,AUTO RESEARCH ANALYSTS LIMITED,133374.0,77.39 ,?,MK44 1LQ,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,ONE PLUS TWO TRAVEL LTD,133376.0,355.23 ,?,NE1 1DE,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,CAPABLE PEOPLE LTD,133377.0,1,000.00 ,?,TS27 4SU,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Corporate Event Management and Marketing - Non-Specific Programme activity,Trade Group - English Regions,HAMPTON BY HILTON SHEFFIELD,133378.0,119.99 ,?,S1 2DA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Corporate Event Management and Marketing - Non-Specific Programme activity,Trade Group - English Regions,HAMPTON BY HILTON SHEFFIELD,133378.0,180.01 ,?,S1 2DA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Events Group,GRANT THORNTON UK LLP,133381.0,14,175.00 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Current Grants To Private Sector - NPISH - Music Export Growth Scheme,Trade Group - Creative Economy Tech & Construction,BPI (BRITISH RECORDED MUSIC INDUSTRY) LTD,133382.0,5,040.00 ,?,SE1 7JA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Current Grants To Private Sector - NPISH - Music Export Growth Scheme,Trade Group - Creative Economy Tech & Construction,BPI (BRITISH RECORDED MUSIC INDUSTRY) LTD,133383.0,1,217.00 ,?,SE1 7JA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Current Grants To Private Sector - NPISH - Music Export Growth Scheme,Trade Group - Creative Economy Tech & Construction,BPI (BRITISH RECORDED MUSIC INDUSTRY) LTD,133383.0,1,733.16 ,?,SE1 7JA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Outsourced Programme Management - Export Market Research Scheme,Trade Group - English Regions,SOUTH EAST TRADE & INVESTMENT LTD,133384.0,16,666.66 ,?,PO15 7FN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Outsourced Programme Management - Export Communications Review,Trade Group - English Regions,SOUTH EAST TRADE & INVESTMENT LTD,133385.0,14,583.33 ,?,PO15 7FN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,133420.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,133420.0,14.40 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Taxi Services UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,133420.0,20.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,133420.0,25.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133421.0,3.79 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Travel - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133421.0,19.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Taxi Services UK - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133421.0,34.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Travel - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,6.78 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Rail Travel Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,16.98 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,20.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,40.92 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,42.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Air Travel Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,49.99 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,63.14 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Hotel & Accommodation Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133422.0,385.77 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Taxi Services UK - Default,Managing Director, Policy and Network Development - Managing Director, Policy and Network Development,Personal Expense, Name Witheld,133424.0,73.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133425.0,3.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Travel - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133425.0,4.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Mileage Allowance UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133425.0,67.05 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Travel - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133426.0,17.10 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Rail Travel UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133426.0,47.90 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Hotel & Accommodation UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133426.0,50.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,133427.0,5.83 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,133427.0,24.15 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,133427.0,30.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Hotel & Accommodation Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,133427.0,387.55 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Research and Development Expenditure - Trade Development Support,Trade Group - Events Group,ADETIQ LTD,133430.0,186.86 ,?,BN1 1AE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,ICT Outsourcing & Maintenance/Support - Digital Marketing,Chief Operating Officer - Marketing,EXPERIAN LTD,133431.0,1,500.00 ,?,NG80 1ZZ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Other Goods/Services - Non-Specific Programme activity,Trade Group - Events Group,GRANT THORNTON UK LLP,133432.0,26.70 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Stationery - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,FT SOLUTIONS LTD,133441.0,67.20 ,?,SG13 7GX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/02/2016,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Marketing,HUDSON GLOBAL RESOURCES LTD,133442.0,1,522.80 ,?,G2 5HF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Events Group,GRANT THORNTON UK LLP,133444.0,31,018.71 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,GILLIAN ARNOLD DESIGN LTD,133484.0,333.33 ,?,Dl14 7PB,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,GILLIAN ARNOLD DESIGN LTD,133484.0,333.33 ,?,Dl14 7PB,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,GILLIAN ARNOLD DESIGN LTD,133484.0,333.34 ,?,Dl14 7PB,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,SUNCREST TRADING LTD,133487.0,1,000.00 ,?,LE18 2FT,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,CHOCOLATE WAVE LIMITED,133488.0,1,000.00 ,?,NG7 2QJ,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Catering and Hospitality Expenditure - Non-Specific Programme activity,Trade Group - Creative Economy Tech & Construction,Josep Olive Carbonell T/A Restaurant L Olive,133498.0,1,613.05 ,?,8007,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,External Training - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,THE SELLING ACADEMY LTD,133499.0,1,425.00 ,?,GL54 5JP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,External Training - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,THE SELLING ACADEMY LTD,133500.0,1,425.00 ,?,GL54 5JP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,External Training - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,THE SELLING ACADEMY LTD,133501.0,1,425.00 ,?,GL54 5JP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Goods/Services - Marketing Event,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133502.0,2,088.78 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,External Training - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,THE SELLING ACADEMY LTD,133503.0,1,425.00 ,?,GL54 5JP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Goods/Services - Marketing Event,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133504.0,6,000.00 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Corporate Event Management and Marketing - Inward Missions,Trade Group - Events Group,GRANT THORNTON UK LLP,133522.0,139.32 ,?,NW1 2EP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Events Group,GRANT THORNTON UK LLP,133522.0,474.44 ,?,NW1 2EP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Corporate Event Management and Marketing - Outward Missions,Trade Group - Events Group,GRANT THORNTON UK LLP,133522.0,8,780.26 ,?,NW1 2EP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Corporate Event Management and Marketing - Sector Events - Abroad,Trade Group - Events Group,GRANT THORNTON UK LLP,133522.0,88,867.01 ,?,NW1 2EP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Research and Development Expenditure - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,IS MEDIA LTD T/A PEOPLE FOR RESEARCH,133523.0,2,260.00 ,?,BS1 4HJ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,TYKE FILMS,133532.0,500.00 ,?,S11 7BD,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,TYKE FILMS,133533.0,250.00 ,?,S11 7BD,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,THEYE LIMITED,133535.0,409.99 ,?,HD5 8XB,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,QA RESEARCH,133544.0,1,000.00 ,?,YO1 6JD,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Outsourced Technical Support - UKTI Programme Admin,Chief Operating Officer - IT and Finance,THE DEXTROUS WEB LTD T/A DXW,133549.0,10,800.00 ,?,N1 7NG,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Outsourced Technical Support - UKTI Programme Admin,Chief Operating Officer - IT and Finance,THE DEXTROUS WEB LTD T/A DXW,133550.0,9,450.00 ,?,N1 7NG,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Goods/Services - Marketing Event,Trade Group - English Regions,ENTERPRISE GROWTH SOLUTIONS LTD,133556.0,4,495.32 ,?,AL7 3AX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Outsourced Programme Management - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,GRANT THORNTON UK LLP,133557.0,41,540.77 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Outsourced Programme Management - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,GRANT THORNTON UK LLP,133557.0,41,540.77 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Outsourced Programme Management - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,GRANT THORNTON UK LLP,133557.0,68,725.98 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Events Group,GRANT THORNTON UK LLP,133558.0,0.25 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Conference and Exhibition Services - Non-Specific Programme activity,Trade Group - Events Group,GRANT THORNTON UK LLP,133581.0,2,504.65 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Conference and Exhibition Services - Non-Specific Programme activity,Trade Group - Events Group,GRANT THORNTON UK LLP,133581.0,3,495.78 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Conference and Exhibition Services - Non-Specific Programme activity,Trade Group - Events Group,GRANT THORNTON UK LLP,133581.0,18,600.00 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Taxi Services UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133605.0,4.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133605.0,9.55 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133606.0,6.40 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133606.0,8.82 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Rail Travel UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133606.0,15.70 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Taxi Services UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133606.0,38.30 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133606.0,60.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133606.0,106.95 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Hotel & Accommodation UK - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,133606.0,1,399.68 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133610.0,4.75 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133610.0,9.52 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Taxi Services Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133610.0,25.47 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133610.0,32.77 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Subsistence Overseas - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,133610.0,56.90 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133611.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Taxi Services UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,133611.0,13.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Chief Operating Officer - Chief Operating Officer,Personal Expense, Name Witheld,133612.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence UK - Default,Chief Operating Officer - Chief Operating Officer,Personal Expense, Name Witheld,133612.0,8.81 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Taxi Services UK - Default,Chief Operating Officer - Chief Operating Officer,Personal Expense, Name Witheld,133612.0,28.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence Overseas - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133613.0,6.99 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence Overseas - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133613.0,9.12 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence Overseas - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133613.0,20.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Hotel & Accommodation Overseas - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133613.0,95.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Taxi Services Overseas - Default,Trade Group - Energy & Transport,Personal Expense, Name Witheld,133613.0,129.81 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Travel - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133614.0,4.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Taxi Services UK - Attracting Global Entrepreneurs,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,133615.0,116.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence Overseas - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133616.0,2.40 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Travel - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133616.0,2.69 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence Overseas - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133616.0,23.31 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence Overseas - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133616.0,40.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Taxi Services Overseas - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133616.0,59.65 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Subsistence Overseas - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133616.0,61.75 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Other Travel - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,133617.0,4.10 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Professional Subscriptions - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,Personal Expense, Name Witheld,133619.0,310.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Taxi Services Overseas - Trade Marketing Events,Defence and Security Organisation - Business Development,Airshow International Ltd,133622.0,3,700.16 ,?,SW1W 9LT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/02/2016,Corporate Event Management and Marketing - Non-Specific Programme activity,Trade Group - Consumer and Retail,CHURCH HOUSE CONFERENCE CENTRE LTD,133641.0,5,174.25 ,?,SW1P 3NZ,VENDOR,?,?,Programme
