Candidate Site?,Site ID,Project ID,Site Name,Project Name,Region,Country,Location,Criterion 1: Stage of Development,Sub-stage of Development within stage 2,Commercial Activity?,Project on Developed Site?,In Operation?,Operation Date,Any Drilling?,Any deep well drilling?,Drilling - Comments,Past Attempts at Development,Key Market Participants,Criterion 2: Probability of Good Resource for Power Generation,Quality of Publicly Available Data,Resource Temperature,Enthalpy,Estimated Potential Capacity Minimum,Estimated Potential Capacity Range,Estimated Installed Capacity,Resource Chemical Composition,Criterion 3: Environmental and Social Constraints,Description of  Environmental/Social Constraint_ where applicable,Criterion 4: Likelihood of Commercial Viability,In Country where a Geothermal Facility has Operated?,Remoteness of Site,Competing Generation,Infrastructure Needed,Time Needed to Reach Exploration,Finance Needed to Reach Exploration,Time Needed to Reach Test Drilling,Finance Needed to Reach Test Drilling,Criterion 5: Maturity of Enabling Environment,Legal_ Regulatory_ and Institutional Framework,Concession Information,Notes,Main Information Sources,Web Sources
No,LAC212,LAC212-0,Isla de Ometepe,,Central America,Nicaragua,"An island located in Lake Nicaragua, approximately 120 km from Managua and 17 km from the nearest mainland. ",1,,No,,No,,No,No,,,ENEL,Low,Low,Unknown,Low,146,146,0.0,,Low,,Low,Yes,High,Diesel,,,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.",Still Available (never tendered),"Ometepe was selected as a pilot project for rural electrification and direct use of a low enthalpy geothermal resource. A barge loaded with diesel fuel makes a weekly run across Lake Cocibolca, which hosts unique species, to the island generating station. The risk of an accident is high. The plan is to construct an underwater cable from the mainland to the island. Development of geothermal power on the island could replace this expensive investment. The GON has targeted the island of Ometepe for tourism development. In 1997, less than 20,000 tourists visited the island which presently has 90 hotel rooms. The German aid agency, GTZ, is assisting in the development of a tourism plan for Ometepe. Thermal sources just below the surface of the soil are between 26 C and 32 C in temperature.  Local population count is about 30,000.","1, 2, 17, 22",http://www.enel.gob.ni/index.php?option=com_content&view=article&id=32:geotermia&catid=16:plantas-generadoras&Itemid=23 
No,LAC213,LAC213-1,Managua - Chiltepe,Managua - Chiltepe,Central America,Nicaragua,"In the central part of the Cordillera de los Maribios, Peninsula de Chiltepe, 40 km from Managua, Municipio de Mateare, Depto. De Managua. 100km2 concession area.",2,2b,Yes,No,No,,Yes,No,"-2009: core-hole well drilled to 1015m, 3"" Terminal diameter
-Slimhole registered low temperature (80  ̊C). ",,"ENEL, GEONICA (ENEL Green Power - La Geo)",Low,Medium,80,Unknown,111.5,111.5,0.0,,Low,,Low,Yes,Low,"Fuel oil, hydro",,,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.",Geotermica Nicaragüense (GEONICA: ENEL Green Power Latin America and LaGEo of El Salvador),"December 2010: exploration at this site reported to have been abandoned by GEONICA. GEONICA reportedly informed the Ministry of Energy and Mines that it wanted to abandon the concession to explore this area, since results from test drilling did not confirm a potential technical-economic viability, and did not justify proceeding with deeper drilling. Risk for deeper drilling were considered excessive given the low probability of a high-temperature resource. ","1, 17, 19, 22","http://thinkgeoenergy.com/archives/10163
http://www.laprensa.com.ni/2010/12/13/nacionales/46227-descartan-exploraciones-chiltepe
"
No,LAC214,LAC214-0,Masaya - Granada - Nandaime ,,Central America,Nicaragua,,1,,,,No,,No,No,,,ENEL,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,Yes,,"Fuel oil, hydro",,,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.","Polaris Geothremal, Magma Energy awarded exploration concession (2009), but withdrew (2010); currently no concession awarded",The GON has asked the European Union to fund a feasibility study. This project is not included in the Geothermal Energy Master Plan due to its early development stage. ,"2, 22",http://thinkgeoenergy.com/archives/10163
No,LAC215,LAC215-1,Momotombo ,Momotombo ,Central America,Nicaragua,"On the southern slope of the Momotombo Volcano, 1200 masl, in the Cordillera Los Marrabios.",3,,Yes,Yes,Yes,1983,Yes,Yes,"-1968: 4 wells drilled, 3 of which were productive. 
-48 wells  drilled in 3 sq. km area, with no actual development until the 80s.
- 7 productive wells currently (MT-4, 23, 26, 27, 31, 34, 36, 43, 53) and 5 reinjection wells
- Maximum depth reached: 2839m; minimum: 310m",1968 - French exploration,"ORMAT, ENEL",Medium,High,220 - over 320,High,142,142,,,Low,,Medium,Yes,Low,"Fuel oil, hydro",,,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.",Ormat Momotombo Technologies S.A. operates (exploitation concession expires 2014); ENEL owns the assets,"Two 35 MW single-flash units which have been online since 1983 and 1989 respectively. One additional binary plant (2x4MW=8MW) installed in 2002. Due to lack of reinjection (only 12-30% reinjected 1983-1996) and over-development problems actual capacity is currently only 26 MW. Of its 48 wells, only 7 are productive. Today, 100% reinjection done via 5 reinjection wells. The field principally is producing from a shallow reservoir of less than 1000 m, but there are two other levels. Geological studies indicate that both intermediate (800-1400m) and deep (>2000m)  levels exist - the deep level could reach temperatures of over 320°C, but permeability seems low. There could be a good possibility of bringing the field back to the full 70 MW or more; but as part of an expansion plan (2011-2025) the Momotombo field is planned to be retired because it is being exhausted.","2, 7, 17, 19, 22",http://thinkgeoenergy.com/archives/10163
No,LAC216,LAC216-1,Nagarote - La Paz Centro,Nagarote - La Paz Centro,Central America,Nicaragua,Located on the banks of Lake Managua immediately to the south of the Momotombo field. ,1,,,No,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,Yes,Low,"Fuel oil, hydro",,,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.",Caithness awarded exploration concession,,"2, 22",http://thinkgeoenergy.com/archives/10163
No,LAC217,LAC217-1,San Jacinto - El Tizate ,San Jacinto - El Tizate Phase I,Central America,Nicaragua,"Southwest of Nicaragua, in the Cordillera de los Maribios, 75km NW of Managua and 20km NE of Leon, just north of the town of San Jacinto.",3,,Yes,Yes,Yes,2012,Yes,Yes,"11 total wells, 3 productive, 2 reinjection; minimum depth 729 meters, maximum depth 2339 meters",1992-1995 the company INTERGEOTERM SA carried out exploratory investigation and deep drilling in a concession area of 90 km2.,"Polaris/Pensa (subsidiary of Ram Power), IDB",High,High,200 - 290,High,161,161,36.0,"La mayoría de las aguas del área corresponden al tipo Ca (calcio)-cationes mixtos-HCO3
(bicarbonato) con algún contenido de Cl (cloruro) con la presencia del anión, SO2 en parte como
resultado de la mezcla con aguas sulfatadas acidas producidas en las áreas fumarólicas.
Los fluidos encontrados son del tipo clorurado-sódico, con PH neutro, típico de los sistemas
hidrotermales de temperatura moderadamente alta.
La composición y el contenido de gases no condensables es de un 95% de CO2 y aproximadamente
1-5% en volumen de H2S.",Low,"EIA carried out, permit awarded",High,Yes,Low,"Fuel oil, hydro","Accessible by the Pan-American Highway and has internal roads to access work sites. Paved road access passes through San Jacinto and provides access to the base camp, which is north of the village of San Jacinto. Connected to the high voltage electrical grid through a dedicated 13 km power line that connects both the Leon and Santa Barbara substations. Water for plant operation is available from local wells",,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.","Exploitation concession: Polaris Energy de Nicaragua (PENSA), subsidiary of RAM, signed in 2001 for 25 years extentable for further 10 years","Pursuant to the terms of the San Jacinto Exploitation Agreement, the San Jacinto Project is being developed in two phases, Phase I and Phase II. Both Phases I and II of the San Jacinto Project are concentrated in the eastern sector of the San Jacinto Project concession. Phase I originally called for the development of 20 MW of production in two stages, with each stage comprised of 10 MW.  Phase II called for the production of an additional 46 MW. Pursuant to Addendum # 5 to the San Jacinto Exploitation Agreement, Phase I was expanded to 46 MW and Phase II is planned to be expanded to 36 MW of capacity, bringing the total planned capacity of Phase I and Phase II to 82 MW, at which time it is planned that the two existing back pressure turbo generators that commenced production in July 2005 will be removed to leave 72 MW net.
The San Jacinto Exploitation Agreement previously provided that the deadline for the commercial operation date (“COD”) of Phase I was April 26, 2011. On April 29, 2011, MEM agreed to further extend the COD deadline of Phase I to October 28, 2011.  Effective October 2011, MEM agreed to further extend the COD deadline of Phase I to December 31, 2011 and the Company formalized the extension with MEM and Disnorte-Dissur in January 2012.  The deadline for COD of Phase II was extended to December 31, 2012 and the Company formalized the extension with MEM in January 2012.   The San Jacinto Exploitation Agreement and Nicaraguan law provide for grace periods and cure periods if these deadlines to reach COD are not met","2, 7, 17, 19, 22, 23, 40","http://thinkgeoenergy.com/archives/10163
http://www.enel.gob.ni/index.php?option=com_content&view=article&id=32:geotermia&catid=16:plantas-generadoras&Itemid=23
http://ram-power.com/current-projects/san-jacinto-tizate-i-ii-nicaragua"
No,LAC217,LAC217-2,San Jacinto - El Tizate ,San Jacinto - El Tizate Phase II,Central America,Nicaragua,"Southwest of Nicaragua, in the Cordillera de los Maribios, 75km NW of Managua and 20km NE of Leon, just north of the town of San Jacinto.",3,,Yes,Yes,No,,Yes,Yes,"The planned expansion of generation capacity for the Phase II expansion of the San Jacinto Project required that the Company increase its certified resource capacity from 60 MW to 79 MW gross.  In order to reach its objectives, the Company hired SKM to consult on a strategic drilling plan. 
In July 2011, GeothermEx, the Phase II lenders’ resource consultant, certified the production capacity of the San Jacinto Project to be approximately 79 MW gross. The GeothermEx report concludes that existing production wells have sufficient capacity to run the Phase I and II expansions initially at full output.  The report confirmed a production capacity of 610 tons/hr of steam and an injection capacity sufficient to support 540 tons/hr of production capacity, for the 72 MW (net) combined Phase I and II expansion of the San Jacinto Project",,"Polaris/Pensa (subsidiary of Ram Power), IDB, IFC",High,High,200 - 290,High,161,161,36.0,"La mayoría de las aguas del área corresponden al tipo Ca (calcio)-cationes mixtos-HCO3
(bicarbonato) con algún contenido de Cl (cloruro) con la presencia del anión, SO2 en parte como
resultado de la mezcla con aguas sulfatadas acidas producidas en las áreas fumarólicas.
Los fluidos encontrados son del tipo clorurado-sódico, con PH neutro, típico de los sistemas
hidrotermales de temperatura moderadamente alta.
La composición y el contenido de gases no condensables es de un 95% de CO2 y aproximadamente
1-5% en volumen de H2S.",Low,"EIA carried out, permit awarded for project expansion",High,Yes,Low,"Fuel oil, hydro","Accessible by the Pan-American Highway and has internal roads to access work sites. Paved road access passes through San Jacinto and provides access to the base camp, which is north of the village of San Jacinto. Connected to the high voltage electrical grid through a dedicated 13 km power line that connects both the Leon and Santa Barbara substations. Water for plant operation is available from local wells",,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.",Polaris Energy de Nicaragua (PENSA),"Phase II is anticipated to be online by the end of 2012. On May 25 2012, GeothermEx, Inc. confirmed sufficient capacity at the site at 592 tonnes/hr of steam, and the company is now implementing a cost-effective stimulation program to enhance total steam flow. Ram Power announced in March 2012 that it has signed an agreement with the International Finance Corporation for up to $42 million for a binary unit at the project. Phase II of the existing 72-MW expansion should be complete in December of this year, while the new binary unit is expected to add an additional 10 MW by the first quarter 2014. ","2, 7, 17, 19, 22, 23, 37, 38, 40","http://thinkgeoenergy.com/archives/10163
http://www.enel.gob.ni/index.php?option=com_content&view=article&id=32:geotermia&catid=16:plantas-generadoras&Itemid=23
http://ram-power.com/current-projects/san-jacinto-tizate-i-ii-nicaragua"
No,LAC218,LAC218-1,Tipitapa,,Central America,Nicaragua,"Located in the southwest of Nicaragua, in between Lake Managua and Lake Nicaragua. ",1,,No,No,No,,No,No,,,,Low,Low,<100,Low,18,18,0.0,Na-Cl-SO4-HCO3,Low,,Low,Yes,Low,"Fuel oil, hydro",,,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.",Still Available (never tendered),Hot springs in the area have a temperature of 93 C. ,"1, 17, 22",http://thinkgeoenergy.com/archives/10163
Yes,LAC219,LAC219-1,Volcán Casita-San Cristobal,Volcán Casita-San Cristobal,Central America,Nicaragua,"Northwest Nicaragua, Dep. of Chinandega, within the Cordillera Los Marrabios, a 70 km long volcanic chain that extends from the northern shore of Lake Managua to Chinandega, 1405 masl. 100km2 concession area. Volcan San Cristobal is active (1997 last eruption)",2,2b,Yes,No,No,,Yes,No,"First slim hole drilled in July-October 2011 (842m deep), indicated good permeability. Two deep wells planned, but RAM intends to apply for exploitation concession without drilling them simply based on results of slim hole.",GeothermEx obtained commission by MEM to review site as part of Plan Maestro Geotermico de Nicaragua,"Cerro Colorado Power SA (subsidiary of RAM), ENEL",High,Medium,>230,Unknown,85,85-225,0.0,Geochemistry data present no indications of acid fluids or similar development constraints,Low,Nicaragua's Ministry of Environment and Natural Resources has awarded environmental permit; RAM confident it has all required permits,Medium,Yes,Medium,"Fuel oil, hydro","SIEPAC crosses the concession area. RAM is constructing roads ensuring access to the resource, connecting to the Chinandega main highway. Special purpose wells will be needed for water for drilling.",,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.","Cerro Colorado Power SA (subsidiary of RAM), obtained in 2008.","Geophysical survey, sampling, analysis of steam and gas, mapping of surface activity, geochemistry suggest a potential good resource. System in relatively high mountains - some challenge for accessing drilling sites, but possible that lower flanks may offer good accessibility to resource too. Resource modeling indicates 50% probability of supporting 132MW for 20 years, 90% probability of supporting 85MW for 20 years (SKM support to RAM, February 2012), but 'subject to the useful productivity of the resource being proven by exploration drilling' (RAM). The Nicaragua National Expansion Plan for electricity generation contemplates up to 140 MW from the Casita Project, starting in 2014-2015.  RAM's access to the Casita Project site is dependent upon proving the viability of the resource, and the Company is continuing work under its 24 month overall development plan for the Casita Project in 2012.  In October 2011, the Company obtained approval from MEM to extend the deadline ten months to January 6, 2013, and the Company is in the process of formalizing the extension. Under the development plan required by the Casita Project Exploration Concession, two deep exploration wells were planned to be drilled into a large low-resistivity anomaly detected using the magnetotelluric geophysical exploration method.  The location of the exploration wells was further refined by an aeromagnetic survey of the concession area.  In July 2011, the Company commenced drilling of its first slim hole at the Casita Project, which was drilled to a depth of 842 meters with a total loss of circulation.  A temperature survey conducted in the well has indicated temperature readings exceeding 230°C (446°F). The temperature results obtained and the permeability found indicate that the location has the characteristics of a commercial resource.  As a result of the first slim hole testing, the Company plans to approach MEM to obtain an exploitation license for the Casita Project without drilling any further exploration wells and without making the full investment required by the Casita Project Exploration Concession.","1, 2, 7, 17, 22, 23, 44","http://thinkgeoenergy.com/archives/10163
http://ram-power.com/current-projects/clayton-valley-nevada#Exp"
No,LAC221,LAC221-0,Volcán Mombacho,,Central America,Nicaragua,"In the area of the Volcan Casita-San Cristobal (near Lake Nicaragua), in the Southwest of the country. ",1,,Yes,,No,,No,No,,,ENEL,Unknown,Low,Unknown,Unknown,111,111,0.0,"CO2, H2S, H2 ",Low,,Low,Yes,,"Fuel oil, hydro",,,,,,Medium,"Only country in Central America with specific geothermal law detailing rights and obligations of concessionaires. Two-stage concessioning process. Fiscal incentives difficult to secure. Environmental law amended to allow development in protected areas; environmental permitting clear. Geothermal unit has capable staff and basic lab facilities. Solid institutional foundation for updating geothermal inventory, in spite of limited resources.","Polaris Geothremal, Magma Energy (2009) awarded exploration concession, but withdrew (2010); currently no concession awarded",Surface thermal spring temperatures of between 26 C - 60 C. ,"1, 17, 22",http://thinkgeoenergy.com/archives/10163
No,LAC224,LAC224-1,Cerro Pando ,Cerro Pando ,Central America,Panamá,"South of the continental divide in western Panamá, 800  to 3000 masl (Chiriqui Province). ",2,2b,No,No,No,,Yes,No,,,,Low,Medium,27 - 67,Low,7,7,0.0,,Low,,Low,No,,Hydro,,,,,,Low,"Panama has a wholesale electric power market with separate generation, transmission and distribution companies. The government is actively pursuing the development of non-hydro renewables, but ETESA lacks the human resources and incentives to develop geothermal resources",,"Spring temperatures reach maximum values of 66  ̊C at Los Pozos on the Colorado River, 67  ̊C at Cotito, and 41  ̊C at Catalina. Flow rates are low, ranging up to 1.5 l/s. Total heat output is estimated at 7 MW from calculations incorporating measured spring discharges with river bed discharges inferred from stream conductivity anomalies. Some seasonal variation of temperature and flow rate has been observed, indicating the probable mixing of thermal discharge with shallow cool ground water (Bath, 1983).",2,
No,LAC225,LAC225-1,Chitra - Calobre,Chitra - Calobre,Central America,Panamá,,2,2a,No,No,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Hydro,,,,,,Low,"Panama has a wholesale electric power market with separate generation, transmission and distribution companies. The government is actively pursuing the development of non-hydro renewables, but ETESA lacks the human resources and incentives to develop geot",,,2,
No,LAC226,LAC226-1,El Valle de Anton,El Valle de Anton,Central America,Panamá,"502  ̊ latitude, 949  ̊longitude ",2,2a,No,No,No,,No,No,"Drilling scheduled to take place in late 1990s, but suspended due to environmental concerns from local residents in what is a tourist area (unclear whether it ever started)",,,Unknown,Low,150 -160,Medium,18,18,0.0,,High,Project was interrupted due to environmental concerns from local residents (Valle de Anton is a tourist area with numerous villas).,Low,No,Medium,Hydro,,,,,,Low,"Panama has a wholesale electric power market with separate generation, transmission and distribution companies. The government is actively pursuing the development of non-hydro renewables, but ETESA lacks the human resources and incentives to develop geot",,"IDB Loan approved in 1996 to contract for consultancy and drilling services to conduct advanced prefeasibility studies in this field. To accomplish this objective, some 3000 m of exploratory wells were to be drilled. The drilling program, however, was interrupted due to environmental concerns. Unclear whether it even ever started or not.","1, 2",
No,LAC227,LAC227-1,Isla de Coiba,Isla de Coiba,Central America,Panamá,,2,2a,No,No,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,High,Hydro,,,,,,Low,"Panama has a wholesale electric power market with separate generation, transmission and distribution companies. The government is actively pursuing the development of non-hydro renewables, but ETESA lacks the human resources and incentives to develop geothermal resources",,,2,
No,LAC228,LAC228-1,Tonosi,Tonosi,Central America,Panamá,,2,2a,No,No,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,Hydro,,,,,,Low,"Panama has a wholesale electric power market with separate generation, transmission and distribution companies. The government is actively pursuing the development of non-hydro renewables, but ETESA lacks the human resources and incentives to develop geot",,,2,
Yes,LAC232,LAC232-1,Borateras,Borateras (Maure River Project),South America,Peru,"In southern Perú; within the Barroso volcanic region; near the mining centers of Toquepala, Cuajone, and Quellaveco; near the Río Maura; 452500 masl (Challapalca Lot, Tacna Department)",2,2a,Yes,No,No,,No,No,Global Energy Peru and Andes Power Peru awaiting approval of authorization for exploration,"1979-1980 - Survey conducted by INGEMMET
1998 - USGIC survey","INGEMMET, Global Energy Peru, Andes Power Peru Antamina, Southern Copper, West Japan Engineering Consultants",High,Medium,204 - 240 ,Unknown,40,40 - 70,0.0,Na/Li geothermometer temperature= 204-240  ̊ C; Na/K/Ca=184-212  ̊ C. Thermal waters are alkaline-chloride water type. ,Medium,"Environmental regulations for drilling not complete; social license is the first step (companies to obtain permit from local communities), pending",Medium,No,Medium,"Hydro, natural gas",138kV line to Toquepara substation (Aricota-Tarata transmission line is 25km away),,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.","Global Energy Peru, Andes Power Peru","Borateras, a 'high priority' site of Peru's Eje Volcanico Sur according to the 2010 Geothermal Map. It is comprised of upper and lower springs, a travertine mound, and fault-controlled springs. Within the volcanic arc of Barroso caldera structures and domes in Challapalca evidence the existence of a geothermal source at shallow depth. Project Especial Tacna (PET) has sampled these waters and drilled some slimhole test holes so preliminary chemical analyses and cores are available Boron and arsenic rich thermal springs are contaminating water destined for consumption in Tacna. The project is to set up 5 MW power plant to supply power to the local population and power pumps in the Callapuma and El Ayro aquifers. The Aricota-Tarata transmission line is 25 km away; JICA considered feasible a 138kV line to Toquepara substation; also potential to supply copper mining industry in department. In 1998 USGIC field survey group traveled to site in September; took measurements and obtained data; concluded that Borateras appear to be a locus of the boron and arsenic which PET observes is polluting the Maure (Huttrer, 1998). Borateras has about the same geothermal potential as Calientes, and a project developed here could help PET with its boron and arsenic problems and sell power to PET (Huttrer, 1998). Data collected by IFC suggests that a 50MW plant could be built at this location, with 9 production wells, and 5 reinjection wells. There are 5 thermal springs at the Borateras Geothermal Zone (BGZ)","2, 3, 5, 26",http://thinkgeoenergy.com/archives/2389; http://www.jetro.go.jp/jetro/activities/oda/model_study/earth/pdf_h19/16_en.pdf
Yes,LAC237,LAC237-1,Calacoa - Putina,Calacoa - Putina,South America,Peru,"In southern Perú; within the Barroso volcanic arc near the Ticsani Volcano (extinct) and the Ubinas Volcano (active); in the high plateau in the basin of the Carumas and Tambo Rivers; 3500 masl (Tutupaca Lot, Moquegua Department). ",2,2a,Yes,,No,,No,No,,,"Magma Energia Geotermica, Geo Global Energy Peru, Hot Rock",High,Medium,180 - 190,High,153.19999999999999,153.19999999999999,0.0,Na/K geothermometer temperature= 180-190  ̊ C; SiO2=110-160  ̊ C,Low,,Medium,No,Medium,"Hydro, natural gas",Could be connected with Aricota-Cuajone transmission line which is 25 km away.,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,"IFC study (2012) estimates that installed capacity could be 100MW, with 4 25MW units, 25 production wells, and 13 reinjected wells. The electricity generated could satisfy the domestic demand of the surrounding towns, and could be connected with the Aricota - Cuajone transmission line which is 25 km away. A geothermal plant could replace the existing thermal plants. ","2, 3, 5, 26",http://thinkgeoenergy.com/archives/2389
No,LAC231,LAC231-0,Azulmina,,South America,Peru,,1,,No,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,53,53,0.0,,Low,,Low,No,,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,,26,
Yes,LAC238,LAC238-1,Calientes,Calientes,South America,Peru,"In southern Perú in Locumba Province; within the Barroso volcanic arc between the Tutupaca and Yucamane Volcanoes (extinct); in the high plateau of the Calientes River basin; connected to the Toquepala and Cuajone Mines; thermal area is 2 - 3 km lon, 200-300 m wide, has abundant boiling springs, some small (1 m high) geysers, siliceous sinters; 4500 masl (Tutupaca Lot, Tacna Department). ",2,2a,No,,No,,No,No,,"1979-1980 - Survey conducted by INGEMMET
1994 - Prefeasibility study done by IIE Geovolcanologic study and inventory of the Tutupaca area conducted by ElectroPeru and INGEMMET
1997 - IIE prefeasibility study
1998 - USGIC field study 
",,High,Medium,180 - 240,High,5,5-100,0.0,Na/K geothermometer temperature= 240  ̊ C; SiO2=180  ̊ C,Low,,Medium,No,Medium,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,"The electricity generated could satisfy the domestic demand of surrounding towns and could also supply energy to the southern part of the country through the Aricota-Cuajone transmission line. It would also diminish contamination by arsenic to the waters which are actually used in Ilo, Item, and the Locumba Valley. In 1998 USGIC field survey group traveled to site in September; took measurements and obtained data; concluded that Calientes appears to have significant potential for electric power generation and possible cascaded crop- drying applications (Huttrer, 1998). Data colleted by IFC (2012) suggests that a power plant at this site could produce 100MW with four 25MW units, 17 production wells, and 8 reinjection wells. ","2, 3, 5, 26",http://thinkgeoenergy.com/archives/2389
No,LAC239,LAC239-0,Callazas ,,South America,Peru,"In southern Perú in the high plateau of Río Callazas basin in the Locumba Province; within the Barroso volcanic arc between the Tutupaca and Yucamane Volcanoes (extinct); connected to the Toquepala and Cuajone Mines; 4500 masl  (Tutupaca Lot, Tacna Department). ",2,2a,No,,No,,No,No,,"1979-1980 - Survey conducted by INGEMMET
1994 - Prefeasibility study done by IIE Geovolcanologic study and inventory of the Tutupaca area conducted by ElectroPeru and INGEMMET
1997 - IIE prefeasibility study",,Medium,Low,180 - 240,High,Unknown,Unknown,0.0,Na/K geothermometer temperature= 240  ̊ C; SiO2=180  ̊ C,Low,,Medium,No,Medium,"Hydro, natural gas",,,,,,Medium,"In 1992 the electricity market was unbundled and privatized. Today, private companies dominate the generation sector with almost 70% of capacity. Associated concession terms are as follow: Up to 3 years for concession authorization, and concession lasts for 30 years and must be renewed every 10 years. Framework for geothermal development complete, but complex; little experience.",,The electricity generated could satisfy the domestic demand of surrounding towns and could also supply energy to the southern part of the country through the Aricota-Cuajone transmission line. ,"2, 3, 5",http://thinkgeoenergy.com/archives/2389
