Theme,Theme Label,Theme Type,Value Chain,Value Chain Label,Topic,Topic Label,Indicator,Indicator Label,Question,Question Label,Question Answer (1_4),Question Answer (Text),Question Type,Government Weights,Industry Weights,Civil Society Weights,Overall Country Weights
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F3,Investment Promotion (Diversification),F3.1,Investment Promotion (Diversification),287,Are there no or low tariff on import of capital equipment? ,4.0,,Primary (desktop research),1.0,1.0,1.0,1.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F3,Investment Promotion (Diversification),F3.1,Investment Promotion (Diversification),288,Are there no or low tariff (or non-tariff barriers) on raw material exports? ,4.0,,Primary (desktop research),1.0,1.0,1.0,1.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F3,Investment Promotion (Diversification),F3.1,Investment Promotion (Diversification),289,Is there an Investment Promotion Agency? ,4.0,,Primary (desktop research),1.0,1.0,1.0,1.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F3,Investment Promotion (Diversification),F3.1,Investment Promotion (Diversification),290,To what extent is the investment promotion agency adequately staffed to fulfill its mandate?,4.0,,Primary (Interview),1.0,1.0,1.0,1.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F3,Investment Promotion (Diversification),F3.1,Investment Promotion (Diversification),291,To what extent is the investment promotion agency receiving adequate funding to fulfill its mandate?,4.0,,Primary (Interview),1.0,1.0,1.0,1.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F4,Leveraging Infrastructure,F4.1,Leveraging Infrastructure,292,To what extent do regulations allow for sharing of transport infrastructure associated with resource extraction?,4.0,,Primary (desktop research),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F4,Leveraging Infrastructure,F4.1,Leveraging Infrastructure,293,Are there examples of shared infrastructure in the transport sector related to resource extraction?,2.5,,Primary (Interview),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F4,Leveraging Infrastructure,F4.1,Leveraging Infrastructure,294,To what extent do regulations allow for sharing of energy infrastructure?,4.0,,Primary (desktop research),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F4,Leveraging Infrastructure,F4.1,Leveraging Infrastructure,295,Are there examples of shared infrastructure in the energy sector?,1.0,,Primary (Interview),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F4,Leveraging Infrastructure,F4.1,Leveraging Infrastructure,296,Is there a law that encourages the private financing of infrastructure?,1.0,,Primary (desktop research),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F4,Leveraging Infrastructure,F4.1,Leveraging Infrastructure,297,Is a governmental unit responsible for negotiating the private finance of infrastructure?,2.5,,Primary (desktop research),1.0,9.0,1.0,4.0
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M1,Geological Prospectivity and Potential,M1.1,Geological Prospectivity and Potential,298,Mineral resource wealth – World Bank,4.0,..,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M1,Geological Prospectivity and Potential,M1.1,Geological Prospectivity and Potential,299,Best Practices Mineral Potential Index – Fraser Institute ,3.0,0.65,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M1,Geological Prospectivity and Potential,M1.1,Geological Prospectivity and Potential,300,Exploration spending relative to production value – ICMM / SNL Metals & Mining ,2.0,1.2,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M2,Foreign Direct Investment in Mining,M2.1,Foreign Direct Investment in Mining,301,What is the share of mining FDI as % total FDI in the country? ,3.0,72%,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M3,State Participation in Mining,M3.1,State Participation in Mining,302,What is the extent of state participation in the mining sector?,4.0,high,Primary (desktop research),,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M3,State Participation in Mining,M3.1,State Participation in Mining,303,What are the main type of state participation in the mining sector? ,,JVs,Primary (desktop research),,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M3,State Participation in Mining,M3.1,State Participation in Mining,304,What is the SOE or state equity share in mining projects? ,,15%,Primary (desktop research),,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M3,State Participation in Mining,M3.1,State Participation in Mining,305,What is the total revenue (turnover) of mining sector SOEs and income from state equity in mining companies as a percentage of GDP? ,1.0,Information not available,Primary (desktop research),,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M4,Significance of Mining Revenues,M4.1,Significance of Mining Revenues,306,Government revenues from mining as a percentage of sector revenues—IMF/National statistics,2.0,9.9%,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M4,Significance of Mining Revenues,M4.1,Significance of Mining Revenues,307,Government revenues from mining as a percentage of total GDP—IMF/National statistics,3.0,2.9%,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M5,Budget Share of Mining Revenues,M5.1,Budget Share of Mining Revenues,308,Total mining revenues as a percentage of total government budget expenditure—IMF GFS or EITI,4.0,37.0%,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M5,Budget Share of Mining Revenues,M5.1,Budget Share of Mining Revenues,309,Mining revenues for subnational governments as a percentage of subnational budgets—National statistics,,0%,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M6,Economic and Employment Share of Mining,M6.1,Economic and Employment Share of Mining,310,What is the number of ASM miners? ,,none,Primary (desktop research),,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M6,Economic and Employment Share of Mining,M6.1,Economic and Employment Share of Mining,311,How many local mining supply companies exist? ,3.0,above average,Primary (desktop research),,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M6,Economic and Employment Share of Mining,M6.1,Economic and Employment Share of Mining,312,Mining employment as percentage of total labor force—National statistics,4.0,3.1%,Secondary,,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M6,Economic and Employment Share of Mining,M6.1,Economic and Employment Share of Mining,313,What is the total SOE employment as a percentage of the mining labor force?,,30%,Primary (desktop research),,,,
M,M. Mining Sector Importance ,Mining Sector Importance,-,-,M6,Economic and Employment Share of Mining,M6.1,Economic and Employment Share of Mining,314,Mining sector as percentage of GDP—National statistics,4.0,20.0%,Secondary,,,,
