Country ISO3,Country Name,Indicator,Subindicator Type,2010
RUS,Russian Federation,Legislation governing access to information,1 Yes 0 No,1.0
RUS,Russian Federation,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
RUS,Russian Federation,Nominal fees mandated,1 Yes 0 No,0.0
RUS,Russian Federation,Oral requests,1 Yes 0 No,1.0
RUS,Russian Federation,Procedures for accessing information score,5 Highest 0 Lowest,5.0
RUS,Russian Federation,Public Interest test ,1 Yes 0 No,0.0
RUS,Russian Federation,Right to Appeal,1 Yes 0 No,1.0
RUS,Russian Federation,Right to extend response time,1 Yes 0 No,1.0
RUS,Russian Federation,Sanctions for failure to disclose unweighted average,1 Yes 0 No,1.0
RUS,Russian Federation,Written guidelines for request of info,1 Yes 0 No,1.0
RUS,Russian Federation,Written requests,1 Yes 0 No,1.0
SEN,Senegal,Administrative sanctions,1 Yes 0 No,0.0
SEN,Senegal,Annual budgets,1 Yes 0 No,0.0
SEN,Senegal,Annual chart of accounts,1 Yes 0 No,0.0
SEN,Senegal,Annual reports,1 Yes 0 No,0.0
SEN,Senegal,Appeals mechanism score,5 Highest 0 Lowest,0.0
SEN,Senegal,Appeals within public entities,1 Yes 0 No,0.0
SEN,Senegal,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
SEN,Senegal,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
SEN,Senegal,Constitutional requirement,1 Yes 0 No,1.0
SEN,Senegal,Coverage of information score,5 Highest 0 Lowest,1.0
SEN,Senegal,Criminal sanctions,1 Yes 0 No,0.0
SEN,Senegal,Deadlines for release of information score,5 Highest 0 Lowest,1.25
SEN,Senegal,Draft legal instruments,1 Yes 0 No,0.0
SEN,Senegal,Electronic requests,1 Yes 0 No,1.0
SEN,Senegal,Enacted legal instruments,1 Yes 0 No,1.0
SEN,Senegal,Enforcement mechanism score,5 Highest 0 Lowest,5.0
SEN,Senegal,Exemptions to coverage,1 Yes 0 No,1.0
SEN,Senegal,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
SEN,Senegal,Existence of legal right to access,1 Yes 0 No,1.0
SEN,Senegal,Fines,1 Yes 0 No,0.0
SEN,Senegal,FOIA contact points,1 Yes 0 No,1.0
SEN,Senegal,FOIA enforcement body,1 Yes 0 No,1.0
SEN,Senegal,Harm test,1 Yes 0 No,0.0
SEN,Senegal,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
SEN,Senegal,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
SEN,Senegal,Judicial appeals mechanism,1 Yes 0 No,0.0
SEN,Senegal,Legal Framework unweighted average,1 Yes 0 No,1.0
SEN,Senegal,Legislation governing access to information,1 Yes 0 No,1.0
SEN,Senegal,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
SEN,Senegal,Nominal fees mandated,1 Yes 0 No,1.0
SEN,Senegal,Oral requests,1 Yes 0 No,0.0
SEN,Senegal,Procedures for accessing information score,5 Highest 0 Lowest,1.25
SEN,Senegal,Public Interest test ,1 Yes 0 No,0.0
SEN,Senegal,Right to Appeal,1 Yes 0 No,1.0
SEN,Senegal,Right to extend response time,1 Yes 0 No,0.0
SEN,Senegal,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
SEN,Senegal,Written guidelines for request of info,1 Yes 0 No,0.0
SEN,Senegal,Written requests,1 Yes 0 No,0.0
SLB,Solomon Islands,Administrative sanctions,1 Yes 0 No,0.0
SLB,Solomon Islands,Annual budgets,1 Yes 0 No,0.0
SLB,Solomon Islands,Annual chart of accounts,1 Yes 0 No,0.0
SLB,Solomon Islands,Annual reports,1 Yes 0 No,0.0
SLB,Solomon Islands,Appeals mechanism score,5 Highest 0 Lowest,1.666666667
SLB,Solomon Islands,Appeals within public entities,1 Yes 0 No,0.0
SLB,Solomon Islands,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
SLB,Solomon Islands,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
SLB,Solomon Islands,Constitutional requirement,1 Yes 0 No,1.0
SLB,Solomon Islands,Coverage of information score,5 Highest 0 Lowest,1.0
SLB,Solomon Islands,Criminal sanctions,1 Yes 0 No,0.0
SLB,Solomon Islands,Deadlines for release of information score,5 Highest 0 Lowest,0.0
SLB,Solomon Islands,Draft legal instruments,1 Yes 0 No,0.0
SLB,Solomon Islands,Electronic requests,1 Yes 0 No,0.0
SLB,Solomon Islands,Enacted legal instruments,1 Yes 0 No,1.0
SLB,Solomon Islands,Enforcement mechanism score,5 Highest 0 Lowest,0.0
SLB,Solomon Islands,Exemptions to coverage,1 Yes 0 No,1.0
SLB,Solomon Islands,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
SLB,Solomon Islands,Existence of legal right to access,1 Yes 0 No,1.0
SLB,Solomon Islands,Fines,1 Yes 0 No,0.0
SLB,Solomon Islands,FOIA contact points,1 Yes 0 No,0.0
SLB,Solomon Islands,FOIA enforcement body,1 Yes 0 No,0.0
SLB,Solomon Islands,Harm test,1 Yes 0 No,0.0
SLB,Solomon Islands,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
SLB,Solomon Islands,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
SLB,Solomon Islands,Judicial appeals mechanism,1 Yes 0 No,0.0
SLB,Solomon Islands,Legal Framework unweighted average,1 Yes 0 No,0.75
SLB,Solomon Islands,Legislation governing access to information,1 Yes 0 No,1.0
SLB,Solomon Islands,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
SLB,Solomon Islands,Nominal fees mandated,1 Yes 0 No,0.0
SLB,Solomon Islands,Oral requests,1 Yes 0 No,0.0
SLB,Solomon Islands,Procedures for accessing information score,5 Highest 0 Lowest,0.0
SLB,Solomon Islands,Public Interest test ,1 Yes 0 No,0.0
SLB,Solomon Islands,Right to Appeal,1 Yes 0 No,0.0
SLB,Solomon Islands,Right to extend response time,1 Yes 0 No,0.0
SLB,Solomon Islands,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
SLB,Solomon Islands,Written guidelines for request of info,1 Yes 0 No,0.0
SLB,Solomon Islands,Written requests,1 Yes 0 No,0.0
SLE,Sierra Leone,Administrative sanctions,1 Yes 0 No,0.0
SLE,Sierra Leone,Annual budgets,1 Yes 0 No,1.0
SLE,Sierra Leone,Annual chart of accounts,1 Yes 0 No,0.0
SLE,Sierra Leone,Annual reports,1 Yes 0 No,0.0
SLE,Sierra Leone,Appeals mechanism score,5 Highest 0 Lowest,0.0
SLE,Sierra Leone,Appeals within public entities,1 Yes 0 No,0.0
SLE,Sierra Leone,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
SLE,Sierra Leone,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
SLE,Sierra Leone,Constitutional requirement,1 Yes 0 No,1.0
SLE,Sierra Leone,Coverage of information score,5 Highest 0 Lowest,3.0
SLE,Sierra Leone,Criminal sanctions,1 Yes 0 No,0.0
SLE,Sierra Leone,Deadlines for release of information score,5 Highest 0 Lowest,0.0
SLE,Sierra Leone,Draft legal instruments,1 Yes 0 No,1.0
SLE,Sierra Leone,Electronic requests,1 Yes 0 No,0.0
SLE,Sierra Leone,Enacted legal instruments,1 Yes 0 No,1.0
SLE,Sierra Leone,Enforcement mechanism score,5 Highest 0 Lowest,0.0
SLE,Sierra Leone,Exemptions to coverage,1 Yes 0 No,1.0
SLE,Sierra Leone,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
SLE,Sierra Leone,Existence of legal right to access,1 Yes 0 No,1.0
SLE,Sierra Leone,Fines,1 Yes 0 No,0.0
SLE,Sierra Leone,FOIA contact points,1 Yes 0 No,0.0
SLE,Sierra Leone,FOIA enforcement body,1 Yes 0 No,0.0
SLE,Sierra Leone,Harm test,1 Yes 0 No,0.0
SLE,Sierra Leone,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
SLE,Sierra Leone,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
SLE,Sierra Leone,Judicial appeals mechanism,1 Yes 0 No,0.0
SLE,Sierra Leone,Legal Framework unweighted average,1 Yes 0 No,0.5
SLE,Sierra Leone,Legislation governing access to information,1 Yes 0 No,0.0
SLE,Sierra Leone,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
SLE,Sierra Leone,Nominal fees mandated,1 Yes 0 No,0.0
SLE,Sierra Leone,Oral requests,1 Yes 0 No,0.0
SLE,Sierra Leone,Procedures for accessing information score,5 Highest 0 Lowest,0.0
SLE,Sierra Leone,Public Interest test ,1 Yes 0 No,0.0
SLE,Sierra Leone,Right to Appeal,1 Yes 0 No,0.0
SLE,Sierra Leone,Right to extend response time,1 Yes 0 No,0.0
SLE,Sierra Leone,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
SLE,Sierra Leone,Written guidelines for request of info,1 Yes 0 No,0.0
SLE,Sierra Leone,Written requests,1 Yes 0 No,0.0
SRB,Serbia,Administrative sanctions,1 Yes 0 No,0.0
SRB,Serbia,Annual budgets,1 Yes 0 No,0.0
SRB,Serbia,Annual chart of accounts,1 Yes 0 No,0.0
SRB,Serbia,Annual reports,1 Yes 0 No,0.0
SRB,Serbia,Appeals mechanism score,5 Highest 0 Lowest,5.0
SRB,Serbia,Appeals within public entities,1 Yes 0 No,1.0
SRB,Serbia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
SRB,Serbia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
SRB,Serbia,Constitutional requirement,1 Yes 0 No,1.0
SRB,Serbia,Coverage of information score,5 Highest 0 Lowest,1.0
SRB,Serbia,Criminal sanctions,1 Yes 0 No,0.0
SRB,Serbia,Deadlines for release of information score,5 Highest 0 Lowest,5.0
SRB,Serbia,Draft legal instruments,1 Yes 0 No,0.0
SRB,Serbia,Electronic requests,1 Yes 0 No,1.0
SRB,Serbia,Enacted legal instruments,1 Yes 0 No,1.0
SRB,Serbia,Enforcement mechanism score,5 Highest 0 Lowest,5.0
SRB,Serbia,Exemptions to coverage,1 Yes 0 No,1.0
SRB,Serbia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
SRB,Serbia,Existence of legal right to access,1 Yes 0 No,1.0
SRB,Serbia,Fines,1 Yes 0 No,1.0
SRB,Serbia,FOIA contact points,1 Yes 0 No,1.0
SRB,Serbia,FOIA enforcement body,1 Yes 0 No,1.0
SRB,Serbia,Harm test,1 Yes 0 No,0.0
SRB,Serbia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
SRB,Serbia,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
SRB,Serbia,Judicial appeals mechanism,1 Yes 0 No,1.0
SRB,Serbia,Legal Framework unweighted average,1 Yes 0 No,1.0
SRB,Serbia,Legislation governing access to information,1 Yes 0 No,1.0
SRB,Serbia,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
SRB,Serbia,Nominal fees mandated,1 Yes 0 No,1.0
SRB,Serbia,Oral requests,1 Yes 0 No,1.0
SRB,Serbia,Procedures for accessing information score,5 Highest 0 Lowest,5.0
SRB,Serbia,Public Interest test ,1 Yes 0 No,1.0
SRB,Serbia,Right to Appeal,1 Yes 0 No,1.0
SRB,Serbia,Right to extend response time,1 Yes 0 No,1.0
SRB,Serbia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
SRB,Serbia,Written guidelines for request of info,1 Yes 0 No,1.0
SRB,Serbia,Written requests,1 Yes 0 No,1.0
SVK,Slovak Republic,Administrative sanctions,1 Yes 0 No,1.0
SVK,Slovak Republic,Annual budgets,1 Yes 0 No,1.0
SVK,Slovak Republic,Annual chart of accounts,1 Yes 0 No,0.0
SVK,Slovak Republic,Annual reports,1 Yes 0 No,0.0
SVK,Slovak Republic,Appeals mechanism score,5 Highest 0 Lowest,5.0
SVK,Slovak Republic,Appeals within public entities,1 Yes 0 No,1.0
SVK,Slovak Republic,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
SVK,Slovak Republic,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
SVK,Slovak Republic,Constitutional requirement,1 Yes 0 No,1.0
SVK,Slovak Republic,Coverage of information score,5 Highest 0 Lowest,3.0
SVK,Slovak Republic,Criminal sanctions,1 Yes 0 No,0.0
SVK,Slovak Republic,Deadlines for release of information score,5 Highest 0 Lowest,5.0
SVK,Slovak Republic,Draft legal instruments,1 Yes 0 No,1.0
SVK,Slovak Republic,Electronic requests,1 Yes 0 No,1.0
SVK,Slovak Republic,Enacted legal instruments,1 Yes 0 No,1.0
SVK,Slovak Republic,Enforcement mechanism score,5 Highest 0 Lowest,0.0
SVK,Slovak Republic,Exemptions to coverage,1 Yes 0 No,1.0
SVK,Slovak Republic,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
SVK,Slovak Republic,Existence of legal right to access,1 Yes 0 No,1.0
SVK,Slovak Republic,Fines,1 Yes 0 No,1.0
SVK,Slovak Republic,FOIA contact points,1 Yes 0 No,0.0
SVK,Slovak Republic,FOIA enforcement body,1 Yes 0 No,0.0
SVK,Slovak Republic,Harm test,1 Yes 0 No,0.0
SVK,Slovak Republic,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
SVK,Slovak Republic,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
SVK,Slovak Republic,Judicial appeals mechanism,1 Yes 0 No,1.0
SVK,Slovak Republic,Legal Framework unweighted average,1 Yes 0 No,1.0
SVK,Slovak Republic,Legislation governing access to information,1 Yes 0 No,1.0
SVK,Slovak Republic,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
SVK,Slovak Republic,Nominal fees mandated,1 Yes 0 No,1.0
SVK,Slovak Republic,Oral requests,1 Yes 0 No,1.0
SVK,Slovak Republic,Procedures for accessing information score,5 Highest 0 Lowest,5.0
SVK,Slovak Republic,Public Interest test ,1 Yes 0 No,0.0
SVK,Slovak Republic,Right to Appeal,1 Yes 0 No,1.0
SVK,Slovak Republic,Right to extend response time,1 Yes 0 No,1.0
SVK,Slovak Republic,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
SVK,Slovak Republic,Written guidelines for request of info,1 Yes 0 No,1.0
SVK,Slovak Republic,Written requests,1 Yes 0 No,1.0
SVN,Slovenia,Administrative sanctions,1 Yes 0 No,0.0
SVN,Slovenia,Annual budgets,1 Yes 0 No,1.0
SVN,Slovenia,Annual chart of accounts,1 Yes 0 No,1.0
SVN,Slovenia,Annual reports,1 Yes 0 No,1.0
SVN,Slovenia,Appeals mechanism score,5 Highest 0 Lowest,5.0
SVN,Slovenia,Appeals within public entities,1 Yes 0 No,1.0
SVN,Slovenia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
SVN,Slovenia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,1.0
SVN,Slovenia,Constitutional requirement,1 Yes 0 No,1.0
SVN,Slovenia,Coverage of information score,5 Highest 0 Lowest,5.0
SVN,Slovenia,Criminal sanctions,1 Yes 0 No,0.0
SVN,Slovenia,Deadlines for release of information score,5 Highest 0 Lowest,2.5
SVN,Slovenia,Draft legal instruments,1 Yes 0 No,1.0
SVN,Slovenia,Electronic requests,1 Yes 0 No,1.0
SVN,Slovenia,Enacted legal instruments,1 Yes 0 No,1.0
SVN,Slovenia,Enforcement mechanism score,5 Highest 0 Lowest,5.0
SVN,Slovenia,Exemptions to coverage,1 Yes 0 No,1.0
SVN,Slovenia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,3.333333333
SVN,Slovenia,Existence of legal right to access,1 Yes 0 No,1.0
SVN,Slovenia,Fines,1 Yes 0 No,1.0
SVN,Slovenia,FOIA contact points,1 Yes 0 No,1.0
SVN,Slovenia,FOIA enforcement body,1 Yes 0 No,1.0
SVN,Slovenia,Harm test,1 Yes 0 No,0.0
SVN,Slovenia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
SVN,Slovenia,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
SVN,Slovenia,Judicial appeals mechanism,1 Yes 0 No,1.0
SVN,Slovenia,Legal Framework unweighted average,1 Yes 0 No,1.0
SVN,Slovenia,Legislation governing access to information,1 Yes 0 No,1.0
SVN,Slovenia,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
SVN,Slovenia,Nominal fees mandated,1 Yes 0 No,1.0
SVN,Slovenia,Oral requests,1 Yes 0 No,1.0
SVN,Slovenia,Procedures for accessing information score,5 Highest 0 Lowest,5.0
SVN,Slovenia,Public Interest test ,1 Yes 0 No,1.0
SVN,Slovenia,Right to Appeal,1 Yes 0 No,1.0
SVN,Slovenia,Right to extend response time,1 Yes 0 No,1.0
SVN,Slovenia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
SVN,Slovenia,Written guidelines for request of info,1 Yes 0 No,1.0
SVN,Slovenia,Written requests,1 Yes 0 No,1.0
TJK,Tajikistan,Administrative sanctions,1 Yes 0 No,0.0
TJK,Tajikistan,Annual budgets,1 Yes 0 No,1.0
TJK,Tajikistan,Annual chart of accounts,1 Yes 0 No,1.0
TJK,Tajikistan,Annual reports,1 Yes 0 No,1.0
TJK,Tajikistan,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
TJK,Tajikistan,Appeals within public entities,1 Yes 0 No,1.0
TJK,Tajikistan,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
TJK,Tajikistan,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
TJK,Tajikistan,Constitutional requirement,1 Yes 0 No,0.0
TJK,Tajikistan,Coverage of information score,5 Highest 0 Lowest,5.0
TJK,Tajikistan,Criminal sanctions,1 Yes 0 No,0.0
TJK,Tajikistan,Deadlines for release of information score,5 Highest 0 Lowest,2.5
TJK,Tajikistan,Draft legal instruments,1 Yes 0 No,1.0
TJK,Tajikistan,Electronic requests,1 Yes 0 No,1.0
TJK,Tajikistan,Enacted legal instruments,1 Yes 0 No,1.0
TJK,Tajikistan,Enforcement mechanism score,5 Highest 0 Lowest,2.5
TJK,Tajikistan,Exemptions to coverage,1 Yes 0 No,1.0
TJK,Tajikistan,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
TJK,Tajikistan,Existence of legal right to access,1 Yes 0 No,1.0
TJK,Tajikistan,Fines,1 Yes 0 No,1.0
TJK,Tajikistan,FOIA contact points,1 Yes 0 No,1.0
TJK,Tajikistan,FOIA enforcement body,1 Yes 0 No,0.0
TJK,Tajikistan,Harm test,1 Yes 0 No,1.0
TJK,Tajikistan,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
TJK,Tajikistan,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
TJK,Tajikistan,Judicial appeals mechanism,1 Yes 0 No,1.0
TJK,Tajikistan,Legal Framework unweighted average,1 Yes 0 No,0.75
TJK,Tajikistan,Legislation governing access to information,1 Yes 0 No,1.0
TJK,Tajikistan,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
TJK,Tajikistan,Nominal fees mandated,1 Yes 0 No,1.0
TJK,Tajikistan,Oral requests,1 Yes 0 No,1.0
TJK,Tajikistan,Procedures for accessing information score,5 Highest 0 Lowest,5.0
TJK,Tajikistan,Public Interest test ,1 Yes 0 No,0.0
TJK,Tajikistan,Right to Appeal,1 Yes 0 No,1.0
TJK,Tajikistan,Right to extend response time,1 Yes 0 No,1.0
TJK,Tajikistan,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
TJK,Tajikistan,Written guidelines for request of info,1 Yes 0 No,1.0
TJK,Tajikistan,Written requests,1 Yes 0 No,1.0
TLS,Timor-Leste,Administrative sanctions,1 Yes 0 No,0.0
TLS,Timor-Leste,Annual budgets,1 Yes 0 No,0.0
TLS,Timor-Leste,Annual chart of accounts,1 Yes 0 No,0.0
TLS,Timor-Leste,Annual reports,1 Yes 0 No,0.0
TLS,Timor-Leste,Appeals mechanism score,5 Highest 0 Lowest,0.0
TLS,Timor-Leste,Appeals within public entities,1 Yes 0 No,0.0
TLS,Timor-Leste,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
TLS,Timor-Leste,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
TLS,Timor-Leste,Constitutional requirement,1 Yes 0 No,1.0
TLS,Timor-Leste,Coverage of information score,5 Highest 0 Lowest,0.0
TLS,Timor-Leste,Criminal sanctions,1 Yes 0 No,0.0
TLS,Timor-Leste,Deadlines for release of information score,5 Highest 0 Lowest,0.0
TLS,Timor-Leste,Draft legal instruments,1 Yes 0 No,0.0
TLS,Timor-Leste,Electronic requests,1 Yes 0 No,0.0
TLS,Timor-Leste,Enacted legal instruments,1 Yes 0 No,0.0
TLS,Timor-Leste,Enforcement mechanism score,5 Highest 0 Lowest,0.0
TLS,Timor-Leste,Exemptions to coverage,1 Yes 0 No,0.0
TLS,Timor-Leste,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
TLS,Timor-Leste,Existence of legal right to access,1 Yes 0 No,1.0
TLS,Timor-Leste,Fines,1 Yes 0 No,0.0
TLS,Timor-Leste,FOIA contact points,1 Yes 0 No,0.0
TLS,Timor-Leste,FOIA enforcement body,1 Yes 0 No,0.0
TLS,Timor-Leste,Harm test,1 Yes 0 No,0.0
TLS,Timor-Leste,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
TLS,Timor-Leste,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
TLS,Timor-Leste,Judicial appeals mechanism,1 Yes 0 No,0.0
TLS,Timor-Leste,Legal Framework unweighted average,1 Yes 0 No,0.5
TLS,Timor-Leste,Legislation governing access to information,1 Yes 0 No,0.0
TLS,Timor-Leste,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
TLS,Timor-Leste,Nominal fees mandated,1 Yes 0 No,0.0
TLS,Timor-Leste,Oral requests,1 Yes 0 No,0.0
TLS,Timor-Leste,Procedures for accessing information score,5 Highest 0 Lowest,0.0
TLS,Timor-Leste,Public Interest test ,1 Yes 0 No,0.0
TLS,Timor-Leste,Right to Appeal,1 Yes 0 No,0.0
TLS,Timor-Leste,Right to extend response time,1 Yes 0 No,0.0
TLS,Timor-Leste,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
TLS,Timor-Leste,Written guidelines for request of info,1 Yes 0 No,0.0
TLS,Timor-Leste,Written requests,1 Yes 0 No,0.0
TON,Tonga,Administrative sanctions,1 Yes 0 No,0.0
TON,Tonga,Annual budgets,1 Yes 0 No,0.0
TON,Tonga,Annual chart of accounts,1 Yes 0 No,1.0
TON,Tonga,Annual reports,1 Yes 0 No,1.0
TON,Tonga,Appeals mechanism score,5 Highest 0 Lowest,0.0
TON,Tonga,Appeals within public entities,1 Yes 0 No,0.0
TON,Tonga,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
TON,Tonga,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
TON,Tonga,Constitutional requirement,1 Yes 0 No,0.0
TON,Tonga,Coverage of information score,5 Highest 0 Lowest,2.0
TON,Tonga,Criminal sanctions,1 Yes 0 No,0.0
TON,Tonga,Deadlines for release of information score,5 Highest 0 Lowest,0.0
TON,Tonga,Draft legal instruments,1 Yes 0 No,0.0
TON,Tonga,Electronic requests,1 Yes 0 No,0.0
TON,Tonga,Enacted legal instruments,1 Yes 0 No,0.0
TON,Tonga,Enforcement mechanism score,5 Highest 0 Lowest,0.0
TON,Tonga,Exemptions to coverage,1 Yes 0 No,0.0
TON,Tonga,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
TON,Tonga,Existence of legal right to access,1 Yes 0 No,0.0
TON,Tonga,Fines,1 Yes 0 No,0.0
TON,Tonga,FOIA contact points,1 Yes 0 No,0.0
TON,Tonga,FOIA enforcement body,1 Yes 0 No,0.0
TON,Tonga,Harm test,1 Yes 0 No,0.0
TON,Tonga,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
TON,Tonga,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
TON,Tonga,Judicial appeals mechanism,1 Yes 0 No,0.0
TON,Tonga,Legal Framework unweighted average,1 Yes 0 No,0.0
TON,Tonga,Legislation governing access to information,1 Yes 0 No,0.0
TON,Tonga,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
TON,Tonga,Nominal fees mandated,1 Yes 0 No,0.0
TON,Tonga,Oral requests,1 Yes 0 No,0.0
TON,Tonga,Procedures for accessing information score,5 Highest 0 Lowest,0.0
TON,Tonga,Public Interest test ,1 Yes 0 No,0.0
TON,Tonga,Right to Appeal,1 Yes 0 No,0.0
TON,Tonga,Right to extend response time,1 Yes 0 No,0.0
TON,Tonga,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
TON,Tonga,Written guidelines for request of info,1 Yes 0 No,0.0
TON,Tonga,Written requests,1 Yes 0 No,0.0
TUR,Turkey,Administrative sanctions,1 Yes 0 No,1.0
TUR,Turkey,Annual budgets,1 Yes 0 No,1.0
TUR,Turkey,Annual chart of accounts,1 Yes 0 No,1.0
TUR,Turkey,Annual reports,1 Yes 0 No,1.0
TUR,Turkey,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
TUR,Turkey,Appeals within public entities,1 Yes 0 No,0.0
TUR,Turkey,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
TUR,Turkey,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
TUR,Turkey,Constitutional requirement,1 Yes 0 No,1.0
TUR,Turkey,Coverage of information score,5 Highest 0 Lowest,4.0
TUR,Turkey,Criminal sanctions,1 Yes 0 No,1.0
TUR,Turkey,Deadlines for release of information score,5 Highest 0 Lowest,5.0
TUR,Turkey,Draft legal instruments,1 Yes 0 No,0.0
TUR,Turkey,Electronic requests,1 Yes 0 No,1.0
TUR,Turkey,Enacted legal instruments,1 Yes 0 No,1.0
TUR,Turkey,Enforcement mechanism score,5 Highest 0 Lowest,5.0
TUR,Turkey,Exemptions to coverage,1 Yes 0 No,1.0
TUR,Turkey,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
TUR,Turkey,Existence of legal right to access,1 Yes 0 No,1.0
TUR,Turkey,Fines,1 Yes 0 No,0.0
TUR,Turkey,FOIA contact points,1 Yes 0 No,1.0
TUR,Turkey,FOIA enforcement body,1 Yes 0 No,1.0
TUR,Turkey,Harm test,1 Yes 0 No,0.0
TUR,Turkey,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
TUR,Turkey,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
TUR,Turkey,Judicial appeals mechanism,1 Yes 0 No,1.0
TUR,Turkey,Legal Framework unweighted average,1 Yes 0 No,1.0
TUR,Turkey,Legislation governing access to information,1 Yes 0 No,1.0
TUR,Turkey,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
TUR,Turkey,Nominal fees mandated,1 Yes 0 No,1.0
TUR,Turkey,Oral requests,1 Yes 0 No,1.0
TUR,Turkey,Procedures for accessing information score,5 Highest 0 Lowest,5.0
TUR,Turkey,Public Interest test ,1 Yes 0 No,0.0
TUR,Turkey,Right to Appeal,1 Yes 0 No,1.0
TUR,Turkey,Right to extend response time,1 Yes 0 No,1.0
TUR,Turkey,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
TUR,Turkey,Written guidelines for request of info,1 Yes 0 No,1.0
TUR,Turkey,Written requests,1 Yes 0 No,1.0
TZA,Tanzania,Administrative sanctions,1 Yes 0 No,0.0
TZA,Tanzania,Annual budgets,1 Yes 0 No,0.0
TZA,Tanzania,Annual chart of accounts,1 Yes 0 No,0.0
