sousDomaine,domaine,departement,nbOffres,nbElevesAyantInteragi,nbElevesInteresses,nbCandidatures,nbConfirmes
environnement-energies-propreteamenagement-paysager,environnement-energies-proprete,26,4,8,5,0,0
informatique-internetsystemes-et-reseaux,informatique-internet,42,2,23,23,3,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,91,19,1,1,0,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,45,119,4243,4072,634,69
informatique-internetinformatique-de-gestion,informatique-internet,10,1,2,2,0,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,35,3,43,37,11,0
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,37,32,5,1,0,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,8,7,6,2,0,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,6,3,1,1,0,0
informatique-internetinformatique-generalites,informatique-internet,10,1,2,2,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,40,8,3,3,0,0
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,14,4,23,23,5,1
electricite-electronique-robotiqueelectrotechnique,electricite-electronique-robotique,72,7,125,100,17,1
agriculture-animauxelevage-aquaculture,agriculture-animaux,8,2,1,1,0,0
matieres-premieres-fabrication-industriesverre,matieres-premieres-fabrication-industries,8,4,1,0,0,0
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,85,80,431,193,34,3
economie-droit-politiquedroit-prive,economie-droit-politique,75,13,111,105,17,3
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,13,154,2134,2039,297,53
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,94,1,18,18,0,0
mecaniquemecanique-generalites,mecanique,30,6,27,22,4,0
agriculture-animauxagriculture-generalites,agriculture-animaux,13,9,17,11,2,1
mecaniqueautomobile,mecanique,85,10,77,64,15,0
economie-droit-politiquedroit-international,economie-droit-politique,13,35,935,920,252,50
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,79,1,2,2,0,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,69,54,1065,930,232,7
arts-culture-artisanatarts-appliques,arts-culture-artisanat,18,40,7,2,1,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,55,1,2,2,0,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,35,1,14,12,2,1
banque-assurances-immobilierassurances,banque-assurances-immobilier,27,6,10,9,1,1
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,37,32,51,2,0,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,9,5,5,0,0,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,6,1,10,10,4,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,50,3,1,1,0,0
informatique-internetinformatique-de-gestion,informatique-internet,6,1,10,10,4,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,13,773,10119,9650,1440,132
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,50,2,2,2,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,36,15,3,1,0,0
agriculture-animauxagriculture-generalites,agriculture-animaux,34,3,8,7,0,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,2,1,1,1,0,0
electricite-electronique-robotiqueelectrotechnique,electricite-electronique-robotique,44,10,170,164,34,1
agriculture-animauxagriculture-generalites,agriculture-animaux,78,4,6,5,1,0
hotellerie-restauration-tourismetourisme,hotellerie-restauration-tourisme,37,1,9,9,4,0
sante-social-sportsport,sante-social-sport,26,4,15,12,2,0
agriculture-animauxforet,agriculture-animaux,72,15,59,32,3,1
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,75,19,424,421,66,7
information-communication-audiovisueljournalisme-edition-publicite,information-communication-audiovisuel,93,1,98,97,14,1
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,11,10,10,2,0,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,6,1,10,10,4,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,8,46,48,37,3,0
economie-droit-politiquedroit-prive,economie-droit-politique,14,2,50,50,13,0
,gestion-des-entreprises-comptabilite,36,18,14,3,0,0
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,34,2,11,10,1,0
mecaniqueaeronautique,mecanique,27,2,6,4,0,0
environnement-energies-propreteenergies,environnement-energies-proprete,18,11,4,0,0,0
environnement-energies-propreteproprete,environnement-energies-proprete,36,139,33,8,1,0
armee-securitesecurite-prevention,armee-securite,75,14,271,270,40,5
commerce-marketing-ventecommerce-international,commerce-marketing-vente,16,8,4,4,2,0
agriculture-animauxagriculture-generalites,agriculture-animaux,85,29,104,62,9,2
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,78,44,247,231,41,0
,informatique-internet,27,2,4,0,0,0
economie-droit-politiquedroit-international,economie-droit-politique,26,1,4,4,1,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,57,11,15,13,2,1
environnement-energies-propreteamenagement-paysager,environnement-energies-proprete,41,1,7,7,2,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,27,2,6,4,0,0
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,37,12,2,1,0,0
sante-social-sporttravail-social,sante-social-sport,49,75,1713,900,146,3
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,8,2,4,4,0,0
lettres-langues-enseignementlangues,lettres-langues-enseignement,13,1,39,39,3,0
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,77,6,77,76,11,0
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,54,2,2,1,0,0
economie-droit-politiquedroit-applique,economie-droit-politique,26,1,4,4,1,0
mecaniquemecanique-generalites,mecanique,72,35,207,171,46,3
informatique-internetinformatique-generalites,informatique-internet,8,2,4,4,0,0
environnement-energies-propreteenergies,environnement-energies-proprete,36,41,20,2,0,0
agriculture-animauxpeche,agriculture-animaux,42,2,1,1,0,0
electricite-electronique-robotiqueelectrotechnique,electricite-electronique-robotique,13,7,8,8,2,1
logistique-transporttransport,logistique-transport,92,3,3,3,1,1
environnement-energies-propreteprotection-des-espaces-naturels,environnement-energies-proprete,36,139,33,8,1,0
mecaniqueautomobile,mecanique,28,5,23,15,6,0
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,56,6,4,2,0,0
,sante-social-sport,36,8,10,4,0,0
logistique-transportlogistique,logistique-transport,63,15,55,55,17,1
banque-assurances-immobilierbanque,banque-assurances-immobilier,71,13,21,13,2,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,75,101,4808,4784,877,69
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,28,18,26,12,1,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,18,2,5,5,0,0
logistique-transportlogistique,logistique-transport,26,6,16,11,3,0
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,13,233,706,585,70,8
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,26,11,18,11,1,0
mecaniquemachinisme-agricole,mecanique,72,19,124,65,7,1
economie-droit-politiquedroit-social,economie-droit-politique,30,1,9,9,1,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,27,6,10,9,1,1
agriculture-animauxcultures,agriculture-animaux,38,1,2,2,0,0
agriculture-animauxcultures,agriculture-animaux,61,1,1,1,0,0
informatique-internetinformatique-de-gestion,informatique-internet,14,1,36,36,8,0
matieres-premieres-fabrication-industriesverre,matieres-premieres-fabrication-industries,34,1,2,1,0,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,77,41,161,150,44,4
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,14,7,48,48,7,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,38,6,46,41,12,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,1,1,2,2,0,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,13,110,162,94,17,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,1,1,2,2,0,0
,gestion-des-entreprises-comptabilite,44,12,255,198,44,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,18,205,59,21,2,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,18,71,30,6,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,2,4,5,5,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,28,106,192,116,11,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,60,2,8,8,1,1
,informatique-internet,18,2,3,1,0,0
mecaniqueautomobile,mecanique,41,31,1,1,1,0
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,49,131,743,515,66,4
armee-securitesecurite-prevention,armee-securite,13,9,291,286,70,23
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,1,2,2,2,0,0
agriculture-animauxforet,agriculture-animaux,13,5,5,1,0,0
,arts-culture-artisanat,44,19,198,133,6,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,77,143,317,302,48,3
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,53,1,4,3,1,0
agriculture-animauxcultures,agriculture-animaux,13,9,17,11,2,1
agriculture-animauxpeche,agriculture-animaux,2,1,1,1,0,0
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,28,18,26,12,1,0
informatique-internetinformatique-de-gestion,informatique-internet,44,66,1534,1471,394,12
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,13,154,2134,2039,297,53
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,14,7,63,63,15,1
informatique-internetbases-de-donnees,informatique-internet,26,5,24,22,2,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,92,412,675,506,211,149
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,43,3,2,2,1,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,27,2,6,4,0,0
information-communication-audiovisueljournalisme-edition-publicite,information-communication-audiovisuel,49,12,206,185,23,1
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,6,2,14,14,5,1
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,8,12,2,0,0,0
sante-social-sporttravail-social,sante-social-sport,92,40,319,307,49,2
mecaniqueautomobile,mecanique,54,2,3,2,0,0
agriculture-animauxagriculture-generalites,agriculture-animaux,36,15,3,1,0,0
informatique-internetbases-de-donnees,informatique-internet,14,1,36,36,8,0
,informatique-internet,13,103,191,35,2,0
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,75,15,547,547,120,5
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,34,6,8,3,0,0
informatique-internetsystemes-et-reseaux,informatique-internet,28,4,25,18,8,1
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,75,11,331,331,62,2
informatique-internetinformatique-pour-la-recherche,informatique-internet,38,3,33,33,8,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,45,456,3273,3176,448,37
informatique-internetinformatique-pour-la-recherche,informatique-internet,60,5,2,0,0,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,30,21,66,52,10,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,92,412,675,506,211,149
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,13,773,10119,9650,1440,132
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,18,11,3,3,2,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,28,18,26,12,1,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,31,44,158,115,13,0
agriculture-animauxagriculture-generalites,agriculture-animaux,44,39,201,150,24,0
informatique-internetsystemes-et-reseaux,informatique-internet,53,32,223,179,43,2
agriculture-animauxpeche,agriculture-animaux,17,2,1,1,0,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,26,11,30,22,5,0
logistique-transporttransport,logistique-transport,56,1,5,4,2,0
environnement-energies-propreteamenagement-du-territoire,environnement-energies-proprete,30,3,40,38,6,0
,informatique-internet,36,32,163,30,0,0
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,8,4,10,10,1,0
informatique-internetbases-de-donnees,informatique-internet,13,127,1143,1004,190,18
agriculture-animauxagriculture-generalites,agriculture-animaux,17,2,1,1,0,0
mecaniqueautomobile,mecanique,57,2,2,1,1,0
economie-droit-politiquedroit-generalites,economie-droit-politique,72,48,531,429,107,10
commerce-marketing-ventecommerce-international,commerce-marketing-vente,35,3,43,37,11,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,27,8,15,14,1,1
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,54,2,14,12,6,1
informatique-internetbases-de-donnees,informatique-internet,10,1,2,2,0,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,53,25,139,113,33,1
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,2,3,5,5,0,0
informatique-internetinformatique-generalites,informatique-internet,26,5,24,22,2,0
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,66,1,1,1,1,0
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,34,1,8,8,2,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,24,13,3,3,2,1
informatique-internetinformatique-de-gestion,informatique-internet,8,2,4,4,0,0
sante-social-sportsport,sante-social-sport,54,2,22,20,5,1
arts-culture-artisanatarts-appliques,arts-culture-artisanat,72,137,1314,952,150,8
informatique-internetsystemes-et-reseaux,informatique-internet,94,115,157,125,24,0
