$Code Evamed$,$Motif de demande$,$Code CIS$,$Code CIP$,$Dénomination spécialité$,$Date avis définitif$,$ASMR$,$Valeur ASMR$,$Libellé ASMR$
$CT-1827$,$Renouvellement d'inscription (CT)$,$68952704$,$3543681$,"$CELEBREX 100 mg, gélule$",$09/05/2007$,$ASMR$,$V$,"$Compte tenu des données disponibles n'apportant pas la preuve formelle d'une meilleure tolérance digestive en termes de complications graves du célécoxib par rapport aux AINS non sélectifs notamment chez les patients à risque et compte tenu d'un risque cardiovasculaire ayant fait l'objet de modifications récentes du RCP par l'EMEA, la commission de la transparence considère que cette spécialité n'apporte pas     d'amélioration du service médical rendu (V) par rapport aux AINS non sélectifs.$"
$CT-1826$,$Inscription (CT)$,$67873780$,$3691921$,"$TAZOCILLINE 2 g/250 mg, poudre pour solution pour perfusion$",$01/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$La Commission considère que l’apport thérapeutique de TAZOCILLINE dans la prise en charge des infections sévères et les infections à germes multi-résistants reste important.$
$CT-1826$,$Inscription (CT)$,$60445784$,$3691944$,"$TAZOCILLINE 4 g/500 mg, poudre pour solution pour perfusion$",$01/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$La Commission considère que l’apport thérapeutique de TAZOCILLINE dans la prise en charge des infections sévères et les infections à germes multi-résistants reste important.$
$CT-1825$,$Inscription (CT)$,$64700734$,$3692317$,"$MYLERAN 2 mg, comprimé pelliculé$",$15/03/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,"$Dans l’indication préparation à la transplantation des cellules souches hématopoïétiques, MYLERAN conserve l’apport thérapeutique important reconnu par la Commission de la Transparence le 3 juin 1998.$"
$CT-1824$,$Inscription (CT)$,$63918096$,$3692085$,"$AZACTAM 1 g, poudre et solution pour usage parentéral$",$01/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$La Commission considère que l’apport thérapeutique d’AZACTAM dans la prise en charge des infections à bacilles aérobies Gram négatif (entérobactéries et Pseudomonas aeruginosa) reste important.$
$CT-1822$,$Inscription (CT)$,$69808379$,$3691884|3691915|3691909|3691890$,"$UFT, gélule$",$15/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,"$UFT gélule conserve l’apport thérapeutique important accordé par la Commission le 11 juillet 2001, notamment par le fait qu’il permet de conduire le traitement à domicile sans recours à une perfusion, A ce stade de la maladie, l’hospitalisation et la pénibilité des traitements sont à prendre en compte et les éviter présente un intérêt évident en termes de qualité de vie.$"
$CT-1821$,$Inscription (CT)$,$63450904$,$3658450$,"$TIENAM 500 mg, poudre pour perfusion avec système de transfert pour poche$",$01/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$La Commission considère que l’apport thérapeutique de TIENAM dans la prise en charge des infections sévères et les infections à germes multi-résistants reste important.$
$CT-1821$,$Inscription (CT)$,$64925873$,$3658444$,"$TIENAM 250 mg/250 mg, poudre pour perfusion$",$01/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$La Commission considère que l’apport thérapeutique de TIENAM dans la prise en charge des infections sévères et les infections à germes multi-résistants reste important.$
$CT-1821$,$Inscription (CT)$,$63511136$,$3658473$,"$TIENAM 500 mg, poudre et solution pour usage parentéral (IM)$",$01/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$La Commission considère que l’apport thérapeutique de TIENAM dans la prise en charge des infections sévères et les infections à germes multi-résistants reste important.$
$CT-1821$,$Inscription (CT)$,$69552232$,$3658467$,"$TIENAM 500 mg/500 mg, poudre pour perfusion$",$01/02/2006$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$La Commission considère que l’apport thérapeutique de TIENAM dans la prise en charge des infections sévères et les infections à germes multi-résistants reste important.$
$CT-1812$,$Inscription (CT)$,$60895831$,$3668224$,"$DICLOABAK 0,1 %, collyre en solution$",$04/10/2006$,$ASMR$,$V$,$DICLOCED n'apporte pas d'amélioration du service médical rendu (ASMR de niveau V) par rapport aux autres collyres anti-inflammatoires dans chacune des 3 indications$
$CT-1808$,$Extension d'indication$,$60044108$,$5595185$,"$TAXOTERE 80 mg, solution à diluer pour usage parentéral et solvant$",$15/02/2006$,$ASMR$,$II$,"$TAXOTERE combiné à une chimiothérapie à base d'anthracycline apporte une amélioration du service médical rendu importante (niveau II) en termes de morbi-mortalité par rapport à une chimiothérapie à base d'anthracycline seule. A la relecture des données déjà évaluées le 20 juillet 2005, la Commission maintient l'ASMR de niveau II accordée à l'association TAXOTERE - HERCEPTIN dans l'indication cancer du sein métastatique avec surexpression HER2.$"
$CT-1808$,$Extension d'indication$,$63114056$,$5595179$,"$TAXOTERE 20 mg, solution à diluer et solvant pour perfusion$",$15/02/2006$,$ASMR$,$II$,"$TAXOTERE combiné à une chimiothérapie à base d'anthracycline apporte une amélioration du service médical rendu importante (niveau II) en termes de morbi-mortalité par rapport à une chimiothérapie à base d'anthracycline seule. A la relecture des données déjà évaluées le 20 juillet 2005, la Commission maintient l'ASMR de niveau II accordée à l'association TAXOTERE - HERCEPTIN dans l'indication cancer du sein métastatique avec surexpression HER2.$"
$CT-1801$,$Extension d'indication$,$62751438$,$3585320|3585337$,"$FLUDARA 10 mg, comprimé pelliculé$",$02/11/2005$,$ASMR$,$V$,"$FLUDARA 10 mg comprimé n’apporte pas d’amélioration du service médical rendu (niveau V) par rapport FLUDARA 50 mg, poudre pour solution injectable ou perfusion.$"
$CT-1776$,$Inscription (CT)$,$64992142$,$3671812|3671835|3671829$,"$FLUCONAZOLE G GAM 2 mg/ml, solution injectable$",$20/07/2005$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu par rapport à TRIFLUCAN 2 mg/ml, solution pour perfusion.$"
$CT-1767$,$Renouvellement d'inscription (CT)$,$66989351$,$3497478$,"$IMMUCYST 81 mg, poudre et solvant pour solution pour administration intravésicale$",$15/02/2006$,$ASMR$,$III$,$IMMUCYST apporte une amélioration du service médical rendu de niveau III par rapport à AMETYCINE 40 mg dans la prise en charge des carcinomes urothéliaux non invasifs de la vessie à risque élevé de récidive.$
$CT-1713$,$Extension d'indication$,$63855240$,$3288697$,"$VOLTARENE EMULGEL 1 %, gel$",$18/01/2006$,$ASMR$,$V$,"$Dans le traitement symptomatique de l’arthrose douloureuse des doigts et dans la gonarthrose, VOLTARENE EMULGEL n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres AINS topiques.$"
$CT-1713$,$Extension d'indication$,$64212457$,$3589513$,"$VOLTARENE EMULGEL 1 %, gel en flacon pressurisé$",$18/01/2006$,$ASMR$,$V$,"$Dans le traitement symptomatique de l’arthrose douloureuse des doigts et dans la gonarthrose, VOLTARENE EMULGEL n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres AINS topiques.$"
$CT-1708$,$Extension d'indication$,$64027679$,$3597300$,"$PAMIDRONATE DE SODIUM FAULDING 6 mg/ml, solution à diluer pour perfusion$",$29/03/2006$,$ASMR$,$V$,"$Les spécialités PAMIDRONATE DE SODIUM FAULDING 3 mg/ml, 6 mg/ml et 9 mg/ml en solution à diluer pour perfusion n’apportent pas d’amélioration du service médical (ASMR de niveau V) par rapport aux autres spécialités à base de pamidronate en solution injectable.$"
$CT-1708$,$Extension d'indication$,$68566407$,$3597317$,"$PAMIDRONATE DE SODIUM FAULDING 9 mg/ml, solution à diluer pour perfusion$",$29/03/2006$,$ASMR$,$V$,"$Les spécialités PAMIDRONATE DE SODIUM FAULDING 3 mg/ml, 6 mg/ml et 9 mg/ml en solution à diluer pour perfusion n’apportent pas d’amélioration du service médical (ASMR de niveau V) par rapport aux autres spécialités à base de pamidronate en solution injectable.$"
$CT-1708$,$Extension d'indication$,$66152222$,$3597286|3597292$,"$PAMIDRONATE DE SODIUM FAULDING 3 mg/ml, solution à diluer pour perfusion$",$29/03/2006$,$ASMR$,$V$,"$Les spécialités PAMIDRONATE DE SODIUM FAULDING 3 mg/ml, 6 mg/ml et 9 mg/ml en solution à diluer pour perfusion n’apportent pas d’amélioration du service médical (ASMR de niveau V) par rapport aux autres spécialités à base de pamidronate en solution injectable.$"
$CT-1692$,$Inscription (CT)$,$63174690$,$3400936817562|3400956656035$,"$COTEOULA 30 mg/12,5 mg, comprimé pelliculé$",$21/09/2005$,$ASMR$,$V$,"$COTEOULA (association fixe de zofénopril 30 mg et d’hydrochlorothiazide 12,5 mg) n’apporte pas d’amélioration du service médical rendu (ASMR de niveau V) par rapport aux deux principes actifs pris séparément.$"
$CT-1676$,$Extension d'indication$,$69981979$,$3624994$,"$GYMISO 200 microgrammes, comprimé$",$20/07/2005$,$ASMR$,$IV$,$GYMISO apporte une amélioration mineure du service médical rendu (ASMR de niveau IV) en termes de maniabilité et de rapidité d’action par rapport à la mifépristone.$
$CT-1671$,$Inscription (CT)$,$67507676$,$3681650$,"$FLIXOVATE 0,05 %, émulsion pour application cutanée$",$15/02/2006$,$ASMR$,$V$,"$FLIXOVATE 0,05% émulsion pour application cutanée n’apporte pas d’amélioration du service médical rendu par rapport à FLIXOVATE 0,05% crème et pommade (ASMR V).$"
$CT-1638$,$Inscription (CT)$,$68585546$,$3658622$,"$ENBREL 50 mg, poudre et solvant pour solution injectable$",$06/07/2005$,$ASMR$,$V$,$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à ENBREL 25 mg.$
$CT-1638$,$Inscription (CT)$,$60379619$,$3658585$,"$ENBREL 50 mg, poudre pour solution injectable$",$06/07/2005$,$ASMR$,$V$,$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à ENBREL 25 mg.$
$CT-1630$,$Renouvellement d'inscription (CT)$,$60209937$,$3294798$,"$CLOPIXOL 2 POUR CENT, solution buvable en gouttes$",$05/12/2007$,$ASMR$,$V$,"$Dans l'attente de la réévaluation de l'ensemble de la classe des antipsychotiques, la commission considère que CLOPIXOL 10 et 25 mg, comprimé et CLOPIXOL 2%, solution buvable n'apportent pas d'amélioration du service médical rendu (ASMR V) par rapport aux autres antipsychotiques à action immédiate, conventionnels et atypiques. Aussi, CLOPIXOL ACTION PROLONGEE 2 mg/1 mL, solution injectable en IM n'apporte pas d'amélioration (ASMR V) par rapport aux autres antipsychotiques à action prolongée.$"
$CT-1630$,$Renouvellement d'inscription (CT)$,$69974746$,$3294775$,"$CLOPIXOL 25 mg, comprimé pelliculé$",$05/12/2007$,$ASMR$,$V$,"$Dans l'attente de la réévaluation de l'ensemble de la classe des antipsychotiques, la commission considère que CLOPIXOL 10 et 25 mg, comprimé et CLOPIXOL 2%, solution buvable n'apportent pas d'amélioration du service médical rendu (ASMR V) par rapport aux autres antipsychotiques à action immédiate, conventionnels et atypiques. Aussi, CLOPIXOL ACTION PROLONGEE 2 mg/1 mL, solution injectable en IM n'apporte pas d'amélioration (ASMR V) par rapport aux autres antipsychotiques à action prolongée.$"
$CT-1630$,$Renouvellement d'inscription (CT)$,$62788550$,$3294806$,"$CLOPIXOL ACTION PROLONGEE 200 mg/1 ml, solution injectable I.M.$",$05/12/2007$,$ASMR$,$V$,"$Dans l'attente de la réévaluation de l'ensemble de la classe des antipsychotiques, la commission considère que CLOPIXOL 10 et 25 mg, comprimé et CLOPIXOL 2%, solution buvable n'apportent pas d'amélioration du service médical rendu (ASMR V) par rapport aux autres antipsychotiques à action immédiate, conventionnels et atypiques. Aussi, CLOPIXOL ACTION PROLONGEE 2 mg/1 mL, solution injectable en IM n'apporte pas d'amélioration (ASMR V) par rapport aux autres antipsychotiques à action prolongée.$"
$CT-1630$,$Renouvellement d'inscription (CT)$,$61323662$,$3294752$,"$CLOPIXOL 10 mg, comprimé pelliculé$",$05/12/2007$,$ASMR$,$V$,"$Dans l'attente de la réévaluation de l'ensemble de la classe des antipsychotiques, la commission considère que CLOPIXOL 10 et 25 mg, comprimé et CLOPIXOL 2%, solution buvable n'apportent pas d'amélioration du service médical rendu (ASMR V) par rapport aux autres antipsychotiques à action immédiate, conventionnels et atypiques. Aussi, CLOPIXOL ACTION PROLONGEE 2 mg/1 mL, solution injectable en IM n'apporte pas d'amélioration (ASMR V) par rapport aux autres antipsychotiques à action prolongée.$"
$CT-1552$,$Inscription (CT)$,$61469681$,$3656534|3656557|3656540$,"$ARIXTRA 10 mg/0,8 ml, solution injectable en seringue pré-remplie$",$21/09/2005$,$ASMR$,$IV$,"$Compte tenu des données actuellement disponibles et de son mécanisme d'action (plausibilité biologique), ARIXTRA semble ne pas exposer les patients au risque de survenue d'une thrombopénie d'origine immuno-allergique. Le fondaparinux (ARIXTRA dosages à 5 mg/0,4 ml . 7,5 mg/0,6 ml et 10 mg/0,8 ml) en solution injectable en seringue pré-remplie présente une amélioration du service médical rendu mineure (ASMR de niveau IV) en termes de tolérance par rapport à la prise en charge habituelle dans le traitement des thromboses veineuses profondes (TVP) aiguës et des embolies pulmonaires (EP) aiguës (à l'exclusion des patients hémodynamiquement instables ou des patients nécessitant une thrombolyse ou une embolectomie pulmonaire).$"
$CT-1552$,$Inscription (CT)$,$67164882$,$3656474|3656497|3656480$,"$ARIXTRA 5 mg/0,4 ml, solution injectable en seringue pré-remplie$",$21/09/2005$,$ASMR$,$IV$,"$Compte tenu des données actuellement disponibles et de son mécanisme d'action (plausibilité biologique), ARIXTRA semble ne pas exposer les patients au risque de survenue d'une thrombopénie d'origine immuno-allergique. Le fondaparinux (ARIXTRA dosages à 5 mg/0,4 ml . 7,5 mg/0,6 ml et 10 mg/0,8 ml) en solution injectable en seringue pré-remplie présente une amélioration du service médical rendu mineure (ASMR de niveau IV) en termes de tolérance par rapport à la prise en charge habituelle dans le traitement des thromboses veineuses profondes (TVP) aiguës et des embolies pulmonaires (EP) aiguës (à l'exclusion des patients hémodynamiquement instables ou des patients nécessitant une thrombolyse ou une embolectomie pulmonaire).$"
$CT-1552$,$Inscription (CT)$,$66048056$,$3656505|3656528|3656511$,"$ARIXTRA 7,5 mg/0,6 ml, solution injectable en seringue pré-remplie$",$21/09/2005$,$ASMR$,$IV$,"$Compte tenu des données actuellement disponibles et de son mécanisme d'action (plausibilité biologique), ARIXTRA semble ne pas exposer les patients au risque de survenue d'une thrombopénie d'origine immuno-allergique. Le fondaparinux (ARIXTRA dosages à 5 mg/0,4 ml . 7,5 mg/0,6 ml et 10 mg/0,8 ml) en solution injectable en seringue pré-remplie présente une amélioration du service médical rendu mineure (ASMR de niveau IV) en termes de tolérance par rapport à la prise en charge habituelle dans le traitement des thromboses veineuses profondes (TVP) aiguës et des embolies pulmonaires (EP) aiguës (à l'exclusion des patients hémodynamiquement instables ou des patients nécessitant une thrombolyse ou une embolectomie pulmonaire).$"
$CT-1538$,$Inscription (CT)$,$64757532$,$3651100$,"$DUODOPA, gel intestinal$",$26/04/2006$,$ASMR$,$IV$,$Duodopa apporte une amélioration du service médical rendu mineure (niveau IV) en termes d'efficacité chez les patients parkinsoniens en échec des autres thérapeutiques médicamenteuses.$
$CT-1513$,$Inscription (CT)$,$60866491$,$3646754$,"$PULMOZYME 2500U/2,5 ml, solution pour inhalation par nébuliseur en ampoule$",$16/02/2005$,$ASMR$,$V$,$Absence d'améliorartion du service médical rendu.$
$CT-1505$,$Inscription (CT)$,$66118412$,$3400936762640|3400936762879|3400936762701$,"$GLUCOSE FRESENIUS 5%, solution pour perfusion$",$25/05/2005$,$ASMR$,$V$,$Cette spécialité ne présente pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres solutions glucosées à 5% injectables pour perfusion.$
$CT-1503$,$Inscription (CT)$,$66118412$,$3400936762930|3400936763012$,"$GLUCOSE FRESENIUS 5%, solution pour perfusion$",$11/05/2005$,$ASMR$,$V$,$GLUCOSE 5% FRESENIUS n’apporte pas d’amélioration du service médical rendu par rapport aux autres solutions de glucose dosées à 5% pour perfusion IV.$
$CT-1482$,$Inscription (CT)$,$60266710$,$3648523$,"$PARACETAMOL G GAM 1 g, comprimé effervescent sécable$",$02/02/2005$,$ASMR$,$V$,$Absence d'améliorartion du service médical rendu.$
$CT-1474$,$Inscription (CT)$,$68434003$,$3651637|3651672|3651666|3651643$,"$MIMPARA 90 mg, comprimé pelliculé$",$07/09/2005$,$ASMR$,$II$,"$MIMPARA apporte une amélioration importante du service médical rendu (ASMR de niveau II) en termes d’efficacité, dans la stratégie thérapeutique du traitement de l’hypercalcémie chez les patients atteints de cancer de la parathyroïde, en cas d’échec ou de contre-indication à la parathyroïdectomie.$"
$CT-1474$,$Inscription (CT)$,$63023578$,$3651548|3651577|3651560|3651554$,"$MIMPARA 30 mg, comprimé pelliculé$",$07/09/2005$,$ASMR$,$III$,"$MIMPARA apporte une amélioration modérée du service médical rendu (ASMR de niveau III) chez les patients en échec aux traitements conventionnels actuellement disponibles et ayant une PTH supérieure ou égale à 600 pg/ml. Bien que MIMPARA ne soit pas comparé aux autres traitements de l’hyperparathyroïdie actuellement disponibles, il apporte une ASMR d’autant plus plausible que les patients sont à risque clinique (augmentation de mortalité), donc ayant une PTH supérieure ou égale à 600 pg/ml. Les patients les plus susceptibles de bénéficier de MIMPARA sont ceux ayant une contre-indication provisoire ou définitive à la parathyroïdectomie ou en attente de transplantation rénale et remplissant les conditions précédemment citées.$"
$CT-1474$,$Inscription (CT)$,$63023578$,$3651548|3651577|3651560|3651554$,"$MIMPARA 30 mg, comprimé pelliculé$",$07/09/2005$,$ASMR$,$II$,"$MIMPARA apporte une amélioration importante du service médical rendu (ASMR de niveau II) en termes d’efficacité, dans la stratégie thérapeutique du traitement de l’hypercalcémie chez les patients atteints de cancer de la parathyroïde, en cas d’échec ou de contre-indication à la parathyroïdectomie.$"
$CT-1474$,$Inscription (CT)$,$60889903$,$3651583|3651620|3651614|3651608$,"$MIMPARA 60 mg, comprimé pelliculé$",$07/09/2005$,$ASMR$,$III$,"$MIMPARA apporte une amélioration modérée du service médical rendu (ASMR de niveau III) chez les patients en échec aux traitements conventionnels actuellement disponibles et ayant une PTH supérieure ou égale à 600 pg/ml. Bien que MIMPARA ne soit pas comparé aux autres traitements de l’hyperparathyroïdie actuellement disponibles, il apporte une ASMR d’autant plus plausible que les patients sont à risque clinique (augmentation de mortalité), donc ayant une PTH supérieure ou égale à 600 pg/ml. Les patients les plus susceptibles de bénéficier de MIMPARA sont ceux ayant une contre-indication provisoire ou définitive à la parathyroïdectomie ou en attente de transplantation rénale et remplissant les conditions précédemment citées.$"
$CT-1474$,$Inscription (CT)$,$60889903$,$3651583|3651620|3651614|3651608$,"$MIMPARA 60 mg, comprimé pelliculé$",$07/09/2005$,$ASMR$,$II$,"$MIMPARA apporte une amélioration importante du service médical rendu (ASMR de niveau II) en termes d’efficacité, dans la stratégie thérapeutique du traitement de l’hypercalcémie chez les patients atteints de cancer de la parathyroïde, en cas d’échec ou de contre-indication à la parathyroïdectomie.$"
$CT-1474$,$Inscription (CT)$,$68434003$,$3651637|3651672|3651666|3651643$,"$MIMPARA 90 mg, comprimé pelliculé$",$07/09/2005$,$ASMR$,$III$,"$MIMPARA apporte une amélioration modérée du service médical rendu (ASMR de niveau III) chez les patients en échec aux traitements conventionnels actuellement disponibles et ayant une PTH supérieure ou égale à 600 pg/ml. Bien que MIMPARA ne soit pas comparé aux autres traitements de l’hyperparathyroïdie actuellement disponibles, il apporte une ASMR d’autant plus plausible que les patients sont à risque clinique (augmentation de mortalité), donc ayant une PTH supérieure ou égale à 600 pg/ml. Les patients les plus susceptibles de bénéficier de MIMPARA sont ceux ayant une contre-indication provisoire ou définitive à la parathyroïdectomie ou en attente de transplantation rénale et remplissant les conditions précédemment citées.$"
$CT-1409$,$Inscription (CT)$,$66268255$,$3648517$,"$PARACETAMOL WINTHROP 1 g, comprimé effervescent sécable$",$16/02/2005$,$ASMR$,$V$,$Absence d'améliorartion du service médical rendu.$
$CT-1355$,$Inscription (CT)$,$69226514$,$3608009|3608015$,"$CIALIS 20 mg, comprimé pelliculé$",$16/02/2005$,$ASMR$,$V$,$Le tadalafil (CIALIS) n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport au sildenafil (VIAGRA) et au vardénafil (LEVITRA) dans le traitement de la dysfonction érectile.$
$CT-1355$,$Inscription (CT)$,$65834394$,$3607984$,"$CIALIS 10 mg, comprimé pelliculé$",$16/02/2005$,$ASMR$,$V$,$Le tadalafil (CIALIS) n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport au sildenafil (VIAGRA) et au vardénafil (LEVITRA) dans le traitement de la dysfonction érectile.$
$CT-1342$,$Inscription (CT)$,$65540866$,$3400936586970$,"$VESANOID 10 mg, capsule molle$",$21/09/2005$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,$VESANOID conserve l’apport thérapeutique majeur reconnu par la Commission de la Transparence le 3 juillet 1996.$
$CT-1341$,$Inscription (CT)$,$68937442$,$3577705$,"$THYROGEN 0,9 mg, poudre pour solution injectable$",$16/03/2005$,$ASMR$,$III$,$THYROGEN apporte une amélioration modérée du service médical rendu (niveau III) en termes d’efficacité diagnostique par rapport à un dosage de thyroglobuline réalisé sans stimulation (en poursuivant l’hormonothérapie substitutive) et en termes de tolérance par rapport à la stratégie diagnostique comportant une scintigraphie corps entier et nécessitant un sevrage en hormonothérapie substitutive.$
$CT-1339$,$Inscription (CT)$,$65014581$,$3384805$,"$EAU POUR PREPARATIONS INJECTABLES AGUETTANT, solution pour préparation injectable en ampoule polyéthylène$",$02/02/2005$,$ASMR$,$V$,$Absence d'améliorartion du service médical rendu.$
$CT-1330$,$Inscription (CT)$,$61780458$,$3651494$,"$LANTUS 100 UI/ml, solution injectable en cartouche$",$08/12/2004$,$ASMR$,$V$,$Absence d'améliorartion du service médical rendu.$
$CT-1315$,$Inscription (CT)$,$67747504$,$5658135$,"$PEDEA 5 mg/ml, solution injectable$",$25/05/2005$,$ASMR$,$I$,$La Commission de la Transparence considère que PEDEA apporte une amélioration du service médical rendu majeure (ASMR I) dans l'indication Traitement du canal artériel persistant hémodynamiquement significatif chez le nouveau-né prématuré d’âge gestationnel inférieur à 34 semaines.$
$CT-1312$,$Inscription (CT)$,$69760411$,$3657597$,"$CELLTOP 25 mg, capsule$",$04/10/2006$,$ASMR$,$V$,"$Les spécialités CELLTOP 25 mg, 50 mg et 100 mg n'apportent pas d'amélioration du service médical rendu (ASMR V) par rapport à VEPESIDE 50 mg.$"
$CT-1312$,$Inscription (CT)$,$68018599$,$3657545$,"$CELLTOP 100 mg, capsule$",$04/10/2006$,$ASMR$,$V$,"$Les spécialités CELLTOP 25 mg, 50 mg et 100 mg n'apportent pas d'amélioration du service médical rendu (ASMR V) par rapport à VEPESIDE 50 mg.$"
$CT-1312$,$Inscription (CT)$,$67802057$,$3657580$,"$CELLTOP 50 mg, capsule$",$04/10/2006$,$ASMR$,$V$,"$Les spécialités CELLTOP 25 mg, 50 mg et 100 mg n'apportent pas d'amélioration du service médical rendu (ASMR V) par rapport à VEPESIDE 50 mg.$"
$CT-1303$,$Inscription (CT)$,$64639110$,$3658496|5566120$,"$VITALIPIDE ADULTES, émulsion injectable pour perfusion$",$02/02/2005$,$ASMR$,$V$,$Absence d'améliorartion du service médical rendu.$
$CT-1295$,$Inscription (CT)$,$61654534$,$3506473$,"$VENTOLINE 0,5 POUR CENT (5 mg/ml), solution pour inhalation par nébulisateur$",$22/06/2005$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,"$Dans la prise en charge de l’asthme aigu grave et des poussées aiguës de BPCO en ambulatoire, VENTOLINE solution pour inhalation par nébuliseur, conserve un intérêt thérapeutique important dans la prise en charge habituelle des patients.$"
$CT-1295$,$Inscription (CT)$,$66055182$,$3657806$,"$VENTOLINE 1,25 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose$",$22/06/2005$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,"$Dans la prise en charge de l’asthme aigu grave et des poussées aiguës de BPCO en ambulatoire, VENTOLINE solution pour inhalation par nébuliseur, conserve un intérêt thérapeutique important dans la prise en charge habituelle des patients.$"
$CT-1295$,$Inscription (CT)$,$65376705$,$3532074$,"$VENTOLINE 2,5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose$",$22/06/2005$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,"$Dans la prise en charge de l’asthme aigu grave et des poussées aiguës de BPCO en ambulatoire, VENTOLINE solution pour inhalation par nébuliseur, conserve un intérêt thérapeutique important dans la prise en charge habituelle des patients.$"
$CT-1295$,$Inscription (CT)$,$64245247$,$3532111$,"$VENTOLINE 5 mg/2,5 ml, solution pour inhalation par nébuliseur en récipient unidose$",$22/06/2005$,$ASMR$,$Commentaires sans chiffrage de l'ASMR$,"$Dans la prise en charge de l’asthme aigu grave et des poussées aiguës de BPCO en ambulatoire, VENTOLINE solution pour inhalation par nébuliseur, conserve un intérêt thérapeutique important dans la prise en charge habituelle des patients.$"
$CT-1257$,$Inscription (CT)$,$60796281$,$5661924$,"$KOGENATE BAYER 1000 UI, poudre et solvant pour solution injectable$",$19/01/2005$,$ASMR$,$V$,$Les spécialités KOGENATE BAYER avec système Bioset n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres facteurs VIII recombinants.$
$CT-1257$,$Inscription (CT)$,$65079682$,$5661901$,"$KOGENATE BAYER 250 UI, poudre et solvant pour solution injectable$",$19/01/2005$,$ASMR$,$V$,$Les spécialités KOGENATE BAYER avec système Bioset n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres facteurs VIII recombinants.$
$CT-1257$,$Inscription (CT)$,$63518458$,$5661918$,"$KOGENATE BAYER 500 UI, poudre et solvant pour solution injectable$",$19/01/2005$,$ASMR$,$V$,$Les spécialités KOGENATE BAYER avec système Bioset n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres facteurs VIII recombinants.$
$CT-1256$,$Inscription (CT)$,$67812140$,$3651784$,"$RAPTIVA 100 mg/ml, poudre et solvant pour solution injectable$",$30/03/2005$,$ASMR$,$IV$,"$Chez les patients adultes atteints de psoriasis en plaques grave chronique, qui sont en échec à au moins 2 traitements systémiques parmi la photothérapie, le méthotrexate et la ciclosporine et chez lesquels les alternatives sont réduites ou absentes, la commission considère que RAPTIVA apporte, dans la stratégie thérapeutique, une amélioration du service médical rendu mineure (ASMR IV) en termes d’efficacité.$"
$CT-1253$,$Inscription (CT)$,$69399740$,$5651009|5651015$,"$KINOX 225 pmm mole/mole, gaz pour inhalation, en bouteille$",$16/03/2005$,$ASMR$,$I$,"$Dans l'indication du traitement de l’hypertension artérielle pulmonaire persistante chez le nouveau-né et le nourrisson, KINOX partage l’amélioration du service médical rendu majeure de INOmax (niveau I).$"
$CT-1253$,$Inscription (CT)$,$66393084$,$5651021|5651038$,"$KINOX 450 ppm mole/mole, gaz pour inhalation, en bouteille$",$16/03/2005$,$ASMR$,$I$,"$Dans l'indication du traitement de l’hypertension artérielle pulmonaire persistante chez le nouveau-né et le nourrisson, KINOX partage l’amélioration du service médical rendu majeure de INOmax (niveau I).$"
$CT-1237$,$Inscription (CT)$,$67630472$,$5654692|5654700$,"$TAXOL 6 mg/ml, solution à diluer pour perfusion$",$08/12/2004$,$ASMR$,$V$,$Absence d'améliorartion du service médical rendu.$
$CT-1234$,$Inscription (CT)$,$69641318$,$3400936870789|3400956681808|3400936951037$,"$KENZEN 32 mg, comprimé sécable$",$02/11/2005$,$ASMR$,$III$,"$En association avec un IEC chez les patients restant symptomatiques sous IEC, le candésartan a montré une réduction de la morbimortalité cardiovasculaire en cas d’insuffisance cardiaque de classe II à III NYHA et dysfonction systolique ventriculaire gauche. Chez ces patients, le risque d’hyperkaliémie est augmenté. Le candésartan apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge de ces patients.$"
