siret,enseigne,addresse,code_postal,ville,site_web,site_web_vente_en_ligne,compte_facebook,email_contact_client,tel_contact_client,description_commerce,emporter,emporter_horaire_covid,emporter_lundi,lundi_horaire_debut_1,lundi_horaire_fin_1,lundi_horaire_debut_2,lundi_horaire_fin_2,emporter_mardi,mardi_horaire_debut_1,mardi_horaire_fin_1,mardi_horaire_debut_2,mardi_horaire_fin_2,emporter_mercredi,mercredi_horaire_debut_1,mercredi_horaire_fin_1,mercredi_horaire_debut_2,mercredi_horaire_fin_2,emporter_jeudi,jeudi_horaire_debut_1,jeudi_horaire_fin_1,jeudi_horaire_debut_2,jeudi_horaire_fin_2,emporter_vendredi,vendredi_horaire_debut_1,vendredi_horaire_fin_1,vendredi_horaire_debut_2,vendredi_horaire_fin_2,emporter_samedi,samedi_horaire_debut_1,samedi_horaire_fin_1,samedi_horaire_debut_2,samedi_horaire_fin_2,emporter_dimanche,dimanche_horaire_debut_1,dimanche_horaire_fin_1,dimanche_horaire_debut_2,dimanche_horaire_fin_2,livraison,conditions_de_livraison,lundi_plage_1,lundi_plage_2,mardi_plage_1,mardi_plage_2,mercredi_plage_1,mercredi_plage_2,jeudi_plage_1,jeudi_plage_2,vendredi_plage_1,vendredi_plage_2,samedi_plage_1,samedi_plage_2,dimanche_plage_1,dimanche_plage_2,activiteprincipaleetablissement,geolocetablissement,activite_specifique,activite
75298016900029,OPTIC 2000 ANDRE MARIE,13 Rue de la République,45000,Orléans,https://www.optic2000.com,https://www.optic2000.com,https://www.Facebook.com/Optic2000orleansrepublique,andremarie.optic2000@free.fr,02 38 53 20 00,"Pendant la durée du confinement, nous restons ouvert du mardi au samedi de 10h30 à 13h00et de 14h00 à 18h00.
Nous travaillons principalement sur rendez-vous afin de pouvoir vous accueillir en respectant toutes les règles sanitaires.",Oui,,Non,,,,,Oui,10:30,13:00,,,Oui,10:30,13:00,,,Oui,10:30,13:00,,,Oui,10:30,13:00,,,Oui,10:30,13:00,,,Non,,,,,Oui,Sur rendez-vous,,,10:30 > 13:00,,10:30 > 13:00,,10:30 > 13:00,,10:30 > 13:00,,10:30 > 13:00,,,,47.78A,"47.900793,1.904058",Opticien,"Optique, audioprothèses et appareillage médical"
39302434400011,CAFES JEANNE D'ARC - SAINT JEAN,13 Q RUE DU FAUBOURG SAINT JEAN,45000,Orléans,,,https://www.facebook.com/Les-Thes-et-Cafes-dOrleans,saint-jean@lescafesjeannedarc.fr,02 38 53 23 83,"Les Cafés Jeanne d'Arc c'est l'histoire d'une famille et d'une occasion. Une famille 0rléanaise qui torréfie depuis plus d'un siècle, avec le même soin et le même procédé les cafés fins du monde entier. 
Une famille qui sélectionne avec amour des thés de grandes origines, et qui créée ses propres saveurs . Une passion et un savoir faire qui se transmettent de père en fils depuis 5 générations. 
Bienvenue dans la grande tradition des Cafés Jeanne d'Arc.",Oui,,Oui,09:00,18:00,,,Oui,09:00,18:00,,,Oui,09:00,18:00,,,Oui,09:00,18:00,,,Oui,09:00,18:00,,,Oui,09:00,18:00,,,Non,,,,,Oui,"Livraison à domicile du Mardi au Samedi . 
Livraison offerte dans l'agglomération  pour toute commande supérieur à 15 euros, une participation de 3 euros vous sera demandée pour toute commande d'un montant inférieur.
Pour toutes les personnes résidants en dehors de l'agglomération, l'envoi postal de votre commande vous est  offert pour toute commande d'un montant minimal de 50 euros . ( En dessous de cette somme,  une participation de 5.5 euros vous sera demandée.)",09:00 > 18:00,,09:00 > 18:00,,09:00 > 18:00,,09:00 > 18:00,,09:00 > 18:00,,09:00 > 18:00,,,,47.29Z,"47.904465,1.893528",Thés et cafés,"Epicerie fine et du monde, thés et cafés"
39309825600018,POISSONERIE ROYALE,Halles Châtelet,45000,Orléans,,https://www.ollca.com/orleans/boutiques/poissonnerie-du-chatelet,https://www.facebook.com/Poissonnerie.Royale/,bruno.bross@orange.fr,02 38 62 59 86,Approvisionnement journalier en direct de Rungis. Toute prise de commande possible y compris carpaccios et tartares. Plateaux de fruits de mer minute sans problèmes. Voir horaires détaillés sur page Facebook.,Oui,,Non,,,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,12:30,,,Oui,Livraison gratuite en commun avec les autres commerçants des Halles Châtelet.,,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 12:30,,47.23Z,"47.897986,1.908971",Poissonerie,Poissons et produits de la mer
53929857000034,MON COURSIER DE QUARTIER,"90, rue de la Petite Levée",45000,Orléans,https://www.velotaxidorleans.fr,,https://www.facebook.com/mcdq.ludovicp,ludovic.p@moncoursierdequartier.com,06 83 12 82 17,"Transport de personnes, accompagnement pour les courses, livraisons à domiciles (possibilité pour les commerçants de prendre des commandes par téléphone et de récupérer les paiements lors de la livraison)",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,"Récupération des colis auprès des commerçants et possibilités pour ceux qui n'ont pas de site marchand, de récupérer les paiements lors de la livraison.",,,,,,,,,,,,,,,49.39B,"47.868909,2.054842",Transport de personnes et de marchandises,Services
81904837200026,Le Rayon Vert,33-35 rue tudelle,45100,Orléans,https://www.coursier-orleans.fr,,https://www.facebook.com/lerayonvert.coursier,contact@coursier-orleans.fr,07 64 29 40 48,"Livraisons à vélo sur Orléans et l'agglomération.
Services à destination des professionnels (commerçants, entreprises, administrations) et particuliers.",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,49.41B,"47.893767,1.902246",Coursier,Services
51809387700026,À LA FEE VIOLETTE,1 Rue d'Illiers,45000,Orléans,,,https://www.facebook.com/fleuriste.orleans.alafeeviolette,romy.foret@gmail.com,02 38 91 09 06,"Vente de bouquets de fleurs fraîches et séchées, plantes, bougies et objets décoratifs. Nous fleurissons tous les événements de votre vie",Oui,,Non,,,,,Oui,10:00,13:00,,,Oui,10:00,13:00,,,Oui,10:00,13:30,,,Oui,10:00,13:30,,,Oui,10:00,13:00,,,Non,,,,,Oui,"Minium 30 euros d'achat, livraison offerte",,,10:00 > 13:00,,10:00 > 13:00,,10:00 > 13:30,,10:00 > 13:30,,10:00 > 13:00,,,,47.76Z,"47.902025,1.90301",Fleuriste,Fleurs et plantes
78849494600015,Newtec Minceur,66 Rue du Faubourg Bannier,45000,Orléans,http://orleans.newtec-minceur.fr/,https://newtec-minceur.fr/seance-decouverte/?,https://www.facebook.com/NewtecMinceurOrleans/,sonia-rollin@live.fr,06 30 73 51 04,"Centre Spécialisé en Minceur 
Gamme Cosmétique complète au lait d'ânesse frais,bio en clik&collect au numéro 06.30.73.51.04",Oui,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Non,,,,,Oui,Clik&collect  à l'institut sur rdv,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,,,96.04Z,"47.910439,1.900627",Soins minceur,"Coiffure, soins de beauté, parfumerie et cosmétique"
49515694500018,Nestenn Immobilier,"12, rue des Carmes",45000,Orléans,https://immobilier-orleans.nestenn.com/,https://immobilier-orleans.nestenn.com/,,orleans@nestenn.com,02 38 45 45 00,"Agence immobilière, fermée au public mais réalisant des estimations à domicile, ou en Visio, réalisation de visites virtuelles gracieusement.
Demandes par mail, facebook, ou téléphone",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,68.31Z,"47.90157,1.901191",Agence immobilière,Immobilier
53211342000014,Institut Guinot,87 rue Eugène Turbat,45100,Orléans,https://www.institut-orleans.guinot.com,,https://www.facebook.com/InstitutOrleans,guinot.orleans@gmail.com,02 38 66 37 29,"L’institut a été refait il y a quelques mois. 
Vous y trouverez un endroit calme, lumineux, accueillant, pour y recevoir les meilleurs soins conseillés par nos expertes en beauté. Nous travaillons avec la marque Guinot, qui est une marque de qualité, fabriquée en France, dans un laboratoire au normes pharmaceutiques. 
N’hésitez pas à nous contacter, pour toutes questions, que ce soit conseils produits, vente en drive, carte cadeau, ou même consultation Beauté en Visio.",Oui,,Non,,,,,Non,,,,,Oui,14:00,19:00,,,Non,,,,,Non,,,,,Oui,10:00,16:00,,,Non,,,,,Oui,"Par envoie colissimo 7,80€ De frais de livraison",,,,,14:00 > 19:00,,,,,,10:00 > 16:00,,,,96.02B,"47.888008,1.906064",Soins de beautés,"Coiffure, soins de beauté, parfumerie et cosmétique"
84005576800013,Maison Cas Rares,4 Place du Châtelet,45000,Orléans,https://www.maison-cas-rares.fr,,,maisoncr.orleans@gmail.com,07 69 85 81 94,"Véritable référence en terme de décoration, MAISON CAS RARES est un concept store qui vous transporte dans une atmosphère atypique et pleine de caractère. Avec une authentique passion pour le beau et l’extraordinaire, nous dénichons pour vous des objets venus des quatre coins du monde, singuliers et fascinants. Concept Store Singulier
Envie de style et de caractère ? Pour votre décoration intérieure et extérieure, misez sur des objets singuliers, capables de vous faire voyager et de vous transporter vers des ailleurs prometteurs. Ici, objets fabuleux, pièces uniques, arts décoratifs ou même encore pièces vintage vous ouvrent le champs des possibles et vous libérent des normes imposées en vous autorisant enfin à rêver...                        Exclusivité sur Orléans
Nous sommes revendeur exclusif de la marque BAOBAB COLLECTION créatrice de divines bougies parfumées, aux notes envoûtantes, et de parfums d'intérieur, aux flagrances subtiles et délicates.",Oui,,Non,,,,,Oui,14:00,18:00,,,Oui,14:00,18:00,,,Non,,,,,Oui,14:00,19:00,,,Oui,11:00,17:00,,,Non,,,,,Oui,Devis sur demande pour les pièces volumineuses,,,14:00 > 18:00,,14:00 > 18:00,,,,14:00 > 19:00,,11:00 > 17:00,,,,47.59B,"47.898801,1.906375",Equipement de la maison,"Ameublement, équipement de la maison (vente et réparation) et décoration"
38306425000012,ZEBRE ET COMPAGNIE,35 Rue Royale,45000,Orléans,,,https://www.facebook.com/zebreetcompagnie,zebreetcompagnie@gmail.com,02 38 54 02 20,"Depuis 1991, Zèbre et compagnie situé sous les arcades, au 35 rue Royale.
Magasin de jouets, poupées et ses accessoires, jeux créatifs et de société, Puzzles, déguisements et décoration pour l’univers de l’enfant.
Notre catalogue de Noël  est le reflet de notre boutique.Il est disponible à l’entrée du magasin( envoi postal sur demande) ou à consulter sur notre page Facebook, infos sur Instagram. 
‘Click & Collect’’ -Livraison -Envoi de vos commandes 
Les horaires peuvent évoluer selon la situation",Oui,,Oui,14:00,18:00,,,Oui,13:00,18:00,,,Oui,13:00,18:00,,,Oui,13:00,18:00,,,Oui,13:00,18:30,,,Oui,11:00,17:30,,,Non,,,,,Oui,"Orléans et ses alentours 
Offert des 40€ d’achat *
* voir conditions lors de votre commande",14:00 > 18:00,,13:00 > 18:00,,13:00 > 18:00,,13:00 > 18:00,,13:00 > 18:30,,11:00 > 17:30,,,,47.65Z,"47.899564,1.904007",Jouets et jeux,Jouets et jeux
82928897600014,EQUIVALENZA,6 Rue du Tabour,45000,Orléans,,,,ely-valenza@orange.fr,06 52 36 97 66,"Vente de parfums corporels, cosmétiques corps et visage, Aromatiques maison, avec un but écologique de recharge de flacons, 
Nous faisons des ventes sur rendez-vous,",Oui,,Non,,,,,Oui,14:00,19:00,,,Non,,,,,Non,,,,,Oui,14:00,19:00,,,Oui,14:00,19:00,,,Non,,,,,Oui,"Oui , voir avec nous , merci",,,14:00 > 19:00,,,,,,14:00 > 19:00,,14:00 > 19:00,,,,47.75Z,"47.900752,1.90325",Parfumerie et produits de beauté,"Coiffure, soins de beauté, parfumerie et cosmétique"
79017978200012,Emelbe Institut,57 rue pont bordeau,45800,Saint-Jean-de-Braye,http://www.emelbe-esthetique.com,http://www.emelbe-esthetique.fr,,emelbe@bbox.fr,02 38 86 21 64,"Institut de beauté et bien etre mixte vous propose des soins visages et corps, modelages du monde et réflexologie plantaire disponibles en bons ou coffrets cadeaux pour offrir ou vous faire plaisir effectués exclusivement avec des produits Bio fabriqués en France. 
Egalement disponibles à la vente les marques Phyt's, Couleur caramel, Louise et moi et thés et infusions Bio.",Oui,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,96.02B,"47.91022,1.952747",Soins de beautés,"Coiffure, soins de beauté, parfumerie et cosmétique"
49248248400010,LES GOURMANDISES D'AXEL,85 Rue Eugène Turbat,45100,Orléans,,,https://www.facebook.com/lesgourmandisesdaxel/,lesgourmandisesdaxel@orange.fr,02 38 56 46 62,"Artisan à 3000 % qui vous concocte tout maison traiteur, pain, viennoiseries, pâtisseries, chocolats, adhérent à la Boulanger de France (charte de qualité et équité). Horaires détaillés sur Page Facebook.",Oui,,Oui,06:30,19:00,,,Oui,06:30,19:00,,,Oui,06:30,19:00,,,Oui,06:30,19:00,,,Oui,06:30,19:00,,,Oui,06:30,13:00,,,Non,,,,,Non,,06:30 > 19:00,,06:30 > 19:00,,06:30 > 19:00,,06:30 > 19:00,,06:30 > 19:00,,06:30 > 13:00,,,,10.71C,"47.88801,1.906157",Boulangerie-pâtisserie,"Boulangerie, pâtisserie et viennoiseries"
75028548800011,BEGUE,46 Rue Royale,45000,Orléans,,,https://www.facebook.com/BEGUEOrl,begue.orleans@groupebegue.fr,02 38 53 50 64,"Vente de chaussures et chaussons femme, homme et enfant",Oui,,Oui,09:00,17:00,,,Oui,09:00,17:00,,,Oui,09:00,17:00,,,Oui,09:00,17:00,,,Oui,09:00,17:00,,,Oui,09:00,17:00,,,Non,,,,,Oui,,09:00 > 17:00,,09:00 > 17:00,,09:00 > 17:00,,09:00 > 17:00,,09:00 > 17:00,,09:00 > 17:00,,,,47.72A,"47.900485,1.904084",Chausseur,Chaussures (vente et réparation) et maroquinerie
39742444100038,L'ART ET LA MATIERE,11 Rue Louis Roguet,45000,Orléans,,,,pascalesester45@gmail.com,06 81 94 75 82,"Nous sommes une boutique artisanale , nous fabriquons des bijoux personnalisés sur mesures et à la demande, à base de pierres naturelles essentiellement.  Nous proposons également à la vente une grande gamme d'encens, porte encens, minéraux bruts ou polis, statuettes et divinités indiennes.
Nous sommes souvent comparés à ""La Caverne d'Ali Baba""!",Oui,,Non,,,,,Oui,12:00,17:00,,,Oui,12:00,17:00,,,Non,,,,,Oui,12:00,17:00,,,Oui,12:00,17:00,,,Non,,,,,Non,,,,12:00 > 17:00,,12:00 > 17:00,,,,12:00 > 17:00,,12:00 > 17:00,,,,47.78C,"47.900428,1.906279",Création de bijoux,"Bijoux, jouillarie et horlogerie"
51765166700027,MARCO POLO,11 Place Louis XI,45000,Orléans,https://www.meubles-deco-marcopolo.fr,https://www.meubles-deco-marcopolo.fr,https://www.facebook.com/Marco-Polo-Orleans-572951252888220/,contact@marcopolodeco.fr,06 07 26 16 55,"Ventes de meubles et articles de décorations. A l'étage, salon de thé hors confinement.",Oui,,Non,,,,,Oui,10:30,19:00,,,Oui,10:30,19:00,,,Oui,10:30,19:00,,,Oui,10:30,19:00,,,Oui,10:30,19:00,,,Non,,,,,Oui,Livraison gratuite dans la Métropole d'Orléans. Au delà : nous consulter,,,10:30 > 19:00,,10:30 > 19:00,,10:30 > 19:00,,10:30 > 19:00,,10:30 > 19:00,,,,47.78C,"47.900514,1.905742",Ameublement,"Ameublement, équipement de la maison (vente et réparation) et décoration"
84345935500015,ROSE ET LEON - LE GARDE MANGER,5 rue du Petit Puits,45000,Orléans,,,https://www.facebook.com/epicerieroseetleon,orleans@roseetleon.com,02 38 21 48 26,"Rose et Léon - Le Garde-Manger,  la plus grande épicerie fine d'Orléans dans 150m², un choix de plus de 2000 produits d'épicerie sucrée et salée, 200 vins et champagnes, 300 rhums et whiskies, une très belle sélection de charcuteries et de fromages.
Nous sommes spécialistes des coffrets gourmands et nous composons sur mesure les coffrets selon vos goûts et votre budget.",Oui,,Non,,,,,Oui,11:00,19:00,,,Oui,11:00,19:00,,,Oui,11:00,19:00,,,Oui,11:00,19:00,,,Oui,10:00,19:00,,,Non,,,,,Oui,nous contacter.,,,11:00 > 19:00,,11:00 > 19:00,,11:00 > 19:00,,11:00 > 19:00,,10:00 > 19:00,,,,47.11B,"47.898349,1.907058",Epicerie fine,"Epicerie fine et du monde, thés et cafés"
39870022900014,AUDITION CONSEIL - AUDITION CORNUAU,4 Rue du Tabour,45000,Orléans,,,,contact@audition-cornuau.fr,02 39 62 96 00,"Nos audioprothésistes vous écoutent pour vous proposer une solution optimale pour mieux entendre afin de mieux comprendre les conversations... 
Venez essayer (sur rendez-vous) toutes aides techniques pour malentendants, protections auditives, réparation d'aides auditives toutes marques.
Ouvert lundi-vendredi de 9h à 12h et de 14h à 18h30, le samedi de 9h à 12h et 13h30 à 18h, appelez avant de vous déplacer SVP.",Oui,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,"Piles auditives et produits d'entretien d'aides auditives, commande par mail (contact@audition-cornuau.fr) ou par téléphone (02 38 62 96 00), port offert pendant le confinement.",,,,,,,,,,,,,,,47.74Z,"47.900698,1.903348",Audioprothésiste,"Optique, audioprothèses et appareillage médical"
38438039000029,ALICIA LINGERIE,46 bis Place du Châtelet,45000,Orléans,,https://fr-fr.facebook.com/alicia.david.7739,https://fr-fr.facebook.com/alicia.david.7739,alicialingerie45000@gmail.com,06 38 70 96 07,"Boutique de lingerie fine.
Affaire familiale depuis 30 ans.
Nos marques :  Antigel,  Lise Charmel,  Simone Pérèle,  Aubade,  Chantal Thomass,  Wacoal.
Pour les poitrines généreuses : Prima Donna,  Twist, Elomi,  Fantasie et Freya.
Nos laine et soie : Moretta, Boglietti et Oscalito.
Petites culottes confort : Janira.
Maillots de bain toute l'année : Antigel,  Chantelle, Watercult et autres...

Pour la satisfaction de notre clientèle : sourire, gentillesse et conseils avisés.",Oui,,Non,,,,,Oui,14:00,18:30,,,Oui,14:00,18:30,,,Oui,14:00,18:30,,,Oui,14:00,18:30,,,Non,,,,,Non,,,,,Oui,"Expédition possible.
Livraison possible  secteur Orléans à Meung sur Loire.",,,14:00 > 18:30,,14:00 > 18:30,,14:00 > 18:30,,14:00 > 18:30,,,,,,47.71Z,"47.899449,1.905998",Vêtements,"Vêtements et accessoires de mode (vente, retouches et confection)"
32305611900015,PILLETTE TRAITEUR,Espace commercial Emile Zola - Allée Anne du Bourg,45000,Orléans,https://www.traiteur-pillette.fr/,,https://www.facebook.com/Traiteur-Pillette-244607939002636/,pillette.traiteur@wanadoo.fr,02 38 53 83 20,"Meilleur Ouvrier de France. Présents depuis plus de 40 ans sur Orléans, traiteur de qualité. Nous consulter par téléphone sur les horaires COVID.",Oui,,Oui,08:30,17:30,,,Oui,08:30,17:30,,,Oui,08:30,17:30,,,Oui,08:30,17:30,,,Oui,08:30,17:30,,,Oui,08:30,17:30,,,Non,,,,,Oui,Frais de livraison en fonction de la commande et de l'adresse de livraison. Nous consulter.,08:30 > 17:30,,08:30 > 17:30,,08:30 > 17:30,,08:30 > 17:30,,08:30 > 17:30,,08:30 > 17:30,,,,10.13B,"47.911708,1.908649",Charcuterie-traiteur,"Boucherie, charcuterie, produits traiteurs et fromages"
51112333300029,La P’tite Cuisine,5 avenue du Traité de Rome,45750,Saint-Pryvé-Saint-Mesmin,https://www.laptitecuisine45.com/,,https://m.facebook.com/laptitecuisine45750/#_=_,laptitecuisine.45@gmail.com,02 38 14 68 44,"Brasserie et pizzeria au feu de bois 🔥 
Produits frais et circuit court privilégié.",Oui,,Oui,10:00,13:00,,,Oui,10:00,13:00,,,Oui,10:00,13:00,,,Oui,10:00,21:00,,,Oui,10:00,21:00,,,Oui,10:00,21:00,,,Non,,,,,Oui,"Livraison sir la commune de Saint Pryvé Saint Mesmin
Ou sur Orléans centre, place Dunois, place du Martoi via Uber Eats",10:00 > 13:00,,10:00 > 13:00,,10:00 > 13:00,,10:00 > 21:00,,10:00 > 21:00,,10:00 > 21:00,,,,56.10A,"47.882025,1.863653",Restauration traditionnelle,Restauration traditionnelle et rapide
38374949600048,ATELIER ILU,76 Rue des Carmes,45000,Orléans,,,https://www.facebook.com/atelierilu,fullbaseart@gmail.com,33 68 19 06 99,"Boutique de créateurs, fabrication artisanale et locale de produits utilitaires ou décoratifs. 
Pour des cadeaux originaux et uniques!",Oui,,Non,,,,,Non,,,,,Non,,,,,Oui,11:30,15:00,,,Non,,,,,Oui,14:00,18:00,,,Non,,,,,Non,,,,,,,,11:30 > 15:00,,,,14:00 > 18:00,,,,,,Créateur d'art,"Créations d'art, photographie"
51765166700019,DUO THE ET CHOCOLAT,316 Rue de Bourgogne,45000,Orléans,http://www.duo-theetchocolat.fr/,,,bardine.sylvie@orange.fr,06 07 26 16 55,"Une grande sélection de thés Mariage Frères (en vrac ou en boite), grand choix de chocolats (y compris les Bonnat), produits de très bonne qualité.",Oui,,Non,,,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Non,,,,,Oui,"Livraison gratuite dans la Métropole d'Orléans. Au delà, nous consulter.",,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,,,47.29Z,"47.900041,1.904994",Thés et cafés,"Epicerie fine et du monde, thés et cafés"
52028813500012,MENPHIS,2 PLACE DU GÉNÉRAL  DE GAULLE,45000,Orléans,,,,menphis.orleans@wanadoo.fr,02 38 53 25 76,"Prêt a porter et accessoires  masculin
Marques Hugo Boss, Lagerfeld, Gaudi, Benvenuto, Vuarnet 
Toujours a votre écoute !!",Oui,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,Drive sur RDV en boutique ou livraison a votre domicile sur la région,,,,,,,,,,,,,,,47.71Z,"47.900832,1.903132",Vêtements,"Vêtements et accessoires de mode (vente, retouches et confection)"
50448096300025,AWAES,60 Rue des Carmes,45000,Orléans,,,,asgharazra01@yahoo.fr,07 51 17 98 07,Alimentation exotique de tous les pays à votre disposition. Décoration maison et accessoires.,Oui,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,Livraison possible. Prendre contact avec nous.,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,47.11B,"47.901767,1.899754",Epicerie fine,"Epicerie fine et du monde, thés et cafés"
83222504900010,Kimmé,"137, rue de Bourgogne",45000,Orléans,https://www.kimme.fr,,,,07 87 97 95 24,Restaurant Coreen,Oui,,Non,,,,,Oui,18:00,20:30,,,Oui,18:00,20:30,,,Oui,18:00,20:30,,,Oui,18:00,21:00,,,Oui,18:00,21:00,,,Non,,,,,Oui,Via le site uber eats,,,18:00 > 20:30,,18:00 > 20:30,,18:00 > 20:30,,18:00 > 21:00,,18:00 > 21:00,,,,56.10A,"47.900364,1.912499",Restauration traditionnelle,Restauration traditionnelle et rapide
42010647800019,Brasserie Bar Des Halles,40 Place du Châtelet,45000,Orléans,,,https://www.facebook.com/christian.belabre,veroniquebelabre@yahoo.fr,02 38 62 79 35,"Pendant la période de confinement, nous vous proposons du lundi au samedi deux plats du jour au choix à emporter le midi de 11h à 15h et le soir de 17h30 à 19h30.
Les plats du jour sont également consultables sur le Facebook @ChristianDesHalles.
Nous vous proposons aussi dès 8h30 des boissons chaudes, jus de fruits, soft et viennoiseries à emporter.",Oui,,Oui,11:00,19:30,,,Oui,11:00,19:30,,,Oui,11:00,19:30,,,Oui,11:00,19:30,,,Oui,11:00,19:30,,,Oui,11:00,19:30,,,Non,,,,,Non,,11:00 > 19:30,,11:00 > 19:30,,11:00 > 19:30,,11:00 > 19:30,,11:00 > 19:30,,11:00 > 19:30,,,,56.10A,"47.899449,1.905998",Restauration traditionnelle,Restauration traditionnelle et rapide
85204260500018,MAGA,136 rue de Bourgogne,45000,Orléans,https://magarestaurant.fr/,,https://www.facebook.com/magarestaurant,,02 38 54 30 80,"MAGA est un restaurant qui propose une cuisine moderne, florale et de saison avec des produits locaux et de qualités.
Pendant le confinement nous vous proposons une carte courte publiée sur notre page Facebook.
Pensez à commander la veille pour le lendemain  et venez récupérer votre commande entre 17h et 20h sur place !",Oui,,Oui,17:00,20:00,,,Oui,17:00,20:00,,,Oui,17:00,20:00,,,Oui,17:00,20:00,,,Oui,17:00,20:00,,,Oui,17:00,20:00,,,Oui,17:00,20:00,,,Oui,"Nous pouvons vous livrer à vélo dans un rayon de 4km autour du restaurant
A partir de 45 euros de commande
(horaires à définir en fonction des disponibilités)",17:00 > 20:00,,17:00 > 20:00,,17:00 > 20:00,,17:00 > 20:00,,17:00 > 20:00,,17:00 > 20:00,,17:00 > 20:00,,70.10Z,"47.900461,1.913031",Restauration traditionnelle,Restauration traditionnelle et rapide
38319476800016,LA TISSANDIERE,Galerie Châtelet,45000,Orléans,,,,catherinevidalet@orange.fr,02 38 53 45 27,Spécialiste linge  de maison,Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,47.51Z,"47.897986,1.908971",Linge de maison,"Ameublement, équipement de la maison (vente et réparation) et décoration"
42119669200022,SOLS SERVICE,3 rue d'Avignon,45000,Orléans,,,,contact@sols-service.com,06 12 31 46 07,"Spécialiste du revêtement de sol sur Orléans (vente-Conseils et Pose). Parquets - Rénovation et ponçage de parquets- Sols Pvc-Moquettes- Tapis d'escalier et Tapis Contemporain. Service Pose assuré par nos propres équipes. Nous vous accompagnons tout au long de votre projet avec la collaboration possible de notre réseau d'architectes et décorateurs et tout autres corps d'état. ""Partageons ensemble la passion du travail bien fait""",Oui,,Non,,,,,Oui,09:30,18:00,,,Oui,09:30,18:00,,,Oui,09:30,18:00,,,Oui,09:30,18:00,,,Non,,,,,Non,,,,,Non,,,,09:30 > 18:00,,09:30 > 18:00,,09:30 > 18:00,,09:30 > 18:00,,,,,,47.53Z,"47.899829,1.90349",Revêtements de sol (achat et pose),"Ameublement, équipement de la maison (vente et réparation) et décoration"
53508318200027,Charline Pritscaloff,Centre commercial des Halles Châtelet,45000,Orléans,https://charlinefleurs.com,https://charlinefleurs.com,https://www.facebook.com/charlinepritscaloff,charlinefleurs@gmail.com,02 38 70 53 56,"Nos boutiques assurent les livraisons (à partir de 25€) et le drive, pour vous permettre ainsi d'offrir ou de recevoir des fleurs en toute sécurité. Pour cela, nous vous prions de passer vos commandes par téléphone au 0238705356 (paiement par CB via la Vente à Distance sécurisée) ou sur notre site internet. Les livraisons sont par ailleurs gratuites pour toute la durée du confinement. Prenez soin de vous et de vos proches dans cette période difficile.
L'équipe Charline Pritscaloff",Oui,,Non,,,,,Oui,10:00,19:30,,,Oui,10:00,19:30,,,Oui,10:00,19:30,,,Oui,10:00,19:30,,,Oui,09:00,19:30,,,Oui,09:30,13:00,,,Oui,Livraison gratuite à partir de 25 euros d'achat.,,,10:00 > 19:30,,10:00 > 19:30,,10:00 > 19:30,,10:00 > 19:30,,09:00 > 19:30,,09:30 > 13:00,,47.76Z,"47.898552,1.90544",Fleuriste,Fleurs et plantes
