finess,rs_finess,finess_geo,rs_finess_geo,region,participation,Depot,nb_rep_score_all_rea_ajust,score_all_rea_ajust,classement,evolution,nb_rep_score_accueil_rea_ajust,score_accueil_rea_ajust,nb_rep_score_PECinf_rea_ajust,score_PECinf_rea_ajust,nb_rep_score_PECmed_rea_ajust,score_PECmed_rea_ajust,nb_rep_score_chambre_rea_ajust,score_chambre_rea_ajust,nb_rep_score_repas_rea_ajust,score_repas_rea_ajust,nb_rep_score_sortie_rea_ajust,score_sortie_rea_ajust
770110070,CENTRE HOSPITALIER LEON BINET DE PROVINS,770000172,CH DE PROVINS LEON BINET,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
770021152,CENTRE HOSPITALIER SUD SEINE ET MARNE,770000214,CH DE NEMOURS,Ile de France,1- Obligatoire,1- Oui,34,76.05,B,4-Non calculable,34.0,74.7,34.0,85.08,34.0,83.7,34.0,72.84,34.0,54.15,34.0,68.93
770021145,GRAND HOPITAL DE L'EST FRANCILIEN,770000446,CH DE MEAUX  SITE SAINT FARON,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
770021145,GRAND HOPITAL DE L'EST FRANCILIEN,770019032,GHEF MARNE LA VALLEE SITE JOSSIGNY,Ile de France,1- Obligatoire,1- Oui,119,67.8,D,4-Non calculable,119.0,70.67,119.0,75.84,119.0,74.5,119.0,68.81,119.0,52.24,119.0,53.02
770020477,HOPITAL FORCILLES - FONDATION COGNACQ JAY,770020477,HOP FORCILLES FONDATION COGNACQ JAY,Ile de France,1- Obligatoire,1- Oui,60,74.69,B,3-Amélioration,60.0,76.39,60.0,82.49,60.0,80.77,60.0,73.87,60.0,64.96,60.0,62.14
770300010,HOPITAL PRIVE DE MARNE CHANTEREINE (H.P.M.C.),770300010,HOPITAL PRIVE DE MARNE CHANTEREINE,Ile de France,1- Obligatoire,1- Oui,47,66.72,D,4-Non calculable,47.0,66.14,47.0,74.03,47.0,76.26,47.0,62.15,47.0,49.91,47.0,57.95
770300135,CLINIQUE MEDICO CHIRURGICALE LES FONTAINES,770300135,CLINIQUE MEDICO CHIRURG LES FONTAINES,Ile de France,1- Obligatoire,1- Oui,150,70.98,C,2-Stable,150.0,73.03,150.0,78.44,150.0,78.55,150.0,69.39,150.0,55.16,150.0,58.75
770300143,SOCIETE ANONYME POLYCLINIQUE SAINT JEAN,770300143,POLYCLINIQUE SAINT JEAN CSJE,Ile de France,1- Obligatoire,1- Oui,248,74.48,B,2-Stable,248.0,75.01,248.0,81.25,248.0,79.97,248.0,75.65,248.0,50.41,248.0,68.33
770300192,SOCIETE ANONYME CLINIQUE SAINTE-BRICE,770300192,CLINIQUE SAINT BRICE,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
770300275,POLYCLINIQUE DE LA FORET,770300275,POLYCLINIQUE DE LA FORET,Ile de France,1- Obligatoire,1- Oui,58,75.11,B,3-Amélioration,58.0,75.96,58.0,83.46,58.0,81.27,58.0,72.81,58.0,59.68,58.0,65.32
770300283,CLINIQUE DE L'ERMITAGE,770300283,CLINIQUE DE L ERMITAGE,Ile de France,1- Obligatoire,1- Oui,66,78.05,A,3-Amélioration,66.0,80.44,66.0,84.38,66.0,83.01,66.0,74.39,66.0,55.55,66.0,73.4
770790707,CLINIQUE DE TOURNAN,770790707,CLINIQUE DE TOURNAN,Ile de France,1- Obligatoire,1- Oui,150,73.21,C,3-Amélioration,150.0,73.78,150.0,80.6,150.0,79.38,150.0,73.73,150.0,57.07,150.0,62.49
770813400,CLINIQUE MEDICO-CHIRURGICALE SAINT-FARON,770813400,CLINIQUE MEDICO CHIRURGICALE ST FARON,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
780110011,CH FRANCOIS QUESNAY    MANTES LA JOLIE,780000287,CH FRANCOIS QUESNAY MANTES,Ile de France,1- Obligatoire,1- Oui,63,66.84,D,2-Stable,63.0,67.33,63.0,76.97,63.0,74.86,63.0,60.66,63.0,46.56,63.0,58.01
780002697,CH INTERCOMM MEULAN-LES MUREAUX,780000295,CHI DE MEULAN LES MUREAUX,Ile de France,1- Obligatoire,1- Oui,90,70.52,D,4-Non calculable,90.0,71.3,90.0,79.64,90.0,77.26,90.0,67.29,90.0,54.03,90.0,60.76
780001236,CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE,780000311,CHI POISSY ST GERMAIN SITE DE POISSY,Ile de France,1- Obligatoire,1- Oui,56,67.76,D,2-Stable,56.0,62.98,56.0,79.58,56.0,77.6,56.0,56.77,56.0,51.43,56.0,62.63
780110052,CENTRE HOSPITALIER DE RAMBOUILLET,780000329,CH DE RAMBOUILLET,Ile de France,1- Obligatoire,1- Oui,248,68.06,D,2-Stable,248.0,66.77,248.0,78.76,248.0,76.5,248.0,63.72,248.0,55.01,248.0,56.07
780001236,CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE,780000337,CHI POISSY ST GERMAIN SITE ST GERMAIN,Ile de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
780130027,HOPITAL DE HOUDAN,780000378,CH LOCAL DE HOUDAN,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
780008298,CLINIQUE ST REMY CLINEA,780008298,CLINIQUE SAINT REMY,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
780018727,CLINIQUE SAINT GERMAIN,780018727,CLINIQUE SAINT GERMAIN,Ile de France,1- Obligatoire,1- Oui,97,72.2,C,2-Stable,97.0,72.28,97.0,79.94,97.0,79.59,97.0,75.14,97.0,55.53,97.0,59.07
780022737,CENTRE HOSPITALIER DES COURSES,780022737,POLYCLINIQUE DE MAISONS LAFFITTE,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
780300075,CENTRE CARDIOLOGIQUE D'EVECQUEMONT,780300075,CENTRE CARDIOLOGIQUE D EVECQUEMONT,Ile de France,1- Obligatoire,1- Oui,34,71.97,C,4-Non calculable,34.0,72.65,34.0,79.76,34.0,80,34.0,68.74,34.0,64.43,34.0,60.48
780300125,POLYCLINIQUE DE LA REGION MANTAISE,780300125,POLYCLINIQUE REGION MANTAISE,Ile de France,1- Obligatoire,1- Oui,63,74.08,B,3-Amélioration,63.0,72.64,63.0,80.47,63.0,80.02,63.0,71.53,63.0,61.59,63.0,67.91
780300208,CLINIQUE SAINT LOUIS,780300208,CLINIQUE SAINT LOUIS,Ile de France,1- Obligatoire,1- Oui,109,71.77,C,2-Stable,109.0,72.44,109.0,78.28,109.0,80.8,109.0,67.68,109.0,59.55,109.0,62.27
780300323,HOPITAL PRIVE DE VERSAILLES FRANCISCAINES,780300323,HOPITAL PRIVE FRANCISCAINES,Ile de France,1- Obligatoire,1- Oui,45,70.51,D,4-Non calculable,45.0,68.21,45.0,79.79,45.0,82.28,45.0,70.47,45.0,42.87,45.0,62.24
780300364,HOPITAL PRIVE DE VERSAILLES SITE LA MAYE,780300364,HOPITAL PRIVE DE VERSAILLES LA MAYE,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
780300406,HOPITAL PRIVE DE PARLY II,780300406,HOPITAL PRIVE DE PARLY II,Ile de France,1- Obligatoire,1- Oui,362,69.71,D,2-Stable,362.0,70.33,362.0,79.02,362.0,78.41,362.0,65.28,362.0,55.14,362.0,57.76
780300414,CENTRE HOSPITALIER PRIVE DE L'EUROPE,780300414,CH PRIVE DE L EUROPE,Ile de France,1- Obligatoire,1- Oui,460,69.74,D,2-Stable,460.0,67.35,460.0,77.91,460.0,79.09,460.0,68.56,460.0,48.61,460.0,61.27
780300422,HOPITAL PRIVE DE L'OUEST PARISIEN,780300422,HOPITAL PRIVE DE L OUEST PARISIEN,Ile de France,1- Obligatoire,1- Oui,208,71.48,C,2-Stable,208.0,68.33,208.0,81.35,208.0,82.07,208.0,69.47,208.0,47.86,208.0,63.39
780300455,CENTRE HOSPITALIER PRIVE DU MONTGARDE,780300455,CH PRIVE DU MONTGARDE,Ile de France,1- Obligatoire,1- Oui,75,71.7,C,3-Amélioration,75.0,69.42,75.0,76.74,75.0,78.33,75.0,72.85,75.0,68.62,75.0,61.77
780630026,CENTRE PEDIATRIQUE DES COTES,780630026,CENTRE PEDIATRIQUE DES COTES,Ile de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
780110078,CENTRE HOSPITALIER  DE VERSAILLES,780800256,CH DE VERSAILLES SITE ANDRE MIGNOT,Ile de France,1- Obligatoire,1- Oui,116,69.29,D,2-Stable,116.0,68.03,116.0,78.34,116.0,76.85,116.0,63.49,116.0,50.11,116.0,64.66
790000012,CENTRE HOSPITALIER DE NIORT,790000087,CENTRE HOSPITALIER DE NIORT,Nouvelle Aquitaine,1- Obligatoire,1- Oui,254,72.72,C,2-Stable,254.0,70.77,254.0,80.81,254.0,79.71,254.0,70.37,254.0,60.74,254.0,64.71
790006654,CTRE HOSPIT. NORD DEUX-SEVRES,790000095,SITE HOSPITALIER DE BRESSUIRE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
790006654,CTRE HOSPIT. NORD DEUX-SEVRES,790003537,SITE HOSPITALIER DE THOUARS,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
790009948,POLYCLINIQUE D'INKERMANN,790009948,POLYCLINIQUE D'INKERMANN,Nouvelle Aquitaine,1- Obligatoire,1- Oui,392,73.32,C,1-Diminution,392.0,74.69,392.0,80.9,392.0,79.67,392.0,70.74,392.0,61.76,392.0,62.57
800000028,CENTRE HOSPITALIER D'ABBEVILLE,800000143,CH ABBEVILLE,Hauts de France,1- Obligatoire,1- Oui,37,64.12,D,2-Stable,37.0,62.7,37.0,72.3,37.0,73.96,37.0,58.07,37.0,42.49,37.0,58.14
800000036,CENTRE HOSPITALIER D'ALBERT,800000184,CH ALBERT,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800000044,CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS,800000192,CHU AMIENS NORD,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800000051,CENTRE HOSPITALIER DE CORBIE,800000200,CH CORBIE,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800000069,CENTRE HOSPITALIER DE DOULLENS,800000226,CH DOULLENS,Hauts de France,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
800000085,CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE,800000390,CH CHIMR MONTDIDIER,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800000093,CENTRE HOSPITALIER DE PERONNE,800000432,CH PÉRONNE,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800000085,CENTRE HOSPITALIER INTERCOMMUNAL MONTDIDIER-ROYE,800000440,CH CHIMR ROYE,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800000135,CENTRE HOSPITALIER INTERCOMMUNAL DE LA BAIE DE SOMME,800000507,CH CHIBS SAINT-VALERY-SUR-SOMME,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800000044,CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS,800000614,CHU AMIENS SAINT VICTOR,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800002503,SA CLINIQUE SAINTE ISABELLE,800002503,SA CLINIQUE SAINTE ISABELLE,Hauts de France,1- Obligatoire,1- Oui,35,77.63,A,4-Non calculable,35.0,79.73,35.0,83.48,35.0,83.32,35.0,71.75,35.0,64.92,35.0,71.35
800000044,CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS,800006124,CHU AMIENS SALOUËL,Hauts de France,1- Obligatoire,1- Oui,423,73.17,C,2-Stable,423.0,71.46,423.0,80.89,423.0,79.56,423.0,75.25,423.0,56.4,423.0,63.6
800009466,POLYCLINIQUE DE PICARDIE,800009466,POLYCLINIQUE DE PICARDIE,Hauts de France,1- Obligatoire,1- Oui,55,77.94,A,3-Amélioration,55.0,77.62,55.0,84.15,55.0,84.63,55.0,77.14,55.0,66.8,55.0,69.32
800009920,GROUPE SANTE VICTOR PAUCHET,800009920,GROUPE SANTÉ VICTOR PAUCHET,Hauts de France,1- Obligatoire,1- Oui,138,71.43,C,1-Diminution,138.0,69.99,138.0,79.02,138.0,78.76,138.0,72.24,138.0,64.18,138.0,56.8
800013179,CLINIQUE DE L'EUROPE,800013179,CLINIQUE DE L'EUROPE,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
800015729,SAS DE CARDIOLOGIES ET URGENCES,800015729,SAS DE CARDIOLOGIES ET URGENCES,Hauts de France,1- Obligatoire,1- Oui,99,73.93,C,1-Diminution,99.0,75.75,99.0,79.91,99.0,80.58,99.0,74.85,99.0,65.58,99.0,61.49
810000224,CENTRE MEDICO CHIRUGICAL ET OBSTETRICAL CLAUDE BERNARD,810000224,CL CLAUDE BERNARD,Occitanie,1- Obligatoire,1- Oui,98,74.51,B,3-Amélioration,98.0,74.67,98.0,82.63,98.0,80.66,98.0,74.85,98.0,56.09,98.0,65.52
810000448,POLYCLINIQUE SAINTE BARBE,810000448,POLYCL STE BARBE,Occitanie,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
810000331,CENTRE HOSPITALIER D'ALBI,810000505,CH ALBI,Occitanie,1- Obligatoire,1- Oui,47,72.29,C,3-Amélioration,47.0,69.54,47.0,83.17,47.0,79.19,47.0,73.4,47.0,53.52,47.0,60.42
810000380,HOPITAL DU PAYS D'AUTAN - CHIC CASTRES MAZAMET,810000521,CHI CASTRES MAZAMET SITE AUTAN CASTRES,Occitanie,1- Obligatoire,1- Oui,90,75.31,B,4-Non calculable,90.0,76,90.0,81.9,90.0,81.72,90.0,75.95,90.0,61.6,90.0,63.21
810000455,CENTRE HOSPITALIER DE LAVAUR,810000562,CENTRE HOSPITALIER DE LAVAUR,Occitanie,1- Obligatoire,1- Oui,43,77.3,A,4-Non calculable,43.0,76.69,43.0,85.83,43.0,84.67,43.0,78.48,43.0,57.52,43.0,66.8
810101170,CLINIQUE TOULOUSE LAUTREC,810101170,CL TOULOUSE LAUTREC,Occitanie,1- Obligatoire,1- Oui,94,77.1,B,2-Stable,94.0,79.23,94.0,82.42,94.0,82.71,94.0,74.84,94.0,59.12,94.0,71.11
810101444,POLYCLINIQUE DU SIDOBRE,810101444,POLYCL DU SIDOBRE,Occitanie,1- Obligatoire,1- Oui,111,77.25,B,2-Stable,111.0,77.69,111.0,83.24,111.0,85.4,111.0,76.01,111.0,57.33,111.0,69.76
820000016,CENTRE HOSPITALIER DE MONTAUBAN,820000032,CH DE MONTAUBAN,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
820000040,CLINIQUE CROIX ST MICHEL,820000040,CL CROIX ST MICHEL,Occitanie,1- Obligatoire,1- Oui,163,71.98,C,2-Stable,163.0,73.62,163.0,78.57,163.0,79.39,163.0,67.43,163.0,65.76,163.0,60.18
820000057,CLINIQUE DU PONT DE CHAUME,820000057,CL DU PONT DE CHAUME,Occitanie,1- Obligatoire,1- Oui,107,70.43,D,1-Diminution,107.0,70.53,107.0,79.47,107.0,78.67,107.0,66.2,107.0,48.13,107.0,62.86
820000065,CLINIQUE DU DOCTEUR CAVE,820000065,CL DU DR HONORE CAVE,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
820004950,CENTRE HOSPITALIER INTERCOMMUNAL CASTELSARRASIN-MOISSAC,820000883,CHI CASTELSARRASIN MOISSAC SITE MOISSA,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
830100517,CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES,830000279,CH JEAN MARCEL DE BRIGNOLES,PACA,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
830100525,CENTRE HOSPITALIER DE LA DRACENIE DE DRAGUIGNAN,830000287,CH LA DRACENIE DE DRAGUIGNAN,PACA,1- Obligatoire,1- Oui,85,70.8,C,2-Stable,85.0,69.57,85.0,77.57,85.0,73.83,85.0,71.71,85.0,65.47,85.0,61.05
830100533,CENTRE HOSPITALIER DE HYERES MARIE JOSEE TREFFOT,830000295,CH DE HYERES MARIE JOSEE TREFFOT,PACA,1- Obligatoire,1- Oui,247,70.09,D,2-Stable,247.0,70.93,247.0,80.92,247.0,79.18,247.0,61.02,247.0,54.52,247.0,61.14
830100566,CENTRE HOSPITALIER INTER COMMUNAL DE FREJUS SAINT RAPHAEL,830000311,CHI DE FREJUS SAINT RAPHAEL,PACA,1- Obligatoire,1- Oui,198,67.71,D,2-Stable,198.0,68.69,198.0,77.42,198.0,75.86,198.0,58.55,198.0,51.62,198.0,59.53
830100590,CENTRE HOSPITALIER SAINT TROPEZ POLE DE SANTE DU GOLFE,830000337,CENTRE HOSPITALIER DE SAINT TROPEZ,PACA,1- Obligatoire,1- Oui,84,72.83,C,2-Stable,84.0,73.7,84.0,81.94,84.0,78.96,84.0,72.44,84.0,64.74,84.0,57.41
830100616,CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER,830000345,CHITS CH SAINTE MUSSE,PACA,1- Obligatoire,1- Oui,40,74.97,B,3-Amélioration,40.0,75.51,40.0,82.24,40.0,82.2,40.0,73.04,40.0,55.86,40.0,66.85
830100103,HOPITAL PRIVE TOULON HYERES SAINTE MARGUERITE,830100103,HOP PRIVE TOULON HYERES STE MARGUERITE,PACA,1- Obligatoire,1- Oui,283,77.44,A,3-Amélioration,283.0,78.24,283.0,82.91,283.0,82.05,283.0,74.09,283.0,67.14,283.0,70.85
830100251,CLINIQUE DU CAP D'OR,830100251,CLINIQUE DU CAP D'OR,PACA,1- Obligatoire,1- Oui,143,74.64,B,3-Amélioration,143.0,74.4,143.0,82.58,143.0,81.46,143.0,73.22,143.0,61.44,143.0,64
830100319,POLYCLINIQUE LES FLEURS,830100319,POLYCLINIQUE LES FLEURS,PACA,1- Obligatoire,1- Oui,156,72.05,C,1-Diminution,156.0,71.08,156.0,80.09,156.0,81.75,156.0,68.89,156.0,57.54,156.0,61.66
830100327,CLINIQUE CLINIQUE LES LAURIERS,830100327,CLINIQUE LES LAURIERS,PACA,1- Obligatoire,1- Oui,45,79.28,A,4-Non calculable,45.0,79.78,45.0,84.88,45.0,83.85,45.0,85.2,45.0,63.68,45.0,67.95
830100368,CLINIQUE CHIRURGICALE DU GOLFE DE ST TROPEZ,830100368,CLINIQUE CHIR DU GOLFE DE ST TROPEZ,PACA,1- Obligatoire,1- Oui,77,73.85,C,1-Diminution,77.0,76.03,77.0,81.06,77.0,79.18,77.0,78.86,77.0,51.55,77.0,60.71
830100392,POLYCLINIQUE NOTRE DAME,830100392,POLYCLINIQUE NOTRE DAME,PACA,1- Obligatoire,1- Oui,76,72.74,C,2-Stable,76.0,73.89,76.0,76.9,76.0,80.4,76.0,72.66,76.0,55.12,76.0,65.88
830100418,CLINIQUE NOTRE DAME DE LA MERCI,830100418,CLINIQUE NOTRE DAME DE LA MERCI,PACA,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
830100434,HOPITAL PRIVE TOULON HYERES SAINT JEAN,830100434,HOPITAL PRIVE TOULON HYERES SAINT JEAN,PACA,1- Obligatoire,1- Oui,395,75.86,B,1-Diminution,395.0,77.15,395.0,81.7,395.0,81.43,395.0,74.25,395.0,68.65,395.0,64.72
830100459,CLINIQUE CHIRURGICALE SAINT MICHEL,830100459,CLINIQUE SAINT MICHEL,PACA,1- Obligatoire,1- Oui,121,74.76,B,2-Stable,121.0,75.64,121.0,79.21,121.0,82.44,121.0,71,121.0,62.92,121.0,67.52
830100475,HOPITAL PRIVE TOULON HYERES SAINT ROCH,830100475,HOPITAL PRIVE TOULON HYERES SAINT ROCH,PACA,1- Obligatoire,1- Oui,139,79.77,A,2-Stable,139.0,79.08,139.0,85.28,139.0,85.94,139.0,78.71,139.0,72.13,139.0,70.35
690781810,HOSPICES CIVILS DE LYON,830100558,HOPITAL RENEE SABRAN HYERES,PACA,1- Obligatoire,1- Oui,290,82.49,A,2-Stable,290.0,83.53,290.0,88.17,290.0,88.04,290.0,80.92,290.0,68.83,290.0,75.57
830100574,HOPITAL D'INSTRUCTION DES ARMEES SAINTE ANNE,830100574,HIA SAINTE ANNE,PACA,1- Obligatoire,1- Oui,269,76.45,B,2-Stable,269.0,78.16,269.0,82.94,269.0,82.96,269.0,77.81,269.0,59.4,269.0,66.22
830100616,CENTRE HOSPITALIER INTERCOMMUNAL TOULON LA SEYNE SUR MER,830100608,CHITS CH GEORGE SAND LA SEYNE SUR MER,PACA,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
830200523,POLYCLINIQUE MUTUALISTE HENRI MALARTIC,830200523,POLYCLINIQUE MUTUALISTE MALARTIC,PACA,1- Obligatoire,1- Oui,108,76.97,B,4-Non calculable,108.0,79.64,108.0,85.25,108.0,83.52,108.0,71.59,108.0,59.24,108.0,67.99
840000285,POLYCLINIQUE URBAIN V,840000285,POLYCLINIQUE URBAIN V,PACA,1- Obligatoire,1- Oui,66,75.0,B,3-Amélioration,66.0,73.82,66.0,82.47,66.0,82.64,66.0,78.21,66.0,56.32,66.0,63.15
840000327,CENTRE CHIRURGICAL MONTAGARD,840000327,CENTRE CHIRURGICAL MONTAGARD,PACA,1- Obligatoire,1- Oui,64,77.22,B,2-Stable,64.0,77.71,64.0,82.93,64.0,85.44,64.0,78.16,64.0,58.08,64.0,66.74
840000012,CENTRE HOSPITALIER DU PAYS D'APT,840000343,CENTRE HOSPITALIER DU PAYS D'APT,PACA,1- Obligatoire,1- Oui,31,71.7,C,4-Non calculable,31.0,73.35,31.0,80.56,31.0,76.78,31.0,67.88,31.0,64.09,31.0,59.72
840000350,INSTITUT SAINTE CATHERINE,840000350,INSTITUT SAINTE CATHERINE,PACA,1- Obligatoire,1- Oui,86,80.67,A,2-Stable,86.0,82.66,86.0,88.14,86.0,85.16,86.0,81.88,86.0,62.92,86.0,70.82
840000046,CENTRE HOSPITALIER DE CARPENTRAS,840000392,CENTRE HOSPITALIER DE CARPENTRAS,PACA,1- Obligatoire,1- Oui,189,70.97,C,2-Stable,189.0,72.6,189.0,78.63,189.0,77.01,189.0,70.61,189.0,59.83,189.0,58.48
840000400,CENTRE CHIRURGICAL SAINT ROCH,840000400,SYNERGIA LUBERON,PACA,1- Obligatoire,1- Oui,36,74.41,B,4-Non calculable,36.0,78.08,36.0,80.2,36.0,80.75,36.0,67.99,36.0,58.25,36.0,66.98
840004659,CHI CAVAILLON LAURIS,840000418,CHI DE CAVAILLON LAURIS,PACA,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
840000467,CAPIO CLINIQUE D'ORANGE,840000467,CAPIO CLINIQUE D'ORANGE,PACA,1- Obligatoire,1- Oui,115,76.61,B,2-Stable,115.0,79.49,115.0,80.25,115.0,83.17,115.0,73.92,115.0,58.48,115.0,70.94
840000087,CENTRE HOSPITALIER LOUIS GIORGI D'ORANGE,840000483,CH LOUIS GIORGI D'ORANGE,PACA,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
130041916,CHI AIX PERTUIS,840000491,CHI SITE DE PERTUIS,PACA,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
840000111,CENTRE HOSPITALIER DE VAISON LA ROMAINE,840000525,CH VAISON LA ROMAINE,PACA,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
840006597,CENTRE HOSPITALIER D'AVIGNON HENRI DUFFAUT,840001861,CH D'AVIGNON HENRI DUFFAUT,PACA,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
840013312,CLINIQUE RHONE DURANCE,840013312,CLINIQUE RHONE DURANCE,PACA,1- Obligatoire,1- Oui,125,74.93,B,3-Amélioration,125.0,74.47,125.0,83.95,125.0,83.14,125.0,72.31,125.0,55.72,125.0,66.63
840013445,CAPIO CLINIQUE FONTVERT AVIGNON NORD,840013445,CAPIO CLINIQUE FONTVERT AVIGNON NORD,PACA,2- Facultatif,1- Oui,61,76.66,B,1-Diminution,61.0,78.7,61.0,80.22,61.0,82.22,61.0,75.81,61.0,62.94,61.0,69.73
840017172,POLYCLINIQUE SYNERGIA,840017172,SYNERGIA VENTOUX,PACA,1- Obligatoire,1- Oui,38,75.11,B,4-Non calculable,38.0,77.52,38.0,81.15,38.0,79.49,38.0,73.42,38.0,54.86,38.0,67.75
850000118,CLINIQUE SAINT CHARLES,850000118,CLINIQUE SAINT CHARLES,Pays de la Loire,1- Obligatoire,1- Oui,222,74.96,B,2-Stable,222.0,76.2,222.0,82.01,222.0,81.9,222.0,73.1,222.0,61.65,222.0,63.95
850000126,CLINIQUE SUD VENDEE,850000126,CLINIQUE SUD VENDEE,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
850000134,CLINIQUE CHIRURGICALE PORTE OCEANE,850000134,CLINIQUE CHIRURGICALE PORTE OCEANE,Pays de la Loire,1- Obligatoire,1- Oui,151,77.23,B,1-Diminution,151.0,78.31,151.0,82.34,151.0,82.75,151.0,77.31,151.0,60.05,151.0,70.46
850000019,CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU,850000142,CENTRE HOSPITALIER-SITE LA ROCHE/YON,Pays de la Loire,1- Obligatoire,1- Oui,135,74.91,B,2-Stable,135.0,74.36,135.0,82.3,135.0,80.46,135.0,76.51,135.0,60.3,135.0,64.66
850009010,CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN,850000175,CH LVO :SITE DE  CHALLANS,Pays de la Loire,1- Obligatoire,1- Oui,117,71.79,C,2-Stable,117.0,71.95,117.0,80.93,117.0,77.97,117.0,69.4,117.0,62.48,117.0,58.55
850000019,CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU,850000209,CENTRE HOSPITALIER -SITE DE LUCON,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
850000019,CTRE HOSPITALIER DEPARTEMENT LA ROCHE SUR YON LUCON MONTAIGU,850000225,CENTRE HOSPITALIER -SITE DE MONTAIGU,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
