nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriode Versement,pourcentageSubvention,type
Département de la Somme,22800001400016,2021/01/15,21.6.1,SYNDICAT MIXTE DE L AEROPORT D ALBERT PICARDIE,25800450600014,attribution d'une subvention d'investissement au titre de l'année 2021.,"50 000,00",aide en numéraire,Cette subvention sera versée en une seule fois dès la notification de la présente délibération.,2021/01/15_2025/01/14,1,investissement
Département de la Somme,22800001400016,2021/01/15,21.6.2,Agence de Développement et de Réservation Touristiques Somme Tourisme,78061024200023,attribution d'une subvention de fonctionnement au titre de l'année 2021.,"553 865,00",aide en numéraire,"Une  avance  de  553 865 €  accordée  le  15 janvier 2021  a  été  versée  à titre dérogatoire, dès la délibération du BP rendue exécutoire, un 1er acompte de 128 466 € permettant d’atteindre 50 % en juin 2021 sera versé sur demande, un 2ème acompte de 40 % (soit 545 865 €) en septembre 2021 sera versé sur demande, le solde de 10 % (soit 136 465 €) sur production de l’ensemble des pièces justificatives.",2021/01/15_2023/01/14,1,fonctionnement
Département de la Somme,22800001400016,2021/01/21,24,ASSO AINES CANTON ACHEUX EN AMIENOIS,31514372700040,la réalisation d'une solution innovante permettant de bien vieillir à domicile,"80 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/01/21_2023/01/20,1,fonctionnement
Département de la Somme,22800001400016,2021/01/21,24,FOYER HEBERGEMENT LES TISSERANDS (COALLIA),77568030903649,la réalisation d'une solution innovante pemettant de bien vieiillir à domicile,"80 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/01/21_2023/01/20,1,fonctionnement
Département de la Somme,22800001400016,2021/01/21,24,MENAGE SERVICE PARTICULIERS,33406938200060,la réalisation d'une solution innovante permettant de bien vieillir à domicile,"25 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/01/21_2023/01/20,1,fonctionnement
Département de la Somme,22800001400016,2021/01/21,24,SAAD MANDATAIRE DE LA SOMME,77567227235435,la réalisation d'une solution innovante permettant de bien vieillir à domicile,"80 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/01/21_2023/01/20,1,fonctionnement
Département de la Somme,22800001400016,2021/02/08,51,ASSOCIATION COMMONWEALTH WAR GRAVES COMMISSION,77575078900080,restauration du Mémorial de Thiepval,"250 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes d’un minimum de 500 € peuvent lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées ; le solde, supérieur ou égal à 10% du montant de la subvention, sur production de l’ensemble des pièces justificatives.",2021/02/08_2025/02/07,1,investissement
Département de la Somme,22800001400016,2021/02/08,6.1,AGROSPHERES POLE VALORISATION,48438402900035,attribution d'une subvention pour le fonctionnement de l'associtaion au titre de l'année 2021.,"100 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/02/08_2023/02/07,1,fonctionnement
Département de la Somme,22800001400016,2021/02/17,2122,AMIENS AVENIR JEUNES,32776460100024,AGIRE - ACCOMPAGNEMENT GLOBAL VERS L'INSERTION ET LA REPRISE D'EMPLOI OU L'ENTREE EN FORMATION,"62 895,00",aide en numéraire,"une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/02/17_2023/02/16,1,fonctionnement
Département de la Somme,22800001400016,2021/02/17,2122,AMIENS AVENIR JEUNES,32776460100024,PEC OU DE LA FORMATION A L'EMPLOI,"27 917,00",aide en numéraire,"une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/02/17_2023/02/16,1,fonctionnement
Département de la Somme,22800001400016,2021/02/18,21.3.3,FDE 80,25800326800012,modernisation de l'éclairage public par la pose de lampes à leds,"2 000 000,00",aide en numéraire,"Au cours de l’année 2021 et au plus tard le 30 juin 2021, la FDE transmettra au Département une demande d’avance de trésorerie de 250 000 € qui sera restituée au Département de la Somme dans les 12 mois qui suivront la fin du dispositif. La FDE 80 procédera à des appels de fonds afin que le Département puisse lui verser le montant des aides accordées et avancées par la FDE80 au titre des dossiers traités a minima une fois par semestre.",2021/02/18_2025/02/17,1,investissement
Département de la Somme,22800001400016,2021/02/23,2122,ADOPTE 1 COACH,81491552600010,PEC : COACHING POUR L'EMPLOI ET LA FORMATION,"40 320,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées, si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/02/23_2023/02/22,1,fonctionnement
Département de la Somme,22800001400016,2021/02/23,2122,SYNAPSE 3I,80328733300022,DIGIT'ACT : AGIR POUR LE NUMÉRIQUE,"48 900,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/02/23_2023/02/22,1,fonctionnement
Département de la Somme,22800001400016,2021/02/23,2122,SYNAPSE 3I,80328733300022,SOMM'UP : LA MAISON DES SAVOIRS,"81 686,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/02/23_2023/02/22,1,fonctionnement
Département de la Somme,22800001400016,2021/02/23,24,ASSOCIATION SAINT-JEAN,31407814800041,la réalisation d'une solution innovante permettant de bien vieillir à domicile,"40 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/02/23_2023/02/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,ASS SOMME MULTI ACTIVITES,42914528700034,ACCOMPAGNEMENT DES CONTRATS PEC ET DES SORTANTS DE FORMATIONS QUALIFIANTES,"31 000,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,ASS SOMME MULTI ACTIVITES,42914528700034,EN AVANT LES SAVOIRS,"45 000,00",aide en numéraire,"une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,ASSO POUR LA PROMOTION DES HANDICAPES ET LA GESTION DE SES STRUCTURES,33843948200013,PERFORMANCES : POUR UN EMPLOI REUSSI ET UNE FORMATION ADAPTEE AUX NOUVELLES CONTRAINTES ECONOMIQUES ET SOCIALES,"53 100,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,ACCOMPAGNEMENT DES SALARIES EN CONTRAT PEC OU DES BENEFICIAIRES SORTANTS DE FORMATION QUALIFIANTE,"76 320,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,"MES SAVOIRS FONDAMENTAUX AU SERVICE DE MON INSERTION SOCIOPROFESSIONNELLE. JE TRAVAILLE MON ESTIME, MON APPARENCE, MES ACQUIS EN FORMATION ET PROFESSIONNEL.","58 108,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,VERS MA ROUTE EST UNE ACTION PERMETTANT LA LEVEE DES FREINS LIES A LA MOBILITE. DE L'AIDE ADMINISTRATIVE A LA COMPREHENSION DU CODE DE LA ROUTE EN PASSANT PAR LA RECHERCHE DE FINANCEMENT.,"142 318,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,BGE PICARDIE,39877218600068,ACCOMPAGNEMENT DES INDEPENDANTS BENEFICIAIRES DU RSA,"142 500,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,INITIATIVE SOMME FRANCE ACTIVE PICARDIE,41499173700035,ACCOMPAGNEMENT DES ALLOCATAIRES DU RSA TRAVAILLEURS INDÉPENDANTS,"105 800,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/08,2122,MFR VIMEU YZENGREMER,30304171900012,ACCOMPAGNEMENT AU DEVELOPPEMENT PERSONNEL,"42 465,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/08_2023/03/07,1,fonctionnement
Département de la Somme,22800001400016,2021/03/15,2.4,C.C.A.S.DE LONGUEAU,26800531100033,L' E-NUMERIQUE A DOMICILE,"29 684,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/15_2023/03/14,1,fonctionnement
Département de la Somme,22800001400016,2021/03/15,6.2,Agence de Développement et de Réservation Touristiques Somme Tourisme,78061024200023,attribution d'une subvention de fonctionnement au titre de l'année 2021.,"810 796,00",aide en numéraire,"Une  avance  de  553 865 €  accordée  le  15 janvier 2021  a  été  versée  à titre dérogatoire, dès la délibération du BP rendue exécutoire, un 1er acompte de 128 466 € permettant d’atteindre 50 % en juin 2021 sera versé sur demande, un 2ème acompte de 40 % (soit 545 865 €) en septembre 2021 sera versé sur demande, le solde de 10 % (soit 136 465 €) sur production de l’ensemble des pièces justificatives.",2021/03/15_2023/03/14,1,fonctionnement
Département de la Somme,22800001400016,2021/03/22,31,CC NIEVRE ET SOMME,20007122300016,Programme d'aménagement et d'entretien de la Nièvre Somme 2020-2022.,"35 998,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes d’un minimum de 500 € peuvent lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées ; le solde, supérieur ou égal à 10% du montant de la subvention, sur production de l’ensemble des pièces justificatives.",2021/03/22_2025/03/21,1,investissement
Département de la Somme,22800001400016,2021/03/23,2122,INTER-RÉSEAUX DE L'INSERTION PAR L'ACTIVITÉ ÉCONOMIQUE EN HAUTS-DE-FRANCE,83234059000013,PLATEFORME DE PROFESSIONNALISATION DES SALARIES DE L'IAE ET DES SALARIES EN CONTRATS AIDES,"125 000,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/23_2023/03/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/23,2122,WIMOOV,42213614300084,PLATEFORME ECO MOBILITE INCLUSIVE,"60 000,00",aide en numéraire,"Une avance unique peut, sur demande du porteur de projet, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, des acomptes peuvent, sur demande du porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/23_2023/03/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/23,22,AMIENS AVENIR JEUNES,32776460100024,"Garage de l'avenir, Palais de justice et Self Picardie","71 676,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/03/23_2023/03/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/23,22,ASSOCIATION APREMIS,38488500000032,"ACI menuiserie, second oeuvre et multi sites","142 560,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/03/23_2023/03/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/23,22,MENAGE SERVICE PROFESSIONNELS,42817748900039,Accompagnement socio professionnel de personnes en difficulté,"25 050,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/03/23_2023/03/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/23,22,MENAGE SERVICE PROFESSIONNELS,42817748900039,atelier ACI la Repasserie,"62 172,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/03/23_2023/03/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/23,22,SYNAPSE 3I,80328733300022,"ateliers numérique, menuiserie et tapisserie","122 364,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/03/23_2023/03/22,1,fonctionnement
Département de la Somme,22800001400016,2021/03/29,2.4,PEP 80,77571070000300,ATELIERS D'INITIATION A LA TABLETTE NUMERIQUE,"34 160,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/29_2023/03/28,1,fonctionnement
Département de la Somme,22800001400016,2021/03/29,2.4,PEP 80,77571070000300,ATELIERS LA TÊT ET LES JAMBES,"25 920,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/29_2023/03/28,1,fonctionnement
Département de la Somme,22800001400016,2021/03/29,2.4,SOINS SERVICE,78060712300061,ATELIERS INDIVIDUELS DE PREVENTION ET D'ACTIVITES PHYSIQUES ADAPTEES EN SPASAD,"24 750,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/29_2023/03/28,1,fonctionnement
Département de la Somme,22800001400016,2021/03/29,2.4,SYNAPSE 3I,80328733300022,ACTION NUMÉRIQUE ET SÉNIORS DE LA SOMME,"61 500,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/03/29_2023/03/28,1,fonctionnement
Département de la Somme,22800001400016,2021/04/07,54,UNSS DIRECTION DEPARTEMENTALE SOMME,37979848100014,aide au fonctionnement sur l'année scolaire 2020 / 2021.,"95 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant total de la subvention soit une somme de 47 500 € et le solde sur production de l’ensemble des pièces justificatives",2021/04/07_2023/04/06,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,ABBEVILLE,21800001600012,accompagnement individualisé vers l'emploi,"164 736,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,ADI 80,37978330100011,chantiers départementaux professionnels et sociaux,"154 440,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,ARTOIS INSERTION RESSOURCERIE,38745382200034,Accompagnement vers l'emploi au sein de la Ressourcerie AIR de Péronne,"114 840,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
Département de la Somme,22800001400016,2021/04/08,22,ASS VIMEU INSERTION FORMA JEUN,32642184900083,accompagnement des bénéficiaires des chantiers d'insertion,"157 014,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2021/04/08_2023/04/07,1,fonctionnement
